N	2gram	Tiupa_Hudo_1	Vladivir
139	более или	1	3
140	со своей	1	3
141	в целом	2	3
142	он в	1	3
143	все эти	3	3
144	но на	1	3
145	о которой	1	3
146	едва ли	3	3
147	и вот	1	3
148	на его	2	3
149	через год	1	3
150	со своими	1	3
151	не мог	1	3
152	или менее	1	3
153	что касается	1	3
154	но это	1	3
155	что этот	1	3
156	раз и	1	3
157	в отношении	1	3
158	в науке	1	3
159	на него	2	3
160	и всегда	1	3
161	ничего не	8	3
162	к тому	7	3
163	в жизни	1	3
164	здесь не	2	3
165	к его	1	3
166	жизнь и	1	3
167	конце концов	1	3
168	тот же	1	3
169	и так	2	3
170	уже не	7	3
171	только на	2	3
172	и из	1	3
173	с другой	1	3
174	по своим	1	3
175	и стал	1	3
176	философской мысли	1	3
177	по истории	1	3
178	в связи	3	3
179	к своему	2	3
180	по своему	3	3
181	в начале	2	3
182	и н	4	3
183	об этих	1	3
184	и т	11	2
185	тех же	1	2
186	к своей	1	2
187	это и	1	2
188	и до	1	2
189	и за	1	2
190	по его	1	2
191	той же	2	2
192	для своего	2	2
193	этом не	1	2
194	хотя бы	1	2
195	ему в	1	2
196	личности с	1	2
197	еще не	7	2
198	мы читаем	2	2
199	он сам	1	2
200	знаем что	1	2
201	и личность	2	2
202	в чем	1	2
203	я никогда	1	2
204	к жизни	5	2
205	ответ на	1	2
206	нет и	1	2
207	в свои	1	2
208	один и	1	2
209	и я	1	2
210	его на	1	2
211	как к	3	2
212	обращаются к	1	2
213	из этих	1	2
214	и тот	1	2
215	что она	4	2
216	при этом	12	2
217	в тот	2	2
218	т д	3	2
219	своего времени	3	2
220	на этом	3	2
221	от нее	1	2
222	что все	1	2
223	лишь в	3	2
224	и кажется	1	2
225	было бы	6	2
226	ни в	5	2
227	писал о	1	2
228	все было	1	2
229	с тем	1	2
230	к а	1	2
231	можно считать	1	2
232	на первый	1	2
233	точки зрения	5	2
234	характер но	1	2
235	это делает	1	2
236	место в	1	2
237	что я	2	2
238	не будем	1	2
239	тем не	4	2
240	на всю	1	2
241	для нее	2	2
242	даже в	3	2
243	не менее	5	2
244	тем самым	1	2
245	удивительным образом	1	2
246	с и	2	2
247	того чтобы	3	2
248	того и	1	2
249	в москву	1	2
250	именно с	1	2
251	и весь	1	2
252	всего на	1	2
253	к концу	1	2
254	что на	2	2
255	со стороны	3	2
256	для его	1	2
257	на это	1	2
258	для себя	3	2
259	и о	4	2
260	не столько	2	2
261	однако эта	1	2
262	ясно что	2	2
263	во многом	1	2
264	о котором	2	2
265	года эти	1	2
266	воли и	1	2
267	впоследствии и	1	2
268	но мы	1	2
269	с того	2	2
270	толстой и	1	2
271	как было	1	2
272	в которую	1	2
273	этот момент	2	2
274	того что	4	2
275	с ними	2	2
276	всяком случае	1	2
277	том чтобы	1	2
278	одной из	2	2
279	то и	3	2
280	не из	1	2
281	не стал	2	2
282	из них	4	2
283	мы знаем	2	2
284	никуда не	1	2
285	и никогда	1	2
286	тем что	3	2
287	даже не	1	2
288	же о	1	2
289	только что	4	2
290	было сказано	1	2
291	было ему	1	2
292	что мы	1	2
293	жизнь в	1	2
294	чем не	1	2
295	него в	1	2
296	и а	5	2
297	к себе	5	2
298	он будет	1	2
299	в ответ	2	2
300	в это	2	2
301	под ред	2	2
302	и м	2	2
303	не испытывал	1	2
304	своей жизни	2	2
305	нисколько не	1	2
306	пока еще	2	2
307	смерти а	1	2
308	под названием	1	2
309	и для	3	2
310	имеют для	1	2
311	в результате	2	2
312	молодой человек	1	2
313	от него	3	2
314	тем более	1	2
315	мы должны	1	2
316	сведения о	1	2
317	из этого	1	2
318	в самом	4	2
319	к этой	3	2
320	и это	4	2
321	в частности	5	2
322	во всяком	1	2
323	все что	1	2
324	как известно	1	1
325	по адресу	2	1
326	на самом	2	1
327	только потому	2	1
328	своей основной	1	1
329	всего это	1	1
330	включенная в	1	1
331	нам кажется	1	1
332	что когда	2	1
333	то в	4	1
334	было более	1	1
335	можно говорить	1	1
336	он всегда	1	1
337	не имеют	3	1
338	ведь и	1	1
339	видеть в	1	1
340	был и	1	1
341	в их	2	1
342	и сказочность	1	1
343	с с	4	1
344	все той	1	1
345	не во	1	1
346	с самых	1	1
347	что уже	1	1
348	ответить на	1	1
349	есть нечто	1	1
350	пишет в	1	1
351	что можно	1	1
352	мы здесь	1	1
353	в ней	4	1
354	сторону но	1	1
355	литературы и	1	1
356	не нужно	2	1
357	на них	1	1
358	столь же	4	1
359	сам а	1	1
360	во всех	1	1
361	году по	1	1
362	он относится	1	1
363	у н	1	1
364	явлений и	1	1
365	для других	2	1
366	по отношению	8	1
367	а и	2	1
368	тогда как	7	1
369	слова на	1	1
370	а через	1	1
371	себе и	2	1
372	на вопрос	2	1
373	в настоящем	1	1
374	относится к	1	1
375	ему не	2	1
376	уверенность в	1	1
377	дает нам	1	1
378	встречи с	1	1
379	всякого явления	1	1
380	он себе	1	1
381	как уже	1	1
382	нравственно и	1	1
383	и хотя	1	1
384	представлял себе	1	1
385	из жизни	1	1
386	время это	1	1
387	так или	2	1
388	жизни так	2	1
389	на две	1	1
390	по мнению	5	1
391	чувства а	1	1
392	не могла	1	1
393	так сказать	2	1
394	жизнью и	2	1
395	грусти и	1	1
396	не следует	2	1
397	пушкина и	1	1
398	чтобы начать	1	1
399	чем у	1	1
400	в силу	1	1
401	душу и	1	1
402	содержит в	1	1
403	близости с	1	1
404	чтобы в	1	1
405	то самое	1	1
406	никому не	1	1
407	несомненна в	1	1
408	все с	1	1
409	поскольку она	1	1
410	но все	1	1
411	жизнь которая	1	1
412	порой не	1	1
413	и второй	1	1
414	их и	1	1
415	причем все	1	1
416	вклад в	1	1
417	его личности	2	1
418	это не	7	1
419	уже знаем	2	1
420	на вопросе	1	1
421	всю его	1	1
422	и тем	1	1
423	не соответствует	1	1
424	и рассказов	1	1
425	в итоге	1	1
426	поведения и	1	1
427	этом мы	1	1
428	для них	1	1
429	но уже	1	1
430	и характера	1	1
431	в высшей	1	1
432	в самую	1	1
433	тому что	4	1
434	и вопреки	1	1
435	и уже	1	1
436	этим и	1	1
437	смеется в	1	1
438	о первой	1	1
439	с такой	1	1
440	мы не	2	1
441	духовной жизни	1	1
442	истории русской	1	1
443	в этих	5	1
444	называл себя	1	1
445	в г	1	1
446	я этого	1	1
447	бы на	2	1
448	нас ведь	1	1
449	что среди	1	1
450	таким же	1	1
451	ни у	1	1
452	и без	1	1
453	на месте	1	1
454	но у	1	1
455	она в	3	1
456	каким был	1	1
457	в первый	2	1
458	вопрос о	2	1
459	вплоть до	1	1
460	своей встречи	1	1
461	есть его	1	1
462	их в	1	1
463	том и	1	1
464	этом а	1	1
465	с такими	2	1
466	ним в	1	1
467	с мужем	2	1
468	вместе со	1	1
469	сам он	1	1
470	он непременно	1	1
471	она не	4	1
472	правда сам	1	1
473	собр соч	1	1
474	таков был	1	1
475	этими двумя	1	1
476	как о	1	1
477	что их	1	1
478	на себе	2	1
479	каждый день	1	1
480	о них	1	1
481	не могло	1	1
482	только не	1	1
483	то чего	1	1
484	характером он	1	1
485	его от	1	1
486	принадлежит здесь	1	1
487	эта сторона	1	1
488	одна из	2	1
489	этих двух	1	1
490	или как	1	1
491	связи с	4	1
492	новое качество	1	1
493	этом отношении	3	1
494	человека что	1	1
495	не потому	1	1
496	личности в	7	1
497	не могут	1	1
498	относиться к	1	1
499	потом с	1	1
500	же самое	1	1
501	только еще	1	1
502	этой книги	2	1
503	за что	1	1
504	перед его	1	1
505	было уже	1	1
506	четыре года	1	1
507	то ни	1	1
508	разные стороны	1	1
509	из всего	1	1
510	н с	1	1
511	с ее	2	1
512	свою очередь	1	1
513	характера он	1	1
514	в произведении	1	1
515	с самого	1	1
516	всей своей	1	1
517	так в	2	1
518	роль в	1	1
519	и когда	3	1
520	за то	1	1
521	особенно в	2	1
522	свете нет	1	1
523	когда его	1	1
524	учебное пособие	1	1
525	достаточно было	1	1
526	и воображения	1	1
527	во второй	5	1
528	если бы	3	1
529	которые казались	1	1
530	он говорил	2	1
531	все дело	1	1
532	сводится к	1	1
533	роль принадлежит	1	1
534	тех кто	2	1
535	и поэтому	2	1
536	внимание на	2	1
537	второй половине	2	1
538	на страницах	1	1
539	одного из	1	1
540	среди всех	1	1
541	ответы на	1	1
542	в значительной	2	1
543	нас в	1	1
544	а во	1	1
545	все в	1	1
546	интерес к	5	1
547	в другой	1	1
548	что бы	1	1
549	но тут	1	1
550	в литературе	3	1
551	казалось что	1	1
552	но с	2	1
553	обычно у	1	1
554	писателя и	1	1
555	сразу же	1	1
556	не как	1	1
557	человека в	6	1
558	с особого	1	1
559	согласиться с	2	1
560	его жизнь	2	1
561	истории и	1	1
562	обедать и	1	1
563	между этими	1	1
564	с одной	1	1
565	человека с	1	1
566	с какой	1	1
567	самом деле	5	1
568	в сторону	1	1
569	раз в	2	1
570	или не	3	1
571	и которая	1	1
572	же в	3	1
573	что не	2	1
574	а то	2	1
575	жизни ему	1	1
576	и хорошо	1	1
577	на столе	2	1
578	их как	1	1
579	этом в	1	1
580	одно из	1	1
581	как основное	1	1
582	в одном	1	1
583	у нее	2	1
584	выступает в	1	1
585	друг друга	5	1
586	как его	3	1
587	бытия и	4	1
588	заметить что	2	1
589	той самой	1	1
590	него уже	2	1
591	ее на	1	1
592	автора как	1	1
593	и только	1	1
594	появилось новое	1	1
595	же деле	1	1
596	считаем необходимым	1	1
597	только у	1	1
598	было довольно	1	1
599	влияние на	2	1
600	как у	1	1
601	или иначе	2	1
602	не один	1	1
603	прав так	1	1
604	этого человека	1	1
605	именно в	7	1
606	человека а	1	1
607	с той	2	1
608	далеко не	1	1
609	в свою	1	1
610	мы еще	1	1
611	всякого человека	1	1
612	себя и	2	1
613	слово но	1	1
614	говорит о	1	1
615	прежде всего	11	1
616	самом же	1	1
617	одной стороны	1	1
618	а за	1	1
619	свою жизнь	1	1
620	до конца	2	1
621	а не	12	1
622	однако и	3	1
623	у его	2	1
624	человеческой жизни	4	1
625	и своим	1	1
626	в руках	1	1
627	вопросе о	1	1
628	о чем	1	1
629	с прежними	1	1
630	его биографии	1	1
631	на который	1	1
632	и представлений	1	1
633	в одной	2	1
634	то можно	1	1
635	например когда	1	1
636	поэтому не	1	1
637	из которых	1	1
638	в изображении	2	1
639	в данном	1	1
640	не видел	1	1
641	она есть	1	1
642	представляется весьма	1	1
643	о человеке	2	1
644	характером но	1	1
645	и вполне	1	1
646	человек с	1	1
647	на свете	1	1
648	и называл	1	1
649	другого человека	1	1
650	и более	1	1
651	быть не	1	1
652	себя их	1	1
653	с этой	2	1
654	путать с	1	1
655	на пути	1	1
656	за нею	2	1
657	этих отношений	1	1
658	но была	1	1
659	мечтаний и	1	1
660	в который	1	1
661	и того	1	1
662	длинные волосы	1	1
663	простоте и	1	1
664	известной степени	1	1
665	еще одна	1	1
666	уже на	1	1
667	и скоро	1	1
668	друга не	3	1
669	раз он	1	1
670	то о	2	1
671	бы в	1	1
672	не будучи	1	1
673	у которого	1	1
674	ни к	2	1
675	я в	1	1
676	хотя в	1	1
677	было просто	1	1
678	но вот	1	1
679	личности и	2	1
680	жизни в	6	1
681	нами не	1	1
682	о своем	1	1
683	не своим	1	1
684	следила за	1	1
685	от своего	1	1
686	которым он	1	1
687	одновременно и	5	1
688	время не	1	1
689	знаю что	1	1
690	к другим	1	1
691	времени работы	1	1
692	и другие	1	1
693	и эта	1	1
694	у людей	1	1
695	в таком	3	1
696	юные годы	1	1
