N	2gram	Tiupa_Lite_2	Myshleni
417	работ и	1	1
418	сравнительно с	1	1
419	в недрах	1	1
420	два момента	1	1
421	раньше не	1	1
422	именно таким	1	1
423	к истокам	1	1
424	слов но	2	1
425	но по	1	1
426	здесь не	1	1
427	на основе	1	1
428	как по	1	1
429	по сути	1	1
430	своей полноте	1	1
431	и говорит	1	1
432	в себя	3	1
433	идет не	1	1
434	всей своей	3	1
435	когда речь	1	1
436	превращаясь в	2	1
437	поэтому в	1	1
438	быть может	3	1
439	он сам	1	1
440	в словах	1	1
441	как раньше	1	1
442	движения и	1	1
443	вот почему	1	1
444	и т.д	7	1
445	имеем дело	1	1
446	до их	1	1
447	не поддается	1	1
448	после того	1	1
449	и просто	1	1
450	пор пока	1	1
451	самому себе	1	1
452	любви к	1	1
453	место в	1	1
454	ним с	1	1
455	ним и	1	1
456	бы представить	1	1
457	в глазах	3	1
458	да в	1	1
459	неузнаваемой и	1	1
460	другого в	3	1
461	все время	1	1
462	в слово	1	1
463	а именно	3	1
464	и мы	1	1
465	еще несколько	1	1
466	тех пор	1	1
467	ни к	1	1
468	идет по	1	1
469	и представляет	1	1
470	дело с	1	1
471	мысль которая	1	1
472	путь преодоления	1	1
473	который в	1	1
474	человека с	1	1
475	буквы но	1	1
476	совершенно аналогична	1	1
477	пришла в	1	1
478	из них	2	1
479	сказано в	1	1
480	не так	2	1
481	тогда он	1	1
482	в прозе	1	1
483	чтобы она	1	1
484	его речь	1	1
485	не для	1	1
486	у него	2	1
487	к той	1	1
488	в них	2	1
489	ее на	1	1
490	в других	1	1
491	по кругу	1	1
492	или иной	1	1
493	от первого	1	1
494	к которому	1	1
495	как же	1	1
496	а с	1	1
497	принадлежит не	1	1
498	к более	1	1
499	в соответствии	1	1
500	не было	2	1
501	в образах	2	1
502	выше и	2	1
503	себя как	2	1
504	собой одно	1	1
505	и п	1	1
506	он и	2	1
507	все более	1	1
508	в частности	4	1
509	оказывается как	1	1
510	со словом	1	1
511	в разговоре	3	1
512	я слышу	1	1
513	он говорит	1	1
514	подчинения и	2	1
515	одновременно с	1	1
516	тому как	2	1
517	по существу	3	1
518	быть не	2	1
519	как отмечает	1	1
520	не служит	1	1
521	поэтому у	1	1
522	числе и	1	1
523	однако не	1	1
524	которой он	1	1
525	слова так	1	1
526	в литературе	1	1
527	за его	1	1
528	не станет	1	1
529	за словами	1	1
530	ней с	1	1
531	при таком	1	1
532	в результате	2	1
533	а к	2	1
534	она уже	1	1
535	похожей на	1	1
536	и все	1	1
537	как теперь	1	1
538	той или	1	1
539	площади в	1	1
540	конце концов	1	1
541	но зато	1	1
542	отношению ко	1	1
543	же в	2	1
544	в слова	1	1
545	в равной	3	1
546	отношении к	1	1
547	до тех	1	1
548	к ее	1	1
549	отталкиваясь от	1	1
550	и внешней	1	1
551	из тех	2	1
552	но разве	1	1
553	к женщине	1	1
554	только как	1	1
555	жизни а	2	1
556	у людей	1	1
557	этого феномена	1	1
558	и привести	1	1
559	в таком	1	1
560	слов становится	1	1
561	том числе	2	1
562	они не	1	1
