N	2gram	Berdyaev_M_1	Psycholo
107	это все	1	3
108	от всех	1	3
109	конце концов	2	3
110	в состоянии	1	3
111	мышления и	1	3
112	у меня	1	3
113	так и	1	3
114	не было	18	3
115	должна быть	6	3
116	т е	2	3
117	в обществе	1	3
118	сих пор	2	3
119	его и	1	3
120	в конце	7	3
121	до сих	2	3
122	та же	1	3
123	в своей	15	3
124	с психологической	1	3
125	с тем	9	3
126	но не	8	3
127	и только	1	3
128	все то	1	3
129	но в	7	3
130	человека не	4	3
131	мысли в	1	3
132	и к	2	3
133	себе а	1	3
134	это и	4	3
135	смысле слова	4	3
136	жизни и	2	3
137	в силу	1	3
138	с этим	3	3
139	во всем	1	3
140	тому чтобы	2	3
141	но к	1	3
142	в одной	1	3
143	под влиянием	1	3
144	точку зрения	1	3
145	в этой	6	3
146	не есть	9	3
147	от того	1	3
148	не могут	5	3
149	в отличие	1	3
150	он не	24	3
151	как совершенно	1	3
152	и когда	2	3
153	роль в	1	3
154	потому не	3	3
155	в частности	1	3
156	образа к	1	3
157	и по	4	3
158	в которых	4	3
159	и это	12	3
160	уже в	4	3
161	в каждом	1	3
162	все что	2	3
163	но это	1	3
164	в своем	10	3
165	начинает с	2	2
166	совершенно другой	1	2
167	показывает как	2	2
168	почти все	1	2
169	в мышлении	1	2
170	связи со	1	2
171	есть для	1	2
172	бы в	2	2
173	в него	3	2
174	и характер	1	2
175	тех же	1	2
176	мысли и	2	2
177	и там	4	2
178	говорит о	1	2
179	что они	1	2
180	о чем	2	2
181	отличается от	2	2
182	на это	1	2
183	его не	3	2
184	человека и	14	2
185	не менее	1	2
186	по ним	1	2
187	и вместе	4	2
188	том случае	1	2
189	и всякий	1	2
190	в жизни	3	2
191	на два	1	2
192	к нему	7	2
193	с ним	2	2
194	в нем	13	2
195	бы ни	1	2
196	увидим что	4	2
197	приводит к	2	2
198	и без	1	2
199	то и	1	2
200	от него	4	2
201	в другой	1	2
202	бы и	3	2
203	казалось бы	1	2
204	в одном	1	2
205	и с	3	2
206	одно из	3	2
207	что только	1	2
208	и во	2	2
209	его в	3	2
210	может показаться	1	2
211	я хотел	2	2
212	учению о	2	2
213	что же	1	2
214	есть не	4	2
215	к чему	2	2
216	к жизни	1	2
217	на самом	1	2
218	но и	25	2
219	как они	1	2
220	что есть	5	2
221	человека то	2	2
222	которое может	1	2
223	что такое	1	2
224	как он	2	2
225	самому себе	2	2
226	и от	2	2
227	к этой	2	2
228	когда она	1	2
229	ничего не	3	2
230	подойти к	1	2
231	и потому	10	2
232	отношений и	1	2
233	уже не	4	2
234	в основе	2	2
235	ту же	1	2
236	русской интеллигенции	1	2
237	в них	4	2
238	она в	1	2
239	к идее	1	2
240	будто бы	3	2
241	не существует	2	2
242	приходит к	1	2
243	когда он	3	2
244	к ним	1	2
245	оно есть	1	2
246	историю русской	1	2
247	себя и	3	2
248	образ и	2	2
249	и поэтому	1	2
250	как к	1	2
251	природа человека	1	2
252	стало быть	1	2
253	из всех	1	2
254	в такой	1	2
255	у шекспира	1	2
256	обратиться к	1	2
257	этого вопроса	1	2
258	он же	1	2
259	нас в	1	2
260	и состоит	1	2
261	в каком	2	2
262	и ту	1	2
263	и их	3	2
264	и то	1	2
265	есть только	2	2
266	психологии к	1	2
267	не быть	1	2
268	отношение к	4	2
269	означает что	1	2
270	мы все	1	2
271	и как	2	2
272	как говорит	1	2
273	нему и	1	1
274	и историю	1	1
275	и из	1	1
276	то мы	1	1
277	может не	2	1
278	в свете	3	1
279	случае если	1	1
280	и этот	4	1
281	идей и	3	1
282	этом он	2	1
283	для души	1	1
284	природу и	2	1
285	в значительной	1	1
286	и исторического	1	1
287	по сравнению	2	1
288	но она	1	1
289	еще до	1	1
290	есть совершенно	1	1
291	и свою	1	1
292	и разные	1	1
293	еще не	1	1
294	человек то	1	1
295	и кажется	1	1
296	мире в	1	1
297	природу человека	1	1
298	то не	1	1
299	друг к	1	1
300	когда человек	3	1
301	и самый	2	1
302	его с	2	1
303	мы говорим	1	1
304	не умеет	1	1
305	это сознание	1	1
306	людей и	2	1
307	идет не	1	1
308	в нескольких	1	1
309	на человека	2	1
310	он хотел	2	1
311	возможны только	1	1
312	о духе	1	1
313	вопросе о	1	1
314	что как	1	1
315	никто не	2	1
316	что вся	1	1
317	что красота	1	1
318	не к	4	1
319	за этим	1	1
320	самой своей	1	1
321	бы был	1	1
322	и был	1	1
323	можно сделать	1	1
324	это выражение	1	1
325	и действительно	1	1
326	учение о	3	1
327	выходит за	1	1
328	не откажется	1	1
329	о влиянии	1	1
330	это исследование	1	1
331	ведет к	6	1
332	меньше чем	1	1
333	то он	1	1
334	всегда была	1	1
335	отношение между	1	1
336	которые составляют	1	1
337	говорил что	1	1
338	не до	1	1
339	произведения и	1	1
340	человеческое общество	2	1
341	с первого	1	1
342	стоит в	1	1
343	через всю	1	1
344	было в	1	1
345	вообще и	1	1
346	чем в	2	1
347	цели и	1	1
348	идет к	1	1
349	истину и	2	1
350	иное как	1	1
351	хотя бы	3	1
352	близко к	1	1
353	все уже	1	1
354	не так	3	1
355	предмет его	1	1
356	на необходимости	1	1
357	в понимании	1	1
358	в различные	1	1
359	человек не	10	1
360	в центре	2	1
361	если в	1	1
362	во всех	1	1
363	на нем	1	1
364	и те	2	1
365	нем не	2	1
366	вся она	1	1
367	разных точек	1	1
368	в их	4	1
369	можно и	1	1
370	сравнению с	1	1
371	действующих лиц	1	1
372	есть всегда	1	1
373	которой он	1	1
374	а самая	1	1
375	весь свой	1	1
376	с такой	1	1
377	к исследованию	1	1
378	те которые	9	1
379	это верно	1	1
380	заключает в	3	1
381	если так	1	1
382	образа в	1	1
383	ответ на	1	1
384	собой в	1	1
385	его к	1	1
386	остается и	1	1
387	удивительно что	1	1
388	но у	1	1
389	литературы и	2	1
390	принадлежит к	1	1
391	состоит чтобы	1	1
392	чтобы иметь	1	1
393	все формы	1	1
394	жизни в	2	1
395	оно не	1	1
396	его как	2	1
397	одной из	1	1
398	не без	1	1
399	и мы	2	1
400	духа и	4	1
401	который был	2	1
402	знает что	1	1
403	только один	2	1
404	что человек	3	1
405	вплоть до	1	1
406	для него	11	1
407	явлений в	1	1
408	мы еще	2	1
409	особенно в	3	1
410	она есть	1	1
411	для понимания	1	1
412	должны были	1	1
413	в нашей	1	1
414	в той	2	1
415	нет и	5	1
416	в первый	1	1
417	всегда в	1	1
418	это не	5	1
419	и психолог	1	1
420	и чтобы	1	1
421	формальной стороне	1	1
422	интеллигенции по	1	1
423	и мир	2	1
424	во многих	1	1
425	слова это	1	1
426	внешней формы	1	1
427	на все	1	1
428	за пределы	4	1
429	ли она	2	1
430	именно потому	1	1
431	этим была	1	1
432	подход к	1	1
433	и на	6	1
434	он дает	1	1
435	недавно вышедшей	1	1
436	общества в	1	1
437	одна и	1	1
438	говорить об	1	1
439	прийти к	2	1
440	привести к	4	1
441	но если	3	1
442	а как	2	1
443	всегда и	1	1
444	не хотел	3	1
445	между людьми	1	1
446	не меньше	1	1
447	от природы	3	1
448	люди с	1	1
449	применяет к	1	1
450	же мало	1	1
451	но путь	2	1
452	зрения и	1	1
453	что без	2	1
454	за собой	2	1
455	как явление	1	1
456	связана с	2	1
457	чувствовал и	1	1
458	в самых	1	1
459	начинается в	3	1
460	для нашего	1	1
461	л толстой	2	1
462	только с	1	1
463	связаны с	1	1
464	процесса как	1	1
465	и наконец	1	1
466	есть прежде	1	1
467	находится в	1	1
468	можно найти	1	1
469	чтобы до	1	1
470	относится к	2	1
471	живет в	2	1
472	лучше всего	1	1
473	и учение	1	1
474	должно быть	3	1
475	к другу	1	1
476	данте был	1	1
477	же и	1	1
478	вокруг себя	1	1
479	ивана и	1	1
480	для одних	1	1
481	к тем	1	1
482	увидим как	1	1
483	в первых	1	1
484	в самые	1	1
485	учение об	1	1
486	ним может	1	1
487	была связана	2	1
488	то это	1	1
489	природы человека	1	1
490	в эпоху	1	1
491	человеку и	2	1
492	что иное	1	1
493	в последних	1	1
494	и наоборот	1	1
495	ему в	1	1
496	для художника	1	1
497	только и	3	1
498	он никогда	2	1
499	лежит в	1	1
500	чтобы все	1	1
501	из самых	8	1
502	с их	2	1
503	по своему	2	1
504	в пределах	1	1
505	точно мы	1	1
506	человека как	2	1
507	его исследованию	1	1
508	и др	1	1
509	имел в	1	1
510	и утверждение	1	1
511	традиции в	1	1
512	которая есть	3	1
513	не была	3	1
514	как ни	1	1
515	в более	2	1
516	и та	1	1
517	об отношении	1	1
518	а к	1	1
519	есть особый	1	1
520	который он	1	1
521	обращено к	1	1
522	по целым	1	1
523	не потому	1	1
524	во всей	1	1
525	он смотрит	1	1
526	в сторону	1	1
527	от ее	1	1
528	с последней	1	1
529	в творчестве	10	1
530	не что	1	1
531	которые шли	1	1
532	как для	2	1
533	в мире	10	1
534	тем как	1	1
535	которой она	1	1
536	или другую	1	1
537	поэтому в	1	1
538	исключительно с	1	1
539	эпохе по	1	1
540	и почему	1	1
541	с новыми	2	1
542	я хочу	3	1
543	против того	1	1
544	как у	1	1
545	не могу	1	1
546	и трагедии	1	1
547	в это	1	1
548	исследования о	1	1
549	сложный и	1	1
550	не таков	1	1
551	существенно для	1	1
552	вполне не	1	1
553	него есть	1	1
554	и еще	3	1
555	с его	3	1
556	только те	1	1
557	о себе	3	1
558	я не	1	1
559	в вопросе	1	1
560	он чувствовал	1	1
561	и всякая	1	1
562	нужно для	1	1
563	истины и	1	1
564	произведения искусства	1	1
565	личности и	1	1
566	примириться с	2	1
567	человек есть	4	1
568	и ее	1	1
569	но из	1	1
570	котором она	1	1
571	и открыть	1	1
572	и нет	2	1
573	с которой	2	1
574	в духе	1	1
575	его творчество	2	1
576	на этот	2	1
577	не принадлежит	2	1
578	одну и	1	1
579	о его	1	1
580	то чего	1	1
581	в ней	15	1
582	отношения и	2	1
583	должен быть	2	1
584	он должен	3	1
585	об этом	1	1
586	тогда только	2	1
587	или к	4	1
588	одного из	1	1
589	а вовсе	1	1
590	под знаком	1	1
591	бросается в	1	1
592	конца и	1	1
593	конечно не	3	1
594	в глаза	1	1
595	все еще	1	1
596	и заключается	1	1
597	который я	1	1
598	я написал	1	1
599	отрицать всякую	1	1
600	такая же	1	1
601	вложил в	1	1
602	о нем	2	1
603	человека в	13	1
604	в деле	1	1
605	быть может	7	1
606	формулировал этот	1	1
607	о двух	1	1
608	все в	6	1
609	понимается как	1	1
610	французскую революцию	1	1
611	совершается в	1	1
612	перед ней	1	1
613	в избрании	1	1
614	к одному	1	1
615	она была	1	1
616	когда они	1	1
617	также в	1	1
618	слова что	1	1
619	он уже	6	1
620	и более	1	1
621	теряет свою	1	1
622	искусства правда	1	1
623	в свою	2	1
