N	2gram	Vinokur_Ku_2	VLabPisa
239	которые в	1	2
240	начнем с	1	2
241	по крайней	6	2
242	если бы	12	2
243	как от	1	2
244	по себе	10	2
245	это особенно	1	2
246	особенно наглядно	1	2
247	можно ли	4	2
248	не менее	7	2
249	тогда когда	1	2
250	того чтобы	11	2
251	на язык	1	2
252	в области	11	2
253	ли это	2	2
254	от того	4	2
255	ли не	2	2
256	отличается от	3	2
257	должны быть	2	2
258	что оно	3	2
259	для того	9	2
260	на это	3	2
261	этому сводится	1	2
262	только то	1	2
263	роль в	2	2
264	примеров можно	1	2
265	и даже	2	2
266	вот это	1	2
267	из основных	1	2
268	во всяком	5	2
269	на вопрос	1	2
270	говорит об	1	2
271	лишь в	5	2
272	и просто	1	2
273	от них	1	2
274	крайней мере	6	2
275	вообще и	2	2
276	конце концов	3	2
277	значит что	1	2
278	но с	1	2
279	что даже	1	2
280	с одной	2	2
281	одной из	1	2
282	ознакомиться с	1	2
283	у них	1	2
284	слова не	3	2
285	могло бы	1	2
286	над своими	1	2
287	вовсе не	9	2
288	к ним	1	2
289	много и	1	2
290	в особенности	4	2
291	одной стороны	1	2
292	или иной	1	2
293	до сих	1	2
294	как у	2	2
295	несколько примеров	1	2
296	не рождается	1	2
297	еще и	2	2
298	что для	2	2
299	к сожалению	1	2
300	легко и	1	2
301	и непосредственно	1	2
302	и том	1	2
303	что мы	6	2
304	с а	1	2
305	нет никаких	1	2
306	и потому	2	2
307	из которых	3	2
308	конечном итоге	1	2
309	войны и	1	2
310	как например	1	2
311	и некоторые	1	2
312	сих пор	1	2
313	того или	2	2
314	между прочим	2	2
315	но для	3	2
316	можно было	9	2
317	в книге	1	2
318	ни одного	1	2
319	в большей	3	2
320	будто бы	2	2
321	все они	2	2
322	а в	3	2
323	в целях	2	2
324	о своем	1	2
325	между ними	1	2
326	отметить что	1	2
327	в своих	2	2
328	этой точки	2	2
329	они не	1	2
330	которая не	1	2
331	на бумагу	1	1
332	вряд ли	4	1
333	можно говорить	2	1
334	речь идет	2	1
335	лежат в	1	1
336	в сфере	3	1
337	научного и	1	1
338	его основной	1	1
339	и без	1	1
340	самом деле	9	1
341	все его	1	1
342	же по	1	1
343	богатой и	1	1
344	тот или	1	1
345	п все	1	1
346	противном случае	1	1
347	в основании	2	1
348	все те	1	1
349	должна быть	5	1
350	бы уже	1	1
351	точнее и	1	1
352	перейдем теперь	1	1
353	как мы	3	1
354	что если	2	1
355	путь для	1	1
356	это что	1	1
357	превратилась в	1	1
358	вопрос о	9	1
359	бы например	2	1
360	нам в	1	1
361	почти исключительно	1	1
362	мы получаем	1	1
363	существу же	1	1
364	приходит к	1	1
365	мы и	1	1
366	о роли	2	1
367	сам по	1	1
368	это время	1	1
369	и характере	1	1
370	свою очередь	2	1
371	и то	5	1
372	становится в	1	1
373	он был	1	1
374	не был	1	1
375	здесь не	3	1
376	нашей фразеологии	3	1
377	это имеет	1	1
378	по своему	1	1
379	предисловии к	1	1
380	а только	3	1
381	дело обстоит	1	1
382	только тогда	1	1
383	не все	3	1
384	ответ на	2	1
385	уже как	1	1
386	себе и	1	1
387	или иное	3	1
388	все предыдущие	2	1
389	сама по	1	1
390	результате этого	2	1
391	в известном	1	1
392	лицом к	1	1
393	толстого и	1	1
394	самое понятие	1	1
395	общего с	1	1
396	и целого	1	1
397	кроме того	1	1
398	целый ряд	5	1
399	говорит что	1	1
400	что по	1	1
401	сказал бы	1	1
402	в каком-то	1	1
403	это определение	2	1
404	не очень	1	1
405	основная тенденция	1	1
406	то в	1	1
407	привести к	1	1
408	уже в	3	1
409	за это	1	1
410	сущности и	1	1
411	что так	1	1
412	следующее признание	1	1
413	если есть	1	1
414	к необходимости	1	1
415	общеизвестно что	1	1
416	тому же	1	1
417	на то	4	1
418	дальше и	1	1
419	и если	2	1
420	как оно	1	1
421	уже сама	1	1
422	да и	6	1
423	образом для	1	1
424	его стихи	1	1
425	тем дело	1	1
426	и еще	2	1
427	не значит	1	1
428	первой части	1	1
429	сложность эта	2	1
430	не как	2	1
431	то как	1	1
432	уже не	8	1
433	для данной	2	1
434	его от	1	1
435	на этом	3	1
436	именно это	1	1
437	в понятие	1	1
438	оно и	1	1
439	когда говорит	1	1
440	борьбы и	1	1
441	связанных с	1	1
442	те или	1	1
443	на протяжении	1	1
444	к сокращению	1	1
445	на почве	1	1
446	этом смысле	5	1
447	например с	1	1
448	от всей	1	1
449	чаще всего	1	1
450	кажется что	1	1
451	материал для	2	1
452	говорим о	2	1
453	и творчества	1	1
454	роли и	1	1
455	и сюжеты	1	1
456	соответствии с	2	1
457	этого не	3	1
458	с этой	2	1
459	несмотря на	5	1
460	здесь можно	1	1
461	смысле что	1	1
462	значит не	1	1
463	на этот	2	1
464	понятия и	1	1
465	себе все	1	1
466	речь может	1	1
467	в этих	1	1
468	все должно	1	1
469	из сферы	1	1
470	он должен	1	1
471	в которые	3	1
472	если можно	2	1
473	его мнению	1	1
474	этому же	1	1
475	индивидуальных свойств	1	1
476	работать над	1	1
477	признать что	1	1
478	значение для	1	1
479	и общие	1	1
480	и той	1	1
481	но он	1	1
482	творчества и	1	1
483	в прямом	1	1
484	был только	1	1
485	что этот	1	1
486	в устах	2	1
487	бы быть	1	1
488	формы как	1	1
489	роль играют	1	1
490	что есть	1	1
491	нет того	1	1
492	того момента	1	1
493	в таких	3	1
494	о значении	2	1
495	как можно	2	1
496	что эта	2	1
497	дело не	2	1
498	именно те	1	1
499	уже из	2	1
500	того как	2	1
501	к следующим	1	1
502	на себе	4	1
503	определяет как	1	1
504	время как	1	1
505	виду не	1	1
506	сводится в	2	1
507	наблюдений над	1	1
508	иметь в	2	1
509	но только	4	1
510	не имеет	4	1
511	о природе	1	1
512	казалось бы	3	1
513	что самое	1	1
514	сложность и	1	1
515	записывает в	1	1
516	как не	3	1
517	е не	1	1
518	следует что	3	1
519	на некоторые	1	1
520	только с	1	1
521	так то	1	1
522	как будто	2	1
523	в каком	4	1
524	тем это	1	1
525	уже о	3	1
526	говорят в	1	1
527	лежит в	1	1
528	наконец что	1	1
529	ничего общего	1	1
530	данной области	1	1
531	и это	3	1
532	в театре	1	1
533	даже самые	1	1
534	связанными с	1	1
535	с ее	1	1
536	связи со	1	1
537	говоря уже	2	1
538	данном случае	2	1
539	то или	3	1
540	в понятиях	1	1
541	от обычного	1	1
542	то время	1	1
543	типы и	1	1
544	это для	1	1
545	что у	2	1
546	среди деятелей	1	1
547	что автор	1	1
548	это вовсе	1	1
549	в плоскости	2	1
550	и прочих	1	1
551	по сравнению	2	1
552	за этими	1	1
553	мы в	2	1
554	природа их	1	1
555	понятно что	1	1
556	поэтому в	1	1
557	только нет	1	1
558	о котором	2	1
559	для этого	3	1
560	а по	1	1
561	функциях в	1	1
562	и что	8	1
563	после того	2	1
564	с того	1	1
565	для нас	4	1
566	а также	3	1
567	аналогии с	3	1
568	знает что	3	1
569	нас особенно	1	1
570	или иначе	3	1
571	в форме	3	1
572	признается в	1	1
573	существо вопроса	1	1
574	всего этого	1	1
575	в свете	1	1
576	труд в	1	1
577	в русском	10	1
578	для самого	2	1
579	в него	1	1
580	и следует	1	1
581	указывает что	2	1
582	с отдельными	1	1
583	быть и	1	1
584	обе эти	1	1
585	и характерное	1	1
586	большею частью	2	1
587	что известно	1	1
588	или иные	1	1
589	в какой	1	1
590	пишет он	2	1
591	штампов в	2	1
592	очень много	1	1
593	чтобы рельефнее	1	1
594	своем дневнике	1	1
595	же и	2	1
596	есть в	3	1
597	можно на	1	1
598	конечно не	2	1
599	каким же	1	1
600	даже целые	1	1
601	в поэзии	1	1
602	в виде	1	1
603	свидетельствует о	1	1
604	этого процесса	1	1
605	или даже	1	1
606	право говорить	2	1
607	его и	1	1
608	ни в	4	1
609	в очерке	1	1
610	содержания и	1	1
611	войной и	1	1
612	сами по	1	1
613	не для	1	1
614	отношение к	1	1
615	но что	2	1
616	не случайно	1	1
617	при отсутствии	2	1
618	и никогда	1	1
619	заметить что	1	1
620	тем что	3	1
621	можно мыслить	2	1
622	или ином	1	1
623	по второму	1	1
624	года пишет	1	1
625	смысла и	2	1
626	это положение	2	1
627	к двум	1	1
628	к идее	1	1
629	имели бы	1	1
630	почти с	1	1
631	только у	1	1
632	всей справедливости	1	1
633	и точно	1	1
634	так не	1	1
635	понятие или	1	1
636	общеизвестно например	1	1
637	а именно	2	1
638	в свою	2	1
639	чем он	1	1
640	и чужое	2	1
641	в живом	2	1
642	в соответствии	3	1
643	принцип этот	1	1
644	процесс в	1	1
645	что поэты	1	1
646	поскольку она	1	1
647	и составляет	1	1
648	их следует	1	1
649	однако и	2	1
650	и раскрыть	1	1
651	жизнь в	1	1
652	подобного рода	5	1
653	благодаря чему	1	1
654	самого начала	1	1
655	чтобы покончить	1	1
656	такова задача	1	1
657	во-первых не	1	1
658	если не	1	1
659	очень часто	2	1
660	есть одно	1	1
661	может иметь	1	1
662	представить себе	2	1
663	мы говорим	2	1
664	теперь к	1	1
665	в ноябре	1	1
666	как в	3	1
667	степени сложности	1	1
668	если так	1	1
669	в данном	4	1
670	сравнению с	1	1
671	а если	2	1
672	так или	2	1
673	основанием для	2	1
674	в той	2	1
675	которое не	1	1
676	к настоящему	1	1
677	основные признаки	1	1
678	том смысле	1	1
679	должно быть	4	1
680	не хватает	2	1
681	слова и	5	1
682	еще раз	1	1
683	анализу но	1	1
684	только для	2	1
685	но это	3	1
686	в противном	1	1
687	самое существенное	1	1
688	слова с	1	1
689	импульсом в	1	1
690	бы сами	1	1
691	покончить с	1	1
692	случае он	1	1
693	процесса в	1	1
694	с изменением	1	1
695	которые должны	1	1
696	это как	1	1
697	не представляет	1	1
698	внимание на	1	1
699	и все	2	1
700	у достоевского	1	1
701	к примеру	4	1
702	и смысл	1	1
703	находится в	1	1
704	ни к	15	1
705	потому что	25	1
706	словесное выражение	1	1
707	можно так	1	1
708	или не	1	1
709	сохранила нам	1	1
710	е тех	1	1
711	но вот	2	1
712	находит свое	1	1
713	силу самой	1	1
714	е в	1	1
715	не говоря	2	1
716	дело с	1	1
717	это в	2	1
718	том или	1	1
719	совершенно не	3	1
720	это на	1	1
721	необходимое условие	1	1
722	или иного	2	1
723	в кругу	2	1
724	и идеи	1	1
725	они всегда	1	1
726	новым или	1	1
727	к этой	3	1
728	и другие	1	1
729	творческой работы	1	1
730	цитата из	1	1
731	же на	1	1
732	и идей	1	1
