N	2gram	Losev_Vlad_2	Tragedij
190	в ней	4	1
191	эти мысли	1	1
192	литературы и	1	1
193	содержатся в	1	1
194	быть в	3	1
195	в чем	2	1
196	во всех	3	1
197	в петербурге	2	1
198	но не	3	1
199	но как	1	1
200	что роман	1	1
201	вы смотрите	1	1
202	а он	2	1
203	к проблемам	1	1
204	чем же	1	1
205	что именно	1	1
206	место где	1	1
207	на вид	1	1
208	и наконец	4	1
209	вы сами	1	1
210	и хотя	2	1
211	то в	5	1
212	со своей	2	1
213	в которой	4	1
214	выступления в	1	1
215	не получил	1	1
216	он в	1	1
217	все усилия	1	1
218	право на	1	1
219	как он	2	1
220	если он	1	1
221	не могла	2	1
222	человек не	2	1
223	бывало у	1	1
224	и если	4	1
225	три года	2	1
226	так сказать	1	1
227	одному из	1	1
228	пушкина и	1	1
229	которой не	2	1
230	и еще	1	1
231	чем у	1	1
232	его самого	1	1
233	к одному	1	1
234	не к	1	1
235	в россии	3	1
236	по всем	1	1
237	содержит в	4	1
238	отец ее	1	1
239	никому не	1	1
240	и по	2	1
241	в блеске	1	1
242	на этом	2	1
243	что сам	1	1
244	таким образом	3	1
245	последнее слово	1	1
246	от нее	1	1
247	но без	1	1
248	здесь мы	3	1
249	для характеристики	1	1
250	правда что	1	1
251	за то	1	1
252	им как	1	1
253	лишь первый	1	1
254	произошла в	1	1
255	на все	2	1
256	лишь в	1	1
257	было мне	1	1
258	это было	4	1
259	заключается в	2	1
260	а это	3	1
261	с начала	2	1
262	блеске и	1	1
263	в хлопотах	1	1
264	на свои	2	1
265	но уже	2	1
266	в них	3	1
267	он же	2	1
268	в высшей	1	1
269	этого не	2	1
270	а за	2	1
271	всю жизнь	1	1
272	эту тему	2	1
273	со своими	1	1
274	которой он	2	1
275	говорится о	2	1
276	очень важный	1	1
277	года и	1	1
278	обращенные к	1	1
279	и ко	1	1
280	но я	1	1
281	л п	1	1
282	но если	1	1
283	и при	2	1
284	в своей	5	1
285	к истории	1	1
286	взгляд на	1	1
287	в такой	1	1
288	в котором	5	1
289	не столько	3	1
290	представление о	1	1
291	по самой	1	1
292	где на	2	1
293	и вот	3	1
294	не понимает	1	1
295	но он	3	1
296	тем не	6	1
297	речи в	1	1
298	борьбу с	1	1
299	не могли	3	1
300	по себе	5	1
301	называет его	1	1
302	в журнале	1	1
303	достоевского так	1	1
304	не менее	7	1
305	вплоть до	3	1
306	не раз	1	1
307	она не	2	1
308	на земле	2	1
309	самого начала	1	1
310	на котором	2	1
311	того как	2	1
312	тогда и	2	1
313	но только	1	1
314	только не	1	1
315	на путях	1	1
316	это мы	5	1
317	судя по	1	1
318	и всегда	1	1
319	в отношениях	1	1
320	в самой	1	1
321	м м	4	1
322	или как	2	1
323	говорит в	1	1
324	характер эта	1	1
325	и притом	2	1
326	к ней	3	1
327	не читал	1	1
328	к вам	2	1
329	князя и	1	1
330	для нас	7	1
331	связи с	8	1
332	но теперь	1	1
333	был так	1	1
334	в области	3	1
335	ну а	1	1
336	перед ним	1	1
337	и обращается	1	1
338	значение только	1	1
339	вопросу об	1	1
340	уже было	1	1
341	за что	1	1
342	не есть	4	1
343	утверждать что	1	1
344	где он	3	1
345	вы не	2	1
346	как мы	11	1
347	и о	4	1
348	у себя	1	1
349	того чтобы	2	1
350	не хочу	1	1
351	людей в	2	1
352	его произведение	1	1
353	и думать	1	1
354	такие как	1	1
355	с самого	1	1
356	человека с	1	1
357	хотя наряду	1	1
358	с собой	1	1
359	можно было	2	1
360	на нее	1	1
361	больше в	1	1
362	начала и	2	1
363	не выдержал	1	1
364	во многом	1	1
365	когда в	1	1
366	ничего подобного	1	1
367	быть может	1	1
368	действия не	1	1
369	говорил что	1	1
370	а по	1	1
371	опять в	3	1
372	и должно	1	1
373	на вопрос	1	1
374	но мы	1	1
375	после того	2	1
376	и который	1	1
377	по вопросу	2	1
378	а также	10	1
379	нас от	1	1
380	от него	1	1
381	добра и	1	1
382	я вижу	1	1
383	вполне ясно	1	1
384	он рассматривает	1	1
385	и она	2	1
386	о своих	1	1
387	вам ничего	1	1
388	в литературе	1	1
389	того что	5	1
390	нашел в	1	1
391	он есть	1	1
392	критики в	1	1
393	для ребенка	1	1
394	при самом	1	1
395	казалось что	1	1
396	наблюдать и	1	1
397	он стал	1	1
398	ответа на	1	1
399	выдержал своего	1	1
400	что даже	1	1
401	только в	6	1
402	во всем	1	1
403	как нечто	1	1
404	камень в	1	1
405	вот что	4	1
406	за мной	1	1
407	только на	1	1
408	дело с	1	1
409	чтобы он	1	1
410	как никогда	1	1
411	что писал	1	1
412	в общем	2	1
413	характерно что	1	1
414	и их	1	1
415	всяком случае	6	1
416	т п	1	1
417	с этими	1	1
418	к ним	1	1
419	мир на	1	1
420	не понял	1	1
421	рядом с	1	1
422	первый том	1	1
423	июля года	2	1
424	даже не	1	1
425	именно в	4	1
426	в каких	2	1
427	что не	2	1
428	обратиться к	1	1
429	не было	10	1
430	и стал	1	1
431	а на	1	1
432	на этот	4	1
433	а не	7	1
434	с которым	2	1
435	его как	1	1
436	года с	1	1
437	этом случае	1	1
438	в связи	8	1
439	более чем	1	1
440	ни за	1	1
441	эти слова	1	1
442	время с	1	1
443	вместе с	8	1
444	и особенно	3	1
445	до этого	1	1
446	и потому	2	1
447	над ним	1	1
448	xix века	1	1
449	пошел на	1	1
450	мы опять	1	1
451	наряду с	2	1
452	несколько раз	1	1
453	в той	2	1
454	не удалось	1	1
455	столкновение с	1	1
456	что хочет	1	1
457	узнав об	1	1
458	для понимания	1	1
459	который он	1	1
460	с этой	4	1
461	еще к	1	1
462	и от	2	1
463	романа с	1	1
464	перед смертью	2	1
465	не любил	2	1
466	самое большее	1	1
467	я очень	2	1
468	из трех	3	1
469	годов в	2	1
470	в книге	1	1
471	любовь к	1	1
472	он сказал	3	1
473	я знаю	1	1
474	известной степени	1	1
475	достоевского но	2	1
476	тем и	1	1
477	никогда в	1	1
478	за свое	1	1
479	в результате	5	1
480	тот кто	1	1
481	а к	2	1
482	в двух	2	1
483	о нем	2	1
484	появилось в	1	1
485	из себя	1	1
486	и которое	1	1
487	даже сам	1	1
488	и совершенно	1	1
489	у которого	2	1
490	конце концов	3	1
491	тревожное и	1	1
492	хотя бы	3	1
493	я в	3	1
494	жизни в	2	1
495	к числу	2	1
496	в период	1	1
497	л н	3	1
498	виде и	1	1
499	сколько угодно	2	1
500	ко всему	4	1
501	есть и	2	1
502	недоразумение и	1	1
503	всегда была	1	1
504	к этой	2	1
505	ii с	2	1
506	это в	3	1
507	к м	2	1
508	во всяком	6	1
