N	2gram	Losev_Vesc_1	StatiiOP
237	ему не	1	2
238	из таких	1	2
239	только к	2	2
240	говорит о	1	2
241	на этот	1	2
242	не на	1	2
243	его как	1	2
244	если не	3	2
245	и потому	5	2
246	как это	2	2
247	что именно	1	2
248	в данном	5	2
249	из этой	1	2
250	по существу	2	2
251	том смысле	1	2
252	только о	1	2
253	с этой	4	2
254	ее в	1	2
255	в результате	3	2
256	конечно и	1	2
257	только что	2	2
258	ни было	4	2
259	сказать что	17	2
260	совершенно не	5	2
261	утверждать что	1	2
262	и другие	1	2
263	эти принципа	1	1
264	ту же	2	1
265	от вас	1	1
266	простой факт	2	1
267	сам по	3	1
268	с кем	1	1
269	и то	10	1
270	это и	6	1
271	что когда	1	1
272	в первом	2	1
273	это однако	1	1
274	по преимуществу	2	1
275	ii и	1	1
276	действительности и	5	1
277	в зависимости	1	1
278	той же	2	1
279	из всех	1	1
280	бы уже	1	1
281	с с	1	1
282	в защиту	1	1
283	мы не	6	1
284	это что	4	1
285	бы что	2	1
286	иметь никакого	1	1
287	есть нечто	6	1
288	в сущности	4	1
289	основания и	1	1
290	говорить о	6	1
291	не вполне	2	1
292	из того	2	1
293	как не	1	1
294	одного слова	1	1
295	д на	1	1
296	при таких	1	1
297	думаю что	1	1
298	еще не	8	1
299	верить в	1	1
300	в чем	6	1
301	чтобы утверждать	2	1
302	а тем	1	1
303	имени к	3	1
304	нет не	1	1
305	перед глазами	1	1
306	отношение к	1	1
307	себе и	1	1
308	тут же	2	1
309	не просто	19	1
310	судить об	1	1
311	или должно	1	1
312	чем же	3	1
313	если она	1	1
314	независимо от	5	1
315	что как	1	1
316	противоречие в	1	1
317	понимать в	1	1
318	далее как	1	1
319	когда он	1	1
320	говорит что	1	1
321	силе и	1	1
322	важны не	1	1
323	к другому	1	1
324	а во-вторых	1	1
325	средство для	1	1
326	так или	4	1
327	из этих	1	1
328	с тех	1	1
329	всего к	1	1
330	зависимости от	1	1
331	бы только	1	1
332	и кто	2	1
333	только один	2	1
334	в ряду	1	1
335	и если	2	1
336	что она	15	1
337	в определенном	1	1
338	только себя	1	1
339	но именно	2	1
340	ее предварительно	1	1
341	еще раньше	1	1
342	перестает быть	3	1
343	именно то	1	1
344	формы но	1	1
345	с именем	4	1
346	и еще	2	1
347	зачем я	1	1
348	в понимании	1	1
349	свою собственную	1	1
350	в принципе	1	1
351	к одному	3	1
352	очевидный факт	1	1
353	свое время	2	1
354	его от	1	1
355	на этом	2	1
356	одно и	5	1
357	в основу	1	1
358	тут не	5	1
359	что почти	1	1
360	они должны	1	1
361	значение в	1	1
362	различие между	2	1
363	определенном направлении	1	1
364	что мне	2	1
365	разница между	1	1
366	на этой	1	1
367	вопрос действительно	1	1
368	заключается в	1	1
369	с другими	8	1
370	действительности в	2	1
371	в социальной	1	1
372	не стану	1	1
373	и тем	3	1
374	но уже	3	1
375	и уже	1	1
376	мы видели	1	1
377	говорится о	2	1
378	которую я	2	1
379	но если	8	1
380	и их	7	1
381	отнесся к	1	1
382	уже к	1	1
383	представление о	1	1
384	то его	1	1
385	прочим и	2	1
386	нельзя было	4	1
387	и эти	2	1
388	уже указано	1	1
389	нас к	1	1
390	иной раз	1	1
391	что есть	5	1
392	какие бы	1	1
393	нею и	4	1
394	можно ли	7	1
395	она не	4	1
396	одна из	5	1
397	к новым	1	1
398	у кого	1	1
399	тех пор	1	1
400	было не	1	1
401	всех языках	1	1
402	в основе	3	1
403	о них	1	1
404	но только	3	1
405	чем не	2	1
406	для всего	1	1
407	он с	1	1
408	дает возможность	1	1
409	однако если	1	1
410	и без	3	1
411	с большой	1	1
412	или другие	4	1
413	этих двух	2	1
414	к ней	2	1
415	как она	4	1
416	одному и	1	1
417	из истории	2	1
418	таких условиях	1	1
419	как будто	1	1
420	свое собственное	1	1
421	ни о	1	1
422	с искусством	1	1
423	исходить из	1	1
424	он и	1	1
425	которого я	1	1
426	февраля г	1	1
427	отличается от	7	1
428	с полной	4	1
429	для такого	2	1
430	что вы	3	1
431	а что	1	1
432	что является	1	1
433	остановиться на	1	1
434	они и	1	1
435	и которая	1	1
436	как мы	4	1
437	в свое	2	1
438	что все	2	1
439	свою очередь	4	1
440	что составляет	1	1
441	без всякого	4	1
442	данном случае	2	1
443	в в	2	1
444	только при	1	1
445	то время	1	1
446	в пределах	1	1
447	так в	1	1
448	и совершенно	1	1
449	с собой	2	1
450	можно было	2	1
451	не так	1	1
452	не с	7	1
453	с самим	4	1
454	есть также	1	1
455	что также	1	1
456	она была	2	1
457	по сравнению	7	1
458	поэтому в	1	1
459	к языку	1	1
460	хотя это	1	1
461	что значит	8	1
462	связанное с	1	1
463	не существовало	1	1
464	вот почему	3	1
465	но к	1	1
466	и ему	1	1
467	входя в	1	1
468	голоса в	1	1
469	одного из	1	1
470	можно сказать	6	1
471	и во	3	1
472	те или	4	1
473	пр но	1	1
474	я укажу	1	1
475	или иначе	4	1
476	судить о	4	1
477	во втором	2	1
478	нуждается в	1	1
479	и думаю	1	1
480	нового к	1	1
481	от этих	1	1
482	все время	1	1
483	конце концов	2	1
484	не случайно	2	1
485	один из	3	1
486	в двух	1	1
487	что только	3	1
488	тот же	3	1
489	речи о	1	1
490	с ними	3	1
491	будто бы	1	1
492	поэтому и	1	1
493	большим трудом	1	1
494	в выражении	1	1
495	том чтобы	1	1
496	не будет	12	1
497	с какой	1	1
498	конечно не	1	1
499	уже в	1	1
500	только на	3	1
501	языка как	2	1
502	ее из	1	1
503	а это	4	1
504	от других	1	1
505	е не	2	1
506	но совершенно	2	1
507	эту формулу	1	1
508	этом в	1	1
509	одно из	1	1
510	совсем другое	1	1
511	себе в	3	1
512	могло бы	1	1
513	у другого	1	1
514	точка зрения	1	1
515	у нее	1	1
516	а в	4	1
517	относится не	2	1
518	не о	1	1
519	мы можем	4	1
520	относясь к	1	1
521	но что	2	1
522	у него	2	1
523	принципиально не	1	1
524	в руки	2	1
525	без внимания	1	1
526	форму и	1	1
527	продолжать эту	1	1
528	имеет значение	1	1
529	е в	7	1
530	зрения этого	1	1
531	раза в	1	1
532	даже не	7	1
533	частью в	1	1
534	что человек	1	1
535	разумеется это	1	1
536	не входя	1	1
537	не относится	2	1
538	к которому	1	1
539	и быть	1	1
540	при чем	1	1
541	себя и	4	1
542	естественно что	1	1
543	нужно сказать	1	1
544	то и	4	1
545	из наиболее	1	1
546	ничем не	3	1
547	мы и	1	1
548	с которым	1	1
549	языка не	1	1
550	в свете	7	1
551	и исторической	1	1
552	что из	2	1
553	и тут	3	1
554	форма слова	1	1
555	было в	1	1
556	но оно	1	1
557	ни на	3	1
558	подлинной природы	3	1
559	могу судить	1	1
560	если оно	4	1
561	сравнению с	6	1
562	что же	8	1
563	самого себя	1	1
564	да и	3	1
565	наконец и	1	1
566	бы его	1	1
567	жизни в	1	1
568	быть не	4	1
569	имеют и	1	1
570	всем что	2	1
571	и тому	1	1
572	ничем существенным	1	1
573	нечто совершенно	1	1
574	как нам	1	1
575	силу и	1	1
576	но для	2	1
577	нисколько не	4	1
578	должны быть	4	1
579	в более	1	1
580	вопрос в	1	1
581	и для	9	1
582	отвечает на	1	1
583	ли в	3	1
584	уже на	1	1
585	и от	3	1
586	или в	2	1
587	что оно	8	1
588	бы даже	1	1
589	невозможна без	1	1
590	то не	4	1
591	для нас	2	1
592	и все	5	1
593	исторической действительности	1	1
594	бы в	5	1
595	и смысл	1	1
596	я должен	4	1
597	же в	1	1
598	в свою	4	1
599	входить в	1	1
600	к самому	1	1
601	в моем	1	1
602	между ними	3	1
603	другой в	1	1
604	к его	1	1
605	но этот	1	1
606	является и	1	1
607	едва ли	1	1
608	я это	1	1
609	из этого	1	1
610	сам в	1	1
611	жизни и	2	1
612	а я	1	1
613	в своих	1	1
614	нет что	1	1
615	своей части	1	1
616	я могу	2	1
617	доступ к	1	1
618	можно назвать	1	1
619	все что	1	1
620	ничего общего	1	1
621	гораздо более	1	1
622	которая не	1	1
623	смысле что	1	1
