N	2gram	Tiupa_Narr_1	KFilosof
233	и когда	2	2
234	постольку поскольку	2	2
235	с этого	1	2
236	сводится к	3	2
237	может не	3	2
238	акта как	1	2
239	его жизни	2	2
240	бы то	3	2
241	основе своей	4	2
242	нем не	1	2
243	может иметь	1	2
244	в него	1	2
245	тот же	1	2
246	дело с	2	2
247	что он	6	2
248	а с	3	2
249	всех его	2	2
250	мира как	1	2
251	со всеми	1	2
252	в качестве	21	2
253	событие может	1	2
254	лишь постольку	1	2
255	его и	1	2
256	к содержанию	3	2
257	слова в	1	2
258	не о	3	2
259	автора как	1	2
260	себе а	1	2
261	или иной	5	2
262	ли это	1	2
263	было и	1	2
264	себя и	2	2
265	прежде всего	4	2
266	в соответствии	1	2
267	исторического познания	1	2
268	он и	1	2
269	если не	4	2
270	и потому	2	2
271	подхода к	1	2
272	пространства и	1	2
273	дело здесь	1	2
274	быть не	1	2
275	в это	1	2
276	этого слова	2	2
277	оценки и	1	2
278	человек и	1	2
279	потому что	1	2
280	но всегда	1	2
281	и эта	1	2
282	также и	1	1
283	и через	1	1
284	в чужой	2	1
285	здесь и	2	1
286	и до	2	1
287	видеть в	1	1
288	действительности и	1	1
289	отношения к	2	1
290	шире и	1	1
291	мы уже	1	1
292	в единой	1	1
293	число таких	1	1
294	он как	1	1
295	совпадает с	1	1
296	и ее	2	1
297	события отнюдь	1	1
298	голубое небо	1	1
299	и он	3	1
300	событие как	1	1
301	мысли и	1	1
302	столь же	3	1
303	в различных	1	1
304	мы будем	1	1
305	а он	1	1
306	этого единства	1	1
307	определяется не	1	1
308	и факта	1	1
309	субъекта и	2	1
310	хотя и	3	1
311	и наконец	1	1
312	не являются	2	1
313	и к	1	1
314	оказывается с	1	1
315	в действительности	1	1
316	событий при	1	1
317	целому и	1	1
318	в первом	3	1
319	или иную	2	1
320	за собой	4	1
321	видения мира	1	1
322	за границей	4	1
323	в самом	1	1
324	из жизни	1	1
325	ни один	1	1
326	что предполагает	1	1
327	в известном	2	1
328	данном контексте	1	1
329	в мышлении	1	1
330	сама не	1	1
331	жизнью и	2	1
332	на его	1	1
333	с чем	2	1
334	и одна	1	1
335	образом и	1	1
336	отношений между	1	1
337	содержит в	1	1
338	их в	1	1
339	себе момент	1	1
340	его от	1	1
341	и по	1	1
342	на этом	1	1
343	и пространственная	1	1
344	значительной степени	2	1
345	этом последнем	1	1
346	том же	1	1
347	подход к	2	1
348	пространстве его	1	1
349	же не	4	1
350	об этом	1	1
351	и с	4	1
352	то есть	19	1
353	это было	1	1
354	который и	1	1
355	и иных	1	1
356	всю свою	1	1
357	практически не	1	1
358	должен был	1	1
359	делает его	1	1
360	смерть и	1	1
361	который по	3	1
362	все равно	1	1
363	а за	1	1
364	сегодняшний день	1	1
365	и уже	1	1
366	несмотря на	2	1
367	в не	1	1
368	и было	1	1
369	культуры с	1	1
370	но само	1	1
371	в один	1	1
372	не мог	4	1
373	специфика эстетического	1	1
374	она сама	1	1
375	но поскольку	1	1
376	не становится	1	1
377	пространства делает	1	1
378	даль и	1	1
379	к предмету	1	1
380	все и	1	1
381	цели и	1	1
382	это разные	1	1
383	не от	2	1
384	признать что	1	1
385	однако он	1	1
386	но он	1	1
387	но во	1	1
388	новое и	1	1
389	есть всегда	2	1
390	акта и	1	1
391	событие но	1	1
392	любви и	1	1
393	возможна не	1	1
394	и ценностное	1	1
395	его полноте	1	1
396	участников события	1	1
397	при всех	2	1
398	она не	2	1
399	как о	1	1
400	одна из	3	1
401	между жизнью	1	1
402	это существенно	1	1
403	но может	1	1
404	что ей	1	1
405	ничто в	1	1
406	не могло	2	1
407	действие но	1	1
408	для всего	1	1
409	и некоторое	1	1
410	жизни не	1	1
411	поскольку оно	2	1
412	протекает именно	1	1
413	история не	1	1
414	более что	1	1
415	по своей	3	1
416	мире и	1	1
417	к этим	1	1
418	событии в	1	1
419	не является	8	1
420	точке зрения	1	1
421	представляется нам	1	1
422	в специальном	1	1
423	которых он	1	1
424	и времени	1	1
425	конца в	1	1
426	отличается от	4	1
427	всего в	1	1
428	к тому	7	1
429	имеет место	4	1
430	но сама	2	1
431	всегда в	1	1
432	оно может	2	1
433	более не	2	1
434	с ее	3	1
435	что все	1	1
436	как не	1	1
437	свою очередь	3	1
438	и от	1	1
439	такова и	1	1
440	мысль о	1	1
441	приводит к	2	1
442	свет в	1	1
443	на том	3	1
444	не с	3	1
445	здесь как	1	1
446	особенно в	3	1
447	живет в	1	1
448	мог бы	3	1
449	произведения не	1	1
450	осуществляется в	1	1
451	не падает	1	1
452	и даже	3	1
453	и смерть	1	1
454	события с	1	1
455	при такой	1	1
456	возможна только	1	1
457	можно сказать	5	1
458	акта в	1	1
459	в значительной	2	1
460	ни на	1	1
461	и во	1	1
462	в конечном	3	1
463	а во	3	1
464	во втором	4	1
465	нуждается в	5	1
466	подлежит сомнению	1	1
467	это предполагает	1	1
468	содержание данного	1	1
469	бытии но	1	1
470	это лишь	1	1
471	не знаю	1	1
472	человека как	1	1
473	если это	1	1
474	к ней	1	1
475	систему ценностей	1	1
476	в литературе	2	1
477	известном смысле	2	1
478	один из	3	1
479	небо и	1	1
480	одной из	4	1
481	в какой	2	1
482	и кажется	1	1
483	событийности но	1	1
484	создает реальную	1	1
485	поэтому и	1	1
486	ее смысл	1	1
487	не случаен	1	1
488	бы один	1	1
489	быть лучше	1	1
490	отрешенный от	1	1
491	ее а	1	1
492	первые три	1	1
493	еще одной	1	1
494	а то	1	1
495	то только	1	1
496	конечном счете	2	1
497	ту или	2	1
498	и небо	1	1
499	мир не	1	1
500	одно из	2	1
501	христа в	1	1
502	никто не	1	1
503	живет не	1	1
504	может служить	1	1
505	если оно	1	1
506	мы можем	1	1
507	само по	1	1
508	обретают свою	1	1
509	но уже	1	1
510	как раз	2	1
511	и перенос	1	1
512	смерти и	2	1
513	не противоречит	1	1
514	между субъектом	1	1
515	именно как	1	1
516	никогда и	1	1
517	точек зрения	2	1
518	и т.п	8	1
519	он живет	1	1
520	на ее	1	1
521	здесь в	1	1
522	а именно	3	1
523	на чем	2	1
524	во второй	2	1
525	по всей	2	1
526	и др	2	1
527	но о	3	1
528	нового времени	2	1
529	факта как	1	1
530	положений и	1	1
531	событийного мышления	1	1
532	по направлению	1	1
533	ничем не	1	1
534	зависит от	2	1
535	человеческой жизни	1	1
536	с которым	1	1
537	содержания это	1	1
538	научной истины	1	1
539	что мы	2	1
540	людьми и	1	1
541	факта но	1	1
542	связь с	1	1
543	нет ничего	1	1
544	событие не	4	1
545	есть непосредственно	1	1
546	к его	1	1
547	картина мира	5	1
548	себе самому	1	1
549	в историю	1	1
550	что именно	2	1
551	этого момента	1	1
552	о возможности	1	1
553	из которых	4	1
554	над ним	1	1
555	ли его	1	1
556	когда мы	2	1
557	он предполагает	1	1
558	от факта	1	1
559	в мир	1	1
560	выбора все	1	1
561	к событию	1	1
562	события а	2	1
563	своей жизни	1	1
564	о его	1	1
565	как таковой	1	1
566	к двум	1	1
567	же самое	1	1
568	и передачи	1	1
569	одного и	1	1
570	и сама	1	1
571	для событийного	1	1
572	не существует	3	1
573	нормой а	1	1
574	она может	2	1
575	не подлежит	1	1
576	или в	2	1
577	когда он	3	1
578	совершенно иной	2	1
579	это может	1	1
580	в третьем	3	1
581	же в	4	1
582	между ними	2	1
583	культуры как	1	1
584	в иной	2	1
585	того же	1	1
586	жизни а	2	1
587	первом случае	2	1
588	культуры в	1	1
589	утверждать что	2	1
590	элементов из	1	1
591	включает в	2	1
592	и протекает	1	1
593	и будущего	1	1
594	по поводу	1	1
595	который не	1	1
596	они не	2	1
