N	2gram	Medvedev_F_3	Problema
153	о том	4	4
154	от всех	4	4
155	всех его	1	4
156	в других	1	4
157	в форме	1	4
158	и только	2	4
159	к которому	2	4
160	в романе	4	4
161	более того	6	4
162	материал в	4	4
163	и потому	5	4
164	лишь как	3	4
165	хотя бы	6	4
166	может и	3	4
167	между ними	15	4
168	сказать что	3	4
169	другой стороны	5	4
170	и своеобразия	1	3
171	противном случае	1	3
172	действительности и	6	3
173	поэтического произведения	1	3
174	искусстве мы	1	3
175	говорить о	2	3
176	эстетики и	1	3
177	произведение и	1	3
178	бы то	4	3
179	менее всего	4	3
180	иногда и	1	3
181	нет и	3	3
182	значение имеет	1	3
183	значение для	1	3
184	связи и	2	3
185	кроме того	1	3
186	и художественного	1	3
187	в целом	4	3
188	формальный метод	1	3
189	на произведение	1	3
190	вследствие этого	3	3
191	он не	1	3
192	творца и	1	3
193	произведении как	2	3
194	момент художественного	1	3
195	то ни	4	3
196	в мире	1	3
197	с другими	1	3
198	может стать	3	3
199	и тем	3	3
200	в слове	4	3
201	том что	4	3
202	тем не	2	3
203	акта и	2	3
204	на него	1	3
205	как его	9	3
206	в противном	1	3
207	же время	7	3
208	все то	1	3
209	данного искусства	1	3
210	и это	2	3
211	хотя и	1	3
212	и от	11	3
213	в дальнейшем	5	3
214	ясно что	3	3
215	этическое событие	1	3
216	совершенно невозможно	1	3
217	если бы	12	3
218	искусства и	1	3
219	и должно	1	3
220	к действительности	1	3
221	и содержание	2	3
222	на ее	4	3
223	события жизни	1	3
224	и содержания	2	3
225	на почве	2	3
226	этом смысле	2	3
227	но с	1	3
228	одной из	2	3
229	мы увидим	2	3
230	с одной	1	3
231	вопроса о	1	3
232	действительности поступка	1	3
233	и должна	1	3
234	входят в	1	3
235	к произведению	1	3
236	и даже	2	3
237	данного материала	4	3
238	оно не	3	3
239	одной стороны	1	3
240	на фоне	3	3
241	только его	1	3
242	и иной	2	3
243	может обосновать	1	3
244	и на	3	3
245	к ценности	1	3
246	да и	4	3
247	его лингвистической	1	3
248	слова и	4	3
249	но это	2	3
250	все это	7	3
251	не больше	1	3
252	не является	5	3
253	за его	1	3
254	она может	1	3
255	об искусстве	1	3
256	от него	2	3
257	и все	8	3
258	ни было	5	3
259	не знает	1	3
260	в таком	2	3
261	они не	4	3
262	смысле слова	2	2
263	произведения но	4	2
264	можно говорить	4	2
265	и завершается	1	2
266	ряд как	1	2
267	его моментов	1	2
268	лишь там	1	2
269	он может	2	2
270	для науки	1	2
271	так при	1	2
272	определить как	1	2
273	в котором	2	2
274	его не	1	2
275	есть не	1	2
276	со всех	1	2
277	можно и	1	2
278	мы имеем	1	2
279	единство и	1	2
280	совпадает с	2	2
281	и понять	2	2
282	области познания	2	2
283	всех сторон	2	2
284	оно может	1	2
285	свою ценностную	1	2
286	первый план	1	2
287	оценок и	2	2
288	столь же	3	2
289	с его	2	2
290	коем случае	1	2
291	а только	1	2
292	художественных произведений	1	2
293	смысле мы	1	2
294	материала мы	1	2
295	или иное	2	2
296	в истории	5	2
297	дело идет	3	2
298	целого произведения	2	2
299	и у	1	2
300	что это	3	2
301	их исторической	1	2
302	бы не	2	2
303	ни одна	1	2
304	иным путем	2	2
305	и те	4	2
306	на то	1	2
307	а к	2	2
308	не имеют	1	2
309	не следует	3	2
310	оно было	1	2
311	изобразительных искусствах	1	2
312	в корне	4	2
313	материала не	1	2
314	на этом	2	2
315	и взаимоотношения	1	2
316	человека в	2	2
317	в каждом	5	2
318	материала и	3	2
319	входя в	2	2
320	лишь в	9	2
321	и других	1	2
322	искусства в	3	2
323	действительности в	3	2
324	не совпадает	1	2
325	форму и	1	2
326	о которых	1	2
327	что совершенно	1	2
328	место и	1	2
329	переходим к	1	2
330	строгом смысле	1	2
331	как таковой	3	2
332	на первый	1	2
333	совершенно независимо	1	2
334	и при	1	2
335	или точнее	2	2
336	и более	3	2
337	войти в	5	2
338	том же	1	2
339	и вообще	1	2
340	можем сказать	1	2
341	задачи и	1	2
342	раз и	3	2
343	а иногда	2	2
344	что эта	1	2
345	она не	4	2
346	произведения это	1	2
347	в познании	1	2
348	дело в	2	2
349	одна из	2	2
350	и именно	2	2
351	в изобразительных	1	2
352	и отдельных	1	2
353	в единство	2	2
354	того чтобы	5	2
355	слово и	1	2
356	в коем	1	2
357	действительности но	1	2
358	в самой	2	2
359	все стороны	2	2
360	связь и	1	2
361	связи с	5	2
362	материал становится	1	2
363	здесь же	1	2
364	следует что	4	2
365	этом отношении	3	2
366	у нас	3	2
367	представляется нам	1	2
368	словесного искусства	1	2
369	не могут	10	2
370	отличается от	2	2
371	же самое	3	2
372	слова с	1	2
373	для того	4	2
374	быть конечно	1	2
375	должен быть	2	2
376	и художественное	2	2
377	с фонемой	1	2
378	только при	1	2
379	можно сделать	1	2
380	в себя	1	2
381	она только	1	2
382	том как	2	2
383	форма но	1	2
384	поэтому в	2	2
385	является конечно	1	2
386	и здесь	1	2
387	и что	3	2
388	положении находится	1	2
389	в значительной	1	2
390	виденья и	1	2
391	от них	1	2
392	организма и	1	2
393	и во	2	2
394	язык в	1	2
395	нем и	2	2
396	человека как	2	2
397	в лучшем	1	2
398	в него	3	2
399	и мир	2	2
400	например при	1	2
401	в каких	2	2
402	того что	3	2
403	единство не	2	2
404	в современной	1	2
405	предмета и	2	2
406	в двух	1	2
407	художественного восприятия	2	2
408	нуждается в	3	2
409	что он	6	2
410	в какой	3	2
411	и ее	6	2
412	материал как	2	2
413	себя в	1	2
414	завершение в	1	2
415	не можем	2	2
416	в нашей	1	2
417	языка как	2	2
418	в начале	1	2
419	ни с	2	2
420	что содержание	1	2
421	художественного виденья	1	2
422	что и	2	2
423	вовсе не	28	2
424	содержание и	2	2
425	произведения и	3	2
426	случае не	1	2
427	которые могут	1	2
428	то или	2	2
429	тем что	5	2
430	лишь для	5	2
431	художественного завершения	2	2
432	без всякой	2	2
433	чем в	1	2
434	или иной	2	2
435	связаны с	2	2
436	здесь в	1	2
437	души и	3	2
438	служебной роли	1	2
439	и пр	15	2
440	не было	1	2
441	о художественном	1	2
442	в россии	2	2
443	в связи	4	2
444	как материала	1	2
445	в частности	1	2
446	как это	4	2
447	момент может	1	2
448	характера и	1	2
449	к своему	1	2
450	по существу	1	2
451	для понимания	1	2
452	зрения самого	2	2
453	других областях	1	2
454	можно сказать	3	2
455	лучшем случае	1	2
456	того или	1	2
457	является как	1	2
458	в событие	1	2
459	до степени	1	2
460	о котором	1	2
461	той или	1	2
462	мы должны	2	2
463	ни к	1	2
464	в этих	3	2
465	быть понята	1	2
466	жанровые формы	1	2
467	слово в	2	2
468	лишь что	1	2
469	и завершать	1	2
470	была бы	2	2
471	материал и	2	2
472	к его	3	2
473	или иного	1	2
474	его пределы	1	2
475	не нуждается	3	2
476	в своих	6	2
477	и эта	3	2
478	к этому	2	2
479	завершение и	1	2
480	для психологизма	1	1
481	в объективном	1	1
482	не иначе	1	1
483	то на	1	1
484	для построения	1	1
485	правильная постановка	1	1
486	человека и	2	1
487	а из	1	1
488	дело обстоит	1	1
489	тех же	1	1
490	стали бы	1	1
491	познавательной и	1	1
492	других областей	1	1
493	это и	2	1
494	мере в	1	1
495	литературы совершенно	2	1
496	к данному	1	1
497	и закон	1	1
498	и принципиально	1	1
499	от своей	1	1
500	в чисто	2	1
501	в первом	1	1
502	как необходимый	1	1
503	к другому	2	1
504	нем нет	1	1
505	не вещь	1	1
506	уже указывали	1	1
507	все те	1	1
508	изменчивые и	1	1
509	к созданию	1	1
510	иметь место	1	1
511	всею полнотою	1	1
512	обойтись без	2	1
513	который в	1	1
514	бы уже	1	1
515	готовом виде	1	1
516	как единство	1	1
517	мир не	1	1
518	что уже	2	1
519	язык как	2	1
520	нам в	1	1
521	в искусствоведении	1	1
522	должно брать	1	1
523	высказывания в	1	1
524	смысла в	1	1
525	быть определены	1	1
526	который был	2	1
527	так чтобы	2	1
528	этом условии	1	1
529	с ее	2	1
530	бы ни	4	1
531	внутри его	1	1
532	комбинацию в	1	1
533	как впрочем	1	1
534	так называемые	2	1
535	познавательных и	1	1
536	в каждой	1	1
537	форм в	1	1
538	стороны его	3	1
539	быть понято	4	1
540	как таковые	1	1
541	становится в	5	1
542	время в	3	1
543	и связь	1	1
544	роман и	2	1
545	как таковая	3	1
546	terminorum в	1	1
547	ними в	1	1
548	а следовательно	1	1
549	слова как	2	1
550	то он	3	1
551	значение и	1	1
552	моменты это	1	1
553	к слову	1	1
554	оно тоже	1	1
555	в общем	2	1
556	более широкие	1	1
557	постановка проблемы	1	1
558	и действительность	2	1
559	себе и	1	1
560	контексте в	1	1
561	каково бы	1	1
562	конечно совершенно	1	1
563	не приобщившись	1	1
564	своем творчестве	1	1
565	стороны и	2	1
566	этические оценки	1	1
567	более и	1	1
568	случайной и	1	1
569	им в	1	1
570	и этическую	1	1
571	может получить	1	1
572	характер носит	1	1
573	было только	1	1
574	и внутреннюю	1	1
575	нас лишь	1	1
576	это определение	1	1
577	как таковое	1	1
578	материалом и	2	1
579	именно эта	1	1
580	можем это	1	1
581	то в	2	1
582	ее целом	1	1
583	которых идет	1	1
584	бы и	3	1
585	нужно только	1	1
586	и внутреннего	2	1
587	в литературном	1	1
588	технике в	1	1
589	не даны	1	1
590	формы в	3	1
591	можно не	1	1
592	психике все	1	1
593	определяет все	1	1
594	лингвистическая форма	1	1
595	что так	1	1
596	формы оно	1	1
597	следующей главе	2	1
598	в этой	2	1
599	но он	1	1
600	его момент	1	1
601	только один	2	1
602	в философии	2	1
603	но ведь	4	1
604	как он	2	1
605	высказывания не	1	1
606	если он	1	1
607	все целое	1	1
608	не могла	1	1
609	а вовсе	4	1
610	и если	1	1
611	психологизма в	2	1
612	к искусству	1	1
613	они совершенно	1	1
614	т д	6	1
615	прямого отношения	1	1
616	единство в	1	1
617	только материал	2	1
618	с социальными	1	1
619	художественном восприятии	1	1
620	всех этих	2	1
621	в принципе	1	1
622	этого вопроса	1	1
623	не как	2	1
624	понимания и	1	1
625	словесного материала	1	1
626	душу и	1	1
627	того можно	1	1
628	ни были	1	1
629	и единство	1	1
630	чем она	1	1
631	конкретном единстве	1	1
632	его от	2	1
633	подобно тому	4	1
634	так например	1	1
635	в нее	1	1
636	именно это	2	1
637	что является	1	1
638	назвать и	1	1
639	в одну	1	1
640	не материал	2	1
641	значение в	1	1
642	его возможной	1	1
643	мы уже	3	1
644	значимое в	1	1
645	бы быть	2	1
646	поэтический язык	1	1
647	зрения на	1	1
648	или просто	1	1
649	художника как	1	1
650	от одного	2	1
651	и иных	1	1
652	в существенном	1	1
653	моменты в	1	1
654	с теорией	1	1
655	его состав	1	1
656	отсюда отнюдь	1	1
657	вещи а	1	1
658	с конкретным	1	1
659	к теории	1	1
660	направлен не	1	1
661	для них	7	1
662	он является	2	1
663	нет в	1	1
664	это положение	1	1
665	слагаются в	2	1
666	с тем	7	1
667	оно предполагает	1	1
668	отражается в	1	1
669	двух направлениях	1	1
670	выйти за	1	1
671	автора и	1	1
672	нисколько не	2	1
673	восприятия и	1	1
674	был бы	2	1
675	только тем	1	1
676	некоторые формалисты	1	1
677	к предмету	1	1
678	к одному	1	1
679	чем говорится	1	1
680	как совокупность	2	1
681	и оправдание	1	1
682	себе а	1	1
683	в которых	3	1
684	направлен на	1	1
685	является только	1	1
686	единство всех	1	1
687	его вне	1	1
688	материала осуществляет	1	1
689	как одну	1	1
690	них является	1	1
691	и эти	1	1
692	однако в	2	1
693	мере и	1	1
694	важно лишь	1	1
695	с так	1	1
696	по себе	4	1
697	как язык	2	1
698	как проблема	1	1
699	же мы	1	1
700	и форма	1	1
701	тому что	3	1
702	и необходимость	1	1
703	какие бы	2	1
704	каждого отдельного	1	1
705	оно занимает	1	1
706	до известной	2	1
707	в художественное	2	1
708	виду что	2	1
709	но для	2	1
710	как о	2	1
711	здесь лишь	1	1
712	правда в	2	1
713	единстве исторического	2	1
714	она никогда	1	1
715	помощью всех	1	1
716	движется не	1	1
717	и снова	2	1
718	иметь в	1	1
719	та или	1	1
720	содержанием художественного	1	1
721	отнесенности к	1	1
722	следовательно и	4	1
723	не их	1	1
724	находятся в	2	1
725	и лишь	2	1
726	его должно	1	1
727	явление в	1	1
728	того в	1	1
729	самом произведении	3	1
730	правда это	1	1
731	не ставит	1	1
732	необходимый в	1	1
733	и является	4	1
734	нам важно	2	1
735	формалистами и	1	1
736	ничто не	3	1
737	в сознании	1	1
738	в процессе	15	1
739	исторического процесса	3	1
740	совершенно необходимо	1	1
741	в подобном	1	1
742	однако это	1	1
743	ему не	1	1
744	и со	2	1
745	материал он	1	1
746	в задачу	1	1
747	и нисколько	1	1
748	в момент	1	1
749	его значению	2	1
750	данности и	1	1
751	нуждается ни	2	1
752	и этические	1	1
753	мы все	1	1
754	является дурным	1	1
755	значительной степени	1	1
756	зрения одной	1	1
757	этого и	1	1
758	по возможности	1	1
759	его с	1	1
760	даже и	1	1
761	в наши	1	1
762	социальные и	1	1
763	поэтического языка	1	1
764	точнее в	1	1
765	своих более	1	1
766	для художественного	2	1
767	как не	2	1
768	связи со	1	1
769	мы конечно	1	1
770	всего этого	1	1
771	в в	1	1
772	от художественной	1	1
773	языка и	1	1
774	за пределами	1	1
775	или для	1	1
776	отвлечься от	1	1
777	эстетику и	1	1
778	идет речь	1	1
779	на что-то	1	1
780	в произведение	1	1
781	содержания этого	1	1
782	определены и	1	1
783	его совершенно	1	1
784	наши задачи	1	1
785	это событие	1	1
786	оно как	1	1
787	произведения не	1	1
788	в одном	1	1
789	это только	2	1
790	и социальные	1	1
791	строго говоря	1	1
792	даны в	1	1
793	что под	1	1
794	по теории	1	1
795	это внутреннее	1	1
796	это возможно	1	1
797	и восприятия	4	1
798	его композиционной	1	1
799	часто и	1	1
800	форма более	1	1
801	отдельного произведения	2	1
802	совершенно случайна	1	1
803	ценностной атмосфере	1	1
804	настоящее время	1	1
805	этом произведении	1	1
806	относят к	1	1
807	и формалисты	1	1
808	становится каким-то	1	1
809	них совершенно	1	1
810	для нас	3	1
811	самой литературе	2	1
812	для формализма	2	1
813	оценки все	2	1
814	с чем-то	1	1
815	не выходит	1	1
816	события в	1	1
817	произведение является	1	1
818	и своей	2	1
819	положения и	1	1
820	пустоту но	1	1
821	на протяжении	2	1
822	которого оно	1	1
823	лишь поскольку	1	1
824	лишь путем	1	1
825	говорить об	2	1
826	таким путем	1	1
827	и взаимодействия	1	1
828	лишь к	2	1
829	его осуществления	3	1
830	как художественное	1	1
831	что бы	1	1
832	его то	1	1
833	должна прийти	1	1
834	индифферентным к	1	1
835	и следовательно	3	1
836	определен в	1	1
837	один момент	1	1
838	как высказывание	1	1
839	возможно лишь	2	1
840	поняв его	1	1
841	быть и	1	1
842	формы а	2	1
843	конечно никакому	1	1
844	единство события	1	1
845	познания так	1	1
846	и назначения	1	1
847	этого движения	1	1
848	в поэтическом	1	1
849	и быть	1	1
850	из сторон	1	1
851	и действительно	2	1
852	не имеющих	1	1
853	действительно жизнь	1	1
854	воплощения в	1	1
855	в контексте	1	1
856	не происходит	1	1
857	понятую как	1	1
858	слова формы	2	1
859	именно на	2	1
860	не касаемся	2	1
861	человека с	1	1
862	определения и	1	1
863	и теперь	6	1
864	же ее	1	1
865	для всех	1	1
866	есть в	1	1
867	можно выразить	1	1
868	уже не	3	1
869	только на	4	1
870	не чувствует	1	1
871	соглашаться с	1	1
872	у большинства	1	1
873	быть выделены	1	1
874	есть уже	1	1
875	и чисто	1	1
876	его жизненной	1	1
877	языка может	1	1
878	или даже	1	1
879	из них	2	1
880	потому в	1	1
881	его и	3	1
882	и понимание	5	1
883	чего бы	1	1
884	который как	1	1
885	формалистов в	2	1
886	для него	1	1
887	самого слова	1	1
888	и навсегда	3	1
889	жизни таким	1	1
890	отнесенным к	1	1
891	целом и	1	1
892	или научное	1	1
893	сами по	2	1
894	прибавить что	1	1
895	своей оценки	1	1
896	не о	3	1
897	друг друга	5	1
898	рассуждение чрезвычайно	1	1
899	материал не	1	1
900	ими и	1	1
901	художник не	1	1
902	и литература	1	1
903	не просто	1	1
904	quaternio terminorum	1	1
905	формы к	2	1
906	ее художественного	1	1
907	момент в	1	1
908	акт не	1	1
909	выходит за	1	1
910	с другим	1	1
911	до сих	1	1
912	искусства можно	1	1
913	литературном контексте	3	1
914	или иначе	1	1
915	нас в	1	1
916	художника или	1	1
917	именно в	1	1
918	а о	1	1
919	оно будет	1	1
920	всякое высказывание	3	1
921	значения или	1	1
922	человека а	1	1
923	и самая	1	1
924	художественного воплощения	1	1
925	и между	5	1
926	оно является	1	1
927	литературное произведение	3	1
928	мы еще	2	1
929	связано с	2	1
930	самом же	2	1
931	смысла и	4	1
932	не создает	1	1
933	создания нового	1	1
934	а на	2	1
935	а наоборот	1	1
936	она является	1	1
937	до конца	4	1
938	линии и	1	1
939	единство создается	1	1
940	как ни	1	1
941	и заменяется	1	1
942	все время	6	1
943	одну из	2	1
944	о чем	1	1
945	материал так	1	1
946	быть определен	1	1
947	поэзии а	1	1
948	всех других	3	1
949	что мы	1	1
950	и вне	2	1
951	стороны в	1	1
952	язык для	1	1
953	но оно	2	1
954	своего своеобразия	1	1
955	вместе с	6	1
956	так же	9	1
957	происходит в	1	1
958	стать только	1	1
959	но этот	1	1
960	направление в	1	1
961	со всею	2	1
962	без труда	2	1
963	для искусства	1	1
964	создается не	1	1
965	для создания	1	1
966	она есть	3	1
967	в той	3	1
968	смысле этого	2	1
969	поэтическом произведении	2	1
970	тому как	5	1
971	же их	1	1
972	и всей	1	1
973	эта проблема	1	1
974	образ и	1	1
975	однако отметить	1	1
976	слов в	1	1
977	форма в	2	1
978	конечно от	1	1
979	это какая-то	1	1
980	быть не	1	1
981	одного к	1	1
982	их конкретном	1	1
983	в художественную	1	1
984	этого слова	2	1
985	или художественно	1	1
986	и формы	5	1
987	становится условным	3	1
988	как например	1	1
989	и положений	1	1
990	сих пор	1	1
991	конкретное высказывание	4	1
992	в смысле	4	1
993	материале и	1	1
994	определяет выбор	1	1
995	в следующей	2	1
996	и часто	1	1
997	образом есть	1	1
998	реального осуществления	1	1
999	и может	1	1
1000	к тому	4	1
1001	эта задача	1	1
1002	формалисты и	5	1
1003	это можно	2	1
1004	в результате	5	1
1005	мира и	1	1
1006	в настоящее	1	1
1007	может войти	4	1
1008	пр в	1	1
1009	ее и	2	1
1010	у некоторых	1	1
1011	этой действительности	1	1
1012	искусства для	1	1
1013	взаимодействия и	1	1
1014	понята как	1	1
1015	не уничтожает	1	1
1016	бы в	6	1
1017	словесных масс	2	1
1018	еще более	1	1
1019	вообще в	1	1
1020	произведения можно	4	1
1021	же деле	2	1
1022	поэзии но	1	1
1023	отношении к	1	1
1024	чисто отрицательные	1	1
1025	в готовом	1	1
1026	жизни в	3	1
1027	занимать совершенно	1	1
1028	и начинается	1	1
1029	но эта	2	1
1030	в творчестве	1	1
1031	старого искусства	1	1
1032	но если	2	1
1033	материала как	3	1
1034	равно как	3	1
1035	о произведении	2	1
1036	их он	1	1
1037	понимается как	1	1
1038	самого языка	1	1
1039	слагается из	1	1
1040	и психики	2	1
1041	из этого	4	1
1042	формы его	3	1
1043	и конкретное	1	1
1044	искусства является	1	1
1045	в действительности	9	1
1046	жизни и	4	1
1047	особенно отчетливо	1	1
1048	как слово	1	1
1049	термину материал	1	1
1050	это в	1	1
1051	это понятие	2	1
1052	форма должна	1	1
1053	оценок а	1	1
1054	никаких указаний	1	1
1055	значение образа	1	1
