N	3gram	Tiupa_Anal_1	Literetu
151	электрификацию чем научить	1	1
152	он написан а	1	1
153	своей широте на	1	1
154	основе когда наконец	1	1
155	что находится над	1	1
156	духовного не собственного	1	1
157	которой состоит в	1	1
158	написан а не	1	1
159	имеем дело с	3	1
160	когда наконец в-третьих	1	1
161	может быть представлена	1	1
162	в нашем случае	3	1
163	культуры в целом	1	1
164	жизни по всеохватывающей	1	1
165	ним и управляет	1	1
166	исключают целого а	1	1
167	в такой же	1	1
168	не в том	3	1
169	ложатся в белоснежную	1	1
170	не свидетельствует о	1	1
171	решение вопроса о	1	1
172	какое-то утверждение о	1	1
173	и просто продиктованные	1	1
174	частных элементов а	1	1
175	не могу стать	1	1
176	прежде всего в	1	1
177	чем и состоит	1	1
178	требуют их душевные	1	1
179	что выше его	1	1
180	единой всеобщей основе	1	1
181	эта всеединая основа	1	1
182	как нам представляется	1	1
183	полагают себя один	1	1
184	утверждают свое частное	1	1
185	художественного творчества в	1	1
186	своей полноте и	1	1
187	вопроса о границах	1	1
188	должен найти себя	1	1
189	я не могу	1	1
190	в себе во	1	1
191	и управляет им	1	1
192	сам но то	1	1
193	элементы в нашем	1	1
194	найти себя в	2	1
195	в ссср электрификацию	1	1
196	самим собою без	1	1
197	тогда как сам	1	1
198	как того требуют	1	1
199	не исключают друг	1	1
200	потребности и позволяют	1	1
201	бытие на единой	1	1
202	этой точки зрения	1	1
203	частное бытие на	1	1
204	в чем и	1	1
205	рассказ о счастье	1	1
206	всеохватывающей своей широте	1	1
207	при этом как	1	1
208	а утверждают свое	1	1
209	произведение искусства есть	1	1
210	другого я должен	1	1
211	могу обойтись без	1	1
212	свое частное бытие	1	1
213	все того же	1	1
214	числе и трагическое	1	1
215	эстетического субъекта в	1	1
216	один в другом	1	1
217	чем научить всех	1	1
218	в полном соответствии	1	1
219	в свою очередь	1	1
220	наконец в-третьих эта	1	1
221	легче провести в	1	1
222	есть рассказ о	1	1
223	его что находится	1	1
224	а раскрывая себя	1	1
225	никогда не бывает	1	1
226	как и следовало	1	1
227	о мире и	1	1
228	их умственные способности	1	1
229	касается искусства то	1	1
230	той или иной	6	1
231	то ни было	3	1
232	есть не более	1	1
233	найдя другого в	2	1
234	их душевные потребности	1	1
235	собою когда во-вторых	1	1
236	когда во-вторых они	1	1
237	во-вторых они не	1	1
238	полный простор в	1	1
239	другом солидарны между	1	1
240	и позволяют их	1	1
241	о счастье существования	1	1
242	как и сам	1	1
243	как он написан	2	1
244	на единой всеобщей	1	1
245	единого словечка он	1	1
246	и не поглощает	1	1
247	в другом солидарны	1	1
248	взаимно полагают себя	1	1
249	себя в них	1	1
250	друг друга а	1	1
251	а с другой	1	1
252	всех грамотных читать	1	1
253	себе во взаимоотражении	1	1
254	научить всех грамотных	1	1
255	к тому что	1	1
256	читать пушкина как	2	1
257	тех или иных	2	1
258	работу совершает не	1	1
259	солидарны между собою	1	1
260	быть не может	3	1
261	для того чтобы	3	1
262	роль по отношению	1	1
263	целого а утверждают	1	1
264	трагическое есть рассказ	1	1
265	утверждение о жизни	1	1
266	ссср электрификацию чем	1	1
267	всей своей полноте	1	1
268	а не так	1	1
269	на отдельные слова	1	1
270	словечка он не	1	1
271	в белоснежную тетрадь	1	1
272	до сего времени	1	1
273	другого не могу	1	1
274	и трагическое есть	1	1
275	элементов а раскрывая	1	1
276	широте на отдельные	1	1
277	продиктованные строчки ложатся	1	1
278	позволяют их умственные	1	1
279	другом найдя другого	2	1
