N	2gram	Losev_Dial_3	Stilisti
744	ибо они	2	1
745	от всякого	5	1
746	нами не	1	1
747	нам не	1	1
748	возможно ли	1	1
749	может и	2	1
750	слово в	2	1
751	но если	6	1
752	или других	1	1
753	природы не	1	1
754	возможно лишь	1	1
755	только как	5	1
756	другой стороны	2	1
757	него когда	1	1
758	состоит из	1	1
759	была бы	3	1
760	своего предмета	1	1
761	совершенно не	2	1
762	это на	1	1
763	это и	7	1
764	только о	3	1
765	бытие и	3	1
766	на лице	1	1
767	просто не	1	1
768	но еще	2	1
769	на ту	1	1
770	но каким	1	1
771	те которые	1	1
772	в таком	14	1
773	как результат	1	1
774	все что	3	1
