N	2gram	Losev_Dial_2	Mirosoze
128	только одно	2	3
129	том что	10	3
130	но если	1	3
131	не имеет	1	3
132	– все	2	3
133	ничего не	3	3
134	к тому	2	3
135	которая есть	2	3
136	в ее	4	3
137	только и	2	3
138	человека его	1	3
139	начинается в	1	3
140	все его	3	3
141	нет у	1	3
142	себя в	2	3
143	конечно не	6	3
144	одно из	4	3
145	и их	3	3
146	так как	14	3
147	братьях карамазовых	1	3
148	не хотел	1	3
149	– к	2	3
150	себя и	1	3
151	в боге	1	3
152	я хочу	1	3
153	это есть	8	3
154	это значит	8	3
155	должно быть	7	3
156	от человека	1	3
157	хотя бы	4	3
158	будто бы	3	3
159	есть и	6	3
160	на своем	1	3
161	также и	2	2
162	чтобы не	6	2
163	связана с	2	2
164	не остается	1	2
165	века в	1	2
166	к чему	1	2
167	есть религия	3	2
168	вопрос о	3	2
169	время как	7	2
170	в виду	5	2
171	не иметь	1	2
172	литературы и	1	2
173	не все	1	2
174	себе и	3	2
175	в истории	2	2
176	т е	30	2
177	как в	2	2
178	всего –	1	2
179	к новому	1	2
180	все же	4	2
181	есть что-то	2	2
182	и как	10	2
183	и к	7	2
184	от этого	3	2
185	нового человека	1	2
186	личности но	2	2
187	он в	1	2
188	все эти	2	2
189	приводит к	1	2
190	с их	1	2
191	только один	1	2
192	вообще не	1	2
193	как он	4	2
194	не значит	3	2
195	них нет	1	2
196	его судьба	1	2
197	я бы	1	2
198	тому чтобы	1	2
199	– он	1	2
200	и мы	3	2
201	истории и	1	2
202	вопрос и	1	2
203	чем в	1	2
204	от его	1	2
205	сих пор	2	2
206	и жизнь	2	2
207	все –	2	2
208	на земле	1	2
209	в то	6	2
210	в основе	1	2
211	его есть	1	2
212	человека от	1	2
213	по своей	4	2
214	на природу	1	2
215	и сама	1	2
216	в каком	4	2
217	его понимания	1	2
218	личности в	8	2
219	когда мы	3	2
220	есть только	4	2
221	могут быть	4	2
222	тут все	1	2
223	отличается от	1	2
224	его с	3	2
225	мысли о	1	2
226	должен быть	1	2
227	он мог	2	2
228	и от	3	2
229	то время	4	2
230	и что	5	2
231	и когда	4	2
232	еще в	1	2
233	по сравнению	1	2
234	с ним	4	2
235	о том	5	2
236	может не	4	2
237	ли она	1	2
238	и во	1	2
239	и бог	1	2
240	которой все	1	2
241	и она	2	2
242	существует не	1	2
243	мы видим	2	2
244	нем не	1	2
245	жизни и	6	2
246	человека с	1	2
247	ведь это	3	2
248	нет никаких	1	2
249	привела к	1	2
250	его мысль	1	2
251	как будто	7	2
252	даже и	1	2
253	момент в	2	2
254	личность и	2	2
255	до сих	2	2
256	мы еще	1	2
257	идей –	2	2
258	связано с	1	2
259	человеческой жизни	2	2
260	его как	1	2
261	о чем	3	2
262	есть одно	1	2
263	с началом	1	2
264	трех измерений	1	2
265	по своему	5	2
266	в той	3	2
267	как бы	14	2
268	образ и	1	2
269	сам не	2	2
270	том смысле	4	2
271	и нет	2	2
272	его образ	1	2
273	о мире	1	2
274	в идеале	1	2
275	не существует	1	2
276	и человек	2	2
277	сторон в	1	2
278	я всегда	1	2
279	конце концов	1	2
280	сказать что	10	2
281	все что	1	2
282	я и	2	1
283	если вы	2	1
284	также что	2	1
285	и т	17	1
286	от самой	1	1
287	и то	7	1
288	выражения в	1	1
289	людей на	1	1
290	на самом	2	1
291	между двумя	1	1
292	и до	1	1
293	имея в	1	1
294	в зависимости	2	1
295	бы уже	1	1
296	которая делает	2	1
297	мы имеем	3	1
298	мы не	1	1
299	не во	2	1
300	уже более	1	1
301	есть царство	1	1
302	но она	1	1
303	что иное	3	1
304	оно есть	3	1
305	я не	6	1
306	бы ни	2	1
307	ему в	1	1
308	то это	2	1
309	и самой	1	1
310	зависимости от	2	1
311	себе а	1	1
312	еще не	4	1
313	в покое	1	1
314	за это	1	1
315	вечности и	1	1
316	иное как	3	1
317	во всех	2	1
318	своего тела	1	1
319	не без	1	1
320	природы и	1	1
321	на высоте	1	1
322	самом деле	4	1
323	каком-то особенном	1	1
324	к которой	1	1
325	и всякий	1	1
326	тех же	1	1
327	если в	2	1
328	и действительно	1	1
329	быть так	1	1
330	отличие от	1	1
331	что они	6	1
332	которые не	2	1
333	стало быть	10	1
334	в одной	4	1
335	его на	1	1
336	писателей –	1	1
337	такова же	1	1
338	если есть	1	1
339	религиозным опытом	1	1
340	к культуре	1	1
341	в каком-то	4	1
342	уже нельзя	2	1
343	ее утверждения	1	1
344	в противоположность	2	1
345	есть самое	3	1
346	искусство и	3	1
347	не очень	2	1
348	с обычной	1	1
349	и идет	1	1
350	жизни так	1	1
351	что же	2	1
352	сущности и	1	1
353	теории он	1	1
354	опыт и	1	1
355	переходит на	1	1
356	чувств и	1	1
357	потому она	1	1
358	во многих	1	1
359	но ведь	2	1
360	с чем	1	1
361	комнаты но	1	1
362	он все	1	1
363	тут впервые	1	1
364	всех этих	3	1
365	не связан	1	1
366	– лишь	1	1
367	этого вопроса	1	1
368	в силу	5	1
369	из него	1	1
370	в каждом	2	1
371	как они	3	1
372	в вечности	6	1
373	же не	3	1
374	в состоянии	2	1
375	и характер	1	1
376	значение в	1	1
377	говорил что	2	1
378	на все	2	1
379	знает что	1	1
380	в душе	7	1
381	это было	3	1
382	не умеет	2	1
383	чтобы все	3	1
384	всего того	1	1
385	зрения и	1	1
386	всю его	1	1
387	весь мир	1	1
388	после этого	3	1
389	в иные	1	1
390	на первую	1	1
391	греха и	1	1
392	– те	1	1
393	такому пониманию	1	1
394	берется не	1	1
395	этой тьме	1	1
396	одна и	4	1
397	всегда и	1	1
398	когда я	2	1
399	выйти за	1	1
400	хотя в	2	1
401	и различие	1	1
402	не больше	4	1
403	нисколько не	4	1
404	смысл и	2	1
405	же есть	2	1
406	своей свободе	1	1
407	во время	2	1
408	историки литературы	1	1
409	что такое	3	1
410	– да	1	1
411	есть та	3	1
412	она в	1	1
413	не от	1	1
414	есть явление	1	1
415	что я	2	1
416	ответить на	1	1
417	и границ	1	1
418	и этой	1	1
419	– только	1	1
420	сам же	1	1
421	есть его	1	1
422	делает его	1	1
423	творчества и	1	1
424	и эти	1	1
425	на небо	1	1
426	и более	3	1
427	жизни конечно	1	1
428	не должно	2	1
429	происходит от	1	1
430	и почти	3	1
431	вовсе не	13	1
432	есть всегда	11	1
433	и истории	1	1
434	не менее	3	1
435	не раз	2	1
436	идет на	1	1
437	есть прежде	1	1
438	в обоих	1	1
439	что ему	1	1
440	или лучше	1	1
441	когда они	2	1
442	– от	4	1
443	в самых	1	1
444	чем не	1	1
445	это еще	2	1
446	действительно в	2	1
447	многих отношениях	1	1
448	должен ли	1	1
449	во всем	1	1
450	и после	1	1
451	мире и	2	1
452	хочет быть	3	1
453	и исторического	1	1
454	исторического процесса	1	1
455	в области	2	1
456	не потому	6	1
457	не знали	1	1
458	от того	4	1
459	у меня	3	1
460	и оно	1	1
461	это-то и	1	1
462	все то	1	1
463	нет ни	3	1
464	– самая	1	1
465	и всех	1	1
466	решить где	1	1
467	вокруг него	1	1
468	– с	1	1
469	как человек	1	1
470	было уже	1	1
471	бы это	3	1
472	оно не	1	1
473	всегда в	1	1
474	и самое	1	1
475	можно и	1	1
476	из всего	2	1
477	и о	1	1
478	не могу	6	1
479	и всякой	1	1
480	существует только	1	1
481	уже с	1	1
482	культуры и	2	1
483	но раньше	1	1
484	это путь	1	1
485	слова а	1	1
486	в образе	1	1
487	так и	10	1
488	границы но	1	1
489	об этой	2	1
490	она была	1	1
491	подойти к	1	1
492	и душа	1	1
493	жизнь и	5	1
494	настолько же	1	1
495	из одного	1	1
496	и даже	14	1
497	с утра	1	1
498	к прошлому	1	1
499	не меньше	1	1
500	об этом	3	1
501	в разных	3	1
502	а к	1	1
503	сознания на	2	1
504	надо только	1	1
505	это я	2	1
506	и поэтому	1	1
507	и та	6	1
508	теми которые	1	1
509	в глаза	1	1
510	одного из	1	1
511	не стоит	1	1
512	она всегда	1	1
513	нас в	1	1
514	заключается в	4	1
515	путь к	1	1
516	по типу	1	1
517	от них	1	1
518	и всякая	2	1
519	отсюда –	1	1
520	во всей	1	1
521	не видел	1	1
522	и только	4	1
523	и можно	2	1
524	все время	3	1
525	мы уже	8	1
526	стихии в	1	1
527	только может	1	1
528	в сферу	2	1
529	никакого другого	1	1
530	быть и	4	1
531	мысли не	1	1
532	сразу же	3	1
533	речи о	1	1
534	ли он	1	1
535	проникнуть в	1	1
536	– сама	1	1
537	между тем	2	1
538	раба и	1	1
539	стремиться к	1	1
540	и ее	1	1
541	в эти	1	1
542	с какой	1	1
543	так что	7	1
544	же и	9	1
545	с нею	3	1
546	к земле	1	1
547	но та	1	1
548	он очень	1	1
549	то и	1	1
550	и везде	1	1
551	оно всегда	2	1
552	его и	1	1
553	только их	1	1
554	всяком случае	2	1
555	что она	14	1
556	на одном	1	1
557	в одном	4	1
558	т п	2	1
559	говорим что	1	1
560	у нее	1	1
561	к ним	1	1
562	что диалектика	1	1
563	как его	1	1
564	жизни –	2	1
565	явлений в	1	1
566	нее не	1	1
567	создать и	1	1
568	мир на	1	1
569	– злой	1	1
570	первая –	1	1
571	и из	3	1
572	– одна	1	1
573	как у	1	1
574	душа и	1	1
575	писателя эта	1	1
576	а именно	5	1
577	будет ли	2	1
578	к которому	1	1
579	же о	1	1
580	души и	2	1
581	и др	1	1
582	что не	6	1
583	или этот	1	1
584	говорит о	1	1
585	может ли	1	1
586	не на	2	1
587	жизнь в	2	1
588	как ни	2	1
589	огонь а	1	1
590	свое собственное	1	1
591	остается и	1	1
592	этом основании	1	1
593	и тут	3	1
594	и всякое	1	1
595	все более	1	1
596	вступает в	1	1
597	в частности	2	1
598	к его	1	1
599	мы говорим	3	1
600	наедине с	1	1
601	интересны чем	1	1
602	над ним	1	1
603	– это	6	1
604	к жизни	1	1
605	сравнению с	1	1
606	она есть	9	1
607	слова он	1	1
608	наша традиционная	1	1
609	не видят	1	1
610	да и	6	1
611	можно принять	1	1
612	общества в	1	1
613	и менее	1	1
614	бросается в	1	1
615	в это	3	1
616	потому и	1	1
617	человеческая личность	1	1
618	более и	2	1
619	отречение от	1	1
620	что мы	2	1
621	своей жизни	1	1
622	только для	1	1
623	но это	7	1
624	это выражение	1	1
625	в смысле	5	1
626	отчего это	1	1
627	бытия лежит	1	1
628	на одной	1	1
629	и часто	2	1
630	человек сам	1	1
631	самое главное	1	1
632	об отношении	1	1
633	сознания и	5	1
634	внешнее –	1	1
635	то не	3	1
636	из себя	1	1
637	и разные	1	1
638	или нет	3	1
639	тем более	1	1
640	выражение которое	1	1
641	не должен	1	1
642	ведь как	1	1
643	ли что	2	1
644	я в	1	1
645	как живой	1	1
646	совершенства –	1	1
647	личности и	6	1
648	но всегда	2	1
649	он от	1	1
650	нужно для	1	1
651	это все	2	1
652	предстала в	1	1
653	не быть	2	1
654	а ведь	1	1
655	и судьба	1	1
656	самой своей	1	1
657	но этот	1	1
658	не что	3	1
659	ко всему	1	1
660	та же	4	1
661	есть то	1	1
662	к религии	1	1
663	вечности в	4	1
664	можно назвать	1	1
665	в искусстве	2	1
666	в своих	2	1
667	с первого	2	1
668	и эта	1	1
669	– как	2	1
670	так же	2	1
671	во всяком	2	1
672	они не	3	1
673	смысле что	3	1
674	слова это	1	1
