N	2gram	Nazirov_Tv_1	Myshleni
113	при этом	7	4
114	и по	3	4
115	это не	4	4
116	такой же	2	4
117	и другое	1	4
118	мышления и	1	4
119	не имеет	1	4
120	казалось бы	1	4
121	могут быть	2	4
122	же самое	1	4
123	не есть	1	4
124	еще не	1	4
125	не означает	2	4
126	в качестве	2	4
127	так что	2	4
128	к мысли	1	4
129	и их	1	4
130	не могут	1	4
131	с другой	3	4
132	именно в	2	4
133	к которому	1	4
134	на этот	1	4
135	зависит от	2	4
136	вместе с	2	4
137	эта теория	1	4
138	это есть	1	4
139	с этой	1	4
140	в целом	4	4
141	тем более	1	4
142	в свою	7	4
143	самом деле	2	3
144	это и	3	3
145	в первом	2	3
146	говорить о	1	3
147	частный случай	1	3
148	по своему	1	3
149	если в	2	3
150	с этим	1	3
151	все же	5	3
152	сознания в	1	3
153	как уже	1	3
154	и как	4	3
155	в действительности	1	3
156	то в	2	3
157	он в	1	3
158	чем его	1	3
159	этого вопроса	1	3
160	означает в	1	3
161	на этом	1	3
162	показал что	1	3
163	самого процесса	1	3
164	и тем	2	3
165	родной язык	1	3
166	с тем	1	3
167	и того	2	3
168	как частный	1	3
169	в этих	2	3
170	в их	3	3
171	собой как	1	3
172	сих пор	1	3
173	и более	1	3
174	не менее	6	3
175	до конца	2	3
176	что эта	1	3
177	в смысле	1	3
178	но что	1	3
179	идет в	1	3
180	и отношений	2	3
181	только не	1	3
182	больше чем	2	3
183	как она	1	3
184	и его	6	3
185	связи с	1	3
186	необходимо предполагает	1	3
187	и мышление	1	3
188	приходит к	3	3
189	свою очередь	1	3
190	в себя	2	3
191	еще в	2	3
192	и с	3	3
193	вот почему	3	3
194	никак не	1	3
195	до сих	1	3
196	в чем	2	3
197	к нему	1	3
198	что и	2	3
199	одной из	4	3
200	между тем	1	3
201	вопрос об	1	3
202	с одной	1	3
203	его и	1	3
204	мы знаем	1	3
205	в одном	1	3
206	а в	6	3
207	говорит о	3	3
208	прежде всего	4	3
209	не на	1	3
210	в частности	2	3
211	к жизни	2	3
212	чем в	1	3
213	но это	5	3
214	одного и	1	3
215	процесса в	4	3
216	одной стороны	1	3
217	к его	1	3
218	я это	1	3
219	к этой	1	3
220	ее в	3	3
221	к этому	2	3
222	значение в	1	3
223	ту же	3	2
224	одним из	4	2
225	через которые	1	2
226	нам кажется	1	2
227	исходит из	1	2
228	не имеют	4	2
229	их и	1	2
230	есть не	2	2
231	принадлежит к	1	2
232	он произносит	1	2
233	на практике	1	2
234	я не	3	2
235	в ней	2	2
236	столь же	1	2
237	во всех	1	2
238	с каким	2	2
239	что я	3	2
240	отличие от	2	2
241	когда он	2	2
242	и к	1	2
243	в этот	1	2
244	он усвоил	1	2
245	связанного с	1	2
246	учение о	1	2
247	то и	1	2
248	тому же	1	2
249	если он	1	2
250	на его	3	2
251	что она	2	2
252	идет от	1	2
253	к одному	1	2
254	но все	1	2
255	на протяжении	3	2
256	в жизни	2	2
257	в них	1	2
258	все равно	1	2
259	развития так	1	2
260	и потом	1	2
261	во второй	2	2
262	в своей	4	2
263	в котором	6	2
264	к предмету	1	2
265	из плена	1	2
266	в отличие	2	2
267	отношений между	2	2
268	все это	10	2
269	на всю	1	2
270	с развитием	1	2
271	они же	1	2
272	но только	2	2
273	учения о	1	2
274	видим что	1	2
275	до того	1	2
276	то это	1	2
277	и здесь	1	2
278	в момент	4	2
279	не способен	1	2
280	знает что	1	2
281	указывает на	1	2
282	уже на	1	2
283	в виду	2	2
284	но при	1	2
285	вывод что	1	2
286	в истории	1	2
287	отношения и	1	2
288	не повторяет	1	2
289	что у	1	2
290	это мы	1	2
291	по мере	1	2
292	и из	1	2
293	находятся в	1	2
294	его в	1	2
295	вслед за	2	2
296	представления о	1	2
297	типичное для	1	2
298	к их	1	2
299	в первой	2	2
300	со всеми	3	2
301	только на	2	2
302	же в	1	2
303	но с	1	2
304	из них	2	2
305	вовсе не	5	2
306	к ним	1	2
307	как будто	5	2
308	представляют собой	1	2
309	и даже	3	2
310	закон развития	1	2
311	в ряде	1	2
312	а с	1	2
313	своего собственного	2	2
314	себя и	1	2
315	что для	2	2
316	естественно что	1	2
317	у нас	1	2
318	мыслит в	1	2
319	о чем	1	2
320	ни на	3	2
321	в область	1	2
322	и от	4	2
323	только для	1	2
324	в более	1	2
325	форм и	1	2
326	основе этой	1	2
327	которая в	1	2
328	чем он	1	2
329	и другие	3	2
330	другой стороны	1	2
331	но этот	1	2
332	имеет место	1	2
333	приводит нас	1	2
334	жизни и	3	2
335	в своих	5	2
336	также и	1	1
337	этом она	1	1
338	в движение	1	1
339	связана с	1	1
340	должно стать	1	1
341	проблемы в	2	1
342	на самом	3	1
343	но тем	1	1
344	на деле	2	1
345	нас на	1	1
346	от которых	1	1
347	извлек из	1	1
348	мы уже	1	1
349	мы имеем	1	1
350	на первом	2	1
351	и о	1	1
352	бы что	1	1
353	на эти	2	1
354	для раскрытия	1	1
355	но она	2	1
356	что иное	1	1
357	в полной	1	1
358	чем оно	1	1
359	и ее	1	1
360	событий и	1	1
361	себе что	1	1
362	утверждая что	1	1
363	собой в	2	1
364	он был	1	1
365	он сам	6	1
366	иное как	1	1
367	нам представляется	1	1
368	бы то	1	1
369	что его	2	1
370	это означало	2	1
371	с его	11	1
372	более интеллектуально	1	1
373	сознания а	1	1
374	этом пункте	1	1
375	как правило	1	1
376	в ее	1	1
377	мышления как	1	1
378	в голове	1	1
379	тесно связанные	1	1
380	жизни тем	1	1
381	как справедливо	1	1
382	развитие его	1	1
383	и будет	2	1
384	в собственном	1	1
385	как по	1	1
386	как к	2	1
387	более и	1	1
388	перед нами	2	1
389	кроме того	1	1
390	целый ряд	1	1
391	в неспособности	1	1
392	и наконец	2	1
393	в себе	2	1
394	этой цели	1	1
395	для ее	1	1
396	за собой	1	1
397	из самых	1	1
398	что это	1	1
399	формы в	1	1
400	означает и	1	1
401	на трех	1	1
402	еще один	1	1
403	имеем в	1	1
404	и те	1	1
405	эксперимента но	1	1
406	но на	1	1
407	так сказать	2	1
408	по самому	2	1
409	оно было	1	1
410	чем для	1	1
411	но само	1	1
412	в первую	1	1
413	свою собственную	1	1
414	собой не	1	1
415	своего пути	1	1
416	сталкивается с	1	1
417	в плане	1	1
418	в каждом	3	1
419	повторяет в	1	1
420	здесь мы	2	1
421	для всей	1	1
422	об этом	2	1
423	и других	3	1
424	первую очередь	1	1
425	бы нам	1	1
426	свою противоположность	2	1
427	центральное место	1	1
428	должен был	1	1
429	приходит в	1	1
430	и самыми	1	1
431	ни в	1	1
432	нужно его	1	1
433	было нами	1	1
434	о которых	1	1
435	является более	1	1
436	эту тему	1	1
437	и уже	1	1
438	нигде не	1	1
439	открытым вопрос	1	1
440	смысле с	1	1
441	ключ к	1	1
442	их на	1	1
443	вопроса об	1	1
444	на первый	1	1
445	закона и	1	1
446	места в	1	1
447	этой связи	2	1
448	же это	1	1
449	быть названы	1	1
450	со своего	1	1
451	но которые	1	1
452	развивается у	1	1
453	место в	3	1
454	не столько	2	1
455	представление о	3	1
456	упомянуто в	1	1
457	в основном	4	1
458	может вызвать	1	1
459	образом и	1	1
460	развивается и	1	1
461	самое время	2	1
462	в прямом	1	1
463	тем не	2	1
464	однако в	2	1
465	его до	1	1
466	том же	1	1
467	обратная зависимость	1	1
468	этой области	1	1
469	она не	1	1
470	что ему	1	1
471	же самую	1	1
472	дело не	3	1
473	отличается от	1	1
474	и притом	2	1
475	к этим	1	1
476	которого он	2	1
477	в самой	1	1
478	всего на	1	1
479	того в	1	1
480	к ней	2	1
481	в другую	1	1
482	уже говорили	1	1
483	входят в	1	1
484	и делает	1	1
485	что на	1	1
486	ясно как	1	1
487	сопоставим это	1	1
488	вот в	2	1
489	такие же	1	1
490	по нашему	5	1
491	что можно	1	1
492	начиная с	1	1
493	в духе	2	1
494	в направлении	2	1
495	мы узнаем	1	1
496	есть только	1	1
497	те и	1	1
498	является одним	2	1
499	прошлого в	1	1
500	ли что	1	1
501	если же	1	1
502	и он	2	1
503	где он	2	1
504	более не	2	1
505	за самим	1	1
506	но по	1	1
507	с ее	3	1
508	не существует	3	1
509	всего этого	1	1
510	не могу	2	1
511	от внешней	1	1
512	из главных	2	1
513	мысль о	2	1
514	только то	1	1
515	действия и	1	1
516	по способу	1	1
517	а собственно	1	1
518	однако эта	1	1
519	прямом смысле	1	1
520	и неизменно	1	1
521	поэтому мы	1	1
522	и давно	1	1
523	не нужно	2	1
524	часто в	1	1
525	для этого	1	1
526	связанное с	1	1
527	движения и	1	1
528	в раннем	1	1
529	говорит об	2	1
530	что каждый	1	1
531	ясным что	1	1
532	одного из	2	1
533	или на	1	1
534	и просто	1	1
535	все его	1	1
536	может не	2	1
537	вопросу о	1	1
538	в которую	1	1
539	один момент	1	1
540	путь к	1	1
541	при исследовании	1	1
542	нуждается в	1	1
543	язык в	1	1
544	все время	1	1
545	что понятия	1	1
546	и деятельность	1	1
547	в сферу	1	1
548	известно что	2	1
549	один из	4	1
550	с ними	1	1
551	два года	1	1
552	до уровня	1	1
553	который в	3	1
554	во времени	3	1
555	узнаем что	1	1
556	внешних условий	1	1
557	их не	1	1
558	сколько в	1	1
559	для всех	1	1
560	уже в	3	1
561	себя в	1	1
562	в виде	3	1
563	по законам	1	1
564	что не	2	1
565	а это	1	1
566	же у	1	1
567	при помощи	2	1
568	и обратно	1	1
569	он принадлежит	1	1
570	утверждал что	3	1
571	не так	3	1
572	своего поведения	1	1
573	мы находим	2	1
574	тогда как	1	1
575	не совпадают	1	1
576	в конце	1	1
577	отношении к	1	1
578	это было	1	1
579	как раз	1	1
580	же невозможно	1	1
581	в других	1	1
582	само собой	1	1
583	становятся не	1	1
584	связан с	3	1
585	без всякой	1	1
586	себе а	1	1
587	с другим	1	1
588	влияние на	2	1
589	человеку и	1	1
590	мы никогда	1	1
591	развитии все	1	1
592	такого понимания	1	1
593	средство которое	1	1
594	если сам	1	1
595	не было	1	1
596	нашему мнению	5	1
597	на которых	1	1
598	и самый	1	1
599	в ту	3	1
600	с которым	2	1
601	сам себе	2	1
602	его собственной	1	1
603	на эту	4	1
604	означало бы	1	1
605	что самым	1	1
606	другие в	1	1
607	в связи	1	1
608	виде в	1	1
609	именно поэтому	1	1
610	причину этого	1	1
611	все более	2	1
612	связь с	1	1
613	уже о	1	1
614	располагается в	1	1
615	до этого	2	1
616	природе и	1	1
617	в одной	2	1
618	его мышления	1	1
619	развитие каждого	1	1
620	возможно не	1	1
621	может сам	1	1
622	ибо это	1	1
623	на втором	1	1
624	если так	1	1
625	он говорит	3	1
626	указывал на	1	1
627	в данном	2	1
628	а если	1	1
629	что же	1	1
630	когда же	1	1
631	даже с	1	1
632	да и	1	1
633	сам не	1	1
634	он мыслит	1	1
635	этот принцип	1	1
636	выход из	1	1
637	к вопросу	1	1
638	бы говорить	1	1
639	природе как	1	1
640	на улице	1	1
641	при таком	1	1
642	для этой	2	1
643	чего я	1	1
644	от мысли	2	1
645	это как	3	1
646	от него	1	1
647	и все	6	1
648	менее чем	1	1
649	из себя	2	1
650	осознает свою	1	1
651	поступательного движения	1	1
652	хотя в	1	1
653	в целях	1	1
654	что этот	1	1
655	была бы	1	1
656	такое представление	1	1
657	как единый	2	1
658	не что	1	1
659	оно не	1	1
660	этот момент	1	1
661	по сей	1	1
662	но эти	1	1
663	на ту	1	1
664	и это	1	1
665	это в	3	1
666	их место	1	1
667	гораздо более	2	1
