N	2gram	Tiupa_Lite_3	Marksizm
258	в начале	4	2
259	на слово	2	2
260	не внутри	1	2
261	себя самого	1	2
262	и внешней	1	2
263	еще более	1	2
264	не знает	2	2
265	жизни и	3	2
266	что в	2	2
267	как на	3	2
268	эти категории	1	2
269	как известно	1	1
270	например в	3	1
271	и действительно	1	1
272	то в	3	1
273	между двумя	1	1
274	и принципиально	1	1
275	с целым	1	1
276	что эти	1	1
277	и за	1	1
278	обойтись без	1	1
279	его не	1	1
280	из жизненных	1	1
281	совпадает с	1	1
282	говорить о	1	1
283	что иное	1	1
284	котором не	1	1
285	эпохи в	1	1
286	собою не	1	1
287	из того	2	1
288	социальной структурой	1	1
289	мы и	2	1
290	то это	2	1
291	работе над	1	1
292	и со	1	1
293	какого бы	2	1
294	но при	1	1
295	начало и	1	1
296	время в	2	1
297	сознания а	1	1
298	очень важным	1	1
299	к которой	1	1
300	внешнего но	1	1
301	в русле	1	1
302	друг от	1	1
303	контексте в	1	1
304	и я	1	1
305	превращает его	1	1
306	в центре	1	1
307	как в	5	1
308	поскольку они	1	1
309	данный момент	1	1
310	в художественном	1	1
311	художественным творчеством	1	1
312	ничего абсолютно	1	1
313	и где	1	1
314	когда он	2	1
315	могли бы	2	1
316	и наконец	3	1
317	и ты	4	1
318	искусство и	1	1
319	и хотя	1	1
320	в этот	1	1
321	не изнутри	1	1
322	для которого	3	1
323	утратит свой	1	1
324	как это	3	1
325	нет дела	1	1
326	так или	2	1
327	у каждого	1	1
328	но без	2	1
329	ни одна	1	1
330	ее как	1	1
331	социального взаимодействия	1	1
332	как он	1	1
333	и если	4	1
334	вообще не	1	1
335	а просто	1	1
336	о которой	2	1
337	момента в	1	1
338	в первую	1	1
339	нее и	1	1
340	художественного высказывания	1	1
341	в силу	1	1
342	оно должно	1	1
343	и вот	2	1
344	последнее слово	1	1
345	человека в	2	1
346	бы они	1	1
347	в каждом	1	1
348	мы его	1	1
349	в совершенно	2	1
350	со всеми	2	1
351	входит в	4	1
352	сознания к	1	1
353	первую очередь	1	1
354	и иных	1	1
355	воспринимающих и	1	1
356	всю свою	1	1
357	целостности и	1	1
358	здесь это	2	1
359	только одно	1	1
360	но уже	3	1
361	в них	1	1
362	нет в	1	1
363	о которых	1	1
364	такое мы	1	1
365	соотношения сил	1	1
366	с тем	1	1
367	место и	1	1
368	и вне	1	1
369	несмотря на	2	1
370	в начальных	1	1
371	все это	1	1
372	остается в	1	1
373	говорящего как	1	1
374	в восприятии	1	1
375	и конец	1	1
376	автором и	2	1
377	свою собственную	1	1
378	с различными	1	1
379	аудитории и	1	1
380	что такое	1	1
381	сочетании с	1	1
382	только для	3	1
383	к предмету	2	1
384	не столько	1	1
385	существовало в	1	1
386	собой не	1	1
387	только но	1	1
388	конечном счете	1	1
389	значение для	1	1
390	не менее	2	1
391	особого рода	5	1
392	но он	1	1
393	вот уже	1	1
394	друг другу	1	1
395	что было	1	1
396	тем не	1	1
397	произведения в	3	1
398	же самого	1	1
399	приводят к	1	1
400	на один	1	1
401	мы были	2	1
402	в русской	1	1
403	мысли в	1	1
404	мышления и	1	1
405	тогда когда	1	1
406	и притом	1	1
407	и остается	1	1
408	во время	1	1
409	и сама	1	1
410	с и	1	1
411	сознания как	1	1
412	и внутренней	1	1
413	для кого	1	1
414	принадлежит к	1	1
415	однако если	3	1
416	этого явления	1	1
417	самой жизни	1	1
418	и объективной	1	1
419	на себя	2	1
420	преимущественно на	1	1
421	ему и	1	1
422	а лишь	2	1
423	именно этой	1	1
424	не принадлежит	1	1
425	не столь	1	1
426	ты так	1	1
427	этом отношении	5	1
428	и делает	1	1
429	в действительности	1	1
430	уже о	3	1
431	искусства и	3	1
432	когда мы	1	1
433	есть только	1	1
434	ли не	1	1
435	числе и	2	1
436	другом месте	1	1
437	своего права	1	1
438	его с	1	1
439	например по	1	1
440	слова с	1	1
441	отличное от	1	1
442	оно не	2	1
443	как некая	1	1
444	от той	1	1
445	слово которое	1	1
446	от друга	1	1
447	того времени	1	1
448	говоря уже	4	1
449	здесь не	2	1
450	если как	1	1
451	в определенное	1	1
452	чтобы быть	1	1
453	так в	1	1
454	на том	1	1
455	обращаясь к	1	1
456	и сам	2	1
457	на нее	1	1
458	было в	1	1
459	здесь нет	1	1
460	еще в	3	1
461	продукт социального	1	1
462	в сочетании	1	1
463	можно только	1	1
464	все остальные	1	1
465	мы живем	1	1
466	лишь то	1	1
467	в работе	2	1
468	внимание на	2	1
469	возможен и	1	1
470	можно сказать	2	1
471	лишь поскольку	1	1
472	переходит в	1	1
473	в конечном	1	1
474	на границах	1	1
475	когда оно	1	1
476	эти два	1	1
477	нуждается в	1	1
478	ним и	1	1
479	читателя и	2	1
480	во всей	2	1
481	и только	2	1
482	народов и	1	1
483	которой в	1	1
484	в лице	2	1
485	и мир	1	1
486	ни к	3	1
487	что здесь	1	1
488	но с	2	1
489	отражения в	1	1
490	для современного	1	1
491	автора так	1	1
492	может оказаться	1	1
493	его кругозор	1	1
494	в обществе	1	1
495	именно на	1	1
496	так что	1	1
497	есть в	1	1
498	уже не	3	1
499	еще одно	1	1
500	оно в	1	1
501	же в	2	1
502	если в	1	1
503	кажется что	1	1
504	или даже	1	1
505	и других	1	1
506	не стал	1	1
507	из них	4	1
508	был бы	1	1
509	одно из	4	1
510	в одном	4	1
511	ее не	1	1
512	случае не	1	1
513	автор и	1	1
514	но из	1	1
515	значение имеет	1	1
516	другого в	4	1
517	со стороны	7	1
518	или иначе	2	1
519	а именно	5	1
520	а эти	1	1
521	ему не	1	1
522	соответствии с	5	1
523	я был	1	1
524	в ряде	1	1
525	еще и	2	1
526	мыслится при	1	1
527	в середине	1	1
528	себя и	2	1
529	но возможен	1	1
530	к более	1	1
531	в обращении	1	1
532	не говоря	4	1
533	в соответствии	3	1
534	превращается в	1	1
535	смысла и	1	1
536	а на	2	1
537	этого не	1	1
538	из наиболее	1	1
539	другой стороны	2	1
540	как ни	1	1
541	мы все	1	1
542	произведение в	1	1
543	него не	2	1
544	они лишь	1	1
545	своей индивидуальности	1	1
546	если не	2	1
547	себя на	1	1
548	возможен лишь	1	1
549	на фоне	1	1
550	нет ничего	1	1
551	к себе	8	1
552	со словом	1	1
553	к жизни	2	1
554	в художественных	1	1
555	те кто	3	1
556	исходя из	1	1
557	и было	1	1
558	быть не	2	1
559	в целом	5	1
560	но это	1	1
561	направления в	1	1
562	общественной жизни	1	1
563	его же	1	1
564	этом и	1	1
565	однако не	3	1
566	это последнее	2	1
567	класса и	2	1
568	слова из	2	1
569	прежде чем	1	1
570	о котором	1	1
571	но отнюдь	1	1
572	хотя и	4	1
573	у них	1	1
574	ибо в	1	1
575	потому что	3	1
576	все они	2	1
577	только по	1	1
578	к ее	1	1
579	жизни в	4	1
580	границу между	1	1
581	исходила из	1	1
582	которая на	1	1
583	героя и	1	1
584	при определенных	1	1
585	в последнем	1	1
586	не что	1	1
587	это и	1	1
588	из этого	1	1
589	но вот	1	1
590	к абстрактной	1	1
591	вещь которая	1	1
592	ее в	2	1
593	как таковое	2	1
594	небо и	1	1
595	том числе	3	1
