N	2gram	Vygotskiy__1	Russkaja
102	вместе с	8	4
103	что же	2	4
104	как бы	5	4
105	отказаться от	2	4
106	жизни и	3	4
107	что в	23	4
108	к этой	2	4
109	все что	3	4
110	и т	26	3
111	то в	1	3
112	и этот	1	3
113	еще не	1	3
114	из этих	6	3
115	что они	2	3
116	в самом	11	3
117	что это	6	3
118	главным образом	2	3
119	и по	3	3
120	несмотря на	5	3
121	должно быть	1	3
122	но если	1	3
123	и сейчас	2	3
124	знаем что	1	3
125	том чтобы	7	3
126	можно ли	2	3
127	быть признан	1	3
128	одна из	4	3
129	связи с	1	3
130	в сознании	2	3
131	то это	1	3
132	точке зрения	1	3
133	что оно	3	3
134	приходит к	2	3
135	что все	3	3
136	что может	1	3
137	сводится к	1	3
138	может не	1	3
139	но мы	3	3
140	в значительной	1	3
141	и во	2	3
142	что и	13	3
143	а следовательно	1	3
144	что бы	1	3
145	того что	10	3
146	одной из	1	3
147	в качестве	2	3
148	тем чтобы	1	3
149	из них	2	3
150	условии если	1	3
151	в конце	3	3
152	именно в	1	3
153	что для	2	3
154	не было	3	3
155	и потому	2	3
156	при условии	1	3
157	или в	1	3
158	всяком другом	1	3
159	конце концов	3	3
160	и как	2	3
161	не есть	3	3
162	из этого	2	3
163	случае если	1	3
164	от этой	1	2
165	речь идет	3	2
166	говоря о	1	2
167	зависимость от	2	2
168	и есть	5	2
169	должна быть	3	2
170	вся она	1	2
171	к чему	2	2
172	из всех	2	2
173	приводят к	1	2
174	но она	1	2
175	но даже	2	2
176	в ней	1	2
177	в таком	3	2
178	время в	1	2
179	взгляде на	1	2
180	там и	1	2
181	они будут	1	2
182	тогда как	1	2
183	сама по	2	2
184	с этим	3	2
185	последнее время	2	2
186	целый ряд	6	2
187	и наконец	1	2
188	но в	3	2
189	не можем	3	2
190	это есть	5	2
191	а во-вторых	1	2
192	и тот	2	2
193	во многих	1	2
194	и те	1	2
195	по самому	5	2
196	состоит в	3	2
197	не к	1	2
198	и вот	3	2
199	на почве	2	2
200	по себе	9	2
201	и тем	2	2
202	на основании	7	2
203	и тогда	2	2
204	в этих	4	2
205	что такое	2	2
206	в котором	4	2
207	в силу	3	2
208	и более	1	2
209	их в	2	2
210	том и	2	2
211	том же	2	2
212	тому что	4	2
213	она не	5	2
214	в таких	1	2
215	что с	2	2
216	принадлежат к	2	2
217	для нас	5	2
218	у него	4	2
219	следовательно и	1	2
220	в противоречие	2	2
221	чтобы их	1	2
222	людей и	1	2
223	как будто	5	2
224	в области	11	2
225	отличается от	2	2
226	понять что	1	2
227	указывает на	4	2
228	которой она	1	2
229	если же	2	2
230	для себя	1	2
231	и о	4	2
232	значительной мере	1	2
233	ясно что	19	2
234	это только	2	2
235	настоящее время	2	2
236	и что	8	2
237	от него	2	2
238	к нему	2	2
239	это в	2	2
240	отметить что	2	2
241	что только	2	2
242	совершенно не	5	2
243	бы ни	2	2
244	по этому	2	2
245	так что	5	2
246	уже не	2	2
247	на такой	1	2
248	только на	3	2
249	является не	1	2
250	но совершенно	2	2
251	его и	3	2
252	не так	1	2
253	центр тяжести	1	2
254	представить себе	3	2
255	ни в	9	2
256	данный народ	1	2
257	мы можем	4	2
258	только с	1	2
259	при отсутствии	1	2
260	она будет	1	2
261	и вместе	2	2
262	в других	1	2
263	и даже	6	2
264	а с	1	2
265	и направление	1	2
266	зависит от	1	2
267	а не	13	2
268	между индивидуальным	1	2
269	на эту	1	2
270	совершенно очевидно	3	2
271	стоять на	1	2
272	в частности	3	2
273	так же	12	2
274	противоречие с	3	2
275	их к	1	2
276	ни от	1	2
277	но это	3	2
278	общественной жизни	1	2
279	стоит только	2	2
280	но для	1	2
281	и от	2	2
282	в результате	4	2
283	в настоящее	2	2
284	чтобы понять	4	2
285	с ним	2	2
286	бы его	1	2
287	на это	2	2
288	и состоит	2	2
289	тем самым	2	2
290	точно так	3	2
291	с новыми	1	1
292	в силе	1	1
293	и действительно	1	1
294	должен быть	1	1
295	того же	2	1
296	общественной или	1	1
297	тех же	2	1
298	это и	3	1
299	совершенной ясностью	1	1
300	идет о	2	1
301	на деле	3	1
302	показать что	8	1
303	смотрит на	1	1
304	ту же	2	1
305	что эти	3	1
306	с таким	11	1
307	к созданию	1	1
308	в зависимости	5	1
309	работы которая	1	1
310	есть не	2	1
311	то совершенно	2	1
312	на тех	1	1
313	от всякой	1	1
314	мы не	12	1
315	же как	4	1
316	на место	2	1
317	до такой	1	1
318	работа будет	1	1
319	на эти	2	1
320	не была	1	1
321	он как	1	1
322	в сущности	10	1
323	в деле	1	1
324	свою особую	1	1
325	оно есть	2	1
326	в полной	1	1
327	это отношение	2	1
328	которое в	1	1
329	образом оказывается	1	1
330	один общий	1	1
331	формы в	4	1
332	без всякого	2	1
333	столько же	1	1
334	столь же	4	1
335	и непременно	1	1
336	заключается не	2	1
337	друг к	1	1
338	в область	2	1
339	к этому	4	1
340	но как	2	1
341	а только	2	1
342	точка зрения	4	1
343	значение и	1	1
344	только тогда	7	1
345	есть по	1	1
346	должны были	1	1
347	очевидно что	6	1
348	к творчеству	1	1
349	судить об	1	1
350	необходимый для	1	1
351	в одной	3	1
352	в постоянном	1	1
353	перед нами	1	1
354	это отнюдь	1	1
355	в полном	2	1
356	обе точки	1	1
357	когда он	2	1
358	что по	3	1
359	с понятием	1	1
360	не являются	1	1
361	имеет в	2	1
362	он на	1	1
363	искусство и	4	1
364	котором она	1	1
365	не быть	2	1
366	в которой	4	1
367	привести к	1	1
368	выражение в	1	1
369	то и	2	1
370	им в	3	1
371	образом при	1	1
372	только один	1	1
373	тому же	3	1
374	вследствие этого	1	1
375	своим собственным	1	1
376	на его	1	1
377	ли представить	1	1
378	как оно	1	1
379	не следует	1	1
380	тем не	2	1
381	время и	1	1
382	всех остальных	1	1
383	результаты этой	1	1
384	эта последняя	1	1
385	же это	1	1
386	и построений	1	1
387	к одному	1	1
388	этого вопроса	2	1
389	заключает в	1	1
390	и заключается	1	1
391	поскольку она	2	1
392	но все	1	1
393	такого же	1	1
394	творчества или	1	1
395	в одну	1	1
396	подход к	1	1
397	для всей	1	1
398	мысль об	1	1
399	могла бы	1	1
400	тем же	3	1
401	деле для	1	1
402	об этом	1	1
403	к другу	1	1
404	не трудно	1	1
405	полной мере	1	1
406	то есть	26	1
407	в данной	1	1
408	заключается в	7	1
409	не умеет	1	1
410	чтобы все	1	1
411	это не	1	1
412	и мы	1	1
413	из русских	1	1
414	чаще всего	1	1
415	остановиться на	2	1
416	в жизни	2	1
417	этого слова	4	1
418	это положение	1	1
419	но вся	1	1
420	она и	1	1
421	все равно	1	1
422	в общей	1	1
423	не всегда	2	1
424	всегда и	1	1
425	как сказано	1	1
426	нет и	1	1
427	иначе говоря	5	1
428	такой же	2	1
429	и того	1	1
430	одного и	2	1
431	что данный	1	1
432	мысли что	1	1
433	другим и	1	1
434	нас не	1	1
435	даже тогда	1	1
436	в такой	2	1
437	и без	2	1
438	из которой	1	1
439	что вся	1	1
440	прийти к	1	1
441	представление о	3	1
442	оказывается что	5	1
443	в которых	3	1
444	может сделать	1	1
445	для всякого	1	1
446	и другого	2	1
447	результате этого	1	1
448	стало быть	2	1
449	которых каждая	2	1
450	теми же	2	1
451	с совершенной	1	1
452	ни было	1	1
453	ним в	1	1
454	вовсе не	6	1
455	даже в	2	1
456	же мы	1	1
457	они сами	2	1
458	задачи и	3	1
459	не менее	2	1
460	или что	1	1
461	что эта	3	1
462	из нас	2	1
463	самого начала	1	1
464	для каждого	1	1
465	дело в	1	1
466	к новым	1	1
467	в основе	2	1
468	народа к	1	1
469	об отдельном	1	1
470	но только	3	1
471	пользоваться теми	1	1
472	та или	1	1
473	только не	3	1
474	однако если	1	1
475	ними не	1	1
476	того и	1	1
477	найти в	1	1
478	казалось бы	2	1
479	свою природу	1	1
480	таким путем	2	1
481	явление в	1	1
482	и теперь	2	1
483	этом отношении	2	1
484	что на	3	1
485	или иных	2	1
486	исходить из	1	1
487	стороны и	3	1
488	из предыдущего	1	1
489	в духе	1	1
490	есть только	2	1
491	могут быть	11	1
492	человека в	1	1
493	как только	1	1
494	же самое	2	1
495	должны быть	3	1
496	одну и	1	1
497	себя только	1	1
498	наконец что	1	1
499	что при	3	1
500	и материал	1	1
501	в применении	2	1
502	и это	3	1
503	оно может	1	1
504	как мы	2	1
505	нас от	1	1
506	как не	1	1
507	свою очередь	1	1
508	но при	1	1
509	однако ни	1	1
510	на нем	1	1
511	и многие	1	1
512	в ее	5	1
513	только при	3	1
514	совершенно ясно	19	1
515	дала бы	1	1
516	языка и	1	1
517	в собственном	3	1
518	мысль о	1	1
519	только то	2	1
520	в себя	2	1
521	идет не	1	1
522	с самого	1	1
523	роль в	3	1
524	и когда	3	1
525	и важность	1	1
526	что у	3	1
527	понимание и	1	1
528	и ту	2	1
529	так и	3	1
530	не за	1	1
531	те же	4	1
532	его жизни	1	1
533	больше в	1	1
534	собой в	1	1
535	и результаты	1	1
536	личности на	1	1
537	по сравнению	1	1
538	точно также	1	1
539	быть может	1	1
540	в эпоху	1	1
541	вопроса необходимо	1	1
542	вот это	1	1
543	иное как	1	1
544	это зависит	1	1
545	в состав	1	1
546	то они	1	1
547	эта точка	1	1
548	никак не	4	1
549	что наша	1	1
550	одного из	1	1
551	можно сказать	1	1
552	в различных	1	1
553	с другой	5	1
554	на точку	1	1
555	которая сама	1	1
556	в согласии	1	1
557	помощи которых	1	1
558	когда оно	2	1
559	было стремление	1	1
560	внешним образом	1	1
561	положения с	1	1
562	другие как	1	1
563	представления о	1	1
564	в русском	2	1
565	мы хотим	1	1
566	является результатом	1	1
567	совершенно ином	1	1
568	он есть	1	1
569	от какого	1	1
570	один из	4	1
571	образом как	1	1
572	обе эти	1	1
573	а если	1	1
574	с ними	1	1
575	обречена на	1	1
576	зрения в	1	1
577	к чисто	1	1
578	в разные	2	1
579	в обществе	3	1
580	никак нельзя	2	1
581	как проявление	1	1
582	же ее	1	1
583	же и	1	1
584	в сторону	1	1
585	сомнений в	1	1
586	и у	4	1
587	если мы	12	1
588	нами и	1	1
589	или не	2	1
590	а это	1	1
591	здесь же	1	1
592	и обратно	1	1
593	и других	3	1
594	за ним	1	1
595	мы знаем	3	1
596	это обстоятельство	3	1
597	и их	2	1
598	в известной	1	1
599	могло бы	4	1
600	которая может	1	1
601	случае когда	1	1
602	от тех	1	1
603	к ним	2	1
604	бытия и	1	1
605	случае не	2	1
606	которое является	1	1
607	что та	1	1
608	отдельного человека	10	1
609	но из	1	1
610	быть для	1	1
611	с общим	1	1
612	из двух	1	1
613	себе представить	2	1
614	если признать	1	1
615	связаны с	1	1
616	оно будет	1	1
617	на чем	1	1
618	еще и	1	1
619	для решения	1	1
620	хоть сколько-нибудь	1	1
621	на этот	1	1
622	которых мы	1	1
623	на которых	1	1
624	до конца	6	1
625	не таков	1	1
626	в свете	1	1
627	ясного и	1	1
628	понятие о	1	1
629	нужна но	1	1
630	в связи	2	1
631	знаем и	2	1
632	о себе	1	1
633	есть общая	1	1
634	как это	4	1
635	согласии с	2	1
636	без помощи	1	1
637	многих случаях	1	1
638	выражением его	1	1
639	по своему	1	1
640	той и	1	1
641	смысле этого	2	1
642	применении к	2	1
643	эту мысль	1	1
644	психологии при	1	1
645	из отдельных	2	1
646	в состоянии	3	1
647	или хотя	1	1
648	бы такой	1	1
649	его творчество	1	1
650	с этой	4	1
651	этом вопросе	1	1
652	и таким	2	1
653	числе и	1	1
654	к другим	2	1
655	тех или	2	1
656	не является	5	1
657	что позволяет	1	1
658	на все	1	1
659	являются не	2	1
660	не знаем	2	1
661	в тесном	1	1
662	при таком	1	1
663	тот кто	2	1
664	в те	1	1
665	ее и	2	1
666	бы в	2	1
667	и все	5	1
668	этой общей	1	1
669	личности и	1	1
670	от ее	1	1
671	приходится признать	1	1
672	психики и	1	1
673	в свою	1	1
674	отдельному человеку	1	1
675	из тех	1	1
676	и внутренне	1	1
677	была бы	1	1
678	разных странах	1	1
679	всех других	2	1
680	что ни	1	1
681	прямым путем	1	1
682	до степени	1	1
683	только они	2	1
684	кроме тех	1	1
685	том числе	1	1
