N	2gram	Tiupa_Lite_3	Vladivir
216	с нами	1	2
217	и при	2	2
218	общего дела	1	2
219	в их	1	2
220	жизни с	1	2
221	к той	1	2
222	однако в	4	2
223	даже в	4	2
224	то с	1	2
225	с которой	2	2
226	она не	1	2
227	не имеет	1	2
228	тогда когда	1	2
229	и притом	1	2
230	с и	1	2
231	в самых	1	2
232	что вы	1	2
233	того чтобы	2	2
234	всей жизни	1	2
235	уже и	1	2
236	как будто	4	2
237	уже о	3	2
238	начиная с	1	2
239	ему все	1	2
240	к тому	6	2
241	будто бы	1	2
242	но по	1	2
243	в виду	1	2
244	свою очередь	1	2
245	людей в	1	2
246	говоря уже	4	2
247	не могу	2	2
248	данном случае	4	2
249	о нем	2	2
250	второй половине	1	2
251	в чем	1	2
252	борьба с	1	2
253	нас в	1	2
254	к нему	1	2
255	и она	1	2
256	и жизни	3	2
257	себя в	7	2
258	он сам	1	2
259	а то	1	2
260	ни с	2	2
261	друг друга	1	2
262	бытия и	1	2
263	но уже	3	2
264	но из	1	2
265	для того	2	2
266	как у	4	2
267	о пушкине	1	2
268	во второй	2	2
269	бытия в	2	2
270	что не	2	2
271	что для	1	2
272	те кто	3	2
273	мы сами	1	2
274	не на	1	2
275	если не	2	2
276	в частности	11	2
277	к его	1	2
278	и потому	2	2
279	в той	1	2
280	такого рода	10	2
281	соловьевым и	1	2
282	бы его	1	2
283	с бытием	1	2
284	годов в	2	2
285	в стихотворении	6	2
286	и от	1	2
287	в двух	1	2
288	собственно говоря	1	2
289	я хотел	1	2
290	к этой	1	2
291	же в	2	2
292	жизни в	4	2
293	с ней	2	2
294	есть и	1	2
295	в своих	2	2
296	как известно	1	1
297	от этой	1	1
298	и т	1	1
299	одним из	4	1
300	например в	3	1
301	в этот	1	1
302	тех же	1	1
303	между двумя	1	1
304	от самого	1	1
305	по преимуществу	1	1
306	жизни к	2	1
307	с таким	1	1
308	жизни здесь	2	1
309	и за	1	1
310	по его	1	1
311	поэзии и	2	1
312	чем он	1	1
313	есть не	1	1
314	в апреле	1	1
315	из своих	1	1
316	этом не	1	1
317	часто оказывается	1	1
318	говорить о	1	1
319	что иное	1	1
320	местам и	1	1
321	вас не	1	1
322	следовало ожидать	1	1
323	жизни как	2	1
324	всю ночь	2	1
325	в целостности	1	1
326	ним и	1	1
327	в сердце	1	1
328	иное как	1	1
329	ответа на	1	1
330	бы то	2	1
331	в создании	1	1
332	самом деле	3	1
333	к богу	1	1
334	если в	1	1
335	с собою	1	1
336	не просто	1	1
337	нет и	1	1
338	что они	1	1
339	но без	2	1
340	мертвых и	1	1
341	независимо от	1	1
342	общего с	1	1
343	в среду	1	1
344	он себе	1	1
345	когда он	2	1
346	что по	1	1
347	самом начале	1	1
348	в противоположность	2	1
349	что произведение	1	1
350	за собой	1	1
351	себе как	1	1
352	говорил он	1	1
353	бы и	3	1
354	он в	2	1
355	в нашем	1	1
356	и и	1	1
357	право на	2	1
358	тому же	5	1
359	так сказать	1	1
360	больше всего	1	1
361	после которого	1	1
362	чтобы он	2	1
363	их может	1	1
364	и еще	1	1
365	в первую	1	1
366	на том	1	1
367	нее и	1	1
368	xix века	2	1
369	свою собственную	1	1
370	становится его	1	1
371	не к	1	1
372	жизнью и	1	1
373	прежде чем	1	1
374	последнее слово	1	1
375	разочарованием в	1	1
376	то ни	2	1
377	мы его	1	1
378	им как	1	1
379	с позиций	1	1
380	его забыть	1	1
381	а по	2	1
382	лишь в	5	1
383	первую очередь	1	1
384	его личности	1	1
385	не имела	1	1
386	духовного общения	1	1
387	на миг	1	1
388	по мысли	6	1
389	например с	1	1
390	целостности и	1	1
391	в жизни	8	1
392	за весь	1	1
393	все равно	1	1
394	далеко не	2	1
395	для своего	2	1
396	под собою	1	1
397	чувствую себя	1	1
398	со своими	2	1
399	чем в	1	1
400	явления у	1	1
401	этом в	1	1
402	и того	1	1
403	с я	1	1
404	можно только	1	1
405	в г	3	1
406	во время	1	1
407	от своего	1	1
408	взгляд на	3	1
409	на месте	1	1
410	то для	1	1
411	соловьева о	1	1
412	место в	4	1
413	своего рода	10	1
414	и дела	1	1
415	если бы	2	1
416	была не	1	1
417	что сам	1	1
418	сам он	1	1
419	его внутреннего	1	1
420	романа с	1	1
421	отходит от	1	1
422	почти никогда	1	1
423	природа и	2	1
424	в русской	1	1
425	со светом	1	1
426	что такое	1	1
427	своего существования	1	1
428	возлагает на	2	1
429	и сама	1	1
430	как о	2	1
431	мы все	1	1
432	чтобы стать	1	1
433	совсем иное	1	1
434	любовь эта	1	1
435	только не	1	1
436	к тебе	1	1
437	существу это	1	1
438	жизни не	2	1
439	преимущественно на	1	1
440	этих последних	1	1
441	и является	1	1
442	во всем	1	1
443	журнала вопросы	1	1
444	именно его	1	1
445	которые делают	1	1
446	вопрос не	1	1
447	ему не	1	1
448	ведь все	1	1
449	у меня	1	1
450	свое собственное	1	1
451	не столь	1	1
452	ли не	1	1
453	отличались от	1	1
454	все еще	3	1
455	ничего общего	1	1
456	из москвы	1	1
457	исторической жизни	1	1
458	чтобы быть	1	1
459	но мы	1	1
460	так в	1	1
461	и перед	2	1
462	с собой	1	1
463	на нее	1	1
464	времени и	1	1
465	здесь как	2	1
466	здесь нет	1	1
467	еще не	6	1
468	он писал	1	1
469	том как	1	1
470	может оставаться	1	1
471	был не	1	1
472	быть может	2	1
473	для этого	1	1
474	тех кто	1	1
475	на вопрос	1	1
476	влияние на	1	1
477	и который	1	1
478	тревог и	1	1
479	лет спустя	1	1
480	мысли н	1	1
481	во втором	2	1
482	в глазах	3	1
483	которая и	1	1
484	также в	1	1
485	не знаю	2	1
486	и об	2	1
487	в лице	2	1
488	не зная	1	1
489	в литературе	1	1
490	что здесь	1	1
491	вас бог	1	1
492	но с	2	1
493	общения людей	1	1
494	я со	1	1
495	с каждым	1	1
496	пять лет	1	1
497	в нынешнем	1	1
498	и ее	2	1
499	и тем	3	1
500	богом и	1	1
501	со всеми	2	1
502	в качестве	5	1
503	к которой	1	1
504	для всех	1	1
505	с двумя	1	1
506	к идее	2	1
507	только на	1	1
508	существу своему	1	1
509	человеческого духа	3	1
510	или даже	1	1
511	и других	1	1
512	не стал	1	1
513	из них	4	1
514	совершенно новой	2	1
515	и их	1	1
516	представлений о	1	1
517	в одном	4	1
518	т п	1	1
519	как раз	2	1
520	тем что	2	1
521	этом отношении	5	1
522	без внимания	1	1
523	это будет	2	1
524	нужно было	1	1
525	не были	1	1
526	даже не	1	1
527	на ее	1	1
528	говорится но	1	1
529	а эти	1	1
530	и быть	1	1
531	в природе	4	1
532	обратиться к	1	1
533	его из	1	1
534	к более	1	1
535	смысла и	1	1
536	то и	1	1
537	вот в	2	1
538	а на	2	1
539	и мне	1	1
540	ничем не	1	1
541	мы и	2	1
542	что несмотря	1	1
543	было сказано	1	1
544	и следовало	1	1
545	возвращаясь к	1	1
546	него не	2	1
547	историческая драма	1	1
548	на слово	2	1
549	то она	2	1
550	если это	2	1
551	все более	2	1
552	я говорю	2	1
553	о работе	1	1
554	бытию в	1	1
555	к бытию	1	1
556	над ним	1	1
557	к своему	1	1
558	есть только	1	1
559	перед нами	1	1
560	из стихотворений	2	1
561	году он	1	1
562	содержат в	1	1
563	не что	1	1
564	в первой	2	1
565	внешние обстоятельства	1	1
566	все моменты	1	1
567	тех пор	1	1
568	расхождение с	1	1
569	общим делом	1	1
570	как например	2	1
571	рассуждает о	1	1
572	человека который	1	1
573	что однако	1	1
574	за ним	2	1
575	в книге	1	1
576	чем дело	1	1
577	потому не	1	1
578	и человек	1	1
579	мира и	2	1
580	в другое	1	1
581	не с	2	1
582	к цели	1	1
583	у них	1	1
584	ни к	3	1
585	отношении к	1	1
586	в период	1	1
587	которая на	1	1
588	отношением к	2	1
589	была бы	1	1
590	эти слова	2	1
591	в действительности	1	1
592	не сказал	1	1
593	ее в	2	1
594	в состояние	1	1
595	с общим	1	1
596	том числе	3	1
597	они не	1	1
