N	2gram	Ircho_Kome_3	Istorich
582	что не	3	1
583	к человеку	2	1
584	другие исследователи	1	1
585	а на	2	1
586	этому времени	1	1
587	а сам	2	1
588	на которых	1	1
589	до конца	4	1
590	ничем не	4	1
591	у его	1	1
592	понимать как	1	1
593	жизнь в	1	1
594	же понимает	2	1
595	если этот	1	1
596	а по	5	1
597	о чем	7	1
598	никто об	1	1
599	это дело	1	1
600	место на	1	1
601	и ему	1	1
602	это мог	1	1
603	отдают в	1	1
604	как эти	1	1
605	и потому	1	1
606	шесть лет	1	1
607	стороне в	1	1
608	требует от	1	1
609	а так	1	1
610	по своему	3	1
611	он говорит	2	1
612	к жизни	1	1
613	чем в	3	1
614	друг с	1	1
615	остается в	2	1
616	с тобой	1	1
617	кто из	2	1
618	что ты	2	1
619	старику жалко	1	1
620	на свете	1	1
621	исходя из	2	1
622	в уже	2	1
623	быть не	1	1
624	в это	1	1
625	материал для	1	1
626	с этой	3	1
627	на пути	1	1
628	человека который	2	1
629	только для	2	1
630	его отца	2	1
631	я мог	1	1
632	с радостью	2	1
633	думают что	1	1
634	можно назвать	1	1
635	берет его	1	1
636	окончательно и	1	1
637	не знаем	1	1
638	ли в	2	1
639	один вопрос	1	1
640	и плачет	1	1
641	к браку	1	1
642	брат и	1	1
643	в результате	2	1
644	и видит	1	1
645	это как	1	1
646	она уже	1	1
647	по-видимому он	1	1
648	но об	1	1
649	у них	1	1
650	бы он	3	1
651	ни к	1	1
652	превратился в	1	1
653	все они	1	1
654	пока же	1	1
655	человека не	2	1
656	уверен в	2	1
657	брата и	2	1
658	к самому	1	1
659	е в	2	1
660	к какому	1	1
661	в свою	7	1
662	его дочери	2	1
663	при его	1	1
664	почему он	1	1
665	бы его	1	1
666	из этого	2	1
667	в самом	9	1
668	самое что	1	1
669	этой связи	2	1
670	но еще	1	1
671	и эта	1	1
672	предполагают что	1	1
673	молодой человек	8	1
674	к этому	6	1
675	в таком	2	1
676	после чего	2	1
