N	2gram	Trubetskoy_1	Mirosoze
272	культурного творчества	1	1
273	и то	4	1
274	самом деле	7	1
275	он может	1	1
276	бы для	2	1
277	национальной и	1	1
278	с культурой	1	1
279	права и	1	1
280	от которых	1	1
281	должна быть	2	1
282	себя принадлежащим	1	1
283	со своей	1	1
284	есть истинная	1	1
285	этом направлении	2	1
286	христианства в	1	1
287	к народу	3	1
288	для достижения	1	1
289	мы не	1	1
290	ни у	1	1
291	и полнотой	2	1
292	не была	1	1
293	но по	1	1
294	говорить о	3	1
295	это отношение	1	1
296	в будущем	3	1
297	на них	1	1
298	а следовательно	3	1
299	нельзя понимать	1	1
300	значение и	1	1
301	только тогда	1	1
302	если в	6	1
303	абсолютное значение	1	1
304	россия есть	1	1
305	нет и	1	1
306	в свои	1	1
307	земного шара	1	1
308	этом есть	1	1
309	сама по	2	1
310	человек может	1	1
311	которые не	1	1
312	с этим	2	1
313	с себя	1	1
314	кто не	1	1
315	и как	3	1
316	у разных	1	1
317	смирением и	1	1
318	вот на	1	1
319	не быть	1	1
320	многие из	1	1
321	за границей	1	1
322	преимущественно из	1	1
323	не хочет	1	1
324	нее он	1	1
325	ни один	1	1
326	формы в	1	1
327	все эти	2	1
328	во многих	2	1
329	и народ	1	1
330	что ничего	2	1
331	революция и	1	1
332	в жертву	1	1
333	только один	1	1
334	на то	5	1
335	эту мысль	1	1
336	этой природы	1	1
337	они в	1	1
338	он должен	5	1
339	есть та	1	1
340	– на	1	1
341	европейской культуры	2	1
342	преклонения перед	1	1
343	с социализмом	1	1
344	что ни	1	1
345	церкви к	5	1
346	но все	1	1
347	значительной степени	1	1
348	борьбы и	1	1
349	в другом	3	1
350	об этом	1	1
351	их и	1	1
352	самим собой	12	1
353	входит в	1	1
354	цивилизации и	1	1
355	его личности	1	1
356	было бы	5	1
357	он есть	1	1
358	всю свою	2	1
359	и тем	2	1
360	от всякой	1	1
361	он принадлежит	1	1
362	она и	1	1
363	природы человек	1	1
364	этого не	2	1
365	с тем	6	1
366	этой борьбы	2	1
367	которой он	4	1
368	мире есть	1	1
369	принадлежит в	1	1
370	культуры с	2	1
371	остается в	2	1
372	на себя	2	1
373	перед собой	1	1
374	переносится в	1	1
375	личности на	1	1
376	бы на	1	1
377	но если	3	1
378	привело к	1	1
379	от своего	1	1
380	будет в	2	1
381	что такое	2	1
382	и без	1	1
383	нас может	1	1
384	в котором	2	1
385	с точки	9	1
386	внутренняя связь	1	1
387	к одному	1	1
388	прийти к	1	1
389	в другое	4	1
390	в которых	1	1
391	он весь	1	1
392	признать что	6	1
393	должны были	1	1
394	ее он	2	1
395	стало быть	1	1
396	культура может	1	1
397	другом и	2	1
398	и более	2	1
399	их в	2	1
400	все три	1	1
401	с необычайной	1	1
402	народа это	1	1
403	ведет нас	1	1
404	из нас	1	1
405	для каждого	1	1
406	в какую-то	1	1
407	у кого	1	1
408	не по	1	1
409	и форм	1	1
410	отличное от	1	1
411	к такому	2	1
412	та или	1	1
413	результаты этого	1	1
414	следовательно и	2	1
415	и весь	1	1
416	есть то	1	1
417	не церковь	1	1
418	и теперь	1	1
419	в сознании	3	1
420	хочет быть	1	1
421	того же	1	1
422	находит себе	1	1
423	что на	1	1
424	церковь не	4	1
425	полное и	2	1
426	не могут	4	1
427	отличается от	2	1
428	общественное мнение	1	1
429	это свое	1	1
430	с особенной	1	1
431	по сравнению	1	1
432	для себя	2	1
433	обречена на	1	1
434	отвергает и	1	1
435	как не	1	1
436	всего этого	1	1
437	и единственный	1	1
438	в ее	1	1
439	тем в	1	1
440	земле что	1	1
441	духом и	1	1
442	и подобию	1	1
443	он с	1	1
444	приводит к	4	1
445	роль в	1	1
446	принадлежать к	1	1
447	бы всем	1	1
448	что кроме	1	1
449	в борьбе	2	1
450	и религии	1	1
451	мог бы	1	1
452	интеллигенция в	1	1
453	стать на	1	1
454	в эпоху	1	1
455	культура есть	1	1
456	путь ко	1	1
457	вот это	1	1
458	в самой	1	1
459	что такой	4	1
460	может не	3	1
461	в значительной	3	1
462	до известной	1	1
463	ума если	1	1
464	каждый человек	1	1
465	путь к	4	1
466	это в	2	1
467	народ как	1	1
468	и только	5	1
469	самоутверждения человеческого	1	1
470	они останутся	1	1
471	интеллигенции и	1	1
472	происходит в	1	1
473	ближнему и	1	1
474	но иван	1	1
475	бы ни	2	1
476	а после	1	1
477	границей и	1	1
478	как проявление	1	1
479	к какому	1	1
480	его жизнь	1	1
481	и хочет	1	1
482	и у	1	1
483	есть проблема	1	1
484	ввергнуть его	1	1
485	слишком далеко	1	1
486	социализм и	1	1
487	его и	2	1
488	не сам	1	1
489	а потому	5	1
490	идея на	1	1
491	в прошлом	1	1
492	от тех	1	1
493	смысле этого	1	1
494	для них	3	1
495	бытия и	1	1
496	из нее	1	1
497	русского общества	1	1
498	целиком в	1	1
499	отдельного человека	1	1
500	много есть	1	1
501	этом отношении	1	1
502	они будут	2	1
503	церкви и	9	1
504	бы это	1	1
505	к католичеству	1	1
506	это будет	1	1
507	но вся	1	1
508	всемирной революции	1	1
509	народ для	1	1
510	себе представить	1	1
511	с другой	1	1
512	русской интеллигенции	8	1
513	хоть и	1	1
514	и прежде	1	1
515	у многих	2	1
516	а с	2	1
517	не нужна	2	1
518	европы и	1	1
519	европы но	1	1
520	может ли	1	1
521	у других	2	1
522	власти и	1	1
523	на эту	2	1
524	вполне и	2	1
525	навязать свое	1	1
526	всем народам	1	1
527	связь с	1	1
528	он принимает	1	1
529	ни на	1	1
530	него на	1	1
531	на самом	6	1
532	все свое	1	1
533	в меру	2	1
534	в европе	1	1
535	по своему	1	1
536	свободные от	1	1
537	а между	5	1
538	в тот	1	1
539	чтобы сделать	1	1
540	стремления к	2	1
541	этого слова	1	1
542	с этой	1	1
543	все это	6	1
544	с интересами	2	1
545	он верит	1	1
546	которых он	1	1
547	культуры и	2	1
548	христианская любовь	1	1
549	русской жизни	1	1
550	своей собственной	1	1
551	когда он	1	1
552	целый ряд	2	1
553	той или	3	1
554	имя человеколюбия	1	1
555	конце концов	3	1
556	мы должны	7	1
557	ни к	7	1
558	самом себе	2	1
559	все они	3	1
560	люди которые	1	1
561	на такой	2	1
562	не допускает	1	1
563	если все	1	1
564	от всякого	1	1
565	с людьми	1	1
566	нем самом	1	1
567	свою судьбу	1	1
568	а о	1	1
569	в какие	1	1
570	с ней	1	1
571	к культуре	2	1
572	была бы	1	1
573	человечества от	1	1
574	мире то	1	1
575	русские люди	1	1
576	на вершинах	1	1
577	ко всему	1	1
578	культуры в	3	1
579	из этого	3	1
580	собственной природы	1	1
581	к этой	4	1
582	и соединение	1	1
583	к этому	1	1
584	как на	8	1
