N	2gram	Tiupa_Lite_3	Myshleni
411	зрения по	1	1
412	что ему	2	1
413	и притом	1	1
414	и сама	1	1
415	близкие по	1	1
416	он мог	1	1
417	о природе	2	1
418	в года	1	1
419	такова что	1	1
420	а во	1	1
421	возвращает нас	1	1
422	входят в	1	1
423	уже и	1	1
424	и делает	1	1
425	над ним	1	1
426	сделать в	1	1
427	вот в	2	1
428	чистом виде	1	1
429	деятельности и	1	1
430	начиная с	1	1
431	т.п и	1	1
432	в общую	1	1
433	есть только	1	1
434	место чем	1	1
435	как только	1	1
436	числе и	2	1
437	для такого	2	1
438	но из	1	1
439	и он	1	1
440	для себя	2	1
441	не одного	1	1
442	более не	1	1
443	но по	1	1
444	с ее	3	1
445	не могу	2	1
446	вопрос что	1	1
447	до самого	1	1
448	природе своей	1	1
449	по аналогии	2	1
450	означает не	1	1
451	для этого	1	1
452	примеры и	1	1
453	тем чем	1	1
454	говорит об	1	1
455	одного из	2	1
456	нужно в	1	1
457	аналогии с	1	1
458	нет у	1	1
459	путь из	1	1
460	во втором	2	1
461	нуждается в	1	1
462	и только	2	1
463	самого конца	1	1
464	другого в	4	1
465	которая и	1	1
466	если эта	1	1
467	все время	3	1
468	и деятельность	1	1
469	в самый	2	1
470	но так	1	1
471	один из	2	1
472	поэтому для	1	1
473	с ними	2	1
474	с каждым	1	1
475	обращаться к	1	1
476	не идет	1	1
477	может оказаться	1	1
478	вопроса не	1	1
479	между и	1	1
480	собой но	2	1
481	согласно которой	1	1
482	который в	1	1
483	в природе	4	1
484	какой степени	1	1
485	для всех	1	1
486	есть в	1	1
487	с двумя	1	1
488	уже в	1	1
489	себя в	7	1
490	чтобы он	2	1
491	как например	2	1
492	оно в	1	1
493	в начале	4	1
494	что не	2	1
495	а то	1	1
496	или даже	1	1
497	к единой	1	1
498	за ним	2	1
499	только одно	1	1
500	тогда как	17	1
501	в конце	2	1
502	мы рассмотрели	1	1
503	отношении к	1	1
504	и влечет	1	1
505	как раз	2	1
506	и вместе	2	1
507	младенца и	1	1
508	из двух	1	1
509	со стороны	7	1
510	или иной	2	1
511	даже не	1	1
512	и т.п	6	1
513	влияние на	1	1
514	человеку и	1	1
515	или иначе	2	1
516	и тех	1	1
517	под натиском	1	1
518	сознания как	1	1
519	его из	1	1
520	только по	1	1
521	не было	1	1
522	с практической	1	1
523	этого не	1	1
524	более того	3	1
525	которое по	1	1
526	в ту	2	1
527	сам себе	1	1
528	без которых	1	1
529	там где	3	1
530	становится ясным	1	1
531	если не	2	1
532	в связи	1	1
533	стороны в	1	1
534	именно поэтому	1	1
535	все более	2	1
536	уже о	3	1
537	я говорю	2	1
538	внимания к	1	1
539	ко всем	1	1
540	одного а	1	1
541	поэтому даже	1	1
542	только часть	1	1
543	в данном	4	1
544	что за	1	1
545	те кто	3	1
546	в европейской	1	1
547	быть подчинено	1	1
548	и там	1	1
549	или менее	1	1
550	сам не	1	1
551	исходя из	1	1
552	что первое	1	1
553	не начинается	1	1
554	за которым	1	1
555	в чистом	1	1
556	новые и	1	1
557	этом и	1	1
558	это последнее	2	1
559	к другим	1	1
560	и для	4	1
561	его началу	1	1
562	составляет прямую	1	1
563	того о	1	1
564	это как	3	1
565	для нас	1	1
566	особого рода	5	1
567	и все	1	1
568	той или	2	1
569	вообще в	1	1
570	известные нам	2	1
571	исходила из	1	1
572	в психологии	1	1
573	с ней	2	1
574	две стороны	1	1
575	была бы	1	1
576	он представляет	1	1
577	не что	1	1
578	оно не	2	1
579	и состоит	1	1
580	но еще	2	1
581	том числе	3	1
582	которая не	1	1
