N	2gram	Bakhtin_Fr_6	NovoeSre
150	что образ	5	1
151	небом и	1	1
152	же так	1	1
153	людей в	3	1
154	он может	1	1
155	тут нет	1	1
156	средних веков	4	1
157	характер и	2	1
158	в средневековой	1	1
159	значение становится	1	1
160	и до	7	1
161	был и	1	1
162	в образе	6	1
163	с собой	1	1
164	значение они	1	1
165	на нее	1	1
166	мы уже	18	1
167	конечно есть	1	1
168	еще в	5	1
169	с ним	4	1
170	нас и	1	1
171	можно сказать	1	1
172	говорить о	2	1
173	о самом	1	1
174	эпохи в	1	1
175	другие времена	1	1
176	и другая	1	1
177	то это	1	1
178	не был	2	1
179	зависимости от	1	1
180	эпох и	1	1
181	в xix	1	1
182	силы но	1	1
183	на них	1	1
184	на их	1	1
185	что его	1	1
186	в чем	3	1
187	и мира	1	1
188	это была	1	1
189	и во	2	1
190	нет у	1	1
191	весь характер	1	1
192	не могут	2	1
193	своего рода	1	1
194	в которую	1	1
195	к нему	3	1
196	нем не	1	1
197	то он	2	1
198	понять что	1	1
199	себя все	1	1
200	переходит в	2	1
201	значение и	1	1
202	в его	7	1
203	в эти	2	1
204	менее всего	1	1
205	себе и	1	1
206	движения в	1	1
207	в значительной	2	1
208	к которому	1	1
209	в своем	5	1
210	и нет	1	1
211	что нет	1	1
212	стихии и	1	1
213	человека в	1	1
214	что он	6	1
215	только в	3	1
216	во всем	5	1
217	в этот	1	1
218	в самом	10	1
219	и просит	1	1
220	возврата в	1	1
221	космос в	1	1
222	то время	1	1
223	он в	2	1
224	из этих	2	1
225	было так	1	1
226	для всех	1	1
227	положительное значение	1	1
228	и у	2	1
229	уже в	4	1
230	в большинстве	4	1
231	свидетельствует о	1	1
232	него и	1	1
233	большинстве случаев	5	1
234	из них	5	1
235	смены эпох	1	1
236	мир в	1	1
237	для того	1	1
238	земли и	4	1
239	и их	3	1
240	и когда	2	1
241	и нового	2	1
242	жизнью и	1	1
243	по всем	1	1
244	в конце	2	1
245	никакого ответа	1	1
246	другого мира	1	1
247	вот отчего	1	1
248	человек как	1	1
249	могли не	1	1
250	людей и	3	1
251	тем что	5	1
252	в основу	1	1
253	но все	1	1
254	это конечно	1	1
255	значительной степени	1	1
256	жить в	1	1
257	эпоху ренессанса	1	1
258	в последние	1	1
259	значение в	2	1
260	не были	3	1
261	возможно что	2	1
262	выходит за	3	1
263	из всех	1	1
264	средневековья в	1	1
265	и из	1	1
266	общества в	1	1
267	с другими	3	1
268	был в	2	1
269	к природе	1	1
270	было бы	3	1
271	он есть	1	1
272	весь мир	3	1
273	было и	2	1
274	себя и	1	1
275	что не	3	1
276	но оно	3	1
277	связано с	3	1
278	их не	1	1
279	превращается в	2	1
280	а на	2	1
281	они не	3	1
282	в этой	8	1
283	с большей	1	1
284	ничем не	1	1
285	не на	2	1
286	от мира	2	1
287	в космосе	1	1
288	ее на	1	1
289	когда она	1	1
290	что мы	2	1
291	и того	1	1
292	не больше	1	1
293	он и	1	1
294	одного и	2	1
295	во франции	5	1
296	эту эпоху	1	1
297	в эту	2	1
298	в этих	2	1
299	во время	9	1
300	но до	1	1
301	но если	2	1
302	и сейчас	2	1
303	и особенно	3	1
304	всех странах	1	1
305	на это	1	1
306	во времена	1	1
307	к себе	2	1
308	в котором	4	1
309	всего они	1	1
310	только для	1	1
311	одну из	2	1
312	рода и	1	1
313	не столько	1	1
314	у нас	4	1
315	в зависимости	1	1
316	с миром	3	1
317	не удалось	1	1
318	в другие	2	1
319	времени не	1	1
320	но он	5	1
321	их в	2	1
322	от состояния	1	1
323	мира с	1	1
324	по себе	1	1
325	в той	5	1
326	и очень	2	1
327	сих пор	3	1
328	так как	10	1
329	жизни народа	1	1
330	истории но	3	1
331	неба и	1	1
332	в сущности	8	1
333	это уже	2	1
334	между небом	1	1
335	и отдельных	1	1
336	до сих	3	1
337	если взять	1	1
338	в формы	1	1
339	так много	1	1
340	формах и	1	1
341	этой системы	1	1
342	а к	1	1
343	над всей	1	1
344	или иная	1	1
345	франции и	2	1
346	к этой	1	1
347	есть такой	1	1
348	моря и	1	1
349	самом себе	1	1
350	и его	13	1
351	а также	5	1
352	и роста	1	1
353	господствующей и	1	1
354	перемещается из	1	1
355	от непосредственных	1	1
356	они будут	1	1
357	были еще	2	1
358	в области	2	1
359	та или	1	1
360	ему не	1	1
361	к свободному	1	1
362	мировой катастрофы	2	1
363	замкнутой и	1	1
364	воспринимаются как	1	1
365	от всех	2	1
366	того же	4	1
367	жизни а	1	1
368	есть только	3	1
369	во все	1	1
370	и вполне	1	1
371	есть и	2	1
372	отдельное и	1	1
373	и отдает	1	1
374	в которой	1	1
375	то они	1	1
376	и духовные	1	1
377	того времени	2	1
378	как на	1	1
379	все что	4	1
