N	2gram	Vinokur_Ku_2	Hudozhes
151	и на	6	2
152	в чем	1	2
153	могло быть	1	2
154	но как	1	2
155	и весьма	1	2
156	свою жизнь	1	2
157	не все	3	2
158	сама по	1	2
159	еще один	1	2
160	данный момент	3	2
161	в своем	2	2
162	в противном	1	2
163	говорит что	1	2
164	в себя	1	2
165	все эти	12	2
166	в нашем	7	2
167	в этой	6	2
168	не как	2	2
169	в силу	7	2
170	силу своей	1	2
171	на этом	3	2
172	значительной степени	1	2
173	могла бы	2	2
174	об этом	5	2
175	по себе	10	2
176	в них	4	2
177	несмотря на	5	2
178	ведет к	1	2
179	и некоторые	1	2
180	от себя	1	2
181	и более	2	2
182	том и	1	2
183	вовсе не	9	2
184	даже в	1	2
185	тому что	1	2
186	дело не	2	2
187	одна из	1	2
188	слова как	3	2
189	языка в	3	2
190	оно не	2	2
191	и о	4	2
192	того чтобы	11	2
193	свою очередь	2	2
194	здесь не	3	2
195	тем или	1	2
196	роль в	2	2
197	с языком	1	2
198	или в	4	2
199	о том	1	2
200	при котором	1	2
201	в значительной	1	2
202	русской литературе	1	2
203	я думаю	1	2
204	именно в	3	2
205	а именно	2	2
206	ни к	15	2
207	тот или	1	2
208	с одной	2	2
209	есть в	3	2
210	и др	1	2
211	слова не	3	2
212	или даже	1	2
213	одно из	1	2
214	слова в	6	2
215	и прежде	1	2
216	в одном	1	2
217	для меня	1	2
218	у него	3	2
219	для того	9	2
220	на почве	1	2
221	в данный	1	2
222	или иначе	3	2
223	превращается в	2	2
224	одной стороны	1	2
225	и составляет	1	2
226	так же	4	2
227	и потому	2	2
228	как в	3	2
229	из которых	3	2
230	так или	2	2
231	и по	3	2
232	и позволяет	1	2
233	речь идет	2	2
234	тем более	1	2
235	одной из	1	2
236	только о	2	2
237	единицы и	1	1
238	также и	5	1
239	в сфере	3	1
240	же как	2	1
241	чтобы не	2	1
242	же по	1	1
243	и есть	2	1
244	над этим	1	1
245	то в	1	1
246	обращаемые к	1	1
247	характерное для	2	1
248	можно говорить	2	1
249	свое место	2	1
250	едва ли	1	1
251	в зависимости	4	1
252	которыми он	1	1
253	той же	2	1
254	есть не	1	1
255	превратилась в	1	1
256	себе чтобы	1	1
257	в литературном	1	1
258	в каждый	2	1
259	в сущности	9	1
260	время что	1	1
261	что иное	1	1
262	никогда не	2	1
263	при сохранении	1	1
264	как впрочем	2	1
265	зависимости от	5	1
266	так называемые	2	1
267	языковом сознании	1	1
268	не что	1	1
269	революции в	1	1
270	в обычной	1	1
271	думаю что	2	1
272	на них	1	1
273	внимание и	2	1
274	иное как	1	1
275	на их	1	1
276	столь же	1	1
277	время в	1	1
278	бы то	1	1
279	иных случаях	1	1
280	нет не	1	1
281	одном и	1	1
282	будто по	1	1
283	более как	1	1
284	себе и	1	1
285	или иное	3	1
286	говорилось выше	1	1
287	что они	2	1
288	на основе	1	1
289	отнюдь не	4	1
290	и я	1	1
291	мере в	1	1
292	более чем	1	1
293	о разных	2	1
294	такова же	1	1
295	что касается	2	1
296	перед нами	4	1
297	такое слово	1	1
298	что по	1	1
299	тем же	2	1
300	не мне	1	1
301	от этого	2	1
302	могли бы	2	1
303	только то	1	1
304	к чему	1	1
305	бы и	4	1
306	привести к	1	1
307	что это	7	1
308	за это	1	1
309	из этих	1	1
310	но без	1	1
311	что автор	1	1
312	в известном	1	1
313	во многих	1	1
314	на то	4	1
315	не могла	1	1
316	в случае	1	1
317	исходит из	1	1
318	что она	3	1
319	и иные	1	1
320	в статье	3	1
321	эта система	1	1
322	одному из	1	1
323	все это	5	1
324	тем и	1	1
325	в первую	1	1
326	первой части	1	1
327	зрения в	3	1
328	в узком	4	1
329	к одному	1	1
330	до которой	1	1
331	данном отношении	2	1
332	ни были	3	1
333	свое время	2	1
334	или иных	1	1
335	именно это	1	1
336	по его	1	1
337	то ни	1	1
338	что все	5	1
339	в совершенно	1	1
340	речь в	5	1
341	том случае	2	1
342	бы быть	1	1
343	а по	1	1
344	не с	1	1
345	а как	1	1
346	первую очередь	1	1
347	внимание не	1	1
348	было бы	15	1
349	и где	2	1
350	но их	1	1
351	и дает	1	1
352	войны и	1	1
353	например с	1	1
354	нет в	1	1
355	рядом с	2	1
356	соответствии с	2	1
357	он и	2	1
358	как сказано	1	1
359	и становится	1	1
360	являются наиболее	1	1
361	речи от	1	1
362	свою речь	4	1
363	лежат в	1	1
364	в такой	1	1
365	и без	1	1
366	за которым	1	1
367	в котором	1	1
368	что от	1	1
369	нейтральное к	1	1
370	значение для	1	1
371	для данного	2	1
372	по крайней	6	1
373	более сложные	1	1
374	в конце	4	1
375	с такими	1	1
376	не должно	2	1
377	том же	1	1
378	это особенно	1	1
379	отношений здесь	1	1
380	случае мы	1	1
381	фраза в	1	1
382	лишь одну	1	1
383	таких случаях	2	1
384	в таких	3	1
385	xviii века	1	1
386	ее не	1	1
387	быть без	1	1
388	виду что	1	1
389	но для	3	1
390	все мы	1	1
391	не имеет	4	1
392	на котором	1	1
393	что такое	3	1
394	виду не	1	1
395	не составляет	1	1
396	уст в	1	1
397	иметь в	2	1
398	синтаксической конструкции	2	1
399	к такому	1	1
400	но только	4	1
401	ученый и	1	1
402	казалось бы	3	1
403	эта сторона	1	1
404	в самой	2	1
405	как традиция	1	1
406	иными словами	8	1
407	не говорит	2	1
408	ему и	1	1
409	связи с	3	1
410	ее можно	1	1
411	как будто	2	1
412	в каком	4	1
413	писатель как	1	1
414	тем это	1	1
415	и здесь	5	1
416	когда мы	1	1
417	ли не	2	1
418	присутствуют в	1	1
419	так называемого	1	1
420	где слово	1	1
421	всего что	2	1
422	в каждом	1	1
423	о каком	1	1
424	на это	3	1
425	здесь мы	2	1
426	в настоящее	1	1
427	должен быть	5	1
428	этой своей	1	1
429	как мы	3	1
430	точно так	3	1
431	что составляет	1	1
432	и выступает	1	1
433	языка и	8	1
434	области языка	2	1
435	то или	3	1
436	в особенности	4	1
437	еще два	1	1
438	от обычного	1	1
439	то время	1	1
440	обращаясь к	1	1
441	те же	3	1
442	здесь как	1	1
443	рассуждения как	1	1
444	в научном	1	1
445	последние десятилетия	1	1
446	нашем языковом	1	1
447	для этого	3	1
448	деятельности в	1	1
449	к языку	1	1
450	различного рода	1	1
451	словно в	1	1
452	лишает их	1	1
453	внимание на	1	1
454	настоящее время	1	1
455	к простому	1	1
456	в лес	1	1
457	после того	2	1
458	вследствие того	1	1
459	вопросу о	3	1
460	жизни за	1	1
461	том или	1	1
462	состоит не	1	1
463	она здесь	1	1
464	нуждается в	2	1
465	у достоевского	1	1
466	только такие	1	1
467	крайней мере	6	1
468	вслед за	1	1
469	сомневаться не	1	1
470	отсутствии в	1	1
471	может иметь	1	1
472	языка мы	1	1
473	в него	1	1
474	по содержанию	1	1
475	что этому	1	1
476	известном смысле	1	1
477	с той	2	1
478	один из	5	1
479	но с	1	1
480	обе эти	1	1
481	и характерное	1	1
482	тот же	5	1
483	дело с	1	1
484	что даже	1	1
485	в какой	1	1
486	русского языка	4	1
487	впрочем и	1	1
488	или же	2	1
489	этим словом	1	1
490	или его	1	1
491	в уста	1	1
492	собою как	1	1
493	так что	1	1
494	данный род	1	1
495	же и	2	1
496	если мы	4	1
497	в поэзии	1	1
498	они ни	1	1
499	то и	3	1
500	свидетельствует о	1	1
501	смысл слова	1	1
502	представить себе	2	1
503	ведь это	1	1
504	мы находим	1	1
505	не для	1	1
506	у нее	1	1
507	и живые	1	1
508	так как	15	1
509	и от	2	1
510	тому же	1	1
511	к ним	1	1
512	содержанию своему	1	1
513	должен был	1	1
514	как такового	1	1
515	его мысли	1	1
516	или ином	1	1
517	не просто	2	1
518	речи всегда	1	1
519	является непременным	1	1
520	не было	4	1
521	в последние	1	1
522	и даже	2	1
523	функцией в	1	1
524	как у	2	1
525	этом пути	1	1
526	еще и	2	1
527	что не	6	1
528	что для	2	1
529	в соответствии	3	1
530	и пр	8	1
531	непосредственно к	1	1
532	смысла и	2	1
533	не решает	1	1
534	бы послужить	1	1
535	более того	1	1
536	однако и	2	1
537	с которым	1	1
538	жизнь в	1	1
539	не всегда	2	1
540	и том	1	1
541	и слово	1	1
542	в одно	1	1
543	то она	1	1
544	в связи	4	1
545	нет никаких	1	1
546	на фоне	3	1
547	не способна	1	1
548	даже при	1	1
549	вместе с	5	1
550	я уже	1	1
551	в иных	2	1
552	и приобретает	1	1
553	быть это	1	1
554	не могут	5	1
555	это своего	1	1
556	он говорит	1	1
557	в область	1	1
558	для обозначения	2	1
559	из уст	1	1
560	этого слова	5	1
561	да и	6	1
562	узко и	1	1
563	быть не	2	1
564	в это	1	1
565	с этой	2	1
566	здесь сводится	1	1
567	этом случае	2	1
568	той мере	1	1
569	только для	2	1
570	между прочим	2	1
571	все же	7	1
572	если ее	1	1
573	ее содержание	1	1
574	эти могут	1	1
575	вместо него	1	1
576	самое существенное	1	1
577	к вопросу	3	1
578	он уже	2	1
579	тех или	1	1
580	самой природы	1	1
581	как более	1	1
582	может служить	2	1
583	если не	1	1
584	совершается в	1	1
585	отношений и	1	1
586	она может	1	1
587	в результате	4	1
588	о котором	2	1
589	выше была	1	1
590	для нас	4	1
591	бы в	1	1
592	в литературной	1	1
593	не более	2	1
594	все они	2	1
595	ни было	1	1
596	же в	3	1
597	быть и	1	1
598	не есть	1	1
599	которая выше	1	1
600	может и	1	1
601	о своем	1	1
602	сообщения о	1	1
603	это на	1	1
604	в свое	2	1
605	одно слово	1	1
606	всего в	3	1
607	и другие	1	1
608	случае если	2	1
609	в своих	2	1
610	по поводу	2	1
611	узком и	1	1
612	этой точки	2	1
613	они не	1	1
614	которая не	1	1
