N	2gram	Bakhtin_Fr_1	Morfolog
379	придется остановиться	1	1
380	два типа	1	1
381	и всякая	1	1
382	в его	9	1
383	а потому	1	1
384	во всей	3	1
385	еще придется	1	1
386	ее можно	1	1
387	научной литературе	1	1
388	все формы	2	1
389	к третьей	1	1
390	не зная	1	1
391	и многое	1	1
392	образом как	1	1
393	в новой	1	1
394	важное значение	1	1
395	характерна для	1	1
396	с ними	1	1
397	ли он	1	1
398	говорить о	1	1
399	и действительно	1	1
400	который в	1	1
401	литературе и	2	1
402	все они	1	1
403	всегда предшествует	1	1
404	же и	1	1
405	есть в	5	1
406	к земле	1	1
407	типа а	1	1
408	и у	6	1
409	эти и	1	1
410	и которая	1	1
411	что не	2	1
412	ниже и	1	1
413	за ним	1	1
414	их как	1	1
415	а и	1	1
416	понимает что	1	1
417	всяком случае	1	1
418	в одном	5	1
419	у него	1	1
420	между прочим	2	1
421	он является	1	1
422	это по	1	1
423	и материал	1	1
424	только на	2	1
425	и даже	8	1
426	со стороны	1	1
427	или иной	5	1
428	точек зрения	1	1
429	до сих	4	1
430	на ее	1	1
431	именно в	1	1
432	и создает	1	1
433	очень большое	1	1
434	еще и	5	1
435	многое другое	1	1
436	что им	1	1
437	на этот	2	1
438	одних форм	1	1
439	не на	1	1
440	те элементы	1	1
441	о чем	1	1
442	уже давно	1	1
443	все более	1	1
444	разные функции	1	1
445	но оно	1	1
446	это иногда	1	1
447	этот мотив	1	1
448	характера и	1	1
449	по своему	8	1
450	в течение	1	1
451	есть на	1	1
452	это его	2	1
453	в тот	1	1
454	отношения к	2	1
455	в ряду	3	1
456	друг с	1	1
457	был послан	1	1
458	некоторые стороны	1	1
459	еще раз	2	1
460	происходит с	1	1
461	в формах	1	1
462	сих пор	4	1
463	только для	1	1
464	все остальные	1	1
465	и обозначаем	1	1
466	переходят на	1	1
467	но на	3	1
468	работы мы	1	1
469	для нас	4	1
470	и все	5	1
471	которую он	1	1
472	бы в	1	1
473	и ни	3	1
474	на других	1	1
475	друга это	1	1
476	бросается в	1	1
477	то оно	1	1
478	здесь только	2	1
479	между ними	4	1
480	этот же	1	1
481	одновременно и	2	1
482	выходят за	1	1
483	огромное значение	1	1
484	в таком	2	1
485	во всяком	1	1
