N	2gram	Medvedev_V_1	StatiiOP
373	его собственному	1	1
374	попал в	2	1
375	и которая	1	1
376	долго и	1	1
377	им самим	1	1
378	очень много	1	1
379	романа в	1	1
380	в понимании	1	1
381	в в	1	1
382	от него	1	1
383	с другими	2	1
384	е не	1	1
385	некоторые места	1	1
386	пушкина например	1	1
387	всех индивидуальных	1	1
388	вплоть до	2	1
389	а между	1	1
390	собственному признанию	1	1
391	февраля г	1	1
392	вот почему	4	1
393	февраля года	1	1
394	было в	2	1
395	говорил о	1	1
396	жизнь в	1	1
397	не очень	1	1
398	а в	3	1
399	что действие	2	1
400	сказал бы	1	1
401	это имеет	1	1
402	без обстоятельного	1	1
403	образа в	2	1
404	и во	1	1
405	строчки и	1	1
406	сомнению что	1	1
407	ответ на	1	1
408	горя от	2	1
409	были бы	1	1
410	он сам	2	1
411	была найдена	1	1
412	о роли	1	1
413	так называемым	1	1
414	воображения и	1	1
415	в свете	1	1
416	рассказе о	1	1
417	образом уже	1	1
418	начале своей	1	1
419	но только	1	1
420	еще больше	1	1
421	этом смысле	1	1
422	воплощенной в	1	1
423	зрения на	1	1
424	отношение к	1	1
425	от ума	1	1
426	особенностей в	1	1
427	и некоторые	1	1
428	до нас	2	1
429	между ними	3	1
430	своем рассказе	1	1
431	как не	1	1
432	было указано	1	1
433	в таких	1	1
434	в таком	1	1
435	понимаем как	1	1
436	связанное с	2	1
437	было еще	1	1
438	связанных с	1	1
439	представляют собою	2	1
440	имеет ничего	1	1
441	с теми	1	1
442	качественно не	1	1
443	речь может	1	1
444	пушкина возник	1	1
445	но как	3	1
446	мы видели	3	1
447	к ней	1	1
448	более чем	1	1
449	не для	1	1
450	и то	1	1
451	что для	3	1
452	героев их	1	1
453	пишет о	1	1
454	статье о	1	1
455	но между	1	1
456	конечно нельзя	1	1
457	и той	1	1
458	за его	1	1
459	мысли в	1	1
460	не могут	7	1
461	но к	1	1
462	по отношению	7	1
463	что есть	1	1
464	в творчестве	3	1
465	выйти за	1	1
466	и ему	1	1
467	виду что	1	1
468	и без	1	1
469	на свою	1	1
470	в черновиках	1	1
471	евгения онегина	1	1
472	они и	1	1
473	со всех	1	1
474	как мы	1	1
475	из этих	7	1
476	себя до	1	1
477	это положение	1	1
478	указано выше	1	1
479	это и	6	1
480	а н	1	1
481	не удивительно	4	1
482	не создает	1	1
483	произведении но	1	1
484	для самого	1	1
485	к его	2	1
486	общего с	1	1
487	что из	1	1
488	приводит в	1	1
489	сходные с	1	1
490	заключается в	2	1
491	пишет в	3	1
492	смысле слова	2	1
493	ведь это	1	1
494	почве этих	1	1
495	указанием в	1	1
496	в чем	2	1
497	в определенном	1	1
498	вдохновения и	1	1
499	свою очередь	1	1
500	и от	3	1
501	образы не	1	1
502	можно назвать	1	1
503	на высоту	1	1
504	к этой	1	1
505	зависимости от	5	1
506	да и	1	1
507	она не	3	1
508	в характере	1	1
509	один из	5	1
510	связано с	1	1
511	к какому	1	1
512	он отстаивает	1	1
513	что до	1	1
514	естественно что	2	1
515	и характер	1	1
516	им было	1	1
517	на основании	8	1
518	причин и	1	1
519	и быть	2	1
520	ведь ни	1	1
521	поэтому в	1	1
522	ф м	1	1
523	говорит в	3	1
524	это что	1	1
525	ничего общего	1	1
526	это делает	3	1
527	в последнем	2	1
528	реальной действительности	10	1
529	становится понятным	1	1
530	их и	4	1
531	уже в	1	1
532	ума и	2	1
533	что при	2	1
534	у которого	1	1
535	заметить что	1	1
536	жанровых особенностей	1	1
537	или целиком	1	1
538	не о	2	1
539	себе и	2	1
540	в основе	1	1
541	то время	1	1
542	можно ли	2	1
543	ту же	2	1
544	в форме	3	1
545	могло бы	2	1
546	в последних	1	1
547	в каждом	2	1
548	в книге	2	1
549	а во-вторых	1	1
550	в живом	1	1
551	он пытался	1	1
552	с ними	4	1
553	идей и	3	1
554	данные в	1	1
555	можно указать	2	1
556	что конечно	1	1
557	с очень	1	1
558	процесс работы	1	1
559	сам по	1	1
560	одна из	4	1
561	который в	1	1
562	особенностей и	1	1
563	например как	1	1
564	формы для	1	1
565	еще раз	1	1
566	в зависимости	6	1
567	нет ни	2	1
568	др в	3	1
569	формы в	1	1
570	обычно считается	1	1
571	не вполне	2	1
572	будто бы	2	1
573	согласиться с	1	1
574	действительности и	7	1
575	приступает к	1	1
576	конце года	1	1
577	двух лет	1	1
578	значения и	1	1
579	даже не	2	1
580	при оценке	1	1
581	чем же	4	1
582	тем особым	1	1
583	а по	1	1
584	может служить	1	1
585	что один	1	1
586	печатном тексте	1	1
587	а об	1	1
588	себя и	1	1
589	и если	1	1
590	его мнению	1	1
591	однако если	1	1
592	и поэтом	1	1
593	романа и	1	1
594	наконец что	1	1
595	сюда относится	1	1
596	вот как	4	1
597	на этом	1	1
598	роль в	4	1
599	с жизнью	1	1
600	бы его	1	1
601	не как	1	1
602	от других	1	1
603	освободиться от	1	1
604	и очевидно	1	1
605	не случайно	1	1
606	в своих	2	1
607	еще что	1	1
608	и еще	1	1
609	когда писал	2	1
610	том числе	2	1
611	что тот	1	1
612	речи о	1	1
613	в каждой	1	1
614	в прямом	1	1
615	от них	2	1
616	марта года	2	1
617	сил в	1	1
618	и эти	1	1
619	на него	1	1
620	поэта как	2	1
621	пушкина хотя	1	1
622	слова с	1	1
623	уже о	1	1
624	и отдельные	2	1
625	отсюда как	1	1
626	все они	2	1
627	побывал в	1	1
628	следует подчеркнуть	1	1
629	говорит что	1	1
630	но что	1	1
631	черновой редакции	3	1
632	в известной	1	1
633	эти определения	1	1
634	же в	6	1
635	они должны	2	1
636	полностью в	1	1
637	не подлежит	2	1
638	дает возможность	1	1
639	смотреть на	1	1
640	не следует	8	1
641	же ночь	1	1
642	которая не	2	1
643	целый ряд	1	1
644	произведения но	1	1
645	бы уже	1	1
646	в действии	1	1
647	из наиболее	1	1
648	спустя три	1	1
649	понимать в	1	1
650	что она	2	1
651	кажется у	1	1
652	в ту	1	1
653	которых он	1	1
654	несколько примеров	1	1
655	так или	1	1
656	этого рода	2	1
657	что все	3	1
658	что оно	3	1
659	от реальной	1	1
660	за царя	1	1
661	за пределы	1	1
662	своей работе	1	1
663	как будто	1	1
664	конечно не	1	1
665	представляет собою	11	1
666	воспоминания и	1	1
667	них и	1	1
668	критики но	1	1
669	отношению к	7	1
670	когда он	3	1
671	характеристики действующих	1	1
672	в пределах	5	1
673	или иначе	1	1
674	формах не	1	1
675	ответить на	1	1
676	своей социальной	1	1
677	около двух	1	1
678	от характера	2	1
679	н н	2	1
680	можно было	2	1
681	же духе	1	1
682	частью в	1	1
683	действительностью в	1	1
684	не признать	1	1
685	что во	1	1
686	мысль о	2	1
687	ни к	1	1
688	из элементов	2	1
689	и смысл	1	1
690	образом в	3	1
691	материала в	1	1
692	наконец и	1	1
693	том чтобы	2	1
694	е в	2	1
695	он и	2	1
696	следует однако	1	1
697	пишет следующее	1	1
698	очень близко	1	1
699	что этим	1	1
700	особенно наглядно	2	1
701	в свою	1	1
702	в прозе	1	1
