N	2gram	Medvedev_U_1	Problemy
245	смысле и	1	1
246	европейской литературы	1	1
247	произведения как	1	1
248	все его	1	1
249	в сфере	1	1
250	в значительной	1	1
251	он вводит	1	1
252	или иначе	1	1
253	этих слов	1	1
254	язык в	1	1
255	ее как	1	1
256	сюда же	1	1
257	с каждым	1	1
258	для себя	1	1
259	это же	1	1
260	с одной	1	1
261	с которыми	1	1
262	переходит в	1	1
263	и у	2	1
264	вопроса о	2	1
265	до предела	1	1
266	а это	1	1
267	его и	2	1
268	не о	3	1
269	может служить	1	1
270	время на	1	1
271	даже и	2	1
272	крайности до	1	1
273	понимая под	1	1
274	в последние	1	1
275	на лингвистику	1	1
276	одной стороны	1	1
277	даже не	1	1
278	было и	1	1
279	и др	1	1
280	что для	1	1
281	в некоторых	2	1
282	он звучит	1	1
283	не ставит	1	1
284	самое наличие	1	1
285	очень легко	1	1
286	него не	1	1
287	и слово	1	1
288	он впервые	1	1
289	в сторону	2	1
290	к лицу	1	1
291	и потому	1	1
292	относятся к	1	1
293	без труда	1	1
294	встречается у	1	1
295	дело конечно	2	1
296	форма в	1	1
297	и формы	3	1
298	еще раз	1	1
299	этом случае	1	1
300	есть язык	1	1
301	она эта	1	1
302	на слово	1	1
303	в точном	1	1
304	не имеется	1	1
305	конце концов	2	1
306	все они	2	1
307	впечатление которое	1	1
308	ни было	3	1
309	сводятся к	1	1
310	не есть	2	1
311	в частности	3	1
312	которых слово	1	1
313	у толстого	1	1
314	и эта	1	1
315	это в	1	1
316	часто встречается	1	1
317	к этому	1	1
318	как на	1	1
319	в таком	1	1
