N	2gram	Tiupa_Hudo_1	UchenyiS
139	свое место	1	1
140	некую систему	1	1
141	что для	1	1
142	никогда не	2	1
143	литературного произведения	10	1
144	так и	11	1
145	по его	1	1
146	заданность и	1	1
147	одной стороны	2	1
148	той же	1	1
149	бы послужить	1	1
150	в сфере	1	1
151	автор видит	1	1
152	мы имеем	6	1
153	термина не	1	1
154	смысле можно	1	1
155	как целого	1	1
156	жанра в	1	1
157	именно к	1	1
158	об искусстве	1	1
159	и даже	1	1
160	должно быть	1	1
161	иначе говоря	4	1
162	и слово	1	1
163	частности все	1	1
164	можно сказать	5	1
165	как элемент	1	1
166	не вполне	2	1
167	вся система	1	1
168	читателя который	1	1
169	или менее	5	1
170	стороны в	1	1
171	сводятся к	2	1
172	произведения как	3	1
173	в порядке	2	1
174	искусства и	1	1
175	тех кто	1	1
176	приводит к	5	1
177	о том	2	1
178	и потому	2	1
179	во мне	2	1
180	же художественное	2	1
181	в котором	1	1
182	героя не	1	1
183	эстетической реальности	2	1
184	только для	1	1
185	и что	3	1
186	к простому	1	1
187	всего только	1	1
188	все и	1	1
189	в различных	1	1
190	из которых	1	1
191	в значительной	1	1
192	и некоторыми	1	1
193	содержания в	1	1
194	строго говоря	1	1
195	искусства не	1	1
196	в той	3	1
197	анализу и	1	1
198	а.н веселовского	2	1
199	в данном	4	1
200	бы в	1	1
201	не входит	2	1
202	того что	4	1
203	что основной	1	1
204	друг другу	1	1
205	ряда и	1	1
206	эстетической функции	1	1
207	их в	3	1
208	произведения в	1	1
209	художественного впечатления	3	1
210	на его	1	1
211	такое искусство?	1	1
212	оно является	1	1
213	само же	1	1
214	если нет	1	1
215	ряда но	1	1
216	своим единственным	1	1
217	за пределы	2	1
218	научному анализу	1	1
219	на то	1	1
220	быть не	1	1
221	к изучению	1	1
222	иначе в	1	1
223	автора для	1	1
224	еще один	2	1
225	его как	1	1
226	познания или	1	1
227	сфере искусства	1	1
228	отнюдь не	2	1
229	его эстетической	3	1
230	этом случае	1	1
231	первый взгляд	1	1
232	нас самих	2	1
233	так он	1	1
234	литературы как	3	1
235	в эстетический	3	1
236	в своем	2	1
237	но для	1	1
238	себе еще	1	1
239	широком и	1	1
240	обе эти	1	1
241	художественного восприятия	4	1
242	тот же	1	1
243	некоторыми другими	1	1
244	более или	5	1
245	объекта и	3	1
246	поэтикой и	1	1
247	не существует	1	1
248	всего лишь	4	1
249	он уже	1	1
250	в которой	2	1
251	о котором	1	1
252	бы ни	1	1
253	художественное впечатление	2	1
254	не было	1	1
255	так или	3	1
256	с одной	2	1
257	как таковыми	1	1
258	с которыми	1	1
259	в качестве	24	1
260	без этого	1	1
261	тем более	1	1
262	является специфическая	1	1
263	в известном	1	1
264	точно и	1	1
265	уже не	4	1
266	далеко не	2	1
267	имеем в	3	1
268	ее как	1	1
269	же в	1	1
270	в нем	5	1
271	или даже	3	1
272	и конструктивное	1	1
273	эстетический объект	4	1
274	но если	1	1
275	он не	4	1
276	сказать что	4	1
277	впервые в	1	1
278	одно из	2	1
279	природе и	1	1
280	он и	1	1
281	в совокупности	1	1
282	может служить	2	1
283	но он	3	1
284	у него	1	1
285	является одним	1	1
286	всего что	1	1
287	поэтики в	1	1
288	ее в	2	1
289	и делает	1	1
290	ролью в	1	1
291	о литературе	3	1
292	что в	6	1
293	в таком	1	1
294	все что	1	1
