N	2gram	Vinokur_St_3	VerxiiNi
100	из всех	1	3
101	если в	2	3
102	к сожалению	2	3
103	в своем	1	3
104	и нет	1	3
105	когда он	1	3
106	и как	1	3
107	в которой	4	3
108	что это	16	3
109	так или	1	3
110	и если	3	3
111	и при	1	3
112	тем не	2	3
113	если бы	4	3
114	не менее	2	3
115	как о	2	3
116	представляет собой	1	3
117	в других	1	3
118	и о	1	3
119	с самого	2	3
120	на нее	2	3
121	ясно что	1	3
122	можно сказать	4	3
123	в значительной	1	3
124	того что	5	3
125	хотя бы	1	3
126	в качестве	4	3
127	так что	11	3
128	уже не	3	3
129	что эти	4	3
130	для него	3	3
131	в одном	1	3
132	или иначе	1	3
133	в связи	3	3
134	в рамках	2	3
135	каждая из	3	3
136	с этой	3	3
137	в результате	2	3
138	у них	1	3
139	конце концов	3	3
140	и другие	1	3
141	к этому	3	3
142	для этих	1	2
143	одним из	1	2
144	связана с	4	2
145	и это	5	2
146	и больше	1	2
147	его не	2	2
148	смотреть на	1	2
149	мы имеем	5	2
150	ни у	1	2
151	так чтобы	2	2
152	еще не	2	2
153	и на	6	2
154	с его	3	2
155	во всех	2	2
156	в новом	2	2
157	относится к	4	2
158	что именно	2	2
159	и наконец	3	2
160	еще на	1	2
161	на то	5	2
162	они в	1	2
163	не к	1	2
164	не как	2	2
165	его от	1	2
166	состоит в	4	2
167	связан с	3	2
168	те же	1	2
169	к другу	1	2
170	в них	5	2
171	к которым	1	2
172	русской почве	1	2
173	мы видели	1	2
174	взгляд на	2	2
175	которые в	2	2
176	не в	6	2
177	в россии	6	2
178	иной раз	1	2
179	вплоть до	1	2
180	самого начала	2	2
181	тогда когда	2	2
182	ее с	1	2
183	героев и	1	2
184	не могло	1	2
185	только не	1	2
186	в разных	1	2
187	в самой	1	2
188	же время	3	2
189	с одним	1	2
190	в русском	2	2
191	этом отношении	4	2
192	ему в	1	2
193	не потому	2	2
194	и здесь	3	2
195	начиная с	2	2
196	и другой	1	2
197	отличается от	4	2
198	той или	1	2
199	утверждать что	2	2
200	значительной мере	1	2
201	приводит к	1	2
202	в образе	1	2
203	особенно в	1	2
204	по тому	2	2
205	для этого	2	2
206	в виду	2	2
207	а также	4	2
208	должно было	1	2
209	между тем	6	2
210	этого периода	1	2
211	большой простор	1	2
212	по своей	1	2
213	один из	2	2
214	между этими	1	2
215	от них	2	2
216	со всеми	1	2
217	для всех	1	2
218	конечно не	1	2
219	уже в	3	2
220	в начале	4	2
221	одно из	2	2
222	из своих	1	2
223	или иной	2	2
224	и из	1	2
225	именно в	1	2
226	по своим	1	2
227	к которому	3	2
228	прежде всего	10	2
229	связано с	5	2
230	не было	4	2
231	перед которой	1	2
232	и все	1	2
233	тем с	1	2
234	в одно	1	2
235	если не	1	2
236	должна была	4	2
237	виде в	1	2
238	уже давно	1	2
239	связь с	4	2
240	требует от	1	2
241	на русской	1	2
242	по существу	1	2
243	на пути	1	2
244	что мы	3	2
245	же самое	1	2
246	этот период	1	2
247	тем и	1	2
248	при таком	1	2
249	том виде	1	2
250	о котором	1	2
251	совершенно иной	1	2
252	пути к	1	2
253	в эту	4	2
254	только что	2	2
255	в свою	2	2
256	сказать что	4	2
257	одновременно и	1	2
258	ко всему	1	2
259	из этого	4	2
260	на юге	1	2
261	жизни и	1	2
262	можно назвать	4	2
263	все что	1	2
264	этой точки	1	2
265	с отвлеченным	1	1
266	с новыми	1	1
267	как эти	1	1
268	народ в	2	1
269	как известно	1	1
270	вряд ли	1	1
271	это однако	1	1
272	речь идет	2	1
273	языка с	1	1
274	начинается с	1	1
275	которого в	2	1
276	смысле слова	1	1
277	самом деле	2	1
278	он может	2	1
279	показаться что	1	1
280	что когда	1	1
281	произведений которые	1	1
282	тем же	1	1
283	в первом	1	1
284	и до	1	1
285	и этот	1	1
286	этом направлении	1	1
287	той же	2	1
288	с массой	1	1
289	а как	4	1
290	это совершенно	1	1
291	мы не	2	1
292	атмосферу в	1	1
293	нам в	1	1
294	этом не	1	1
295	ввести в	1	1
296	любовью к	1	1
297	в сущности	2	1
298	представлением о	1	1
299	время как	4	1
300	совпадает с	1	1
301	сложнее и	1	1
302	мы и	1	1
303	самый термин	1	1
304	не совсем	2	1
305	является исключительно	1	1
306	первого взгляда	1	1
307	в ней	4	1
308	за это	1	1
309	быть в	1	1
310	что его	2	1
311	в чем	4	1
312	к нам	1	1
313	в сторону	1	1
314	культуру и	1	1
315	а и	1	1
316	вступают в	2	1
317	к своей	2	1
318	что они	2	1
319	смотрел на	3	1
320	и небольшой	1	1
321	как по	1	1
322	идет о	1	1
323	трудно сказать	1	1
324	в одной	2	1
325	как в	6	1
326	образцом для	1	1
327	более и	2	1
328	это был	2	1
329	что касается	7	1
330	однако не	1	1
331	его к	2	1
332	которых является	2	1
333	от этого	1	1
334	то в	4	1
335	них как	1	1
336	народом и	2	1
337	формы в	2	1
338	не был	2	1
339	то время	4	1
340	то теперь	1	1
341	не обнаруживает	1	1
342	близости к	1	1
343	думать что	1	1
344	но думать	1	1
345	по форме	5	1
346	элементов в	1	1
347	и тот	2	1
348	общем немало	1	1
349	имеем в	2	1
350	на юг	1	1
351	так сказать	2	1
352	на его	4	1
353	к искусству	1	1
354	это связано	3	1
355	и этнографического	1	1
356	именно то	1	1
357	всех этих	3	1
358	объясняется и	1	1
359	он должен	1	1
360	что еще	1	1
361	русскую почву	1	1
362	и более	3	1
363	чтобы в	2	1
364	на этом	3	1
365	что она	1	1
366	от нее	3	1
367	том же	1	1
368	бы быть	1	1
369	а по	2	1
370	на этой	1	1
371	довольно долго	1	1
372	его в	1	1
373	это было	8	1
374	заключается в	2	1
375	есть не	1	1
376	это не	7	1
377	нельзя считать	1	1
378	было бы	7	1
379	на почве	5	1
380	что один	1	1
381	между отдельными	1	1
382	чаще всего	1	1
383	а просто	1	1
384	в жизни	4	1
385	ни в	5	1
386	нет в	3	1
387	о которых	3	1
388	соответствии с	1	1
389	как и	4	1
390	во внимание	1	1
391	чем в	1	1
392	даже там	1	1
393	должно быть	1	1
394	она была	1	1
395	и того	1	1
396	под руку	1	1
397	почти в	1	1
398	их он	1	1
399	в своей	4	1
400	что такое	7	1
401	интерес и	1	1
402	в такой	2	1
403	в их	3	1
404	место в	6	1
405	однако еще	1	1
406	одном из	1	1
407	но эта	1	1
408	когда один	1	1
409	в прямом	2	1
410	это относится	1	1
411	не могли	1	1
412	для россии	4	1
413	по себе	1	1
414	даже в	1	1
415	сам он	2	1
416	силу в	1	1
417	этом целом	1	1
418	этой области	2	1
419	этих трех	2	1
420	и одной	1	1
421	случае в	2	1
422	на три	1	1
423	но они	2	1
424	а иногда	1	1
425	по языку	2	1
426	дело не	2	1
427	несколько характерных	1	1
428	того как	1	1
429	на себе	2	1
430	уже очень	1	1
431	народа к	1	1
432	чтобы стать	1	1
433	иметь в	1	1
434	для творчества	1	1
435	судя по	1	1
436	казалось бы	1	1
437	в общих	2	1
438	ничего не	4	1
439	с нами	1	1
440	пути и	1	1
441	языка это	2	1
442	другой стороны	5	1
443	это слово	3	1
444	к этим	2	1
445	ничто не	1	1
446	замечательно что	1	1
447	находит себе	1	1
448	между народом	1	1
449	явлениями в	1	1
450	в каком	4	1
451	у нас	4	1
452	и далее	3	1
453	это два	1	1
454	над другими	1	1
455	когда мы	1	1
456	могут быть	2	1
457	следует заметить	1	1
458	примыкают к	1	1
459	по возможности	1	1
460	смерти и	1	1
461	на русскую	1	1
462	слова с	1	1
463	своего отца	1	1
464	на это	2	1
465	всегда в	1	1
466	в каждой	2	1
467	для себя	1	1
468	которого мы	1	1
469	с ее	2	1
470	и образ	1	1
471	свою очередь	1	1
472	здесь не	1	1
473	всего этого	1	1
474	без всякого	2	1
475	в ее	1	1
476	совершенно ясно	1	1
477	нет никакой	1	1
478	во главе	1	1
479	как с	1	1
480	прямом смысле	1	1
481	до самого	1	1
482	котором он	1	1
483	найти в	2	1
484	чем у	1	1
485	том как	1	1
486	между собой	1	1
487	из одного	1	1
488	по мере	1	1
489	с ним	1	1
490	стремление к	1	1
491	это объясняется	2	1
492	и должно	1	1
493	и других	2	1
494	то они	1	1
495	одного из	2	1
496	не стоит	1	1
497	может не	1	1
498	времени в	1	1
499	и во	2	1
500	ибо никакой	1	1
501	жизни он	1	1
502	связь между	1	1
503	а у	2	1
504	тем или	1	1
505	идет к	1	1
506	во втором	2	1
507	отчет в	2	1
508	эти два	1	1
509	а потому	2	1
510	отвлеченным значением	1	1
511	во всей	1	1
512	них ничего	1	1
513	язык в	1	1
514	представляли собой	1	1
515	он создал	1	1
516	как она	1	1
517	формой и	2	1
518	что здесь	4	1
519	известно что	2	1
520	мы видим	4	1
521	которым он	1	1
522	друг друга	1	1
523	как нечто	1	1
524	еще и	1	1
525	оказалась в	1	1
526	и так	1	1
527	до нас	2	1
528	согласно которой	1	1
529	сказки в	1	1
530	и ее	2	1
531	в уста	2	1
532	и его	3	1
533	не имеющие	1	1
534	не можем	1	1
535	указания на	1	1
536	вернуться к	1	1
537	только тогда	2	1
538	при помощи	2	1
539	в ином	1	1
540	но совершенно	1	1
541	известно только	1	1
542	что сама	1	1
543	тоже в	1	1
544	мы знаем	1	1
545	несомненно в	2	1
546	не так	3	1
547	и их	1	1
548	не означает	1	1
549	могло бы	1	1
550	у него	9	1
551	заметить что	2	1
552	как раз	3	1
553	тем что	19	1
554	вокруг его	1	1
555	характерны для	1	1
556	перейти к	1	1
557	в очень	1	1
558	представляют собой	1	1
559	из двух	1	1
560	не были	1	1
561	возможно что	1	1
562	ней и	1	1
563	нельзя сказать	3	1
564	этого человека	1	1
565	а именно	1	1
566	такое же	2	1
567	из таких	1	1
568	и пр	13	1
569	по тем	1	1
570	она является	1	1
571	целым рядом	1	1
572	о чем	1	1
573	он становится	1	1
574	органически из	1	1
575	когда она	1	1
576	эту эпоху	2	1
577	совершенно иное	1	1
578	с помощью	1	1
579	все более	2	1
580	является его	1	1
581	нет ничего	1	1
582	и любовью	1	1
583	эти слова	1	1
584	ни на	2	1
585	свое особое	1	1
586	границы между	1	1
587	главное отличие	2	1
588	или из	3	1
589	с этим	7	1
590	без труда	2	1
591	в данном	1	1
592	и за	2	1
593	в той	1	1
594	смысле этого	1	1
595	одновременно с	1	1
596	это есть	4	1
597	которые по	1	1
598	отношения к	1	1
599	там где	1	1
600	два раза	1	1
601	при ближайшем	1	1
602	этого слова	2	1
603	основана на	1	1
604	и некоторые	1	1
605	такой же	2	1
606	но это	4	1
607	о его	1	1
608	в одних	1	1
609	но для	1	1
610	говорить что	1	1
611	кроме того	3	1
612	похоже на	1	1
613	в наше	1	1
614	не является	3	1
615	известной степени	1	1
616	много но	1	1
617	совершается в	1	1
618	причем в	1	1
619	его с	1	1
620	лишь о	1	1
621	которой можно	1	1
622	это как	1	1
623	или иным	1	1
624	это уже	1	1
625	находит свое	3	1
626	бы в	1	1
627	тем более	3	1
628	но зато	1	1
629	находим в	1	1
630	все они	3	1
631	в связь	1	1
632	давно уже	1	1
633	состоит из	1	1
634	лишь только	1	1
635	в свое	1	1
636	среди прочих	1	1
637	можно называть	1	1
638	к этой	2	1
639	люди и	1	1
640	в своих	8	1
641	с первого	1	1
642	они не	1	1
