N	2gram	Vygotskiy__5	TeoriaLi
110	никогда не	9	3
111	как раз	13	3
112	потому что	23	3
113	той или	2	3
114	говоря словами	1	3
115	свою очередь	1	3
116	другой стороны	5	3
117	в произведении	1	3
118	так в	3	3
119	в другом	3	3
120	и что	23	3
121	того что	8	3
122	а с	5	3
123	во времени	1	3
124	для него	3	3
125	слова в	1	3
126	с ее	1	3
127	именно в	6	3
128	и др	1	3
129	в воображении	2	3
130	прежде всего	4	3
131	и потому	5	3
132	по своему	1	3
133	этого слова	1	3
134	в эстетический	1	3
135	таким образом	20	3
136	или в	6	3
137	в основе	7	3
138	ни к	1	3
139	речи и	1	3
140	была бы	3	2
141	отношения к	2	2
142	того же	2	2
143	и это	8	2
144	это и	2	2
145	на деле	8	2
146	случае это	1	2
147	но она	2	2
148	в целом	5	2
149	но напротив	1	2
150	между собой	2	2
151	в чем	1	2
152	возможность иного	1	2
153	чем это	3	2
154	могло быть	1	2
155	но как	1	2
156	у него	3	2
157	в стихе	4	2
158	что они	5	2
159	как говорит	4	2
160	данный момент	1	2
161	как к	1	2
162	и как	7	2
163	говорит что	6	2
164	в которой	3	2
165	образом и	2	2
166	к герою	1	2
167	одно и	3	2
168	могла бы	1	2
169	об этом	3	2
170	это не	3	2
171	и тем	6	2
172	вовсе не	3	2
173	и того	2	2
174	иначе говоря	1	2
175	одного и	2	2
176	с точки	2	2
177	от себя	1	2
178	их в	1	2
179	по себе	7	2
180	даже в	1	2
181	не могло	1	2
182	только не	5	2
183	вытекает из	1	2
184	казалось бы	4	2
185	имеем дело	1	2
186	этих двух	7	2
187	не принадлежит	1	2
188	как будто	6	2
189	и для	6	2
190	места для	1	2
191	для такого	1	2
192	имеет место	3	2
193	и о	3	2
194	здесь не	1	2
195	в себя	2	2
196	однако эта	2	2
197	не с	2	2
198	к его	1	2
199	мы в	1	2
200	если бы	11	2
201	в виду	4	2
202	и здесь	6	2
203	в состав	3	2
204	о том	10	2
205	что каждый	1	2
206	к действительности	1	2
207	к нему	1	2
208	во всех	2	2
209	русской литературе	1	2
210	однако с	1	2
211	вслед за	1	2
212	к числу	1	2
213	с одной	12	2
214	эстетической деятельности	1	2
215	оказывается в	1	2
216	что сама	1	2
217	в конце	4	2
218	в катарсисе	2	2
219	в структуре	1	2
220	и даже	2	2
221	со стороны	3	2
222	в области	1	2
223	перед ним	1	2
224	себя и	2	2
225	одной стороны	12	2
226	мы легко	1	2
227	и составляет	3	2
228	в рассказе	2	2
229	о чем	4	2
230	вместе с	12	2
231	так же	13	2
232	жизни но	1	2
233	из которых	4	2
234	искусства но	1	2
235	в той	3	2
236	могут быть	8	2
237	внешнего мира	1	2
238	произведения искусства	2	2
239	в следующей	1	2
240	к тому	8	2
241	одной из	1	2
242	имеет в	1	2
243	произведении искусства	1	2
244	в романе	2	2
245	что он	17	2
246	искусство есть	2	1
247	художественном произведении	2	1
248	в сфере	1	1
249	переходит к	1	1
250	трагический герой	1	1
251	связана с	1	1
252	идет о	1	1
253	и есть	5	1
254	тем же	3	1
255	к другому	2	1
256	отношения между	2	1
257	и до	2	1
258	из его	1	1
259	др в	1	1
260	едва ли	2	1
261	вся она	1	1
262	катарсис есть	1	1
263	одним из	1	1
264	что даже	2	1
265	принадлежит только	1	1
266	первой и	1	1
267	той же	3	1
268	отношение как	1	1
269	же как	2	1
270	при анализе	1	1
271	говоря и	1	1
272	вопрос о	3	1
273	из своих	1	1
274	героя но	1	1
275	в литературном	1	1
276	все и	1	1
277	в каждый	1	1
278	и такой	1	1
279	и ада	1	1
280	и помимо	1	1
281	собой в	2	1
282	и на	3	1
283	на них	1	1
284	это возможно	1	1
285	как смысл	1	1
286	столь же	1	1
287	бунин в	1	1
288	брожу ли	1	1
289	события в	3	1
290	тем как	1	1
291	это имеет	1	1
292	во внешнем	2	1
293	как система	1	1
294	истинный смысл	1	1
295	совсем не	2	1
296	легко может	1	1
297	для других	1	1
298	если в	1	1
299	искусство в	1	1
300	с совершенно	2	1
301	времени то	1	1
302	или иное	1	1
303	любовь и	1	1
304	на то	17	1
305	еще один	2	1
306	в центре	2	1
307	себя за	1	1
308	от содержания	1	1
309	первых двух	1	1
310	что касается	2	1
311	и где	1	1
312	переживания и	1	1
313	могли бы	4	1
314	целый ряд	3	1
315	что по	2	1
316	этого переживания	1	1
317	неизмеримо более	1	1
318	произведения мы	1	1
319	здесь и	1	1
320	и свою	1	1
321	искусство и	1	1
322	то в	1	1
323	шире и	1	1
324	еще на	1	1
325	что это	8	1
326	он в	2	1
327	из этих	3	1
328	большей части	1	1
329	в известном	1	1
330	имеем в	1	1
331	на рынок	1	1
332	в наших	1	1
333	на его	3	1
334	исходит из	4	1
335	что она	6	1
336	к искусству	3	1
337	том в	1	1
338	время и	1	1
339	трагическое есть	1	1
340	но именно	1	1
341	при виде	1	1
342	в объективную	1	1
343	первой части	1	1
344	в понимании	1	1
345	в силу	3	1
346	по существу	2	1
347	его сознание	1	1
348	на земле	1	1
349	в разладе	1	1
350	можно даже	1	1
351	с максимальной	1	1
352	образа и	1	1
353	основе его	1	1
354	не бывает	1	1
355	именно это	4	1
356	по его	3	1
357	жизни всегда	1	1
358	подход к	1	1
359	что все	6	1
360	различие между	1	1
361	тем оно	1	1
362	речь в	2	1
363	том случае	1	1
364	оно становится	1	1
365	времени и	3	1
366	мира имеет	1	1
367	для своей	1	1
368	было бы	5	1
369	должен был	4	1
370	повести белкина	2	1
371	в них	4	1
372	нет в	2	1
373	рядом с	5	1
374	с тем	8	1
375	первые два	1	1
376	с не	1	1
377	настоящей и	1	1
378	же я	1	1
379	искусства может	1	1
380	с первых	1	1
381	о ком	1	1
382	это ощущение	1	1
383	в такой	1	1
384	это делает	2	1
385	в котором	2	1
386	герои комедии	1	1
387	находятся между	1	1
388	не как	3	1
389	до которой	1	1
390	вдоль улиц	1	1
391	искусства не	2	1
392	на первой	1	1
393	но эта	1	1
394	но во	2	1
395	повести в	1	1
396	и меньше	1	1
397	как эстетического	1	1
398	ли я	1	1
399	искусства по	1	1
400	том и	2	1
401	из виду	1	1
402	и наоборот	1	1
403	остановимся на	3	1
404	форму в	1	1
405	и вся	3	1
406	у нее	1	1
407	случае в	1	1
408	до известной	1	1
409	эстетического переживания	1	1
410	с которой	2	1
411	из нас	1	1
412	по крайней	1	1
413	не имеет	1	1
414	принадлежат к	1	1
415	дело в	2	1
416	одна из	3	1
417	отклонения от	1	1
418	к этим	2	1
419	которого он	1	1
420	героев и	1	1
421	двоякого рода	3	1
422	он мог	1	1
423	каждый из	1	1
424	того и	1	1
425	отделение эстетического	1	1
426	это явление	1	1
427	нее нет	1	1
428	от него	4	1
429	и теперь	1	1
430	связи с	2	1
431	ничто не	1	1
432	из того	3	1
433	не ее	1	1
434	иллюзии и	1	1
435	не является	2	1
436	в каком	3	1
437	ему не	1	1
438	этот закон	2	1
439	у нас	4	1
440	только мы	1	1
441	это по	2	1
442	не могут	3	1
443	и заключается	4	1
444	образом что	3	1
445	когда мы	6	1
446	ли не	2	1
447	героя о	2	1
448	его с	2	1
449	указывает на	4	1
450	исчезает и	1	1
451	в каждом	2	1
452	в пьесе	1	1
453	на это	1	1
454	она не	1	1
455	говорит о	4	1
456	в каждой	3	1
457	для зрителя	2	1
458	с собственной	1	1
459	обычно в	1	1
460	должен быть	2	1
461	именно эту	1	1
462	как мы	5	1
463	а затем	2	1
464	того чтобы	20	1
465	двойственность трагического	1	1
466	действующие лица	4	1
467	это еще	1	1
468	только при	1	1
469	для читателя	2	1
470	в собственном	1	1
471	то или	1	1
472	мысль о	4	1
473	только то	1	1
474	то время	1	1
475	значение в	1	1
476	и совершенно	4	1
477	с собой	1	1
478	можно было	3	1
479	проблем и	1	1
480	ритм является	1	1
481	это равновесие	1	1
482	осуществляется в	2	1
483	в научном	1	1
484	наше внимание	2	1
485	что от	2	1
486	с героем	2	1
487	по признаку	1	1
488	является в	2	1
489	автор должен	1	1
490	в словах	2	1
491	для этого	9	1
492	означает что	1	1
493	мы рассмотрим	1	1
494	именно потому	3	1
495	искусства и	5	1
496	приводящей к	1	1
497	что речь	1	1
498	и поступки	1	1
499	никак не	6	1
500	не ту	1	1
501	после того	1	1
502	основе своей	1	1
503	в сущности	12	1
504	звуков в	1	1
505	в значительной	1	1
506	в евгении	1	1
507	это была	1	1
508	под именем	1	1
509	первой главе	1	1
510	в драме	1	1
511	области искусства	1	1
512	таково в	1	1
513	эти два	3	1
514	нуждается в	1	1
515	искусства к	1	1
516	от одного	2	1
517	и только	3	1
518	крайней мере	1	1
519	для эстетической	1	1
520	первых же	1	1
521	искусство имеет	1	1
522	аффектов и	3	1
523	эти последние	1	1
524	на которой	1	1
525	один из	5	1
526	жизнь то	1	1
527	обе эти	2	1
528	в двух	5	1
529	всякое произведение	1	1
530	тот же	3	1
531	самому герою	1	1
532	дело с	5	1
533	но этим	1	1
534	в какой	1	1
535	и является	1	1
536	между этим	1	1
537	ее смысл	1	1
538	в новелле	5	1
539	в портрете	1	1
540	или же	1	1
541	между этими	1	1
542	их не	2	1
543	который в	1	1
544	тот что	1	1
545	с которыми	1	1
546	так что	3	1
547	от одной	1	1
548	читатель не	2	1
549	человеком который	1	1
550	если мы	16	1
551	только на	4	1
552	голубой цвет	1	1
553	всем его	1	1
554	в поэзии	1	1
555	сознание как	1	1
556	взгляде на	1	1
557	в интенсивности	1	1
558	не дает	2	1
559	или даже	1	1
560	дает ему	2	1
561	из них	2	1
562	эстетическая реакция	6	1
563	за ним	1	1
564	только одно	1	1
565	к каким	1	1
566	и их	1	1
567	никто не	1	1
568	представить себе	2	1
569	в одном	2	1
570	которые одновременно	1	1
571	уклоняется от	1	1
572	так как	9	1
573	тому же	1	1
574	может служить	1	1
575	входят в	2	1
576	ее на	1	1
577	для того	20	1
578	введено в	1	1
579	представляют собой	2	1
580	те два	1	1
581	насколько это	1	1
582	на примере	4	1
583	и глубже	1	1
584	как у	1	1
585	на ее	1	1
586	связаны с	1	1
587	не обязательно	1	1
588	отказаться от	1	1
589	с той	2	1
590	на чем	1	1
591	еще и	1	1
592	души и	1	1
593	что для	1	1
594	через героя	1	1
595	противоречие между	1	1
596	искусства представляет	1	1
597	превращается в	1	1
598	не было	1	1
599	литературное произведение	1	1
600	смерти но	1	1
601	с которым	3	1
602	в комнате	1	1
603	же точно	6	1
604	художественной формы	3	1
605	которое существует	2	1
606	ближе к	1	1
607	его как	1	1
608	в одно	1	1
609	и ему	1	1
610	если не	1	1
611	как ни	4	1
612	не меньшими	1	1
613	с помощью	2	1
614	это на	1	1
615	свести к	1	1
616	есть точка	1	1
617	перейдем к	2	1
618	в одной	2	1
619	внешнем мире	1	1
620	требует от	1	1
621	ударение на	1	1
622	целом ряде	1	1
623	пределами этой	1	1
624	ослабляет и	1	1
625	и пусть	1	1
626	тому как	1	1
627	да и	1	1
628	чувства и	5	1
629	для понимания	1	1
630	евгении онегине	1	1
631	условность и	1	1
632	к полноте	1	1
633	к катарсису	1	1
634	в контексте	1	1
635	с этой	2	1
636	стихе как	1	1
637	этом случае	2	1
638	говорится у	1	1
639	художественное произведение	5	1
640	быть и	2	1
641	каждого из	1	1
642	произведением искусства	1	1
643	искусства в	2	1
644	о его	1	1
645	все это	2	1
646	я вдоль	1	1
647	точно и	1	1
648	эстетическим объектом	1	1
649	каждой из	1	1
650	ее можно	1	1
651	известной степени	1	1
652	и от	1	1
653	в результате	4	1
654	все они	1	1
655	о котором	6	1
656	которая в	1	1
657	и трагическое	1	1
658	больше и	1	1
659	это может	2	1
660	бы в	5	1
661	же в	2	1
662	мы видим	8	1
663	полагал что	2	1
664	но всегда	1	1
665	не есть	4	1
666	в стихах	1	1
667	в эпосе	2	1
668	вступает в	1	1
669	к самому	2	1
670	свое душевное	1	1
671	может и	1	1
672	улиц шумных	1	1
673	речь о	1	1
674	самое существенное	1	1
675	от всех	1	1
676	совершенно не	6	1
677	вступить в	1	1
678	из этого	2	1
679	только о	2	1
680	что такое	1	1
681	жизни и	6	1
682	видим в	2	1
683	и другие	3	1
684	в своих	5	1
685	по поводу	3	1
686	героя как	1	1
687	с высокой	1	1
688	можно назвать	1	1
689	в таком	3	1
690	все что	1	1
691	этой точки	1	1
