N	2gram	Voloshinov_1	slovoVRo
162	все время	4	3
163	в него	2	3
164	того что	2	3
165	в том	4	3
166	в качестве	2	3
167	конечно не	3	3
168	из них	1	3
169	его и	2	3
170	для него	5	3
171	с различными	2	3
172	так как	9	3
173	у него	3	3
174	выходит за	1	3
175	именно в	3	3
176	в свою	2	3
177	не было	4	3
178	более того	2	3
179	в истории	3	3
180	но оно	1	3
181	с этим	6	3
182	влияния на	1	3
183	в данном	3	3
184	по существу	1	3
185	в основном	2	3
186	мы найдем	1	3
187	хотя бы	7	3
188	одной из	1	3
189	с ними	4	3
190	из этого	2	3
191	в свое	1	3
192	но эти	2	3
193	а между	1	2
194	смысле слова	2	2
195	не должны	1	2
196	например в	1	2
197	исторического существования	1	2
198	связана с	1	2
199	на самом	2	2
200	то в	1	2
201	в котором	1	2
202	оно было	1	2
203	века в	2	2
204	мы уже	5	2
205	той же	2	2
206	а как	1	2
207	мы не	4	2
208	же как	1	2
209	из своих	1	2
210	время как	1	2
211	мы и	4	2
212	конечно и	3	2
213	и заставляет	1	2
214	свою очередь	1	2
215	и то	2	2
216	в прямой	1	2
217	между собой	4	2
218	по своему	1	2
219	одним словом	1	2
220	в ее	4	2
221	но не	5	2
222	что они	1	2
223	сих пор	3	2
224	хотя и	1	2
225	от этого	1	2
226	не пытается	2	2
227	в целом	2	2
228	или во	1	2
229	сил в	1	2
230	различные формы	1	2
231	и единство	1	2
232	ни одному	1	2
233	и по	5	2
234	на этом	5	2
235	всех своих	1	2
236	одно и	1	2
237	те же	4	2
238	на все	2	2
239	и единственным	1	2
240	социальных групп	1	2
241	для них	3	2
242	том что	5	2
243	в эту	2	2
244	в этих	2	2
245	до последнего	2	2
246	и той	1	2
247	друг другу	1	2
248	не его	1	2
249	и эти	1	2
250	войти в	3	2
251	зрения и	1	2
252	даже в	1	2
253	остановимся на	1	2
254	тому что	3	2
255	на один	2	2
256	в атмосфере	1	2
257	до известной	1	2
258	в самых	2	2
259	или вовсе	1	2
260	из него	2	2
261	на язык	2	2
262	явление в	1	2
263	в сознании	3	2
264	у нас	3	2
265	на протяжении	5	2
266	мы все	1	2
267	правда не	1	2
268	оно может	3	2
269	и о	3	2
270	то время	1	2
271	роль в	6	2
272	не исчерпывается	1	2
273	из одного	1	2
274	и вообще	1	2
275	в другом	1	2
276	за пределами	1	2
277	др и	1	2
278	одного из	1	2
279	можно сказать	4	2
280	а также	1	2
281	нас в	2	2
282	жизни но	2	2
283	наконец в	1	2
284	слов и	1	2
285	и всякое	1	2
286	предмета и	2	2
287	мы видим	1	2
288	ощущаем в	1	2
289	каждый момент	1	2
290	между тем	2	2
291	и тем	1	2
292	с которыми	2	2
293	укладывается в	2	2
294	связи с	1	2
295	он их	1	2
296	акт и	1	2
297	уже не	5	2
298	и у	6	2
299	если мы	5	2
300	только на	2	2
301	в одном	3	2
302	для того	1	2
303	не укладывается	1	2
304	в другой	1	2
305	до сих	3	2
306	чем он	2	2
307	а с	1	2
308	на которые	1	2
309	системы и	1	2
310	жизнь в	1	2
311	на возможность	1	2
312	совершенно не	2	2
313	что все	5	2
314	и глубокое	1	2
315	связь с	4	2
316	так же	1	2
317	здесь оно	2	2
318	и связанных	2	2
319	пародию на	1	2
320	со всею	3	2
321	для понимания	1	2
322	должно быть	2	2
323	в различные	1	2
324	этом случае	1	2
325	в условиях	3	2
326	характерные для	1	2
327	как раз	2	2
328	не является	3	2
329	одна из	3	2
330	социальной группы	1	2
331	оно как	1	2
332	у них	1	2
333	интерес к	1	2
334	потому что	4	2
335	основе их	1	2
336	между ними	2	2
337	сказать что	6	2
338	все категории	1	2
339	и эта	1	2
340	к этому	7	2
341	единство индивидуальной	1	1
342	его моменты	1	1
343	и через	2	1
344	не остается	3	1
345	тех же	1	1
346	науки о	1	1
347	бы для	1	1
348	между всеми	1	1
349	и есть	2	1
350	далее и	1	1
351	мировоззрения и	1	1
352	и до	3	1
353	и степени	1	1
354	в мыслях	1	1
355	ведь и	2	1
356	конечно в	2	1
357	с таким	1	1
358	основные и	1	1
359	и связанное	1	1
360	в несколько	1	1
361	со всех	1	1
362	существенно в	1	1
363	и образования	1	1
364	мы имеем	1	1
365	или наоборот	1	1
366	при анализе	3	1
367	неизбежно приводит	1	1
368	что между	1	1
369	и художественное	1	1
370	в основных	3	1
371	и со	2	1
372	целого в	1	1
373	случае в	2	1
374	всех сторон	1	1
375	собой в	1	1
376	он был	3	1
377	бы то	1	1
378	этим не	1	1
379	без всякого	1	1
380	там и	1	1
381	и поняты	1	1
382	а следовательно	2	1
383	но как	1	1
384	а только	1	1
385	силы и	1	1
386	не входит	1	1
387	со всеми	3	1
388	не все	1	1
389	каком направлении	1	1
390	в общем	1	1
391	иногда и	1	1
392	отличие от	1	1
393	или иное	2	1
394	в свои	1	1
395	в настоящем	1	1
396	один и	2	1
397	социальных и	1	1
398	конечно совершенно	1	1
399	которые не	1	1
400	определения и	1	1
401	характер и	2	1
402	в одной	2	1
403	выражение этого	1	1
404	в течение	2	1
405	что как	1	1
406	основных философских	1	1
407	то или	2	1
408	первых двух	1	1
409	что по	1	1
410	его к	1	1
411	в этот	4	1
412	нескольких примерах	1	1
413	в себя	5	1
414	себе как	1	1
415	свой голос	1	1
416	бы не	1	1
417	сущности и	1	1
418	в этой	5	1
419	часто даже	1	1
420	и тот	2	1
421	мы чувствуем	1	1
422	на то	1	1
423	вследствие этого	1	1
424	для официального	1	1
425	что она	2	1
426	на различных	1	1
427	только себя	1	1
428	приведенные нами	1	1
429	в переводе	1	1
430	единство в	1	1
431	всем своем	1	1
432	единства с	1	1
433	он должен	2	1
434	не к	1	1
435	и было	2	1
436	глубокое выражение	1	1
437	одной и	1	1
438	можно выделить	1	1
439	анализов в	1	1
440	в нее	1	1
441	не бывает	1	1
442	в основу	2	1
443	человека в	3	1
444	то ни	1	1
445	а затем	1	1
446	в состоянии	2	1
447	ним в	1	1
448	сознание и	4	1
449	поэтому мы	1	1
450	психическое переживание	1	1
451	не дает	1	1
452	них не	2	1
453	заключается в	1	1
454	особенно в	1	1
455	может стать	3	1
456	форму и	1	1
457	но их	1	1
458	в свой	2	1
459	которая в	1	1
460	чаще всего	1	1
461	в жизни	5	1
462	только одно	1	1
463	ни в	6	1
464	но уже	1	1
465	о которых	1	1
466	до сознания	4	1
467	он действительно	1	1
468	и определяет	1	1
469	этого не	2	1
470	и разнообразие	1	1
471	и уже	1	1
472	мы видели	5	1
473	который они	1	1
474	звучать как	1	1
475	чем в	1	1
476	вокруг предмета	1	1
477	на этот	1	1
478	форма и	1	1
479	в один	1	1
480	и того	1	1
481	смысл и	1	1
482	концепция в	1	1
483	и становится	2	1
484	но если	2	1
485	таким же	1	1
486	сознания на	1	1
487	наших дней	2	1
488	и без	1	1
489	его формы	1	1
490	мы говорили	1	1
491	мы называем	1	1
492	степени не	1	1
493	в отличие	1	1
494	что говорит	1	1
495	из области	1	1
496	но во	1	1
497	тем не	2	1
498	по крайней	1	1
499	однако в	1	1
500	же мы	1	1
501	оно конечно	1	1
502	этих эпох	1	1
503	не менее	3	1
504	в практике	1	1
505	свое время	1	1
506	самого начала	5	1
507	правда в	2	1
508	одной плоскости	1	1
509	далек от	1	1
510	проникают в	1	1
511	того чтобы	2	1
512	только не	1	1
513	дело в	2	1
514	связанное с	2	1
515	и культурной	1	1
516	значение во	2	1
517	его отношение	2	1
518	его можно	1	1
519	людей и	1	1
520	на себе	1	1
521	рождается в	1	1
522	языка который	1	1
523	так называемый	4	1
524	часто трудно	1	1
525	помимо воли	1	1
526	звучит в	1	1
527	этом отношении	2	1
528	за ними	1	1
529	в каком	3	1
530	к той	1	1
531	стиля как	1	1
532	от общего	1	1
533	областях жизни	1	1
534	все то	2	1
535	есть только	1	1
536	во все	1	1
537	не знаем	1	1
538	особая группа	1	1
539	влияния в	1	1
540	на собственной	1	1
541	его с	1	1
542	и связанная	1	1
543	в социально	1	1
544	социальные и	2	1
545	он никогда	1	1
546	на это	1	1
547	должен быть	2	1
548	и это	1	1
549	в виду	1	1
550	непререкаемого и	1	1
551	определяется его	1	1
552	внутренняя речь	1	1
553	перед необходимостью	1	1
554	свои силы	1	1
555	для всего	1	1
556	с самого	7	1
557	культуры и	1	1
558	степени и	1	1
559	приводит к	2	1
560	сознания с	5	1
561	различие между	1	1
562	и совершенно	1	1
563	что может	3	1
564	переход к	1	1
565	же основной	2	1
566	и другими	1	1
567	каждого из	1	1
568	того и	1	1
569	в плоскости	1	1
570	оно все	1	1
571	это только	2	1
572	если бы	3	1
573	для этого	4	1
574	со стороны	2	1
575	громадное значение	1	1
576	связанная с	1	1
577	находится в	3	1
578	каждое из	1	1
579	сводится к	3	1
580	не был	1	1
581	повторяем в	1	1
582	этого слушателя	1	1
583	инстанции в	1	1
584	и что	3	1
585	находятся в	1	1
586	его жизни	6	1
587	притом в	1	1
588	всех областях	1	1
589	и содержание	3	1
590	в различных	2	1
591	в единую	1	1
592	в вопросах	1	1
593	по их	1	1
594	это было	1	1
595	на всех	1	1
596	нее нет	1	1
597	заложенные в	1	1
598	борьба с	3	1
599	во втором	3	1
600	нем может	1	1
601	нуждается в	2	1
602	на одном	1	1
603	что и	2	1
604	направлений в	3	1
605	этом как	1	1
606	и только	4	1
607	крайней мере	1	1
608	богатство и	1	1
609	которые он	1	1
610	явления и	1	1
611	на нескольких	1	1
612	а его	1	1
613	и устойчивое	1	1
614	может иметь	1	1
615	и она	2	1
616	все формы	1	1
617	свое наиболее	1	1
618	поэтому его	1	1
619	разрыва между	1	1
620	время в	2	1
621	в двух	1	1
622	тот же	5	1
623	к чисто	1	1
624	и так	1	1
625	в самое	2	1
626	никак нельзя	1	1
627	или же	1	1
628	мы ничего	1	1
629	именно на	1	1
630	какой степени	2	1
631	пользуется этой	1	1
632	из которого	1	1
633	и они	1	1
634	образования в	1	1
635	носа и	1	1
636	в начале	1	1
637	примыкая в	1	1
638	в душе	13	1
639	к своим	1	1
640	в первый	4	1
641	свою точку	1	1
642	но повторяем	1	1
643	ничего что	1	1
644	чтобы не	2	1
645	от того	3	1
646	гораздо сложнее	1	1
647	в форме	1	1
648	момент в	1	1
649	а потому	2	1
650	которые как	1	1
651	нет и	1	1
652	влияние на	1	1
653	последнем счете	1	1
654	исходят из	1	1
655	эти две	1	1
656	и прежде	5	1
657	человек может	2	1
658	себя и	3	1
659	социальной жизни	2	1
660	то и	1	1
661	и самый	1	1
662	занимает в	1	1
663	слове в	1	1
664	однако и	2	1
665	лад и	1	1
666	мы остановимся	2	1
667	что мы	2	1
668	мира в	1	1
669	он и	2	1
670	его многообразных	1	1
671	в руках	1	1
672	с помощью	9	1
673	нет ничего	1	1
674	о себе	2	1
675	вместе с	4	1
676	ко всем	1	1
677	его содержание	1	1
678	нужно отнести	1	1
679	только эта	1	1
680	на границе	1	1
681	быть как	1	1
682	даже с	1	1
683	быть не	1	1
684	стройность и	1	1
685	в изучении	1	1
686	в первые	1	1
687	и нет	1	1
688	но это	2	1
689	в более	3	1
690	которых он	1	1
691	этого рода	1	1
692	конечно ни	1	1
693	или только	2	1
694	тем более	1	1
695	он по	1	1
696	может войти	1	1
697	части его	1	1
698	между различными	1	1
699	души в	1	1
700	которые играют	1	1
701	бы в	2	1
702	особенности в	1	1
703	поэтому все	1	1
704	разве только	1	1
705	на языке	1	1
706	зрения в	1	1
707	связью с	1	1
708	развития этого	1	1
709	все попытки	1	1
710	же берется	1	1
711	речь или	1	1
712	помощью которых	1	1
713	все современные	1	1
714	не знает	3	1
715	только как	1	1
716	от всех	1	1
717	речи и	1	1
718	равно как	1	1
719	себе самому	1	1
720	в последнем	1	1
721	и единственную	1	1
722	есть и	2	1
723	та же	1	1
724	в какой	1	1
725	жизни и	5	1
726	и другие	2	1
727	который не	1	1
728	значение в	3	1
729	как на	3	1
730	в таком	3	1
731	все что	9	1
732	они не	2	1
