N	2gram	Medvedev_F_3	StatiiOP
179	к слову	1	2
180	не просто	1	2
181	нет и	3	2
182	что они	5	2
183	что именно	5	2
184	более и	1	2
185	им в	1	2
186	в самом	11	2
187	формы в	3	2
188	и тот	1	2
189	имеем в	1	2
190	так сказать	5	2
191	он считает	2	2
192	т д	6	2
193	не как	2	2
194	и по	1	2
195	но все	1	2
196	и может	1	2
197	известно что	1	2
198	ее в	3	2
199	он и	3	2
200	между собою	1	2
201	мы не	4	2
202	в развитии	1	2
203	такой же	2	2
204	и тогда	2	2
205	в такой	2	2
206	в которых	3	2
207	тем не	2	2
208	для этого	2	2
209	не была	1	2
210	сам он	2	2
211	произведения и	3	2
212	в отношении	2	2
213	случае в	3	2
214	не менее	7	2
215	что эта	1	2
216	история в	1	2
217	самого начала	1	2
218	как о	2	2
219	дело не	2	2
220	тогда когда	4	2
221	одна из	2	2
222	к этим	1	2
223	так чтобы	2	2
224	пушкинской эпохи	1	2
225	этот тип	1	2
226	никогда не	5	2
227	слова как	2	2
228	х годов	1	2
229	на себе	1	2
230	существуют в	2	2
231	исторического процесса	3	2
232	этот образ	1	2
233	от того	2	2
234	могут быть	4	2
235	в определенную	1	2
236	к тому	4	2
237	не встречается	1	2
238	темы и	2	2
239	для того	4	2
240	утверждать что	1	2
241	должен быть	2	2
242	как мы	8	2
243	с ее	2	2
244	в виду	3	2
245	на основе	1	2
246	с самого	1	2
247	что отдельные	1	2
248	это объясняется	1	2
249	произведения как	6	2
250	одного из	1	2
251	с одной	1	2
252	что его	1	2
253	и во	2	2
254	от них	1	2
255	а потому	1	2
256	в форме	1	2
257	и только	2	2
258	и других	1	2
259	все время	6	2
260	формой и	1	2
261	еще не	6	2
262	и ее	6	2
263	есть в	1	2
264	и у	1	2
265	то и	1	2
266	в поэзии	3	2
267	одно из	1	2
268	а то	1	2
269	вовсе не	28	2
270	должен был	1	2
271	или иной	2	2
272	пришли к	3	2
273	до сих	1	2
274	слово в	2	2
275	не потому	1	2
276	не на	3	2
277	тогда было	1	2
278	вместе с	6	2
279	в одной	5	2
280	но не	5	2
281	без труда	2	2
282	для искусства	1	2
283	в последнем	2	2
284	здесь слово	1	2
285	быть не	1	2
286	в это	1	2
287	этого слова	2	2
288	на другое	1	2
289	он чувствует	1	2
290	сих пор	1	2
291	произведение от	4	2
292	является как	1	2
293	один из	1	2
294	в результате	5	2
295	этого термина	1	2
296	его не	1	2
297	пр в	1	2
298	определенную эпоху	1	2
299	года в	1	2
300	же к	1	2
301	все более	1	2
302	в стихах	2	2
303	одной из	2	2
304	к сожалению	1	2
305	социальные отношения	1	2
306	как известно	1	1
307	являются выражением	1	1
308	границы между	1	1
309	ту же	2	1
310	за пределы	2	1
311	прав когда	1	1
312	одним из	3	1
313	языка с	1	1
314	сам по	1	1
315	который должен	1	1
316	и то	1	1
317	смысле слова	2	1
318	а из	1	1
319	на самом	14	1
320	переход от	1	1
321	как произведения	1	1
322	выражено в	1	1
323	тем же	7	1
324	и так	1	1
325	в первом	1	1
326	и до	1	1
327	должна быть	3	1
328	собственном смысле	1	1
329	видеть в	1	1
330	объясняется и	1	1
331	и искать	1	1
332	отношения к	2	1
333	есть не	1	1
334	этого нет	1	1
335	из своих	2	1
336	нам в	1	1
337	этом не	1	1
338	которой может	1	1
339	аудитории на	1	1
340	совпадает с	2	1
341	понять смысл	1	1
342	в особых	1	1
343	эпохи в	2	1
344	но уже	2	1
345	ему в	1	1
346	мы и	3	1
347	слова самого	1	1
348	форм в	1	1
349	проявляется в	2	1
350	развитии в	1	1
351	между собой	4	1
352	установку на	1	1
353	всего этого	1	1
354	чисто литературном	2	1
355	то мы	3	1
356	тот или	1	1
357	или иначе	1	1
358	какова ее	1	1
359	в сторону	2	1
360	тех же	1	1
361	очевидно что	2	1
362	а и	3	1
363	из таких	1	1
364	писал не	1	1
365	чем же	2	1
366	в истории	5	1
367	что как	1	1
368	в своем	2	1
369	и нет	1	1
370	в одних	1	1
371	этом же	1	1
372	и как	4	1
373	оказывается в	1	1
374	и внутреннюю	1	1
375	не являются	2	1
376	но эта	2	1
377	и художественного	1	1
378	в каком-то	1	1
379	это определение	1	1
380	материалом и	2	1
381	от этого	2	1
382	поэтому и	2	1
383	при таком	1	1
384	значения как	1	1
385	в большом	1	1
386	из жизни	1	1
387	в литературном	1	1
388	так или	1	1
389	бы не	2	1
390	то я	1	1
391	эпоху его	1	1
392	еще один	1	1
393	было понято	1	1
394	в дальнейшем	5	1
395	а потом	1	1
396	говорят о	2	1
397	как он	2	1
398	всей его	1	1
399	что она	2	1
400	к искусству	1	1
401	в нем	15	1
402	а несколько	2	1
403	а просто	1	1
404	теперь это	1	1
405	в окружающей	2	1
406	этого вопроса	1	1
407	не к	1	1
408	очевидным что	1	1
409	какой бы	2	1
410	одной и	2	1
411	что ни	2	1
412	в нее	1	1
413	его произведения	1	1
414	указывали на	1	1
415	что такой	1	1
416	же касается	1	1
417	высоких жанров	1	1
418	этих форм	1	1
419	зрения на	1	1
420	к теме	1	1
421	вместе со	1	1
422	моменты в	1	1
423	с начала	1	1
424	чаще всего	1	1
425	этим образом	1	1
426	остановиться на	1	1
427	на сцене	1	1
428	еще одно	1	1
429	в ином	1	1
430	он является	2	1
431	отражается в	1	1
432	мы видели	4	1
433	слова является	1	1
434	мы знаем	4	1
435	чем в	1	1
436	для одного	1	1
437	можно считать	1	1
438	произведение с	2	1
439	этого произведения	1	1
440	ином контексте	1	1
441	зрения ее	1	1
442	и того	1	1
443	нисколько не	2	1
444	вещи в	1	1
445	как по	1	1
446	и при	1	1
447	их он	1	1
448	рядом других	1	1
449	на фоне	3	1
450	то было	1	1
451	то его	2	1
452	могло бы	1	1
453	ясностью и	1	1
454	на аудиторию	1	1
455	и той	1	1
456	поэтому в	2	1
457	творчества и	3	1
458	друг другу	2	1
459	и эти	1	1
460	том же	1	1
461	бы быть	2	1
462	важно лишь	1	1
463	с так	1	1
464	по себе	4	1
465	даже в	2	1
466	и очень	2	1
467	на рубеже	1	1
468	а иногда	2	1
469	не о	3	1
470	принадлежат к	2	1
471	дело в	2	1
472	того как	1	1
473	на него	1	1
474	и именно	2	1
475	чтобы стать	1	1
476	для кого	1	1
477	иметь в	1	1
478	того чтобы	5	1
479	не могло	2	1
480	вытекает из	2	1
481	его от	2	1
482	и каково	1	1
483	возможно и	1	1
484	в разных	1	1
485	в самой	2	1
486	свое выражение	2	1
487	явление в	1	1
488	того в	1	1
489	как она	1	1
490	друг друга	5	1
491	обычная манера	1	1
492	сюжет в	1	1
493	е не	1	1
494	и со	2	1
495	становится понятным	1	1
496	все то	1	1
497	но там	1	1
498	xviii века	2	1
499	и другой	1	1
500	зрения своей	1	1
501	же самое	3	1
502	первого и	1	1
503	а что	3	1
504	по возможности	1	1
505	его с	1	1
506	что является	1	1
507	той или	1	1
508	здесь же	1	1
509	слова с	1	1
510	жизни уже	1	1
511	он ищет	1	1
512	можно и	1	1
513	своего развития	1	1
514	и о	1	1
515	теми кто	1	1
516	самое и	1	1
517	эта борьба	1	1
518	здесь не	2	1
519	в ее	4	1
520	только при	1	1
521	формы и	3	1
522	совершенно ясно	1	1
523	в собственном	1	1
524	последнее время	1	1
525	этой схемы	1	1
526	и литературное	2	1
527	своими средствами	1	1
528	и этим	1	1
529	в произведении	3	1
530	в пределах	8	1
531	так в	2	1
532	не те	1	1
533	в рамки	2	1
534	и необходимости	2	1
535	выражения с	1	1
536	можно было	1	1
537	те же	3	1
538	ясно что	3	1
539	именно этот	1	1
540	том как	2	1
541	является в	2	1
542	в эпоху	3	1
543	о котором	1	1
544	из одного	2	1
545	и вообще	1	1
546	по мере	1	1
547	с ним	1	1
548	к прошлому	1	1
549	все дело	1	1
550	поэтический язык	1	1
551	и должно	1	1
552	известной степени	2	1
553	развития как	2	1
554	это вполне	1	1
555	язык и	1	1
556	как тему	1	1
557	и который	1	1
558	в значительной	1	1
559	не выходит	1	1
560	как у	1	1
561	знает что	1	1
562	подсказана ему	1	1
563	связь между	4	1
564	этот элемент	1	1
565	произведение является	1	1
566	говорить об	2	1
567	что и	2	1
568	пути и	1	1
569	и понятно	1	1
570	язык в	1	1
571	возникает вопрос	1	1
572	именно в	1	1
573	из одних	1	1
574	он создал	1	1
575	человека как	2	1
576	в лучшем	1	1
577	найти и	1	1
578	для самого	1	1
579	и самые	1	1
580	указывает что	1	1
581	но так	2	1
582	в двух	1	1
583	его в	7	1
584	в поэтическом	1	1
585	именно о	1	1
586	некоторые его	1	1
587	это очень	1	1
588	который в	1	1
589	являются в	1	1
590	одних и	1	1
591	это же	1	1
592	же он	2	1
593	целом это	1	1
594	определения и	1	1
595	для всех	1	1
596	именно на	2	1
597	конечно не	4	1
598	литературы в	1	1
599	факт как	1	1
600	ничто не	3	1
601	да еще	1	1
602	не можем	2	1
603	как человека	1	1
604	ни одного	1	1
605	целого ряда	1	1
606	является не	2	1
607	за счет	2	1
608	от других	2	1
609	не из	1	1
610	в данной	2	1
611	вся литература	1	1
612	из них	2	1
613	процесс и	1	1
614	и их	5	1
615	с различными	1	1
616	тогда он	2	1
617	слова в	1	1
618	содержания и	4	1
619	пушкина то	1	1
620	в одном	1	1
621	иногда и	1	1
622	как его	9	1
623	того или	1	1
624	особенность на	1	1
625	современности и	1	1
626	в других	1	1
627	даже и	1	1
628	не противоречит	1	1
629	где в	1	1
630	с общим	1	1
631	из двух	1	1
632	ней и	1	1
633	в данный	1	1
634	сказкой а	1	1
635	и из	2	1
636	то это	1	1
637	связаны с	2	1
638	и тех	2	1
639	и создает	1	1
640	как художественное	1	1
641	еще и	1	1
642	окружающей его	1	1
643	объясняется тем	1	1
644	говорит о	1	1
645	к более	2	1
646	пушкин с	1	1
647	по тем	1	1
648	материал в	4	1
649	в рассуждениях	1	1
650	она является	1	1
651	целым рядом	1	1
652	именно так	5	1
653	о чем	1	1
654	и пушкинской	1	1
655	он становится	2	1
656	там где	7	1
657	поэзии а	1	1
658	нужно иметь	1	1
659	совершенно очевидно	1	1
660	и силы	1	1
661	для этой	1	1
662	с помощью	8	1
663	делает попытку	1	1
664	нет ничего	1	1
665	в частности	1	1
666	своеобразия и	1	1
667	как некоторая	1	1
668	стиха и	1	1
669	требует от	1	1
670	понимает как	2	1
671	создается не	1	1
672	в данном	6	1
673	в той	3	1
674	и этот	1	1
675	смысле этого	2	1
676	тому как	5	1
677	что же	5	1
678	в литературе	6	1
679	по существу	1	1
680	форма в	2	1
681	это значит	2	1
682	из отдельных	1	1
683	дан в	1	1
684	должно быть	1	1
685	смысл в	1	1
686	действуют в	1	1
687	в контексте	1	1
688	служит уже	1	1
689	в формах	2	1
690	направления в	1	1
691	лучшем случае	1	1
692	ни для	2	1
693	но для	2	1
694	не больше	1	1
695	одновременно с	1	1
696	должна оставаться	1	1
697	каждой из	1	1
698	в тюрьме	1	1
699	и времени	1	1
700	чтобы создать	2	1
701	на форму	1	1
702	совершается в	3	1
703	тем и	1	1
704	п в	2	1
705	как основные	1	1
706	бы сделать	1	1
707	а к	2	1
708	совершенно иное	1	1
709	для нас	3	1
710	и все	8	1
711	у них	2	1
712	бы в	6	1
713	вообще в	1	1
714	хотя бы	6	1
715	на такой	1	1
716	поэзии но	1	1
717	очень хорошо	1	1
718	отношении к	1	1
719	а о	1	1
720	не знает	1	1
721	состоит из	1	1
722	но этот	1	1
723	является и	2	1
724	или иного	1	1
725	становится очевидным	1	1
726	как исторического	1	1
727	художественного творчества	2	1
728	жизни и	4	1
729	вполне понятно	1	1
730	не давала	1	1
731	как слово	1	1
732	этой точки	1	1
733	только не	2	1
734	и эта	3	1
735	так же	9	1
736	они не	4	1
