N	2gram	Bakhtin_Pr_1	Vvedenie
449	из самых	1	1
450	не приходится	1	1
451	в которой	4	1
452	бы сказать	1	1
453	не совпадает	1	1
454	он в	2	1
455	его содержания	1	1
456	одно время	1	1
457	достоевского в	19	1
458	опыт и	1	1
459	только один	1	1
460	но на	1	1
461	вследствие этого	1	1
462	на его	2	1
463	больше всего	1	1
464	время и	1	1
465	перестает быть	1	1
466	слова а	2	1
467	эту задачу	1	1
468	нужно не	1	1
469	не значит	2	1
470	интерес представляет	2	1
471	он должен	1	1
472	же это	1	1
473	котором мы	1	1
474	чтобы в	1	1
475	из него	1	1
476	он старается	1	1
477	его содержании	1	1
478	принципа в	1	1
479	одно и	1	1
480	сознание но	1	1
481	то ни	3	1
482	мы его	2	1
483	что все	3	1
484	зрения на	8	1
485	лишь в	3	1
486	того или	1	1
487	он есть	3	1
488	лишь на	2	1
489	видеть и	1	1
490	ведь в	1	1
491	его и	1	1
492	бы только	1	1
493	ни одной	2	1
494	пути как	1	1
495	он действительно	1	1
496	времени была	1	1
497	действительно не	1	1
498	автора и	5	1
499	не больше	1	1
500	в эту	1	1
501	никак не	2	1
502	понимать все	1	1
503	академии наук	1	1
504	взгляд на	1	1
505	с идеей	3	1
506	почти не	1	1
507	почва для	1	1
508	не от	1	1
509	в отличие	2	1
510	становится предметом	1	1
511	и другого	1	1
512	как одна	1	1
513	и цельное	1	1
514	точку зрения	4	1
515	но он	2	1
516	но во	1	1
517	в россии	1	1
518	зависимости от	3	1
519	что было	3	1
520	не его	3	1
521	стороны действительности	1	1
522	возможно только	1	1
523	к философскому	1	1
524	любовь к	1	1
525	не была	1	1
526	так называемого	1	1
527	известного внимания	1	1
528	же мы	1	1
529	если и	1	1
530	не раз	2	1
531	природа и	1	1
532	мысли в	2	1
533	романа достоевского	14	1
534	самого начала	3	1
535	к этим	1	1
536	было не	1	1
537	случае не	1	1
538	и имеет	1	1
539	та или	1	1
540	не могло	1	1
541	следовательно и	2	1
542	а для	1	1
543	сам для	1	1
544	на язык	1	1
545	что ни	1	1
546	под этим	2	1
547	в самой	7	1
548	или иная	1	1
549	эти связи	1	1
550	показывает как	1	1
551	к концу	1	1
552	на те	1	1
553	целое в	1	1
554	и является	1	1
555	степени так	1	1
556	убедиться в	1	1
557	о чем-то	1	1
558	претендовать на	1	1
559	слова о	1	1
560	входят в	2	1
561	мира эта	1	1
562	ему не	2	1
563	не потому	2	1
564	в действительности	1	1
565	содержания как	1	1
566	у меня	1	1
567	превращается в	1	1
568	в духе	3	1
569	из самого	1	1
570	человека в	5	1
571	и дух	1	1
572	отличается от	2	1
573	и отдельных	1	1
574	должны быть	1	1
575	всего в	1	1
576	оно не	2	1
577	быть назван	1	1
578	отсюда следует	1	1
579	для себя	2	1
580	особенности этого	1	1
581	из всего	2	1
582	и входит	1	1
583	и о	3	1
584	как не	4	1
585	только при	2	1
586	он определяет	1	1
587	чтобы быть	1	1
588	и этим	2	1
589	только то	3	1
590	с самого	2	1
591	что именно	2	1
592	что у	1	1
593	достаточно чтобы	1	1
594	могло служить	1	1
595	и которые	1	1
596	человека можно	1	1
597	как таковые	2	1
598	в осуществлении	1	1
599	он нам	1	1
600	же автора	1	1
601	уже само	1	1
602	но здесь	1	1
603	в построении	5	1
604	из основных	1	1
605	с полным	1	1
606	именно потому	2	1
607	говорит об	1	1
608	не соглашаться	1	1
609	могут дать	1	1
610	бы то	3	1
611	это было	1	1
612	все в	6	1
613	если принять	1	1
614	это заставляет	1	1
615	материалом но	1	1
616	для второго	1	1
617	в особые	1	1
618	во всей	2	1
619	есть действительно	1	1
620	действительно в	1	1
621	непосредственно в	2	1
622	и можно	1	1
623	них в	1	1
624	наконец в	2	1
625	в свете	3	1
626	в лучшем	2	1
627	этой форме	2	1
628	нет такой	1	1
629	условия для	1	1
630	в литературе	3	1
631	содержания но	1	1
632	на которой	1	1
633	и воспринимать	1	1
634	мы видим	3	1
635	явления в	1	1
636	своем существе	1	1
637	отдельными сторонами	1	1
638	всех его	1	1
639	дело здесь	1	1
640	времени как	1	1
641	не то	1	1
642	себя в	3	1
643	прямо не	1	1
644	есть в	3	1
645	нас с	1	1
646	и у	4	1
647	соглашаться с	1	1
648	человеческого духа	2	1
649	слова не	1	1
650	или даже	2	1
651	формальная и	1	1
652	участие в	1	1
653	за ним	2	1
654	из чужих	1	1
655	роль и	1	1
656	для него	15	1
657	и художественно	1	1
658	есть та	1	1
659	ведь это	2	1
660	е и	1	1
661	при всей	1	1
662	бытия и	1	1
663	у него	6	1
664	и никогда	1	1
665	значение только	1	1
666	были бы	4	1
667	глубине и	1	1
668	знает не	1	1
669	одном месте	1	1
670	и т.п	3	1
671	здесь в	1	1
672	все равно	2	1
673	к которому	1	1
674	и социального	1	1
675	как же	3	1
676	а с	1	1
677	в настоящем	3	1
678	воплощенную в	1	1
679	но есть	1	1
680	к человеку	2	1
681	этот термин	1	1
682	не на	3	1
683	притом не	1	1
684	нужно сказать	1	1
685	не создает	1	1
686	чтобы убедиться	1	1
687	которые не	1	1
688	к идеям	1	1
689	и внутренне	1	1
690	слова для	1	1
691	в руках	1	1
692	среди них	1	1
693	между разными	1	1
694	одну из	1	1
695	следует только	1	1
696	наблюдения и	1	1
697	всегда и	1	1
698	жизнь в	1	1
699	мира в	6	1
700	его характер	1	1
701	в одно	1	1
702	проникновения в	1	1
703	в момент	1	1
704	бы оно	1	1
705	все то	4	1
706	автора с	1	1
707	с идеями	1	1
708	и потому	3	1
709	как одно	1	1
710	существенно новый	1	1
711	к своему	1	1
712	в изображении	2	1
713	наряду с	1	1
714	в тех	1	1
715	опору в	1	1
716	быть только	1	1
717	в первой	2	1
718	своего времени	2	1
719	с рядом	1	1
720	чтобы сделать	1	1
721	не понятой	1	1
722	слова и	1	1
723	что из	2	1
724	как предмет	3	1
725	лучшем случае	2	1
726	но для	2	1
727	не любил	1	1
728	с большой	1	1
729	принять участие	1	1
730	и более	1	1
731	слова но	2	1
732	оправдано лишь	1	1
733	от той	1	1
734	и от	1	1
735	она может	1	1
736	по поводу	1	1
737	что оно	1	1
738	он по	1	1
739	своему предмету	1	1
740	для нас	3	1
741	всего что	1	1
742	и все	3	1
743	лишь как	5	1
744	объяснить в	1	1
745	находит свое	1	1
746	чтобы его	2	1
747	случае и	1	1
748	как явление	1	1
749	на языке	2	1
750	достоевский как	2	1
751	служат предметом	1	1
752	ни было	4	1
753	же в	2	1
754	не дает	3	1
755	самому и	1	1
756	отношении к	2	1
757	непосредственно как	1	1
758	них нет	1	1
759	становления и	1	1
760	может и	1	1
761	работы и	1	1
762	он представляет	1	1
763	впервые в	1	1
764	совершенно не	1	1
765	себе самому	3	1
766	жизни а	2	1
767	автора в	2	1
768	типа и	3	1
769	или иного	1	1
770	первом случае	1	1
771	ко всему	1	1
772	есть то	3	1
773	групп не	1	1
774	превращаем в	1	1
775	с внешней	1	1
776	чтобы эти	1	1
777	ее в	1	1
778	в своих	2	1
779	все что	3	1
780	этой точки	1	1
781	они не	3	1
