N	2gram	Nazirov_Tv_2	Myslijsy
120	в его	10	4
121	один из	3	4
122	и между	1	4
123	что для	1	4
124	если не	4	4
125	и потому	4	4
126	все это	6	4
127	этот образ	1	4
128	и от	4	4
129	другой стороны	2	4
130	была бы	1	4
131	только потому	1	3
132	и есть	2	3
133	в первом	1	3
134	действительности и	1	3
135	говорить о	2	3
136	и на	5	3
137	в чем	4	3
138	а только	1	3
139	не то	1	3
140	ответ на	1	3
141	дает нам	1	3
142	не можем	1	3
143	в целом	6	3
144	что она	4	3
145	при этом	8	3
146	т д	11	3
147	в силу	1	3
148	на свое	1	3
149	в каждом	1	3
150	что все	1	3
151	его в	3	3
152	и тогда	2	3
153	как бы	11	3
154	место в	3	3
155	образом и	1	3
156	тому что	1	3
157	на него	2	3
158	образом в	1	3
159	ни о	1	3
160	могут быть	2	3
161	для себя	1	3
162	свою очередь	1	3
163	в образе	3	3
164	том как	1	3
165	быть может	3	3
166	и вообще	2	3
167	со стороны	1	3
168	жизни не	1	3
169	к другой	1	3
170	в начале	3	3
171	прежде всего	8	3
172	друг друга	2	3
173	до сих	3	3
174	именно в	6	3
175	такое же	1	3
176	связь с	2	3
177	так же	5	3
178	самого себя	1	3
179	том смысле	1	3
180	одно только	1	3
181	сих пор	3	3
182	а к	1	3
183	в свою	1	3
184	не знает	1	3
185	в последнем	1	3
186	в которой	2	3
187	в искусстве	2	3
188	к этому	3	3
189	в таком	3	3
190	а между	1	2
191	таком случае	2	2
192	которого в	1	2
193	самом деле	2	2
194	это и	1	2
195	и до	1	2
196	в их	3	2
197	с в	1	2
198	мы уже	1	2
199	той же	1	2
200	что уже	1	2
201	не столько	2	2
202	а тем	1	2
203	то он	1	2
204	тогда как	3	2
205	отношение к	1	2
206	теперь не	1	2
207	что они	4	2
208	нечто вроде	1	2
209	о необходимости	1	2
210	этой стороны	1	2
211	все же	5	2
212	его к	1	2
213	сливается с	1	2
214	господствует над	1	2
215	в этой	5	2
216	а напротив	1	2
217	на то	1	2
218	так сказать	2	2
219	и если	2	2
220	на его	4	2
221	в основании	1	2
222	эта последняя	1	2
223	идеи и	1	2
224	не дает	1	2
225	художественный образ	1	2
226	входит в	1	2
227	ни в	1	2
228	показывает что	4	2
229	несмотря на	1	2
230	во время	1	2
231	в своей	6	2
232	в мысли	1	2
233	между людьми	2	2
234	в которых	3	2
235	мысли и	1	2
236	выше мы	1	2
237	заставляет нас	3	2
238	т п	2	2
239	их в	2	2
240	том же	2	2
241	даже в	1	2
242	она не	1	2
243	что с	1	2
244	как о	2	2
245	но только	1	2
246	ему не	1	2
247	для развития	1	2
248	его с	1	2
249	в области	1	2
250	отказаться от	2	2
251	так например	3	2
252	ничего общего	1	2
253	то или	1	2
254	и о	1	2
255	указывать на	1	2
256	в ее	2	2
257	так в	2	2
258	каждого из	1	2
259	во многом	2	2
260	когда в	1	2
261	и с	8	2
262	об этом	4	2
263	о том	5	2
264	от него	1	2
265	к сознанию	1	2
266	и мы	3	2
267	мы видим	4	2
268	одной из	3	2
269	из многих	1	2
270	но как	1	2
271	на мир	1	2
272	том чтобы	1	2
273	от одной	1	2
274	связи с	1	2
275	видеть что	1	2
276	в виде	2	2
277	слова не	1	2
278	был бы	1	2
279	не составляет	1	2
280	в одном	2	2
281	у него	6	2
282	на стороне	4	2
283	и даже	5	2
284	развития в	1	2
285	тут же	2	2
286	а с	3	2
287	души и	1	2
288	у меня	1	2
289	идеи в	2	2
290	в речи	1	2
291	эти слова	1	2
292	нет ни	1	2
293	он говорит	1	2
294	что же	1	2
295	зрения и	1	2
296	с этой	3	2
297	перед нами	1	2
298	есть одно	1	2
299	и наконец	2	2
300	образов и	1	2
301	что вообще	1	2
302	отношении к	1	2
303	в свой	2	2
304	но этот	1	2
305	народ в	1	1
306	одним из	3	1
307	в сфере	1	1
308	не остается	1	1
309	не имел	1	1
310	есть форма	1	1
311	человеческой души	1	1
312	по преимуществу	2	1
313	из его	1	1
314	едва ли	2	1
315	заставляет человека	1	1
316	бы уже	1	1
317	что если	1	1
318	нашу мысль	1	1
319	в первый	1	1
320	из своих	1	1
321	не вполне	1	1
322	как я	1	1
323	и со	1	1
324	и он	2	1
325	с большим	3	1
326	всех сторон	1	1
327	должна указывать	1	1
328	хотя во	1	1
329	он был	1	1
330	он сам	3	1
331	без которой	1	1
332	с его	1	1
333	не без	1	1
334	сознании все	1	1
335	мы же	1	1
336	если в	1	1
337	есть по	1	1
338	таким-то образом	1	1
339	отличие от	2	1
340	нет и	2	1
341	и я	1	1
342	чем же	1	1
343	в истории	2	1
344	стороны и	1	1
345	о жизни	3	1
346	это был	3	1
347	нас за	2	1
348	хотя и	4	1
349	когда он	4	1
350	имеет в	2	1
351	это определение	3	1
352	но в	4	1
353	то в	1	1
354	но эта	2	1
355	можно в	1	1
356	на ней	2	1
357	из жизни	2	1
358	сказать о	1	1
359	все эти	4	1
360	тоже не	2	1
361	мы чувствуем	1	1
362	о человеке	2	1
363	тому же	2	1
364	во многих	2	1
365	наш взгляд	2	1
366	бы с	1	1
367	главным образом	1	1
368	не внешнее	1	1
369	к миру	2	1
370	после этого	1	1
371	при виде	2	1
372	переходит от	1	1
373	первым и	1	1
374	сердце и	2	1
375	и вот	1	1
376	важную роль	1	1
377	мере своего	1	1
378	на наш	2	1
379	ни был	1	1
380	где нет	2	1
381	в мире	5	1
382	об этой	1	1
383	лишь в	1	1
384	заключается в	1	1
385	которого не	1	1
386	образом если	1	1
387	его личности	1	1
388	мы на	1	1
389	со всех	1	1
390	в глазах	1	1
391	это не	7	1
392	понять его	1	1
393	то все	1	1
394	напротив в	1	1
395	приходит в	1	1
396	в жизни	1	1
397	это слияние	1	1
398	в самую	1	1
399	жизни то	1	1
400	которой он	2	1
401	образ на	1	1
402	с такой	1	1
403	сам в	2	1
404	потому и	1	1
405	в этих	1	1
406	мы как	1	1
407	о ком	1	1
408	но если	2	1
409	от своего	1	1
410	таким же	1	1
411	не зависит	1	1
412	в такой	2	1
413	знаем что	1	1
414	всякий раз	1	1
415	но он	1	1
416	и более	1	1
417	и относительно	1	1
418	в современном	3	1
419	однако в	1	1
420	что этот	2	1
421	в устах	2	1
422	любовь к	1	1
423	путем развития	1	1
424	отдельно от	1	1
425	событий на	1	1
426	тем меньше	1	1
427	себя не	1	1
428	это чувство	1	1
429	чтобы иметь	1	1
430	в таких	1	1
431	о значении	1	1
432	виду что	1	1
433	меня не	1	1
434	на себе	1	1
435	в процессе	2	1
436	а может	1	1
437	чем не	1	1
438	себе самом	1	1
439	он с	1	1
440	ничего не	4	1
441	символическое значение	1	1
442	невозможно но	1	1
443	к поэзии	1	1
444	но очень	1	1
445	же после	1	1
446	образа но	1	1
447	в изолированном	1	1
448	не находим	1	1
449	здесь же	1	1
450	быть в	1	1
451	что на	2	1
452	и далее	2	1
453	представляется нам	1	1
454	начиная с	2	1
455	встречается в	1	1
456	отличается от	1	1
457	глубокое и	1	1
458	на читателя	1	1
459	всего что	1	1
460	в поле	1	1
461	ли что	1	1
462	оставим в	1	1
463	он видит	1	1
464	говоря словами	1	1
465	быть назван	1	1
466	однако по	1	1
467	принять за	1	1
468	должен быть	1	1
469	приходит к	1	1
470	из всего	1	1
471	своего развития	1	1
472	и художественное	1	1
473	в виду	1	1
474	как по	2	1
475	в душу	1	1
476	что само	1	1
477	только то	1	1
478	с самого	1	1
479	в мысль	1	1
480	по способу	1	1
481	что у	4	1
482	только через	2	1
483	не с	1	1
484	ясно что	1	1
485	особенно в	2	1
486	мог бы	1	1
487	в результате	1	1
488	жизнь и	1	1
489	в чистую	1	1
490	доказывая что	1	1
491	предположить что	1	1
492	сводится к	2	1
493	именно потому	1	1
494	и здесь	1	1
495	форма более	1	1
496	своей форме	1	1
497	при котором	1	1
498	одного из	1	1
499	мы понимаем	1	1
500	нет это	1	1
501	в которую	2	1
502	во всех	1	1
503	совершенно как	1	1
504	но нет	1	1
505	непосредственно в	1	1
506	в художественной	1	1
507	в ту	2	1
508	говоря что	1	1
509	исходною точкою	1	1
510	который бы	1	1
511	значит что	1	1
512	его собственная	1	1
513	человек если	1	1
514	тот же	1	1
515	как нечто	1	1
516	в стороне	2	1
517	который в	1	1
518	и ее	2	1
519	или его	1	1
520	не мешает	2	1
521	в выражении	1	1
522	без этого	1	1
523	себя в	2	1
524	положение что	1	1
525	в поэзии	1	1
526	еще одну	1	1
527	или даже	2	1
528	при помощи	2	1
529	его и	2	1
530	смерти и	1	1
531	она действительно	1	1
532	мы знаем	1	1
533	образом посредством	1	1
534	в известной	4	1
535	и субъективен	1	1
536	целом и	2	1
537	сами по	1	1
538	с определенным	1	1
539	при всей	1	1
540	как его	1	1
541	должен был	1	1
542	и прекрасным	1	1
543	не говорит	1	1
544	к самому	2	1
545	не является	3	1
546	жизни в	3	1
547	даже не	1	1
548	как у	3	1
549	отлична от	1	1
550	и люди	1	1
551	превращается в	3	1
552	идея не	1	1
553	без людей	1	1
554	на этот	2	1
555	не означает	2	1
556	то по	1	1
557	под влиянием	1	1
558	но можно	1	1
559	почти ничего	1	1
560	к нескольким	1	1
561	время с	1	1
562	и а	1	1
563	и ограниченность	1	1
564	эта идея	1	1
565	в одной	3	1
566	человека к	1	1
567	в обществе	1	1
568	общего с	1	1
569	власть над	1	1
570	себя из	1	1
571	в область	3	1
572	в образ	1	1
573	несколько раз	3	1
574	думать о	1	1
575	нам вместе	1	1
576	человека или	1	1
577	мысль с	1	1
578	только для	2	1
579	я с	1	1
580	сходство с	1	1
581	бедность и	1	1
582	вряд ли	1	1
583	с упомянутым	1	1
584	пор еще	1	1
585	мы только	1	1
586	а все	1	1
587	так мы	2	1
588	в силах	2	1
589	человек и	1	1
590	художник в	1	1
591	в эту	1	1
592	или нет	1	1
593	г в	1	1
594	вообще в	1	1
595	ее собственной	1	1
596	по самой	3	1
597	романа и	3	1
598	давно уже	2	1
599	понимание этого	1	1
600	еще ничего	1	1
601	от ее	2	1
602	и начинается	1	1
603	может и	1	1
604	я говорю	1	1
605	первый раз	1	1
606	между ними	1	1
607	самой своей	3	1
608	я могу	1	1
609	с ними	2	1
610	него в	2	1
611	в голову	1	1
612	но эти	2	1
613	разговоре с	1	1
614	отделался от	1	1
615	нас не	1	1
616	стороны искусства	1	1
617	во всяком	2	1
618	смысле что	1	1
