N	2gram	Ircho_Kome_2	Mirosoze
106	ничего не	1	3
107	к тому	12	3
108	в ее	2	3
109	с собой	2	3
110	они ищут	1	3
111	человека его	1	3
112	все его	1	3
113	себя в	3	3
114	конечно не	1	3
115	одно из	2	3
116	не так	1	3
117	и их	3	3
118	так как	4	3
119	о себе	1	3
120	от человека	1	3
121	для нас	3	3
122	интерес к	3	3
123	в динамике	1	3
124	хотя бы	2	3
125	будто бы	1	3
126	одним из	2	2
127	вопрос о	3	2
128	время как	2	2
129	в виду	2	2
130	не все	1	2
131	по отношению	3	2
132	человеку и	2	2
133	в истории	5	2
134	т е	1	2
135	как в	3	2
136	все же	4	2
137	и как	1	2
138	и к	2	2
139	от этого	2	2
140	за собой	2	2
141	и у	2	2
142	все эти	1	2
143	приводит к	1	2
144	с их	4	2
145	как он	3	2
146	если бы	9	2
147	его судьба	1	2
148	входит в	1	2
149	на протяжении	10	2
150	мира сего	1	2
151	и мы	1	2
152	чем в	2	2
153	которую он	1	2
154	начинает с	2	2
155	место в	4	2
156	от его	1	2
157	сих пор	2	2
158	и жизнь	2	2
159	любовь к	1	2
160	с которой	1	2
161	в то	6	2
162	в основе	1	2
163	того чтобы	6	2
164	по своей	1	2
165	в каком	1	2
166	отличается от	1	2
167	всего в	2	2
168	его с	1	2
169	как для	1	2
170	динамике в	1	2
171	в наше	1	2
172	должен быть	1	2
173	и от	4	2
174	то время	3	2
175	и что	2	2
176	еще в	4	2
177	по сравнению	1	2
178	разного рода	1	2
179	с ним	1	2
180	о том	6	2
181	и во	2	2
182	человека из	1	2
183	легенде о	1	2
184	же можно	2	2
185	насилие над	3	2
186	мы видим	1	2
187	нем не	2	2
188	жизни и	3	2
189	человека с	1	2
190	так называемый	1	2
191	никто не	3	2
192	отношению к	3	2
193	как будто	4	2
194	для того	5	2
195	во власти	1	2
196	до сих	2	2
197	у самого	1	2
198	и самый	1	2
199	на этот	4	2
200	о чем	3	2
201	он и	1	2
202	по своему	2	2
203	в той	2	2
204	как бы	2	2
205	быть не	1	2
206	его творчество	1	2
207	и нет	1	2
208	в начале	4	2
209	его образ	1	2
210	о мире	1	2
211	в более	1	2
212	и для	4	2
213	его творчества	1	2
214	бы в	2	2
215	своих героев	1	2
216	жизни в	1	2
217	в свою	1	2
218	сказать что	1	2
219	к этому	5	2
220	все что	1	2
221	также что	2	1
222	и т	2	1
223	чувствовать себя	1	1
224	по отдельным	2	1
225	становится в	3	1
226	сил и	1	1
227	имя его	1	1
228	шаг вперед	1	1
229	мы имеем	2	1
230	мы не	2	1
231	ни у	1	1
232	не вполне	2	1
233	ему в	1	1
234	то это	2	1
235	и самой	1	1
236	и был	2	1
237	собой в	1	1
238	меньше чем	2	1
239	еще не	6	1
240	как ему	1	1
241	чтобы по	1	1
242	в существовании	1	1
243	что люди	1	1
244	во всех	3	1
245	не без	1	1
246	то мы	1	1
247	в юности	1	1
248	утра до	1	1
249	самом деле	1	1
250	это свойство	1	1
251	тех же	3	1
252	если в	2	1
253	отличие от	2	1
254	в свои	1	1
255	мира в	4	1
256	более чем	4	1
257	стало быть	1	1
258	в одной	2	1
259	как к	1	1
260	это был	1	1
261	кажется в	1	1
262	он дал	1	1
263	со своей	3	1
264	жизни еще	1	1
265	есть для	2	1
266	жизни так	2	1
267	что же	1	1
268	в греции	2	1
269	роль в	2	1
270	имеет для	1	1
271	замыкается в	1	1
272	держать в	1	1
273	которой не	1	1
274	и почему	2	1
275	свое творческое	1	1
276	в силу	2	1
277	европейской культуры	1	1
278	огромный шаг	1	1
279	его от	1	1
280	который с	1	1
281	в каждом	3	1
282	для грека	1	1
283	же не	2	1
284	в состоянии	1	1
285	от греческого	1	1
286	том случае	1	1
287	творчестве в	1	1
288	на все	1	1
289	знает что	1	1
290	это было	4	1
291	целью чтобы	1	1
292	не умеет	1	1
293	всю свою	1	1
294	после этого	2	1
295	выходя из	1	1
296	человек который	1	1
297	которой он	1	1
298	одна и	1	1
299	с такой	1	1
300	хотя в	1	1
301	не больше	1	1
302	сказать в	1	1
303	во время	6	1
304	от своего	1	1
305	этой связи	1	1
306	можно найти	1	1
307	и без	1	1
308	но у	1	1
309	было очень	1	1
310	в отличие	2	1
311	должны были	1	1
312	о собственной	1	1
313	сам же	1	1
314	нельзя было	1	1
315	для многих	1	1
316	в философии	2	1
317	обращение к	1	1
318	и более	1	1
319	как от	1	1
320	бы быть	1	1
321	вовсе не	2	1
322	человеку не	1	1
323	между людьми	1	1
324	не менее	4	1
325	не раз	1	1
326	эта мысль	1	1
327	в обоих	3	1
328	на два	1	1
329	что их	2	1
330	у кого	1	1
331	тайну и	1	1
332	человека если	1	1
333	самой жизни	1	1
334	до вечера	1	1
335	или об	1	1
336	такая же	2	1
337	и после	2	1
338	мало общего	1	1
339	в области	1	1
340	не знали	1	1
341	от того	2	1
342	не заставляет	1	1
343	не одно	1	1
344	к себе	1	1
345	в духе	2	1
346	нет ни	1	1
347	и всех	1	1
348	протяжении всего	1	1
349	как человек	1	1
350	все еще	1	1
351	от которой	2	1
352	приходит к	1	1
353	в душу	1	1
354	приносит нам	1	1
355	в пределах	1	1
356	так в	2	1
357	свои силы	1	1
358	встреча с	1	1
359	не столько	1	1
360	и сам	3	1
361	в образе	3	1
362	исключительно с	1	1
363	можно было	4	1
364	так и	12	1
365	в нескольких	1	1
366	не отражает	1	1
367	было в	1	1
368	в социальном	1	1
369	жизнь и	1	1
370	интересен для	1	1
371	является в	1	1
372	в эпоху	1	1
373	и даже	1	1
374	с утра	1	1
375	в содержании	1	1
376	не меньше	1	1
377	означает что	1	1
378	об этом	2	1
379	с человеком	1	1
380	в разных	1	1
381	средством для	1	1
382	всех сомнений	1	1
383	узнать в	1	1
384	и поэтому	3	1
385	и та	1	1
386	одного из	1	1
387	уже знают	1	1
388	начале xx	1	1
389	нас в	1	1
390	в греческой	1	1
391	от них	1	1
392	когда дело	1	1
393	во всей	1	1
394	не одна	1	1
395	восходит к	4	1
396	в другой	2	1
397	даже для	1	1
398	также в	2	1
399	все время	2	1
400	в сферу	1	1
401	сразу же	4	1
402	в новой	1	1
403	речи о	1	1
404	одной из	4	1
405	трагедии и	1	1
406	то он	1	1
407	наше время	1	1
408	между тем	4	1
409	целого периода	1	1
410	и ее	2	1
411	и первой	1	1
412	так что	5	1
413	же она	1	1
414	с нею	1	1
415	которой бы	1	1
416	говорить об	1	1
417	то и	1	1
418	античного мира	2	1
419	не принимает	1	1
420	ответ на	3	1
421	но нет	1	1
422	всяком случае	2	1
423	что она	2	1
424	в одном	2	1
425	т п	2	1
426	ничего но	1	1
427	произведения и	1	1
428	у нее	2	1
429	как его	1	1
430	идет в	1	1
431	нее не	1	1
432	рядом с	2	1
433	от ее	2	1
434	и из	1	1
435	к которому	1	1
436	с той	2	1
437	действующих лиц	5	1
438	что не	1	1
439	положение человека	1	1
440	говорит о	1	1
441	а на	2	1
442	у других	2	1
443	не на	1	1
444	жизнь в	1	1
445	для их	2	1
446	ближе к	1	1
447	если не	2	1
448	себя на	1	1
449	все более	1	1
450	в частности	4	1
451	к его	2	1
452	ничего нет	1	1
453	над ним	1	1
454	в столь	1	1
455	людей с	1	1
456	все внимание	1	1
457	сравнению с	1	1
458	этих словах	1	1
459	в течение	2	1
460	наряду с	6	1
461	если человек	1	1
462	не видят	1	1
463	да и	3	1
464	в это	2	1
465	комнаты и	1	1
466	его собственный	2	1
467	только для	1	1
468	о его	4	1
469	форме к	1	1
470	той целью	1	1
471	было еще	1	1
472	отношений и	1	1
473	он признает	1	1
474	целый ряд	2	1
475	из себя	1	1
476	бы он	1	1
477	еще более	2	1
478	тем более	1	1
479	не должен	1	1
480	против того	1	1
481	силы в	1	1
482	но всегда	1	1
483	за этим	1	1
484	к ее	1	1
485	он же	1	1
486	в период	3	1
487	от всех	2	1
488	вперед по	1	1
489	ко всему	1	1
490	та же	1	1
491	на это	2	1
492	время он	1	1
493	пути к	2	1
494	в искусстве	1	1
495	случае если	1	1
496	и эта	1	1
497	так же	1	1
498	во всяком	2	1
499	земли и	1	1
