N	2gram	Trubetskoy_1	Stilisti
606	та или	1	1
607	же он	1	1
608	в другом	3	1
609	если же	2	1
610	время и	1	1
611	ее не	1	1
612	для настоящего	1	1
613	чем больше	1	1
614	не был	1	1
615	сознании и	1	1
616	на этот	1	1
617	все что	4	1
618	все равно	1	1
619	и вся	1	1
620	головы и	1	1
621	ли оно	1	1
622	была бы	1	1
623	одну и	1	1
624	и ту	1	1
625	деятельности для	1	1
626	в меру	2	1
627	по отношению	2	1
628	таким же	3	1
629	мы подойдем	1	1
630	и есть	2	1
631	или менее	4	1
632	борьбы с	1	1
633	он должен	5	1
634	рабочего и	1	1
635	кого кроме	1	1
636	оно может	1	1
637	что бы	3	1
638	никак не	1	1
639	в самой	1	1
640	ту же	1	1
641	благодаря этому	2	1
642	мы теперь	1	1
643	говорить не	1	1
644	со стороны	4	1
645	со своими	1	1
646	так например	1	1
647	себе что	1	1
648	как же	1	1
649	постепенно в	1	1
650	который нельзя	1	1
651	возможно лишь	4	1
652	мысль о	1	1
653	и тогда	2	1
654	к одному	1	1
655	ибо они	1	1
656	человека на	1	1
657	вообще не	1	1
658	здесь же	1	1
659	лишь при	5	1
660	наконец и	1	1
661	отметить что	2	1
662	ведь даже	1	1
663	народов у	1	1
664	в своем	6	1
665	с ними	1	1
666	роль и	1	1
