N	2gram	Vygotskiy__5	Otkroven
219	не идет	1	1
220	то в	3	1
221	за собой	1	1
222	поэтому он	2	1
223	и после	1	1
224	который в	1	1
225	что это	1	1
226	между этими	1	1
227	самой природе	2	1
228	вопрос об	3	1
229	представляет собой	7	1
230	со всеми	2	1
231	думать что	1	1
232	с их	4	1
233	только один	2	1
234	системы и	1	1
235	на то	1	1
236	чтобы овладеть	1	1
237	что она	2	1
238	и других	1	1
239	да и	1	1
240	речи и	6	1
241	из них	2	1
242	после этого	1	1
243	раз навсегда	1	1
244	его и	3	1
245	от которого	1	1
246	единство в	1	1
247	ключ к	1	1
248	он должен	5	1
249	к одному	2	1
250	в силу	10	1
251	есть один	1	1
252	в корне	2	1
253	в одном	3	1
254	двух противоположных	1	1
255	вовсе не	2	1
256	мысли как	2	1
257	само по	2	1
258	и влечет	1	1
259	из него	1	1
260	показал что	3	1
261	этом отношении	5	1
262	от того	3	1
263	оно дает	1	1
264	в каждом	1	1
265	вращается вокруг	1	1
266	в совершенно	2	1
267	его собственного	1	1
268	и даже	2	1
269	со стороны	1	1
270	к другу	1	1
271	заключается в	5	1
272	главное и	2	1
273	не совпадает	2	1
274	и прежде	1	1
275	а это	1	1
276	дана уже	1	1
277	приходит в	1	1
278	всегда представляет	1	1
279	в жизни	2	1
280	говорит о	3	1
281	во внутренней	1	1
282	эксперимент в	1	1
283	в них	2	1
284	этого слова	1	1
285	а с	2	1
286	попал в	1	1
287	может ли	2	1
288	на этот	4	1
289	и самый	1	1
290	тонет в	1	1
291	всегда и	1	1
292	ним когда	1	1
293	о чем	2	1
294	в чистом	1	1
295	нисколько не	1	1
296	под влиянием	1	1
297	в царстве	1	1
298	не так	1	1
299	места в	1	1
300	связь с	1	1
301	начиная с	1	1
302	все основные	3	1
303	как это	8	1
304	в котором	2	1
305	и почему	1	1
306	может с	1	1
307	что говорит	1	1
308	он говорит	1	1
309	смысле этого	1	1
310	в сферу	1	1
311	мысли есть	1	1
312	это есть	4	1
313	который всегда	1	1
314	все почти	1	1
315	что было	2	1
316	всяком случае	1	1
317	и более	3	1
318	в конце	1	1
319	друг с	7	1
320	распадается на	1	1
321	и менее	1	1
322	а потому	3	1
323	это вопрос	1	1
324	разговор с	1	1
325	в отношении	9	1
326	и здесь	2	1
327	но это	3	1
328	чтобы иметь	1	1
329	отличается от	1	1
330	она не	1	1
331	мысли в	4	1
332	того как	5	1
333	мысли он	1	1
334	этими двумя	2	1
335	со всей	1	1
336	в процессе	13	1
337	он еще	2	1
338	существует между	1	1
339	связанная с	2	1
340	нужна ему	1	1
341	он указывает	1	1
342	не существует	1	1
343	есть одно	1	1
344	но остается	1	1
345	в отношениях	1	1
346	к одной	1	1
347	особого рода	1	1
348	это часто	1	1
349	но еще	1	1
350	бы в	4	1
351	еще более	5	1
352	для его	2	1
353	по своей	3	1
354	во всем	2	1
355	в сознании	1	1
356	отношении к	1	1
357	как будто	2	1
358	иначе чем	1	1
359	не потому	1	1
360	с другом	7	1
361	перед ним	1	1
362	и богатый	1	1
363	у нас	2	1
364	была бы	1	1
365	совершенно не	2	1
366	природе и	1	1
367	к его	3	1
368	и заключается	1	1
369	чтобы сделать	2	1
370	в свое	2	1
371	сила и	1	1
372	огромное значение	1	1
373	и состоит	1	1
374	жизни и	2	1
375	это так	1	1
376	во всяком	2	1
377	указывает на	2	1
