N	2gram	Savitsky_E_1	KulturaY
340	в китае	1	1
341	по отношению	1	1
342	в общем	3	1
343	более как	1	1
344	минуту забывать	1	1
345	к сожалению	1	1
346	относится к	1	1
347	показать в	1	1
348	идет о	3	1
349	в рамках	1	1
350	независимо от	4	1
351	значение его	1	1
352	что как	1	1
353	на минуту	1	1
354	вспомним что	1	1
355	же по	1	1
356	всех стран	1	1
357	помнить что	2	1
358	в противном	1	1
359	кроме того	1	1
360	и как	2	1
361	что по	1	1
362	сказал бы	1	1
363	и к	3	1
364	уже отчасти	1	1
365	то в	4	1
366	характер как	1	1
367	значения как	1	1
368	мы получаем	1	1
369	чуть ли	1	1
370	во многих	4	1
371	полное свое	1	1
372	только между	1	1
373	что автор	1	1
374	в известном	3	1
375	в последнее	1	1
376	идут в	1	1
377	что к	2	1
378	значение так	1	1
379	нами в	1	1
380	бы только	1	1
381	в себе	9	1
382	тому же	1	1
383	претендовать на	1	1
384	в случае	2	1
385	этот процесс	2	1
386	как оно	2	1
387	мы можем	3	1
388	и революции	2	1
389	не значит	1	1
390	в принципе	1	1
391	вообще не	3	1
392	и сибири	1	1
393	какой бы	2	1
394	это один	1	1
395	или иных	1	1
396	тому чтобы	2	1
397	то ни	4	1
398	не будет	3	1
399	в совершенно	1	1
400	должны будут	1	1
401	к другу	1	1
402	из всех	3	1
403	с течением	2	1
404	но нам	1	1
405	кажется что	2	1
406	который по	1	1
407	бы совершенно	2	1
408	и творчества	2	1
409	точнее и	1	1
410	в последние	6	1
411	далеко не	2	1
412	русской культуры	1	1
413	заключалась в	1	1
414	фигурирует в	1	1
415	здесь можно	1	1
416	на и	2	1
417	и целые	1	1
418	можно считать	3	1
419	и было	1	1
420	потому и	1	1
421	и некоторые	3	1
422	такой же	2	1
423	мы приходим	1	1
424	лежат в	4	1
425	видели в	1	1
426	на месте	2	1
427	нам ясен	1	1
428	место в	3	1
429	далее в	1	1
430	от себя	1	1
431	признать что	1	1
432	для всякого	1	1
433	ли этот	1	1
434	значение для	1	1
435	в одном	2	1
436	которые в	1	1
437	творчества и	1	1
438	быть может	1	1
439	только те	2	1
440	с такими	1	1
441	том же	1	1
442	для нее	1	1
443	даже в	4	1
444	тому что	1	1
445	культурной жизни	4	1
446	но еще	2	1
447	тогда когда	2	1
448	дело в	3	1
449	одна из	1	1
450	что принцип	1	1
451	образования как	1	1
452	с и	10	1
453	и когда	1	1
454	индифферентизм к	1	1
455	для всего	1	1
456	они являются	1	1
457	следует понимать	1	1
458	во всем	1	1
459	же смысл	1	1
460	которое не	1	1
461	так то	1	1
462	течением времени	2	1
463	в построениях	1	1
464	такие же	1	1
465	свое собственное	1	1
466	политической и	1	1
467	когда мы	1	1
468	значительной степени	1	1
469	пределах которых	1	1
470	о таких	1	1
471	не есть	2	1
472	все еще	1	1
473	свое значение	1	1
474	имеет место	2	1
475	всегда в	1	1
476	данной области	2	1
477	наблюдений над	1	1
478	приходит к	1	1
479	смысле что	1	1
480	то она	1	1
481	с ее	1	1
482	населения и	2	1
483	всего этого	1	1
484	указывать на	1	1
485	в ее	8	1
486	на основе	2	1
487	это имело	1	1
488	с мировым	2	1
489	то время	1	1
490	то как	1	1
491	по природе	1	1
492	во многом	2	1
493	не дают	2	1
494	это мы	1	1
495	к тем	1	1
496	такие изменения	1	1
497	поэтому в	1	1
498	в некоторой	1	1
499	на язык	2	1
500	переводе на	1	1
501	отчасти уже	2	1
502	но нужно	2	1
503	русских и	2	1
504	тех кто	1	1
505	о том	3	1
506	на вопрос	1	1
507	все ее	1	1
508	внимание на	1	1
509	говорит об	1	1
510	в случаях	1	1
511	время совершенно	1	1
512	значение имеют	1	1
513	прочих равных	1	1
514	в значительной	2	1
515	не выходит	1	1
516	нас в	1	1
517	ее от	2	1
518	от них	3	1
519	отрицательный ответ	1	1
520	переходит в	1	1
521	политические и	1	1
522	самом процессе	1	1
523	отметить что	3	1
524	этого периода	1	1
525	при прочих	1	1
526	вслед за	6	1
527	глаза на	1	1
528	каких бы	2	1
529	с а	2	1
530	этих более	1	1
531	значит что	1	1
532	известном смысле	3	1
533	но с	2	1
534	iv в	1	1
535	одной из	5	1
536	дело с	1	1
537	что даже	1	1
538	в какой	2	1
539	не устраняет	2	1
540	например с	2	1
541	европе и	3	1
542	одних и	1	1
543	имело место	1	1
544	указать на	1	1
545	строя в	1	1
546	какова должна	1	1
547	из положения	1	1
548	в большинстве	2	1
549	ни было	4	1
550	борьбы с	1	1
551	в виде	5	1
552	чем обычно	1	1
553	как более	1	1
554	так называемый	1	1
555	е не	1	1
556	одно из	1	1
557	для него	1	1
558	и их	1	1
559	мы находим	1	1
560	войной и	1	1
561	к ним	3	1
562	даже при	2	1
563	заметить что	2	1
564	роли и	1	1
565	в других	2	1
566	и только	3	1
567	или иной	4	1
568	также на	1	1
569	которые можно	1	1
570	в каких	1	1
571	и прежде	3	1
572	каком смысле	1	1
573	сущности к	1	1
574	ныне в	2	1
575	одной стороны	8	1
576	поскольку она	2	1
577	у других	1	1
578	зрения возможности	1	1
579	к осознанию	1	1
580	в пределы	3	1
581	не допускает	1	1
582	во внимание	1	1
583	нужно иметь	2	1
584	с которым	1	1
585	становится ясным	1	1
586	если не	1	1
587	более чем	2	1
588	все более	9	1
589	связь с	1	1
590	наше внимание	2	1
591	можно утверждать	2	1
592	суждений о	1	1
593	за тем	2	1
594	интересно отметить	1	1
595	в европе	1	1
596	поэтому если	1	1
597	если так	1	1
598	по своему	7	1
599	сравнению с	2	1
600	наряду с	2	1
601	последнем случае	1	1
602	это различие	1	1
603	к настоящему	3	1
604	говорили бы	1	1
605	поскольку он	2	1
606	когда он	3	1
607	действительно ли	1	1
608	том смысле	1	1
609	значение как	1	1
610	войны и	2	1
611	она есть	1	1
612	создано и	1	1
613	быть и	1	1
614	что нет	1	1
615	к двум	1	1
616	и новой	1	1
617	с большой	2	1
618	тех или	1	1
619	большее количество	1	1
620	более того	1	1
621	часть которых	1	1
622	целей и	1	1
623	которые никак	1	1
624	новое слово	3	1
625	выше не	1	1
626	она может	1	1
627	бы в	2	1
628	тем более	4	1
629	же к	2	1
630	значении но	1	1
631	в этих	2	1
632	на осуществление	1	1
633	и революцией	1	1
634	между ними	2	1
635	который не	1	1
636	будет тем	1	1
637	как культура	2	1
638	и другие	1	1
639	экономической жизни	4	1
640	понимать что	1	1
641	как на	3	1
