N	2gram	Vinokur_St_1	slovoVRo
488	или иные	1	1
489	тем или	3	1
490	слов от	1	1
491	во всей	1	1
492	этой стилистической	1	1
493	именно такое	2	1
494	наук и	1	1
495	и об	7	1
496	в лучшем	1	1
497	является результатом	1	1
498	не зная	1	1
499	того что	9	1
500	пушкина для	5	1
501	одной из	1	1
502	в какой	3	1
503	иногда такие	1	1
504	именно такой	1	1
505	целом ряде	1	1
506	ему самому	1	1
507	в качестве	4	1
508	первостепенное значение	1	1
509	др но	1	1
510	и обратно	1	1
511	представить себе	1	1
512	сами по	1	1
513	в конце	3	1
514	не для	2	1
515	с этими	1	1
516	дело и	1	1
517	случае не	2	1
518	и никогда	1	1
519	из которого	2	1
520	как раз	4	1
521	тем что	5	1
522	чтобы оно	1	1
523	характерны для	1	1
524	в других	2	1
525	не были	1	1
526	себе представить	1	1
527	говорим о	1	1
528	для правильного	1	1
529	евгений онегин	2	1
530	или иначе	2	1
531	ведь на	1	1
532	с той	1	1
533	которая на	1	1
534	случаев в	1	1
535	это кажется	1	1
536	что не	3	1
537	современного литературного	1	1
538	говорит о	3	1
539	в изобилии	1	1
540	притом не	1	1
541	к сожалению	3	1
542	превращается в	2	1
543	нужно сказать	5	1
544	а на	3	1
545	самое слово	1	1
546	однако и	2	1
547	другой стороны	7	1
548	именно так	1	1
549	его собственной	2	1
550	ближе к	1	1
551	для этой	1	1
552	за каждым	1	1
553	мы находим	4	1
554	в частности	4	1
555	можно утверждать	1	1
556	даже не	4	1
557	в потенции	1	1
558	в иных	2	1
559	нет ни	2	1
560	какого бы	1	1
561	или иного	4	1
562	и традиций	1	1
563	и всей	1	1
564	да и	3	1
565	для понимания	1	1
566	этого слова	2	1
567	при условии	1	1
568	того или	4	1
569	и таким	1	1
570	этом и	1	1
571	в наше	1	1
572	тексты у	1	1
573	не является	3	1
574	бы говорить	1	1
575	тем и	1	1
576	но на	2	1
577	постановке вопроса	1	1
578	или иным	3	1
579	литературного и	1	1
580	себя самого	1	1
581	или нет	1	1
582	вообще в	1	1
583	точного воспроизведения	1	1
584	но зато	1	1
585	нисколько не	2	1
586	лучшем случае	1	1
587	письма и	3	1
588	этот разрыв	1	1
589	также в	2	1
590	бы быть	1	1
591	в последнем	1	1
592	сам в	2	1
593	кстати сказать	2	1
594	что такое	1	1
595	в своих	2	1
596	свою задачу	1	1
597	к этому	1	1
598	том числе	2	1
599	гораздо более	4	1
