N	2gram	Bakhtin_Pr_1	Stilisti
117	но в	4	4
118	на него	3	4
119	о том	4	4
120	все это	3	4
121	себя в	2	4
122	самом деле	6	4
123	и пр	2	4
124	точка зрения	3	4
125	можно было	4	4
126	если бы	3	4
127	той или	2	4
128	нуждается в	2	3
129	или иное	2	3
130	и здесь	2	3
131	не знает	3	3
132	ведь в	1	3
133	еще не	7	3
134	и вот	1	3
135	не становится	1	3
136	жизни и	1	3
137	как таковой	2	3
138	слова но	3	3
139	и для	11	3
140	не к	6	3
141	связи с	2	3
142	и все	3	3
143	до того	1	3
144	то он	1	3
145	и социального	1	3
146	что у	1	3
147	его и	1	3
148	в тех	3	3
149	лишь в	2	3
150	вследствие этого	3	3
151	то или	2	3
152	если он	1	3
153	между ними	4	3
154	слово и	2	3
155	для нас	1	3
156	в виду	4	3
157	в начале	2	3
158	в ее	4	3
159	здесь мы	2	3
160	отношения к	6	3
161	на самом	4	3
162	нет и	3	3
163	это не	5	3
164	и даже	3	3
165	в целом	3	3
166	что оно	2	3
167	да и	3	3
168	сказать что	4	3
169	мы в	3	3
170	как только	3	3
171	хотя и	3	3
172	из них	1	3
173	в котором	2	3
174	этого слова	1	3
175	слов в	1	3
176	в одном	1	3
177	содержание и	2	3
178	что и	2	3
179	бы мы	1	3
180	но что	1	3
181	слова как	1	3
182	связь и	2	3
183	и уже	1	3
184	может стать	3	3
185	конечно не	5	3
186	только на	1	3
187	и эта	2	3
188	всякое высказывание	1	3
189	так называемой	1	3
190	которое может	1	3
191	том что	3	3
192	но для	1	3
193	все эти	5	2
194	войти в	2	2
195	для всех	1	2
196	нашего исследования	1	2
197	но не	12	2
198	вопрос о	1	2
199	в связи	2	2
200	понимания и	1	2
201	место в	8	2
202	или в	2	2
203	значение и	1	2
204	как например	1	2
205	не должно	1	2
206	может получить	1	2
207	оно является	1	2
208	что вся	1	2
209	как таковое	1	2
210	здесь не	4	2
211	для них	1	2
212	как с	1	2
213	есть не	2	2
214	теперь к	1	2
215	человека и	1	2
216	не было	2	2
217	связь с	3	2
218	к нему	10	2
219	сих пор	1	2
220	в какой	2	2
221	как нечто	3	2
222	и вообще	2	2
223	к которому	4	2
224	иное как	1	2
225	художественное творчество	7	2
226	с ним	5	2
227	бы не	2	2
228	в значительной	2	2
229	человека с	1	2
230	быть понято	1	2
231	в своей	7	2
232	а на	1	2
233	и те	2	2
234	эти системы	1	2
235	бы и	1	2
236	на отдельные	1	2
237	который мы	1	2
238	и он	2	2
239	н о	1	2
240	слова мы	1	2
241	себе это	1	2
242	находит свое	2	2
243	или даже	1	2
244	смысле этого	1	2
245	одной из	3	2
246	из всего	1	2
247	все то	3	2
248	зрения на	1	2
249	литературное произведение	1	2
250	или хотя	1	2
251	отношение к	10	2
252	для него	1	2
253	как не	1	2
254	к чему	2	2
255	существенным моментом	2	2
256	в том	8	2
257	этом отношении	2	2
258	в него	2	2
259	чему не	1	2
260	в помощи	1	2
261	оценок и	2	2
262	не с	4	2
263	что иное	1	2
264	лишь путем	1	2
265	из которых	2	2
266	которые в	1	2
267	равно как	1	2
268	как в	4	2
269	в дальнейшем	3	2
270	будем называть	2	2
271	говорящего к	1	2
272	со всех	2	2
273	бытия в	3	2
274	в душе	1	2
275	не говоря	1	2
276	и всего	1	2
277	глаза и	1	2
278	природы и	3	2
279	говорить и	2	2
280	связано с	1	2
281	и потому	4	2
282	должно быть	5	2
283	от чего	1	2
284	нам в	1	2
285	ясно что	3	2
286	значительной степени	1	2
287	тем что	2	2
288	даже и	1	2
289	себе и	1	2
290	мы имеем	2	2
291	в основе	5	2
292	ни один	1	2
293	по своему	1	2
294	не всегда	6	2
295	на первый	2	2
296	а к	2	2
297	в этих	2	2
298	не нужно	5	2
299	как уже	1	2
300	события и	2	2
301	человека в	2	2
302	нуждаются в	1	2
303	в мире	3	2
304	до конца	1	2
305	также и	3	2
306	без языка	1	2
307	с природой	1	2
308	ли он	1	2
309	несмотря на	3	2
310	помнить что	3	2
311	в своих	2	2
312	и форма	1	2
313	однако в	1	2
314	всех его	4	2
315	вне которой	1	2
316	в частности	2	2
317	иметь дело	2	2
318	его не	2	2
319	от их	1	2
320	целый ряд	1	2
321	высказывания в	1	2
322	в которых	1	2
323	к этому	2	2
324	мы конечно	1	2
325	что он	2	2
326	но эта	1	2
327	к миру	3	2
328	слова не	3	2
329	миру и	2	2
330	в пределах	6	2
331	высказывания не	1	2
332	материалом и	1	2
333	этот вопрос	1	2
334	и содержание	3	2
335	ни к	2	2
336	и несколько	1	2
337	но это	3	2
338	эти высказывания	1	2
339	форме и	2	2
340	не есть	6	2
341	и при	2	2
342	этих явлений	2	1
343	звукового материала	2	1
344	связи и	3	1
345	словом но	2	1
346	столь же	2	1
347	до крайности	1	1
348	не могла	1	1
349	отвлечься от	1	1
350	приходится делать	1	1
351	действительность но	1	1
352	может и	4	1
353	широком смысле	1	1
354	какое значение	1	1
355	в конечном	4	1
356	или только	1	1
357	по сравнению	1	1
358	сравнению с	1	1
359	форму именно	1	1
360	есть в	1	1
361	дальнейшем называть	1	1
362	процессы в	1	1
363	этим путем	1	1
364	мы это	1	1
365	так форма	1	1
366	должны быть	4	1
367	кроме самого	1	1
368	говорить о	3	1
369	это возможно	1	1
370	только как	6	1
371	даже к	1	1
372	это чувство	1	1
373	о котором	2	1
374	его с	1	1
375	характер в	1	1
376	могла бы	1	1
377	борьбе за	1	1
378	и внешним	1	1
379	должен стать	1	1
380	нет в	1	1
381	иногда и	3	1
382	отношению к	19	1
383	мыслью но	1	1
384	все свои	1	1
385	и художественного	3	1
386	это как	1	1
387	и широких	1	1
388	она не	2	1
389	и действительно	1	1
390	был бы	1	1
391	не нужны	1	1
392	души и	2	1
393	не путем	2	1
394	большинстве случаев	5	1
395	к лицу	1	1
396	не менее	4	1
397	кроме того	3	1
398	продуктивность и	1	1
399	вовсе не	2	1
400	творчества в	3	1
401	так чтобы	1	1
402	к языку	1	1
403	образом не	1	1
404	языка может	1	1
405	на то	2	1
406	бы что	1	1
407	в виде	2	1
408	значение для	3	1
409	каждого отдельного	1	1
410	тела и	1	1
411	в произведении	4	1
412	с самим	2	1
413	борьбы в	1	1
414	процесс осуществления	1	1
415	произведения и	2	1
416	говоря уже	1	1
417	изъятый из	1	1
418	в большинстве	5	1
419	вопросов но	1	1
420	и во	2	1
421	социального события	1	1
422	цели и	2	1
423	и должны	2	1
424	же должно	1	1
425	например форма	1	1
426	там где	6	1
427	дает нам	2	1
428	что эта	2	1
429	конечном счете	4	1
430	чтобы стать	4	1
431	роман и	1	1
432	и другие	2	1
433	и завершение	4	1
434	слова для	1	1
435	до сих	1	1
436	слагается из	1	1
437	или иная	1	1
438	оформление и	1	1
439	с другими	3	1
440	если в	1	1
441	для построения	1	1
442	к утверждению	1	1
443	только его	3	1
444	в их	10	1
445	о той	1	1
446	эта действительность	1	1
447	и вне	1	1
448	лишь там	2	1
449	должен понять	1	1
450	вся внутренняя	1	1
451	чего не	1	1
452	один шаг	1	1
453	есть к	1	1
454	как некое	1	1
455	я чувствую	1	1
456	вопросом о	1	1
457	и нельзя	1	1
458	то в	1	1
459	и оценки	2	1
460	чтобы его	2	1
461	осуществляется в	1	1
462	смысле слова	2	1
463	и теперь	1	1
464	поняв его	1	1
465	человеческой культуры	6	1
466	движения и	2	1
467	в подобных	1	1
468	каким образом	1	1
469	которому он	1	1
470	такое же	1	1
471	иногда в	1	1
472	находятся в	1	1
473	в звуковом	2	1
474	не можем	2	1
475	словом только	1	1
476	от которых	1	1
477	понять и	1	1
478	без нее	1	1
479	уже только	1	1
480	опираться на	1	1
481	и частично	2	1
482	на самой	1	1
483	его как	3	1
484	мы наблюдаем	1	1
485	чувствовать себя	1	1
486	связан с	1	1
487	и правильно	1	1
488	и смысловой	1	1
489	только один	1	1
490	что в	7	1
491	который можно	1	1
492	языка как	2	1
493	исторической жизни	1	1
494	к такому	1	1
495	к действительности	3	1
496	значащий звук	1	1
497	с миром	4	1
498	нем и	2	1
499	приходится иметь	2	1
500	например в	3	1
501	в себя	2	1
502	здесь в	2	1
503	совершенно не	7	1
504	но зато	2	1
505	иметь в	1	1
506	для выражения	1	1
507	дело с	6	1
508	в таких	2	1
509	в таком	3	1
510	следовательно и	1	1
511	форме но	1	1
512	здесь нет	2	1
513	необходимо для	1	1
514	в нашей	2	1
515	действительность в	1	1
516	но если	1	1
517	это только	1	1
518	от всех	4	1
519	несколько иным	1	1
520	между тем	7	1
521	но как	2	1
522	именно с	1	1
523	но они	4	1
524	и постоянной	1	1
525	к постоянному	1	1
526	еще более	1	1
527	организма и	2	1
528	своим собственным	1	1
529	можно говорить	2	1
530	бы из	1	1
531	и звуковой	1	1
532	материал звук	1	1
533	целого произведения	2	1
534	именно эта	1	1
535	не слова	2	1
536	в самый	1	1
537	человека но	1	1
538	и которое	1	1
539	и весь	2	1
540	вне ее	2	1
541	мысли и	1	1
542	не происходит	1	1
543	за пределы	12	1
544	в историю	1	1
545	не имеют	2	1
546	всего сказанного	1	1
547	которой не	1	1
548	не остается	2	1
549	и всегда	1	1
550	в целое	1	1
551	виду что	1	1
552	для создания	1	1
553	ни от	1	1
554	речь в	1	1
555	имеют место	2	1
556	целое как	1	1
557	мог бы	1	1
558	высказывание всегда	1	1
559	с человеком	1	1
560	чем говорится	1	1
561	в наших	1	1
562	это и	1	1
563	точнее и	1	1
564	и лишь	1	1
565	как вещь	4	1
566	можно сделать	2	1
567	в романе	4	1
568	творчества не	1	1
569	или если	1	1
570	самый момент	1	1
571	в определенный	2	1
572	и самая	1	1
573	он является	1	1
574	музыки в	1	1
575	действительности в	2	1
576	и если	1	1
577	в чем	2	1
578	имеет язык	1	1
579	разума и	1	1
580	мира и	1	1
581	определяется чисто	1	1
582	по себе	1	1
583	в художественном	20	1
584	она является	1	1
585	и о	5	1
586	личности говорящего	1	1
587	психологически и	1	1
588	это уже	1	1
589	разрыв с	1	1
590	относится к	4	1
591	и завершенного	3	1
592	художника или	1	1
593	ни в	11	1
594	как можно	1	1
595	в действительном	1	1
596	за пределами	1	1
597	в истории	2	1
598	этот момент	2	1
599	бы только	1	1
600	лица и	2	1
601	будем в	1	1
602	является как	2	1
603	перестает быть	4	1
604	к которой	1	1
605	как к	2	1
606	в первых	1	1
607	и искусства	2	1
608	характер и	1	1
609	тем не	3	1
610	о чем	1	1
611	не иначе	1	1
612	завершение и	2	1
613	продуктивного и	1	1
614	творчества и	5	1
615	свое отражение	1	1
616	языка в	3	1
617	случайной и	1	1
618	не о	1	1
619	переход в	1	1
620	что так	1	1
621	без всякого	1	1
622	и формой	1	1
623	каждый раз	1	1
624	может иметь	5	1
625	нашем случае	1	1
626	искусства в	2	1
627	образом в	1	1
628	на один	1	1
629	в особенности	2	1
630	в поэме	1	1
631	а о	1	1
632	друг друга	1	1
633	но оно	1	1
634	этой действительности	1	1
635	зрения с	1	1
636	одна из	2	1
637	другой стороны	4	1
638	того в	1	1
639	себе не	2	1
640	может в	1	1
641	имеет для	1	1
642	всех их	1	1
643	всех этих	1	1
644	ней как	1	1
645	формы в	1	1
646	зрения не	1	1
647	том же	2	1
648	и часто	1	1
649	именно в	1	1
650	и где	1	1
651	хотя конечно	1	1
652	в смысловом	1	1
653	приходит к	1	1
654	может обойтись	1	1
655	одном и	1	1
656	на эту	1	1
657	значение имеет	3	1
658	и проч	28	1
659	интонация и	1	1
660	в иной	1	1
661	можно даже	1	1
662	жизненные высказывания	1	1
663	совпадает с	2	1
664	не воспринимаем	1	1
665	для его	1	1
666	на листах	1	1
667	культуры и	3	1
668	оказывается с	1	1
669	язык как	1	1
670	в каких	2	1
671	и менее	1	1
672	и что	2	1
673	себя только	1	1
674	всю сложность	1	1
675	в результате	1	1
676	обе эти	1	1
677	он не	3	1
678	поэтому в	2	1
679	его чисто	5	1
680	не совсем	1	1
681	точками зрения	1	1
682	в работах	2	1
683	из всех	1	1
684	на этом	2	1
685	в действительности	1	1
686	не могут	2	1
687	сказанного нами	1	1
688	том какое	1	1
689	обращаться к	1	1
690	не как	1	1
691	в новом	1	1
692	этого вопроса	1	1
693	но чем	1	1
694	время этот	1	1
695	осуществления художественного	1	1
696	смысл который	1	1
697	истории и	1	1
698	представлять себе	4	1
699	в каждой	1	1
700	я не	2	1
701	непосредственно в	1	1
702	должен быть	2	1
703	с другой	7	1
704	мимика лица	1	1
705	в словесном	2	1
706	вследствие того	1	1
707	своего содержания	2	1
708	в общем	1	1
709	и эти	1	1
710	в более	4	1
711	наконец третья	1	1
712	которую мы	3	1
713	все они	5	1
714	та или	1	1
715	из сторон	1	1
716	так называемый	2	1
717	в другом	2	1
718	между этими	1	1
719	ее не	1	1
720	входят в	3	1
721	понять его	4	1
722	на этот	1	1
723	все что	3	1
724	все равно	1	1
725	самом широком	1	1
726	и вся	2	1
727	была бы	2	1
728	не нуждается	2	1
729	слова действительности	1	1
730	по отношению	21	1
731	моментом является	1	1
732	и есть	2	1
733	и завершает	1	1
734	отношения и	2	1
735	и художественно	2	1
736	он должен	2	1
737	себе все	1	1
738	в литературном	1	1
739	раз и	2	1
740	или слышим	1	1
741	ничто не	1	1
742	является только	1	1
743	может послужить	1	1
744	обойтись без	1	1
745	оно может	2	1
746	что бы	1	1
747	эта внутренняя	1	1
748	слова которое	1	1
749	и внутреннюю	1	1
750	в самой	2	1
751	форм и	2	1
752	не будем	3	1
753	на протяжении	1	1
754	это ни	1	1
755	благодаря этому	1	1
756	к личности	2	1
757	плоть и	1	1
758	творчеством и	1	1
759	тому как	1	1
760	относится и	2	1
761	так например	1	1
762	нее и	1	1
763	художественного произведения	11	1
764	слово в	2	1
765	и выражения	1	1
766	не совпадает	2	1
767	именно поэтому	2	1
768	его мы	1	1
769	но каким	1	1
770	только слова	1	1
771	мы все	1	1
772	творчество и	3	1
773	отражается в	1	1
774	жизни как	1	1
775	возможно лишь	1	1
776	которой я	1	1
777	и смысл	1	1
778	на бумаге	1	1
779	к одному	1	1
780	вообще не	7	1
781	здесь же	2	1
782	своей основной	1	1
783	его возможной	1	1
784	язык для	1	1
785	и исторически	1	1
786	них в	1	1
787	отметить что	7	1
788	в наши	1	1
789	в своем	5	1
790	как материал	1	1
791	с ними	4	1
