N	3gram	Vinokur_Ku_1	Vvedenie
179	лишь в том	1	1
180	старой филологической традиции	1	1
181	что история языка	2	1
182	смысле этого термина	2	1
183	том-то и дело	1	1
184	когда мы говорим	1	1
185	потому что они	1	1
186	лицом к лицу	1	1
187	этой точки зрения	2	1
188	на язык как	2	1
189	языка в собственном	1	1
190	а в том	2	1
191	о языке как	3	1
192	нужно было бы	2	1
193	один из моих	1	1
194	т е все	1	1
195	в качестве обозначения	1	1
196	язык как на	1	1
197	в общем понятии	1	1
198	то обстоятельство что	8	1
199	от того что	1	1
200	в подлинном смысле	1	1
201	не потому что	3	1
202	литературы история искусств	1	1
203	в свою очередь	3	1
204	что в ней	1	1
205	история литературы история	1	1
206	та или иная	1	1
207	но дело не	1	1
208	того или иного	3	1
209	т е то	1	1
210	почву культурной истории	1	1
211	широком смысле этого	1	1
212	что это есть	1	1
213	в каждой из	1	1
214	громадное педагогическое значение	1	1
215	отношению к собственно	1	1
216	только тогда когда	1	1
217	было бы назвать	1	1
218	и дело что	1	1
219	с прочими областями	1	1
220	язык в его	1	1
221	одного и того	2	1
222	к языку как	1	1
223	греческого и латинского	1	1
224	прочими областями культуры	1	1
225	но с другой	1	1
226	т д словом	1	1
227	после того как	1	1
228	т д и	2	1
229	и не потому	1	1
230	но во всяком	1	1
231	в европе и	1	1
232	из чего складывается	1	1
233	к тому что	2	1
234	было бы сказать	1	1
235	в каждом из	2	1
236	если можно говорить	1	1
237	в истории русской	1	1
238	его грамматическую систему	1	1
239	история языка в	3	1
240	в них не	1	1
241	но в том-то	1	1
242	все это не	3	1
243	естественно не мог	1	1
244	того чтобы быть	2	1
245	принадлежности его к	1	1
246	грамматическую систему и	1	1
247	не в этом	1	1
248	целого ряда других	1	1
249	язык можно и	1	1
