N	2gram	Trubetskoy_1	Problema
119	еще не	2	3
120	он сам	1	3
121	что его	1	3
122	в ее	1	3
123	совсем не	1	3
124	только тогда	1	3
125	что они	1	3
126	что касается	1	3
127	от этого	1	3
128	он в	2	3
129	учение о	4	3
130	с одной	7	3
131	он не	4	3
132	не всегда	2	3
133	однако в	1	3
134	в отношении	6	3
135	в самой	2	3
136	и после	2	3
137	только еще	1	3
138	указывает на	1	3
139	нет никакой	1	3
140	то время	1	3
141	что от	1	3
142	в эпоху	7	3
143	с ним	1	3
144	настоящее время	1	3
145	после того	1	3
146	а также	2	3
147	так важно	1	3
148	все в	1	3
149	к нему	7	3
150	же в	1	3
151	того что	3	3
152	тот же	2	3
153	в начале	2	3
154	в одном	3	3
155	в других	3	3
156	для того	5	3
157	именно в	2	3
158	одной стороны	7	3
159	и никогда	1	3
160	жизнь в	1	3
161	мира в	1	3
162	всех богов	3	3
163	о котором	2	3
164	в настоящее	1	3
165	и другие	3	3
166	перейти к	1	3
167	точно так	3	3
168	духом любви	1	2
169	таком случае	1	2
170	самом деле	1	2
171	или к	1	2
172	но тем	1	2
173	мере в	1	2
174	и до	1	2
175	то же	4	2
176	и за	1	2
177	из всех	3	2
178	мы имеем	2	2
179	мы не	1	2
180	в таком	3	2
181	все эти	6	2
182	в чем	1	2
183	в духовном	1	2
184	землю и	1	2
185	по отношению	1	2
186	отношение к	5	2
187	на небе	2	2
188	на то	2	2
189	в одной	1	2
190	как в	1	2
191	что именно	2	2
192	и нет	3	2
193	кроме того	1	2
194	когда он	3	2
195	в нашей	1	2
196	бы с	1	2
197	тоже не	1	2
198	если он	1	2
199	борьбы с	1	2
200	на его	1	2
201	не к	2	2
202	прежде чем	1	2
203	то ни	2	2
204	факт что	1	2
205	его не	2	2
206	это не	1	2
207	прочие боги	1	2
208	в них	2	2
209	и тогда	4	2
210	бога в	1	2
211	и сейчас	2	2
212	богами и	4	2
213	в котором	4	2
214	представление о	6	2
215	борьбу с	1	2
216	и более	1	2
217	и ясно	1	2
218	того чтобы	5	2
219	ничего не	1	2
220	больше чем	2	2
221	по своей	2	2
222	и является	2	2
223	иной раз	2	2
224	тем что	1	2
225	в области	9	2
226	не могут	2	2
227	и другой	2	2
228	ли не	1	2
229	к тому	6	2
230	которого мы	1	2
231	значительной мере	2	2
232	без всякого	1	2
233	данном случае	1	2
234	всей своей	1	2
235	как с	1	2
236	по себе	1	2
237	в глаза	1	2
238	бы то	2	2
239	любви к	1	2
240	в значительной	3	2
241	между тем	2	2
242	от них	2	2
243	во втором	1	2
244	и только	4	2
245	вслед за	2	2
246	что здесь	1	2
247	огонь в	1	2
248	находим в	1	2
249	со всеми	2	2
250	конечно не	2	2
251	уже в	2	2
252	свидетельствует о	2	2
253	дает ему	1	2
254	из них	7	2
255	участие в	1	2
256	всяком случае	6	2
257	но среди	1	2
258	то у	1	2
259	и делает	1	2
260	до сих	5	2
261	и люди	2	2
262	мы и	1	2
263	человеческой жизни	1	2
264	о богах	1	2
265	с помощью	1	2
266	боги и	4	2
267	в европе	1	2
268	в данном	1	2
269	да и	1	2
270	по существу	2	2
271	с этой	3	2
272	сих пор	5	2
273	только для	2	2
274	но для	1	2
275	один из	2	2
276	важно то	1	2
277	это уже	1	2
278	и всепрощения	1	2
279	мира и	1	2
280	хотя бы	3	2
281	человека то	1	2
282	в свою	2	2
283	освободится от	1	2
284	отношению к	3	2
285	жизни и	2	2
286	к этому	3	2
287	после его	2	2
288	во всяком	6	2
289	все что	2	2
290	том числе	5	2
291	они не	1	2
292	отношения к	1	1
293	всем и	2	1
294	человеческой гордости	1	1
295	к своей	1	1
296	это и	1	1
297	и есть	1	1
298	то самое	1	1
299	в их	1	1
300	мы уже	1	1
301	а как	1	1
302	надо было	2	1
303	он знает	1	1
304	из своих	2	1
305	что самый	1	1
306	так чтобы	2	1
307	образом уже	1	1
308	их с	1	1
309	не вполне	3	1
310	и ее	1	1
311	как бог	1	1
312	других богов	1	1
313	жизни это	1	1
314	и ночи	1	1
315	а другие	1	1
316	и силе	1	1
317	становится в	1	1
318	не был	1	1
319	с его	2	1
320	в создании	2	1
321	и желаниями	1	1
322	бы в	1	1
323	друг на	2	1
324	и всякий	1	1
325	силы и	2	1
326	же она	1	1
327	если в	3	1
328	в план	1	1
329	у них	3	1
330	оно является	2	1
331	или иное	2	1
332	для получения	1	1
333	властителя вселенной	1	1
334	творчества когда	1	1
335	но пока	1	1
336	с этим	1	1
337	желаний и	1	1
338	для всех	2	1
339	вспомним что	1	1
340	это был	1	1
341	могли бы	1	1
342	и наконец	2	1
343	это тоже	1	1
344	и превращается	1	1
345	его к	1	1
346	о тождестве	1	1
347	в этот	1	1
348	то в	1	1
349	бы и	1	1
350	что это	3	1
351	а во-вторых	1	1
352	формы в	1	1
353	так или	3	1
354	чуть ли	1	1
355	в нашем	1	1
356	из этих	10	1
357	и те	3	1
358	имеем в	1	1
359	не проявляют	1	1
360	имеет для	1	1
361	от слов	1	1
362	и если	3	1
363	мифологических представлений	1	1
364	что она	1	1
365	главным образом	8	1
366	на создание	1	1
367	вообще же	1	1
368	на одну	1	1
369	всех этих	1	1
370	его тела	1	1
371	он должен	1	1
372	состоит в	2	1
373	что еще	1	1
374	этой точке	1	1
375	душу и	1	1
376	не могли	1	1
377	самое древнее	1	1
378	и по	4	1
379	в образе	2	1
380	так например	2	1
381	от нее	1	1
382	за свою	1	1
383	задний план	1	1
384	единое целое	1	1
385	их и	1	1
386	а по	1	1
387	говорить не	1	1
388	времени в	1	1
389	входит в	1	1
390	образом если	2	1
391	всех народов	1	1
392	ума и	1	1
393	этой силы	1	1
394	некоторые основные	1	1
395	должен был	4	1
396	весь мир	1	1
397	с богом	1	1
398	друга что	1	1
399	же эти	1	1
400	на друга	2	1
401	дыхания и	1	1
402	или из	1	1
403	чем в	1	1
404	восходят к	1	1
405	и чувств	1	1
406	и некоторые	1	1
407	такой же	1	1
408	которое тоже	1	1
409	и при	3	1
410	что такое	1	1
411	в такой	1	1
412	в преисподнюю	1	1
413	не как	2	1
414	далее в	1	1
415	жизни с	1	1
416	за дарование	1	1
417	все это	6	1
418	только те	1	1
419	их в	1	1
420	радости и	1	1
421	даже в	1	1
422	осталось и	1	1
423	заставляет его	1	1
424	виде он	1	1
425	вплоть до	2	1
426	самого начала	2	1
427	среди богов	1	1
428	и отсюда	1	1
429	не имеет	5	1
430	о чем	1	1
431	чтобы в	1	1
432	и остается	1	1
433	нечто подобное	1	1
434	из него	2	1
435	это мы	1	1
436	великого бога	1	1
437	и весь	1	1
438	же время	2	1
439	этих последних	1	1
440	как она	1	1
441	и любовь	1	1
442	изображается как	1	1
443	силы природы	1	1
444	бога и	4	1
445	ему в	2	1
446	а мы	1	1
447	не потому	2	1
448	под разными	2	1
449	с разными	1	1
450	и должно	1	1
451	когда мы	1	1
452	в состав	1	1
453	эта линия	1	1
454	героев и	2	1
455	как только	1	1
456	страх но	1	1
457	в душе	1	1
458	его с	1	1
459	той или	2	1
460	в очень	1	1
461	на это	1	1
462	в наше	1	1
463	этот путь	2	1
464	и это	2	1
465	пафос в	1	1
466	но по	3	1
467	с ее	1	1
468	и образ	1	1
469	которые как	1	1
470	то или	2	1
471	с самого	3	1
472	это для	1	1
473	значение в	1	1
474	вышла из	1	1
475	нужным и	1	1
476	из двух	1	1
477	на нее	3	1
478	каждый бог	1	1
479	этому что	1	1
480	те же	2	1
481	чем у	1	1
482	том как	1	1
483	и душа	1	1
484	основана на	1	1
485	уничтожить и	1	1
486	и смерть	1	1
487	местах и	1	1
488	и здесь	2	1
489	с богами	6	1
490	другими словами	1	1
491	все прочие	1	1
492	притом в	1	1
493	наконец на	1	1
494	его тело	1	1
495	обеих сторон	1	1
496	а самому	1	1
497	должно было	2	1
498	под именем	1	1
499	же очень	1	1
500	добра и	2	1
501	всем богам	1	1
502	творчества в	1	1
503	и находим	1	1
504	которых он	1	1
505	и следовательно	1	1
506	и об	1	1
507	тех пор	2	1
508	как из	1	1
509	от прочих	1	1
510	людей а	1	1
511	но с	3	1
512	одной из	5	1
513	этот вопрос	1	1
514	очень много	2	1
515	и так	1	1
516	этот факт	2	1
517	похожи друг	1	1
518	а после	3	1
519	только на	1	1
520	больше не	2	1
521	существования и	1	1
522	на этих	1	1
523	человека когда	1	1
524	и других	1	1
525	но совершенно	1	1
526	на эту	1	1
527	связывается с	3	1
528	к своим	4	1
529	который как	1	1
530	одно из	2	1
531	себе в	1	1
532	в новом	2	1
533	стоит и	1	1
534	никто не	1	1
535	эпоху когда	2	1
536	не для	1	1
537	от тех	1	1
538	тому же	5	1
539	к ним	3	1
540	бытия и	1	1
541	заметить что	1	1
542	свое творчество	1	1
543	этом отношении	2	1
544	так легко	1	1
545	характерны для	1	1
546	и вместе	4	1
547	которое казалось	1	1
548	до самого	1	1
549	видно из	1	1
550	нужно было	1	1
551	не были	1	1
552	или иной	2	1
553	и из	2	1
554	вовсе и	1	1
555	или иначе	3	1
556	что человек	1	1
557	заново из	1	1
558	к которым	2	1
559	на людей	1	1
560	души и	1	1
561	по всей	1	1
562	ничего общего	2	1
563	превращается в	2	1
564	смысла и	1	1
565	не было	2	1
566	их можно	1	1
567	этих богов	3	1
568	ничем не	4	1
569	и самый	1	1
570	зависит от	1	1
571	черты в	1	1
572	в ту	1	1
573	так когда	1	1
574	в космосе	1	1
575	как видно	1	1
576	а так	3	1
577	когда же	2	1
578	когда она	1	1
579	у богов	1	1
580	в одно	2	1
581	о сыне	1	1
582	с абсолютным	1	1
583	людьми и	1	1
584	действия в	1	1
585	так называемых	1	1
586	на этой	1	1
587	нет никаких	1	1
588	причину этого	1	1
589	виде из	1	1
590	всякого кто	1	1
591	и потому	6	1
592	или по	2	1
593	тот факт	1	1
594	из которых	4	1
595	и глубоко	1	1
596	требуют от	1	1
597	одновременно с	1	1
598	могут быть	1	1
599	умеет придать	1	1
600	есть как	2	1
601	с тех	2	1
602	с личным	1	1
603	из этой	2	1
604	считал что	1	1
605	там где	1	1
606	получает свое	1	1
607	и смерти	1	1
608	здесь таким	1	1
609	является для	1	1
610	в кого	1	1
611	всякий человек	1	1
612	но это	1	1
613	и таким	3	1
614	ничего кроме	1	1
615	числе и	4	1
616	однако не	1	1
617	от человека	2	1
618	перед собой	1	1
619	но такой	1	1
620	на задний	1	1
621	и от	4	1
622	котором он	1	1
623	что оно	4	1
624	лишь о	1	1
625	обе эти	1	1
626	по одному	1	1
627	из себя	2	1
628	тем более	1	1
629	мы должны	6	1
630	но зато	1	1
631	только что	2	1
632	ни было	2	1
633	как показывает	1	1
634	не носят	1	1
635	с ними	1	1
636	с ней	3	1
637	этого бога	2	1
638	от своего	1	1
639	только как	1	1
640	состоит из	1	1
641	к его	2	1
642	но когда	2	1
643	всех других	2	1
644	нападающего на	1	1
645	таким же	1	1
646	и состоит	1	1
647	богов но	1	1
648	в своих	1	1
649	этой точки	2	1
650	творчество как	1	1
651	и вновь	1	1
