N	2gram	Vinokur_Vv_1	StatiiOP
255	если и	1	2
256	в отношении	2	2
257	не менее	8	2
258	самого начала	1	2
259	как о	4	2
260	дело не	3	2
261	на котором	2	2
262	тогда когда	3	2
263	одна из	2	2
264	много общего	1	2
265	к этим	1	2
266	так чтобы	3	2
267	было у	1	2
268	не имеет	4	2
269	никогда не	3	2
270	и всегда	1	2
271	слова как	2	2
272	этих двух	1	2
273	в русском	1	2
274	что русский	1	2
275	этот образ	1	2
276	от того	3	2
277	могут быть	4	2
278	к тому	4	2
279	но также	14	2
280	для того	21	2
281	утверждать что	1	2
282	должен быть	4	2
283	как мы	9	2
284	то она	1	2
285	в виду	4	2
286	нужно сказать	1	2
287	без всякого	1	2
288	с самого	1	2
289	что у	1	2
290	на нее	2	2
291	или в	1	2
292	времени и	4	2
293	и которые	1	2
294	сказалось в	2	2
295	здесь нет	4	2
296	по тому	1	2
297	до нас	3	2
298	внимание на	4	2
299	одного из	1	2
300	с одной	4	2
301	что его	1	2
302	этому поводу	2	2
303	а потому	3	2
304	в форме	2	2
305	тему о	1	2
306	и других	3	2
307	все время	1	2
308	еще не	4	2
309	и ее	4	2
310	в уста	1	2
311	есть в	1	2
312	ряде случаев	1	2
313	и у	1	2
314	что если	2	2
315	имеют не	1	2
316	поэтому его	1	2
317	во втором	2	2
318	при помощи	2	2
319	одно из	5	2
320	в новом	1	2
321	мы находим	1	2
322	вовсе не	6	2
323	при всей	1	2
324	должен был	4	2
325	заметить что	1	2
326	или иной	1	2
327	до сих	5	2
328	слово в	1	2
329	не потому	1	2
330	в ряде	2	2
331	в предисловии	1	2
332	к историческим	2	2
333	русской истории	1	2
334	что не	5	2
335	тем о	1	2
336	но есть	1	2
337	не на	1	2
338	в черновой	1	2
339	что из	1	2
340	вместе с	6	2
341	в одной	1	2
342	но не	7	2
343	предисловии к	1	2
344	в европейской	1	2
345	своего времени	1	2
346	быть не	1	2
347	этого слова	2	2
348	сих пор	5	2
349	это выражение	1	2
350	один из	6	2
351	которые были	2	2
352	в результате	3	2
353	этого термина	2	2
354	работы над	6	2
355	в духе	1	2
356	в интересах	3	2
357	только что	4	2
358	все более	3	2
359	одной из	3	2
360	в свою	1	2
361	в общих	1	2
362	гораздо более	3	2
363	вряд ли	2	1
364	одним из	5	1
365	также и	16	1
366	до него	1	1
367	не признать	3	1
368	сам по	1	1
369	и то	5	1
370	смысле слова	7	1
371	на самом	1	1
372	и так	1	1
373	в первом	5	1
374	это однако	2	1
375	и до	2	1
376	но важно	1	1
377	основных вопросов	1	1
378	должна быть	2	1
379	собственном смысле	2	1
380	видеть в	1	1
381	объясняется и	1	1
382	был и	1	1
383	отношения к	1	1
384	признать очень	2	1
385	в и	4	1
386	есть не	3	1
387	смотреть на	4	1
388	многих случаях	1	1
389	прямом смысле	2	1
390	вопрос о	8	1
391	на такие	1	1
392	ответить на	1	1
393	нам в	1	1
394	такие области	1	1
395	можно различить	1	1
396	представлением о	1	1
397	в особых	1	1
398	но уже	2	1
399	в некотором	1	1
400	похожи на	1	1
401	что можно	2	1
402	и характере	1	1
403	которую можно	1	1
404	между собой	1	1
405	быть в	4	1
406	это отношения	1	1
407	прямым предметом	1	1
408	этой почве	2	1
409	истории в	2	1
410	разумеется здесь	1	1
411	то мы	1	1
412	традиции это	1	1
413	понятно почему	1	1
414	или иначе	4	1
415	значении этого	1	1
416	и другие	1	1
417	в сторону	1	1
418	тех же	1	1
419	xix столетия	1	1
420	очевидно что	1	1
421	а и	1	1
422	до наших	1	1
423	история и	3	1
424	из таких	1	1
425	которые не	1	1
426	и я	1	1
427	народа как	2	1
428	чем же	3	1
429	в истории	9	1
430	трудно сказать	1	1
431	построение из	1	1
432	в своем	3	1
433	образцом для	1	1
434	в одних	1	1
435	что нет	2	1
436	однако не	4	1
437	склонность к	1	1
438	не лишает	1	1
439	применении к	6	1
440	и как	9	1
441	и художественного	1	1
442	иным признакам	1	1
443	от этого	5	1
444	тут нет	1	1
445	для которого	1	1
446	духа в	1	1
447	еще на	1	1
448	так или	4	1
449	представляет собой	12	1
450	а иных	1	1
451	большей части	2	1
452	в известном	3	1
453	в дальнейшем	2	1
454	говорят о	1	1
455	на немецкий	1	1
456	как он	6	1
457	ответом на	1	1
458	что она	3	1
459	по словам	1	1
460	идей и	1	1
461	в нем	13	1
462	в свет	1	1
463	смотреть как	1	1
464	одно целое	2	1
465	он должен	1	1
466	же это	2	1
467	не к	2	1
468	поэта и	1	1
469	данном отношении	2	1
470	такие явления	1	1
471	свое время	2	1
472	какой бы	2	1
473	одной и	2	1
474	что ни	1	1
475	находит себе	2	1
476	что сведения	1	1
477	как оно	3	1
478	подход к	1	1
479	а затем	1	1
480	же касается	2	1
481	не трудно	7	1
482	такое вообще	1	1
483	на этой	3	1
484	литературного языка	1	1
485	второй половины	3	1
486	тому пути	1	1
487	общем итоге	1	1
488	которая как	2	1
489	она стала	1	1
490	в но	2	1
491	между отдельными	1	1
492	чаще всего	1	1
493	остановиться на	1	1
494	этого становится	1	1
495	рядом с	2	1
496	то как	1	1
497	соответствии с	2	1
498	тесно связано	1	1
499	этого не	2	1
500	во внимание	2	1
501	мы видели	2	1
502	говорится о	1	1
503	мы знаем	1	1
504	чем в	3	1
505	можно считать	1	1
506	здесь все	2	1
507	и прямо	1	1
508	мере не	1	1
509	и того	2	1
510	нисколько не	3	1
511	стороны ее	1	1
512	бы на	1	1
513	и при	2	1
514	к истории	6	1
515	наших дней	1	1
516	почти не	1	1
517	если можно	1	1
518	его современников	1	1
519	из анализа	1	1
520	напр в	1	1
521	от себя	3	1
522	нельзя отрицать	1	1
523	сам же	2	1
524	и той	2	1
525	средствами языка	1	1
526	но во	1	1
527	чего нельзя	1	1
528	не могли	2	1
529	том же	2	1
530	по себе	9	1
531	и очень	1	1
532	относительно которых	1	1
533	на рубеже	2	1
534	не раз	1	1
535	иной раз	2	1
536	может служить	3	1
537	дело в	3	1
538	того как	3	1
539	к новым	1	1
540	себе так	1	1
541	которого он	1	1
542	и именно	12	1
543	своей исторической	1	1
544	того чтобы	21	1
545	не могло	1	1
546	он мог	3	1
547	вытекает из	1	1
548	судя по	1	1
549	хотя все	1	1
550	так много	1	1
551	его от	1	1
552	например у	1	1
553	казалось бы	2	1
554	преимущественно в	2	1
555	в разных	5	1
556	в самой	1	1
557	из четырех	1	1
558	обратим внимание	1	1
559	свое выражение	3	1
560	или как	3	1
561	как она	4	1
562	на те	1	1
563	ее с	1	1
564	а лишь	1	1
565	уже очень	1	1
566	е не	2	1
567	до того	2	1
568	было не	1	1
569	явлениями в	2	1
570	и со	1	1
571	том отношении	3	1
572	источник для	1	1
573	уже о	1	1
574	все то	1	1
575	да рядом	1	1
576	когда мы	2	1
577	и другой	1	1
578	же самое	2	1
579	в числе	1	1
580	назвать в	1	1
581	по возможности	3	1
582	той или	1	1
583	в работах	2	1
584	для себя	1	1
585	вещей в	1	1
586	как они	1	1
587	приходит к	1	1
588	и о	1	1
589	которого мы	2	1
590	но вообще	1	1
591	свою очередь	1	1
592	значительной мере	1	1
593	первом из	2	1
594	и говорить	1	1
595	говоря уже	2	1
596	здесь не	2	1
597	в ее	11	1
598	только при	1	1
599	с каким	1	1
600	совершенно ясно	1	1
601	народа то	1	1
602	в собственном	2	1
603	и этим	1	1
604	последнее из	1	1
605	во главе	1	1
606	вопрос что	2	1
607	на том	3	1
608	в многочисленных	1	1
609	и сам	2	1
610	можно было	7	1
611	ясно что	9	1
612	она была	2	1
613	русского литературного	1	1
614	том как	1	1
615	разного рода	1	1
616	то без	1	1
617	отказе от	1	1
618	половины xviii	1	1
619	в эпоху	1	1
620	о котором	8	1
621	и вообще	3	1
622	по мере	4	1
623	с ним	1	1
624	в а	1	1
625	в содержании	1	1
626	которые у	1	1
627	образом в	1	1
628	но здесь	1	1
629	среди различных	1	1
630	русской историей	1	1
631	а следует	1	1
632	в применении	6	1
633	и должно	1	1
634	вот почему	3	1
635	предметом размышления	1	1
636	и т.д	4	1
637	язык и	3	1
638	разумеется в	1	1
639	всеми теми	1	1
640	времени в	3	1
641	в значительной	2	1
642	вопросу о	2	1
643	должно было	1	1
644	другом значении	1	1
645	связь между	4	1
646	на отдельные	1	1
647	тем или	1	1
648	которых в	1	1
649	если принять	1	1
650	однако с	2	1
651	материала к	1	1
652	что и	3	1
653	язык в	1	1
654	возникает вопрос	2	1
655	вообще и	3	1
656	сомнения в	1	1
657	о единстве	1	1
658	именно в	8	1
659	также в	1	1
660	в свете	1	1
661	в памятниках	2	1
662	начала xix	1	1
663	общем смысле	1	1
664	в лучшем	1	1
665	а кроме	1	1
666	и самые	1	1
667	по содержанию	2	1
668	примечаниях к	1	1
669	известном смысле	3	1
670	его в	6	1
671	истории история	1	1
672	это во-первых	1	1
673	внутреннее единство	1	1
674	отношение со	1	1
675	как нечто	8	1
676	и особые	1	1
677	сведения которые	1	1
678	эти отдельные	1	1
679	что отношения	1	1
680	согласно которой	1	1
681	самые разнообразные	1	1
682	европе и	1	1
683	тему об	1	1
684	точка подъема	1	1
685	вопрос об	1	1
686	через их	1	1
687	это сказалось	3	1
688	именно на	2	1
689	с двумя	1	1
690	о пушкине	1	1
691	литературы в	3	1
692	раз в	1	1
693	ее а	1	1
694	в значении	1	1
695	а это	1	1
696	от других	2	1
697	но были	1	1
698	то только	1	1
699	не дает	1	1
700	из них	3	1
701	истории для	1	1
702	в известной	3	1
703	слова в	1	1
704	содержания и	1	1
705	в одном	4	1
706	даже к	1	1
707	гораздо большей	1	1
708	но что	3	1
709	того или	1	1
710	во всей	1	1
711	которая отличается	1	1
712	но совершенно	1	1
713	отношении что	3	1
714	и историка	1	1
715	указание на	1	1
716	даже и	3	1
717	в очень	3	1
718	тот смысл	1	1
719	представляют собой	6	1
720	из двух	2	1
721	деятельности как	1	1
722	и из	1	1
723	таков что	1	1
724	этом пути	1	1
725	то это	3	1
726	этот взгляд	1	1
727	был в	2	1
728	вообще с	1	1
729	успел высказать	1	1
730	и тех	1	1
731	а именно	6	1
732	еще и	3	1
733	на которые	1	1
734	этой форме	1	1
735	иногда это	1	1
736	говорит о	3	1
737	не говоря	2	1
738	по тем	1	1
739	этому времени	2	1
740	не означает	1	1
741	что несмотря	2	1
742	и объединяет	1	1
743	именно так	1	1
744	языка не	1	1
745	человек в	1	1
746	долгое время	1	1
747	о чем	4	1
748	литература в	1	1
749	принять во	2	1
750	человек которого	1	1
751	на время	1	1
752	примером может	1	1
753	в одно	1	1
754	если не	1	1
755	для этой	1	1
756	виде в	2	1
757	с помощью	1	1
758	в частности	3	1
759	внимания к	1	1
760	нет надобности	3	1
761	как эти	1	1
762	что история	6	1
763	своеобразия и	1	1
764	случаях в	1	1
765	понимает как	1	1
766	в данном	11	1
767	видит в	4	1
768	встречается в	1	1
769	это были	1	1
770	знать что	1	1
771	наряду с	2	1
772	в той	7	1
773	смысле этого	8	1
774	тому как	1	1
775	что же	3	1
776	в литературе	1	1
777	доходят до	1	1
778	по существу	2	1
779	это значит	1	1
780	главе с	1	1
781	должно быть	2	1
782	действительно как	1	1
783	xix в	12	1
784	в отказе	1	1
785	сплошь да	1	1
786	отношении его	1	1
787	лучшем случае	1	1
788	этом и	1	1
789	но для	1	1
790	не больше	1	1
791	каждой из	3	1
792	это уже	1	1
793	однако и	1	1
794	анализа и	1	1
795	исключительных случаях	1	1
796	об отношении	2	1
797	котором он	2	1
798	том виде	3	1
799	к конкретной	1	1
800	это как	1	1
801	чтобы понять	2	1
802	а к	1	1
803	или иным	1	1
804	они выросли	1	1
805	особого рода	4	1
806	и все	1	1
807	у них	1	1
808	или нет	1	1
809	бы в	1	1
810	собой лишь	1	1
811	вообще в	2	1
812	большой интерес	1	1
813	но зато	2	1
814	на языке	2	1
815	хотя бы	5	1
816	них и	2	1
817	речи об	1	1
818	язык это	1	1
819	сверх того	1	1
820	давно уже	1	1
821	отношении к	2	1
822	с теми	2	1
823	все вместе	1	1
824	мог не	1	1
825	о своем	1	1
826	понимать как	1	1
827	состоит из	1	1
828	с русской	3	1
829	работы и	1	1
830	автора в	1	1
831	или иного	1	1
832	одновременно и	1	1
833	ко всему	1	1
834	содержании и	2	1
835	есть и	4	1
836	нас дошел	1	1
837	в свое	2	1
838	представляла собой	1	1
839	свободна от	1	1
840	которая существует	1	1
841	жизни и	2	1
842	также не	1	1
843	этой точки	1	1
844	и эта	1	1
845	отличается тем	1	1
846	закономерный процесс	1	1
847	которая не	1	1
848	так же	3	1
849	стороны содержания	1	1
850	все что	1	1
851	они не	1	1
