N	2gram	Nazirov_Tv_2	Otkroven
123	сразу же	1	2
124	героев достоевского	5	2
125	и к	1	2
126	в этот	2	2
127	и потому	4	2
128	должен был	1	2
129	в которой	2	2
130	что достоевский	3	2
131	творчество достоевского	4	2
132	произведений достоевского	1	2
133	так что	2	2
134	уже в	2	2
135	в душе	4	2
136	о которой	1	2
137	что для	1	2
138	же это	1	2
139	так как	3	2
140	и никогда	1	2
141	тем что	3	2
142	образ человека	2	2
143	в другом	1	2
144	к черту	1	2
145	его в	3	2
146	иваном карамазовым	2	2
147	достоевского с	5	2
148	сказать что	1	2
149	в подростке	1	2
150	мити карамазова	1	2
151	должно быть	1	2
152	достоевского но	3	2
153	достоевского нет	3	2
154	том что	4	2
155	человека к	1	2
156	достоевский всегда	1	2
157	в глубь	1	2
158	в дневнике	3	2
159	к этому	3	2
160	что же	1	2
161	не могли	2	2
162	западе но	1	2
163	ничего кроме	1	2
164	романов достоевского	5	2
165	не имеет	1	2
166	любовь к	1	2
167	и для	1	2
168	и хаос	1	2
169	ничего не	4	2
170	и ивана	1	2
171	о достоевском	2	2
172	и ни	1	2
173	к ней	1	2
174	дневнике писателя	2	2
175	не есть	1	2
176	жизни в	3	2
177	иван карамазов	7	2
178	легенда о	4	2
179	в своей	6	2
180	что все	1	2
181	хотя и	4	2
182	но в	4	2
183	всегда влечет	1	1
184	народ в	1	1
185	и это	3	1
186	не противопоставляет	1	1
187	кто бы	1	1
188	например в	5	1
189	не делает	1	1
190	и через	3	1
191	сердце его	1	1
192	связана с	1	1
193	в виду	1	1
194	с кем	1	1
195	совершенно новый	1	1
196	он более	1	1
197	характер и	1	1
198	достоевский писал	2	1
199	это для	1	1
200	и до	1	1
201	видеть в	1	1
202	этот период	1	1
203	можно было	1	1
204	мышкиным и	1	1
205	из всех	1	1
206	не с	1	1
207	собой в	1	1
208	мы не	4	1
209	преступления и	2	1
210	том как	1	1
211	ту же	1	1
212	связан с	1	1
213	в первый	1	1
214	несколько в	1	1
215	если бы	4	1
216	и делают	1	1
217	с иваном	2	1
218	достоевского преступление	1	1
219	не вполне	1	1
220	открыть в	1	1
221	ее у	1	1
222	жизни как	1	1
223	о нем	1	1
224	другом месте	1	1
225	это я	1	1
226	была для	1	1
227	и что	2	1
228	человеке которая	1	1
229	почему же	1	1
230	не стоит	2	1
231	раскрыт и	1	1
232	братьев карамазовых	4	1
233	писателя а	1	1
234	не приходит	1	1
235	любви к	3	1
236	своих героев	3	1
237	самому себе	1	1
238	достоевского всегда	2	1
239	каждом из	1	1
240	и оскорбленные	1	1
241	самом деле	2	1
242	в которую	2	1
243	которого не	1	1
244	но не	5	1
245	то он	1	1
246	физически и	1	1
247	и всякий	1	1
248	к богу	1	1
249	в противоречии	1	1
250	но нет	1	1
251	нуждается в	1	1
252	и дьявола	1	1
253	и достоевский	4	1
254	преступление и	2	1
255	все время	2	1
256	и я	1	1
257	человеческого достоинства	1	1
258	толстого и	1	1
259	но сам	1	1
260	в одной	3	1
261	как в	4	1
262	его собственным	1	1
263	и мир	1	1
264	в частности	2	1
265	один из	3	1
266	князь мышкин	6	1
267	его собственная	1	1
268	и как	1	1
269	иллюзий в	1	1
270	хочет сделать	1	1
271	от народной	1	1
272	с ними	2	1
273	униженные и	1	1
274	ли он	1	1
275	идиоте бесах	1	1
276	когда достоевский	1	1
277	от настоящего	1	1
278	трагедии и	1	1
279	психологии и	1	1
280	то в	1	1
281	за собой	4	1
282	поэтому он	1	1
283	который в	1	1
284	их жизни	1	1
285	по достоевскому	1	1
286	из жизни	2	1
287	что это	1	1
288	от бога	1	1
289	представляет собой	1	1
290	за это	1	1
291	его а	1	1
292	к которой	1	1
293	думать что	1	1
294	с их	1	1
295	уже не	3	1
296	на то	1	1
297	в братьях	6	1
298	достоевский вскрывает	1	1
299	великих художников	1	1
300	к человеческой	1	1
301	и везде	1	1
302	еще одну	1	1
303	что она	4	1
304	на этих	1	1
305	достоевский сделал	1	1
306	сказать в	1	1
307	и других	2	1
308	бытия но	1	1
309	из них	2	1
310	после этого	1	1
311	что сама	1	1
312	его и	2	1
313	от которого	1	1
314	достоевский так	1	1
315	мир в	1	1
316	свой собственный	1	1
317	был бы	1	1
318	чем у	1	1
319	к одному	1	1
320	что нужно	1	1
321	в силу	1	1
322	за ударом	1	1
323	в одном	2	1
324	свои собственные	1	1
325	нужна была	1	1
326	вовсе не	2	1
327	но достоевский	2	1
328	и сам	5	1
329	человек так	1	1
330	у нее	3	1
331	не теряет	1	1
332	любой из	1	1
333	братьях карамазовых	7	1
334	противоречии с	1	1
335	в убийстве	1	1
336	что красота	1	1
337	я бы	3	1
338	в каждом	1	1
339	ни был	1	1
340	же не	2	1
341	подпольного человека	3	1
342	бытие и	1	1
343	и даже	5	1
344	со стороны	1	1
345	достоевского о	1	1
346	достоевского такой	1	1
347	как у	3	1
348	заключается в	1	1
349	подходит к	1	1
350	в глазах	1	1
351	понял что	1	1
352	он ни	1	1
353	и прежде	1	1
354	в свой	2	1
355	действующих лиц	2	1
356	приходит в	1	1
357	борьбе со	1	1
358	и наказания	2	1
359	удар за	1	1
360	они живут	1	1
361	в жизни	1	1
362	достоинство человека	1	1
363	в бытовом	1	1
364	в них	1	1
365	этого слова	1	1
366	достоевский и	1	1
367	белинского и	1	1
368	а с	3	1
369	на этот	2	1
370	всю жизнь	1	1
371	романы достоевского	2	1
372	всегда и	1	1
373	человек в	1	1
374	ведет к	1	1
375	идеи его	1	1
376	бога и	1	1
377	в мире	5	1
378	для своих	1	1
379	и тогда	2	1
380	над его	1	1
381	под влиянием	1	1
382	но почему	1	1
383	его образ	1	1
384	стремился к	1	1
385	не так	2	1
386	связь с	2	1
387	н к	2	1
388	в недра	1	1
389	начиная с	2	1
390	и тут	1	1
391	русской литературы	1	1
392	и без	2	1
393	как это	1	1
394	страстей и	1	1
395	все позволено	1	1
396	сам и	1	1
397	в котором	3	1
398	ничего нет	1	1
399	и проблема	1	1
400	с каким-то	1	1
401	и наказание	1	1
402	трагическое и	1	1
403	он говорит	1	1
404	человеческое сердце	3	1
405	страстей в	1	1
406	одном из	2	1
407	в сферу	1	1
408	в поэме	1	1
409	права на	2	1
410	что творчество	1	1
411	всегда является	1	1
412	как достоевский	2	1
413	образ и	2	1
414	всяком случае	2	1
415	и более	1	1
416	в конце	6	1
417	других романах	1	1
418	для русского	1	1
419	а потому	1	1
420	и здесь	1	1
421	но это	5	1
422	но у	4	1
423	чтобы иметь	1	1
424	отличается от	1	1
425	она не	1	1
426	в петербург	2	1
427	всего его	1	1
428	дело в	1	1
429	одна из	3	1
430	она должна	1	1
431	в процессе	2	1
432	карамазова в	1	1
433	он еще	2	1
434	не случайно	2	1
435	творчества достоевского	1	1
436	подростке и	1	1
437	раскольников и	1	1
438	человека для	1	1
439	есть одно	1	1
440	самой жизни	1	1
441	может служить	2	1
442	в силах	2	1
443	жизни не	1	1
444	ее и	1	1
445	братья карамазовы	1	1
446	и лишь	2	1
447	к михайловского	1	1
448	еще более	1	1
449	в русском	1	1
450	своих романах	2	1
451	его судьбу	1	1
452	ни к	2	1
453	вот что	1	1
454	достоевского можно	3	1
455	его он	1	1
456	достоевский в	7	1
457	в сознании	1	1
458	природа человека	1	1
459	отношении к	1	1
460	как будто	1	1
461	еще ничего	1	1
462	достоевским в	2	1
463	и начинается	1	1
464	это все	2	1
465	перед ним	1	1
466	есть у	1	1
467	у нас	2	1
468	петербурга и	1	1
469	не быть	1	1
470	была бы	1	1
471	свое собственное	1	1
472	от всех	1	1
473	но можно	1	1
474	всех трагедий	1	1
475	совершенно не	1	1
476	в судьбу	1	1
477	достоевского только	1	1
478	не стал	1	1
479	у которых	1	1
480	одно только	1	1
481	особенно в	2	1
482	огромное значение	1	1
483	его с	1	1
484	в голову	1	1
485	будто бы	1	1
486	всего что	1	1
487	бы он	1	1
488	достоевский как	1	1
489	во всяком	2	1
490	за границу	1	1
491	указывает на	1	1
492	он видит	1	1
493	человека образ	1	1
494	лиц в	1	1
495	быть назван	1	1
