N	2gram	Nazirov_Tv_1	Istorich
501	и стал	1	1
502	а на	1	1
503	на которых	1	1
504	до конца	2	1
505	своего рода	4	1
506	жизнь в	1	1
507	среди них	1	1
508	а по	2	1
509	из героев	1	1
510	о чем	1	1
511	на лице	1	1
512	при появлении	1	1
513	в одно	2	1
514	так говорит	1	1
515	следовало бы	2	1
516	вокруг него	1	1
517	человека к	1	1
518	он ее	1	1
519	не сами	1	1
520	а так	1	1
521	xix века	6	1
522	по своему	1	1
523	он говорит	3	1
524	к жизни	2	1
525	а если	1	1
526	чем в	1	1
527	ведет к	2	1
528	что же	1	1
529	и братья	1	1
530	что ты	2	1
531	человек с	1	1
532	на свете	2	1
533	это значит	1	1
534	материал для	1	1
535	с этой	1	1
536	все как	1	1
537	только для	1	1
538	поэтому герои	1	1
539	ему свое	1	1
540	была одной	1	1
541	в наше	2	1
542	в книге	3	1
543	в более	1	1
544	ли в	2	1
545	при таком	1	1
546	в точном	1	1
547	это как	3	1
548	который является	2	1
549	но когда	1	1
550	сон о	2	1
551	бы он	1	1
552	еще более	2	1
553	чтобы его	1	1
554	отсюда же	2	1
555	все они	1	1
556	же в	1	1
557	человека не	1	1
558	и вдруг	1	1
559	его к	1	1
560	в свою	7	1
561	бы его	1	1
562	в самом	3	1
563	героя в	1	1
564	этой связи	2	1
565	а может	1	1
566	мы перейдем	1	1
567	он заслуживает	1	1
568	к этому	2	1
569	в таком	1	1
