N	3gram	Bakhtin_Pr_1	Analitik
222	в этом смысле	3	1
223	нераздельность но и	1	1
224	методологического значения в	1	1
225	но в принципе	1	1
226	в связи с	1	1
227	психический процесс творчества	1	1
228	но отнюдь не	7	1
229	к эстетическому анализу	1	1
230	к тому что	1	1
231	деятельности созерцания направленной	1	1
232	быть найден ни	1	1
233	основная особенность эстетического	1	1
234	в его художественной	1	1
235	должно быть понято	1	1
236	как и в	1	1
237	как осуществляющее эстетический	1	1
238	момента внешнее материальное	1	1
239	ничто не может	1	1
240	художественное произведение является	1	1
241	поступка его рецептивный	1	1
242	значимо в напряженном	1	1
243	в том же	2	1
244	не говоря уже	1	1
