N	2gram	Bakhtin_Pr_1	RusskieA
105	всякого рода	1	3
106	по этому	2	3
107	в качестве	1	3
108	в одном	9	3
109	в области	3	3
110	на этот	2	3
111	так же	6	3
112	по содержанию	1	3
113	этого слова	2	3
114	и к	4	3
115	но эти	2	3
116	можно говорить	2	2
117	например в	3	2
118	е годы	2	2
119	к другому	2	2
120	на западе	2	2
121	на тех	1	2
122	на себя	3	2
123	как не	4	2
124	в ней	1	2
125	друг к	1	2
126	на самом	4	2
127	но не	8	2
128	значение и	1	2
129	к слову	1	2
130	тогда как	1	2
131	в е	2	2
132	как по	1	2
133	что именно	2	2
134	с этим	1	2
135	хотя и	1	2
136	и как	8	2
137	его к	4	2
138	но в	4	2
139	в целом	4	2
140	все эти	8	2
141	в нашем	1	2
142	в дальнейшем	1	2
143	и до	1	2
144	как он	2	2
145	что она	2	2
146	в нем	20	2
147	всех этих	3	2
148	не значит	2	2
149	в году	1	2
150	в каждом	8	2
151	же не	1	2
152	и с	4	2
153	к другу	1	2
154	в жизни	6	2
155	такой же	1	2
156	в один	2	2
157	и более	1	2
158	для этого	1	2
159	этой работы	2	2
160	как можно	2	2
161	она не	5	2
162	у него	6	2
163	но даже	1	2
164	и здесь	3	2
165	могут быть	1	2
166	они и	1	2
167	ни одно	1	2
168	что у	1	2
169	и другими	4	2
170	с ним	6	2
171	находится в	1	2
172	в его	24	2
173	них в	1	2
174	в свете	3	2
175	к ней	1	2
176	только у	3	2
177	этот вопрос	2	2
178	в какой	1	2
179	так что	1	2
180	в большинстве	2	2
181	в последний	2	2
182	они могли	1	2
183	этому вопросу	1	2
184	его и	1	2
185	он так	1	2
186	не было	3	2
187	чем в	2	2
188	себя и	2	2
189	но есть	1	2
190	с ней	1	2
191	по нескольку	1	2
192	и пр	1	2
193	до конца	5	2
194	не на	3	2
195	а не	20	2
196	его как	5	2
197	большинстве случаев	2	2
198	стоит в	1	2
199	должна была	4	2
200	в частности	1	2
201	нет надобности	1	2
202	и потому	3	2
203	там где	6	2
204	быть и	1	2
205	последний день	2	2
206	мы видим	3	2
207	и для	3	2
208	мы должны	2	2
209	в своих	2	2
210	же как	1	1
211	переходит к	1	1
212	ими как	1	1
213	характер или	1	1
214	самом деле	5	1
215	зависимости от	3	1
216	в первом	2	1
217	сам и	1	1
218	из самых	1	1
219	по преимуществу	3	1
220	противном случае	1	1
221	должна быть	2	1
222	видеть в	1	1
223	над ней	1	1
224	и за	1	1
225	и могут	1	1
226	мы уже	2	1
227	из всех	1	1
228	и литературных	1	1
229	или наоборот	1	1
230	что если	1	1
231	не приходится	1	1
232	не во	3	1
233	вопрос о	4	1
234	этом не	1	1
235	говорить о	2	1
236	земля в	1	1
237	и завершающей	1	1
238	же что	2	1
239	и он	1	1
240	в каждой	2	1
241	и был	3	1
242	настоящая работа	1	1
243	в отличие	2	1
244	такое уподобление	1	1
245	совершенно иных	1	1
246	в чем	1	1
247	с его	6	1
248	не отличается	1	1
249	а следовательно	1	1
250	то хозяин	1	1
251	а только	1	1
252	замкнутости в	1	1
253	целом ряде	1	1
254	не все	1	1
255	ответ на	1	1
256	по отношению	11	1
257	не путем	1	1
258	себе и	3	1
259	отличие от	2	1
260	писал не	1	1
261	в истории	2	1
262	материал на	1	1
263	его на	2	1
264	сочетается с	3	1
265	то чем	3	1
266	что касается	1	1
267	однако не	2	1
268	в противном	1	1
269	перед нами	4	1
270	и наконец	5	1
271	из работ	1	1
272	именно такие	1	1
273	себе дело	1	1
274	тем же	1	1
275	от этого	1	1
276	поэтому и	2	1
277	в которой	4	1
278	не оставляет	1	1
279	еще далеко	1	1
280	веря что	1	1
281	ни одна	1	1
282	то и	2	1
283	в себе	5	1
284	что было	3	1
285	вера в	1	1
286	он не	4	1
287	он должен	1	1
288	не к	1	1
289	не как	12	1
290	в начале	1	1
291	оно звучит	1	1
292	подобно тому	3	1
293	и церковь	1	1
294	здесь мы	2	1
295	что все	3	1
296	он просто	1	1
297	в совершенно	2	1
298	значение в	1	1
299	те же	1	1
300	его в	4	1
301	нескольку раз	1	1
302	на почве	1	1
303	но их	1	1
304	весь мир	1	1
305	и тем	2	1
306	на свои	1	1
307	ни в	3	1
308	жизни человека	1	1
309	нет в	1	1
310	в этой	4	1
311	он и	5	1
312	материал у	1	1
313	в развитии	1	1
314	смысл и	2	1
315	можно больше	2	1
316	и при	1	1
317	никак не	2	1
318	взгляд на	1	1
319	слова совершенно	1	1
320	видел и	1	1
321	место в	1	1
322	не столько	3	1
323	они уже	3	1
324	что я	1	1
325	одном из	2	1
326	ее на	1	1
327	но эта	4	1
328	точку зрения	4	1
329	теми же	1	1
330	не могли	2	1
331	сам он	3	1
332	при всех	1	1
333	привела к	1	1
334	природа и	1	1
335	в то	10	1
336	не о	1	1
337	тогда когда	1	1
338	дело в	1	1
339	только из	1	1
340	место с	1	1
341	было не	1	1
342	в основе	5	1
343	иметь в	1	1
344	следовательно и	2	1
345	или как	5	1
346	явление в	1	1
347	того в	1	1
348	все стороны	1	1
349	видим что	1	1
350	прежде чем	1	1
351	и его	13	1
352	к этим	1	1
353	истории как	1	1
354	весь этот	2	1
355	этом отношении	5	1
356	котором в	1	1
357	ему не	2	1
358	не потому	2	1
359	с другом	3	1
360	в духе	3	1
361	чтобы сделать	1	1
362	и всех	1	1
363	должны быть	1	1
364	если же	2	1
365	быть назван	1	1
366	для себя	2	1
367	и это	5	1
368	году под	1	1
369	и о	3	1
370	у себя	3	1
371	картина для	1	1
372	и сами	1	1
373	данном случае	2	1
374	только при	2	1
375	идет не	3	1
376	то время	2	1
377	слова а	2	1
378	собственно не	1	1
379	и сам	2	1
380	можно было	3	1
381	из всего	2	1
382	и статей	1	1
383	и всюду	1	1
384	во второй	1	1
385	сходно с	1	1
386	если бы	10	1
387	приводит его	2	1
388	но здесь	1	1
389	из основных	1	1
390	вот почему	1	1
391	обычно служит	1	1
392	прав в	1	1
393	что каждый	1	1
394	можно сказать	2	1
395	как этот	1	1
396	к нему	3	1
397	не могло	1	1
398	по типу	1	1
399	и во	2	1
400	говорить об	2	1
401	во втором	1	1
402	во всей	2	1
403	в форме	6	1
404	является по	1	1
405	наконец в	2	1
406	что бы	1	1
407	и следовательно	1	1
408	их уже	1	1
409	или может	1	1
410	было бы	6	1
411	не так	1	1
412	на которой	1	1
413	совсем не	1	1
414	тот же	2	1
415	что он	10	1
416	и действительно	1	1
417	другие видели	1	1
418	даже если	1	1
419	который в	1	1
420	это слово	1	1
421	или его	1	1
422	жизни как	1	1
423	точка зрения	7	1
424	том чтобы	1	1
425	вот что	2	1
426	можно еще	1	1
427	есть в	3	1
428	уже в	5	1
429	же в	2	1
430	не дает	3	1
431	девушки во	1	1
432	время во	1	1
433	него нет	1	1
434	всяком случае	3	1
435	может служить	1	1
436	из одной	1	1
437	дело и	1	1
438	случае не	1	1
439	объяснение этого	1	1
440	заметить что	2	1
441	не могут	6	1
442	от того	2	1
443	хотел бы	2	1
444	и старается	2	1
445	как у	2	1
446	что дело	1	1
447	к которому	1	1
448	что основное	1	1
449	тому как	3	1
450	были не	1	1
451	он считал	1	1
452	что не	1	1
453	что для	2	1
454	говорит о	1	1
455	художественной форме	1	1
456	и самый	1	1
457	сколько в	2	1
458	жизнь в	1	1
459	в руках	1	1
460	точек зрения	3	1
461	мы остановимся	3	1
462	с немецкими	1	1
463	под влиянием	1	1
464	в одно	1	1
465	представления о	1	1
466	деле это	1	1
467	но этого	1	1
468	из которых	2	1
469	в пределах	9	1
470	в данном	2	1
471	по поводу	1	1
472	который мы	1	1
473	можно согласиться	1	1
474	наряду с	1	1
475	в той	6	1
476	ко всему	1	1
477	в первой	2	1
478	друг с	3	1
479	и было	1	1
480	лишает их	1	1
481	есть и	1	1
482	как только	1	1
483	что мы	1	1
484	но для	2	1
485	кроме того	3	1
486	рассматривать как	1	1
487	под названием	1	1
488	он видел	1	1
489	для такого	1	1
490	не раскрывает	1	1
491	всем этим	1	1
492	его нет	1	1
493	совершенно иное	2	1
494	и все	3	1
495	из своего	3	1
496	только с	2	1
497	люди в	1	1
498	его жизнь	2	1
499	отсюда же	2	1
500	на такой	1	1
501	особенно интересны	1	1
502	его значение	1	1
503	согласиться с	1	1
504	слово в	2	1
505	между ними	2	1
506	не знает	1	1
507	сказать что	5	1
508	только как	1	1
509	легко заметить	1	1
510	отношению к	11	1
511	оно не	2	1
512	это та	1	1
513	жизни и	6	1
514	и вновь	1	1
515	они не	3	1
516	значение они	1	1
517	как на	2	1
518	точно так	2	1
519	во всяком	4	1
520	все что	3	1
