N	2gram	Propp_Isto_2	RusskieA
289	заупокойном культе	3	2
290	не что	2	2
291	в отдельности	1	2
292	у которых	1	2
293	что обряд	1	2
294	который должен	1	1
295	не думает	1	1
296	же как	5	1
297	в объяснении	1	1
298	эти случаи	4	1
299	мы здесь	6	1
300	самом деле	2	1
301	мы начнем	1	1
302	что дает	1	1
303	зависимости от	1	1
304	представлял собой	3	1
305	что эти	4	1
306	и ее	2	1
307	оно было	1	1
308	состояла в	1	1
309	и за	1	1
310	по его	1	1
311	и могут	1	1
312	приходит к	1	1
313	мы уже	6	1
314	в несколько	1	1
315	в русских	3	1
316	указать что	3	1
317	в семье	1	1
318	вопрос о	4	1
319	из своих	1	1
320	они приносят	1	1
321	имеет свою	1	1
322	этом не	1	1
323	говорить о	1	1
324	но чаще	1	1
325	не вполне	1	1
326	похожи на	1	1
327	эти очень	1	1
328	не знают	2	1
329	же что	1	1
330	власть над	4	1
331	и он	1	1
332	есть вместе	1	1
333	в отличие	1	1
334	и много	1	1
335	обряда и	1	1
336	всего этого	1	1
337	с его	1	1
338	этих случаях	10	1
339	другой пример	1	1
340	на основе	1	1
341	это видно	1	1
342	а только	1	1
343	необходимо еще	1	1
344	не все	2	1
345	в сказке	21	1
346	по приведенным	1	1
347	ответ на	1	1
348	по отношению	3	1
349	отличие от	1	1
350	разница в	1	1
351	некогда было	1	1
352	в истории	1	1
353	в гости	1	1
354	материал на	1	1
355	эта связь	3	1
356	его на	2	1
357	почему при	1	1
358	что некогда	2	1
359	и дети	1	1
360	а третий	1	1
361	показать что	2	1
362	некоторое время	2	1
363	изучение этого	1	1
364	в обрядах	2	1
365	однако не	1	1
366	перед нами	2	1
367	религиозных верований	1	1
368	и наконец	5	1
369	никаких следов	2	1
370	увидим что	3	1
371	он на	1	1
372	от этого	1	1
373	говорится в	2	1
374	и питье	1	1
375	можно установить	2	1
376	этот случай	4	1
377	в которой	2	1
378	говорят о	2	1
379	е с	1	1
380	в себе	4	1
381	тому же	2	1
382	думается что	1	1
383	в лес	27	1
384	на то	3	1
385	они слишком	1	1
386	не имеют	1	1
387	что было	1	1
388	вера в	2	1
389	но хотя	1	1
390	он не	8	1
391	с новым	1	1
392	с нашим	1	1
393	он должен	2	1
394	собой не	1	1
395	здесь говорится	1	1
396	способностям которые	1	1
397	означают что	1	1
398	в немецкой	2	1
399	подобно тому	3	1
400	которое как	1	1
401	а затем	2	1
402	здесь мы	3	1
403	по-видимому не	1	1
404	в совершенно	1	1
405	о котором	1	1
406	иногда как	1	1
407	к заключению	1	1
408	в заупокойном	1	1
409	его в	10	1
410	уже знаем	3	1
411	но их	1	1
412	должен был	3	1
413	примеров а	1	1
414	не соответствует	2	1
415	сперва в	1	1
416	на охоту	1	1
417	ни в	2	1
418	в этой	4	1
419	свете изложенного	1	1
420	как видно	1	1
421	не всегда	1	1
422	он и	3	1
423	мы видели	2	1
424	значение как	1	1
425	и церемониям	1	1
426	зато в	1	1
427	не будут	1	1
428	но если	3	1
429	или позднее	1	1
430	и бессмертие	1	1
431	напоминают нам	1	1
432	необходимо указать	1	1
433	как указывает	2	1
434	установить что	3	1
435	однако еще	1	1
436	не столько	2	1
437	этого вопроса	1	1
438	как акт	1	1
439	весь ход	1	1
440	сами материалы	1	1
441	дает в	1	1
442	ее на	1	1
443	но эта	1	1
444	которые в	1	1
445	начнем с	1	1
446	свет на	3	1
447	при рассмотрении	1	1
448	и эти	2	1
449	что после	3	1
450	с такими	1	1
451	более древних	1	1
452	известно и	1	1
453	и под	1	1
454	связь этого	1	1
455	они сами	1	1
456	полагают что	1	1
457	виду что	1	1
458	в то	1	1
459	дело не	4	1
460	это означает	1	1
461	что их	1	1
462	здесь на	2	1
463	совершает над	1	1
464	но вместе	1	1
465	не раньше	2	1
466	в самых	1	1
467	можем предположить	1	1
468	славянских языках	1	1
469	иметь в	2	1
470	подошел к	1	1
471	связанными с	1	1
472	каждый из	1	1
473	этих обрядов	2	1
474	на землю	1	1
475	и воскресения	1	1
476	в три	1	1
477	видим что	5	1
478	и его	3	1
479	к этим	1	1
480	особое значение	1	1
481	при обряде	2	1
482	и подражали	1	1
483	с другом	1	1
484	в детстве	1	1
485	такие же	1	1
486	в городе	1	1
487	нам что	1	1
488	в сказках	8	1
489	обряд и	1	1
490	если же	1	1
491	для дальнейшего	1	1
492	можно судить	1	1
493	и это	3	1
494	они должны	4	1
495	и о	1	1
496	в виду	2	1
497	обряды в	1	1
498	на другой	2	1
499	только при	1	1
500	можно показать	1	1
501	которые как	1	1
502	тех случаях	1	1
503	на природу	1	1
504	всей своей	1	1
505	собственно не	1	1
506	можно было	5	1
507	здесь он	1	1
508	имелись в	1	1
509	из всего	1	1
510	на путь	1	1
511	уже на	3	1
512	этим в	1	1
513	связанных с	1	1
514	часто в	2	1
515	имеется в	2	1
516	древнейшая форма	1	1
517	по мере	3	1
518	мы рассмотрим	2	1
519	что значит	1	1
520	что им	2	1
521	с перенесением	1	1
522	свидетельствует о	1	1
523	вот почему	1	1
524	предметом культа	1	1
525	при котором	1	1
526	же происходит	2	1
527	самых разнообразных	1	1
528	из сказки	1	1
529	в глаза	2	1
530	все на	1	1
531	к нему	5	1
532	чтобы получить	1	1
533	и во	1	1
534	раньше чем	3	1
535	к поздним	1	1
536	и следовательно	1	1
537	было бы	5	1
538	тем способностям	1	1
539	бросается в	1	1
540	что здесь	4	1
541	дело так	1	1
542	на которой	2	1
543	д и	2	1
544	путь изучения	1	1
545	день они	1	1
546	приведенных выше	1	1
547	тот же	1	1
548	что он	24	1
549	к их	1	1
550	и действительно	1	1
551	например на	1	1
552	очень много	8	1
553	и так	2	1
554	который в	1	1
555	в область	4	1
556	или его	2	1
557	случаи когда	1	1
558	ему соответствует	1	1
559	одежды и	2	1
560	с которыми	1	1
561	рассматриваться как	1	1
562	уже в	2	1
563	изображали их	1	1
564	в нашей	2	1
565	же в	1	1
566	уже своим	1	1
567	как показал	1	1
568	при рождении	4	1
569	религии но	1	1
570	нуждается в	1	1
571	русский материал	1	1
572	и один	1	1
573	даже к	1	1
574	ознакомимся ниже	1	1
575	что еда	1	1
576	этом обряде	2	1
577	еду и	1	1
578	заметить что	2	1
579	не могут	1	1
580	то сразу	1	1
581	с обрядом	4	1
582	смерти и	7	1
583	в очень	3	1
584	вид что	2	1
585	приводят нас	1	1
586	к самым	1	1
587	культ мертвых	1	1
588	возможно что	2	1
589	они известны	1	1
590	формах в	1	1
591	к которому	5	1
592	тому как	3	1
593	мы еще	1	1
594	происходит при	1	1
595	этой роли	1	1
596	что не	1	1
597	к умершим	1	1
598	с культом	2	1
599	этому времени	1	1
600	на которых	1	1
601	у других	1	1
602	ниже в	1	1
603	с наступлением	3	1
604	жизнь в	1	1
605	на смерть	2	1
606	подобного рода	1	1
607	пользуются особым	1	1
608	к еде	2	1
609	год на	1	1
610	место на	1	1
611	становится ясным	2	1
612	в одно	1	1
613	мы знаем	11	1
614	разнообразны и	1	1
615	если предположить	2	1
616	и пришли	1	1
617	представления о	5	1
618	его по	1	1
619	но этого	1	1
620	нами как	1	1
621	в иной	5	1
622	другой день	1	1
623	нет он	2	1
624	или по	1	1
625	подтверждается материалами	1	1
626	может так	1	1
627	в пределах	1	1
628	по своему	1	1
629	наряду с	6	1
630	в той	1	1
631	к зеленина	1	1
632	дети в	1	1
633	же можно	3	1
634	друг с	1	1
635	исходя из	1	1
636	быть не	1	1
637	для детей	1	1
638	есть и	2	1
639	к понятию	1	1
640	как только	1	1
641	что мы	3	1
642	из ряда	1	1
643	кроме того	2	1
644	же значение	1	1
645	это как	1	1
646	содержится в	1	1
647	под названием	2	1
648	по дороге	1	1
649	очень интересный	1	1
650	только одна	1	1
651	случаях когда	1	1
652	почему именно	1	1
653	много но	2	1
654	хотя они	1	1
655	при таком	1	1
656	думает что	1	1
657	тот кто	2	1
658	в двух	1	1
659	от него	1	1
660	на одной	1	1
661	ст в	2	1
662	из своего	1	1
663	только с	2	1
664	к зиме	1	1
665	в сказку	1	1
666	отсюда же	1	1
667	на более	1	1
668	люди которые	1	1
669	этом можно	1	1
670	будет ниже	1	1
671	брачной жизни	1	1
672	случаи показывают	2	1
673	не знает	2	1
674	сказать что	2	1
675	перед домом	1	1
676	но можно	1	1
677	является и	1	1
678	отношению к	3	1
679	только о	1	1
680	видели в	1	1
681	через них	1	1
682	такой еды	1	1
683	ней с	1	1
684	и состоит	1	1
685	в таком	1	1
686	также не	2	1
687	и вновь	1	1
688	покажет нам	1	1
689	они не	4	1
690	можно назвать	1	1
691	точно так	6	1
