N	2gram	Nazirov_Tv_1	Analitik
144	конечном счете	4	2
145	отвлеченной мысли	1	2
146	отличие от	2	2
147	и я	1	2
148	как говорит	1	2
149	о жизни	1	2
150	мне стало	1	2
151	себе не	2	2
152	художественного мира	1	2
153	вследствие этого	1	2
154	он не	8	2
155	выше уже	1	2
156	в диалоге	1	2
157	что она	2	2
158	таким образом	5	2
159	а затем	2	2
160	что все	3	2
161	же не	1	2
162	здесь превышает	1	2
163	на этой	1	2
164	это было	1	2
165	на протяжении	3	2
166	по себе	1	2
167	он же	1	2
168	соответствии с	3	2
169	он и	1	2
170	жизни но	1	2
171	еще в	2	2
172	в этих	2	2
173	в своей	4	2
174	в котором	6	2
175	к предмету	1	2
176	в отличие	2	2
177	но эта	1	2
178	даже в	3	2
179	в таких	1	2
180	она не	1	2
181	что с	1	2
182	в то	15	2
183	дело не	3	2
184	не имеет	1	2
185	на него	1	2
186	же время	12	2
187	свободе воли	2	2
188	мы узнаем	1	2
189	и эстетическим	1	2
190	ли не	1	2
191	в нас	1	2
192	роль в	1	2
193	с ее	3	2
194	по природе	6	2
195	с ним	3	2
196	что в	12	2
197	и повышенной	1	2
198	никак не	1	2
199	его в	1	2
200	том или	1	2
201	между тем	1	2
202	в его	13	2
203	чем и	1	2
204	вообще и	1	2
205	того что	3	2
206	с той	1	2
207	один из	4	2
208	грань между	1	2
209	времени как	3	2
210	себя в	1	2
211	для всех	1	2
212	не есть	1	2
213	свидетельствует о	2	2
214	по выражению	1	2
215	одно из	1	2
216	и их	1	2
217	ведь это	1	2
218	в одном	1	2
219	вовсе не	5	2
220	представляют собой	1	2
221	вслед за	2	2
222	своего собственного	2	2
223	этого персонажа	1	2
224	в соответствии	3	2
225	превращается в	1	2
226	мне как-то	1	2
227	и стал	1	2
228	на этот	1	2
229	его как	2	2
230	была бы	1	2
231	о чем	1	2
232	с людьми	1	2
233	вместе с	2	2
234	так же	3	2
235	к его	1	2
236	о свободе	3	2
237	при таком	1	2
238	он по	1	2
239	в двух	2	2
240	позиции самого	1	2
241	внимание на	1	2
242	еще более	2	2
243	личности и	2	2
244	сказать что	2	2
245	другой стороны	1	2
246	и внутренне	1	2
247	т е	1	2
248	этой сцены	1	2
249	к этому	2	2
250	на лице	1	2
251	в таком	1	2
252	как известно	1	1
253	по законам	1	1
254	этого в	1	1
255	и т	3	1
256	также и	1	1
257	этом она	1	1
258	мечты в	2	1
259	самом деле	2	1
260	переход от	1	1
261	говорилось выше	1	1
262	этого мира	1	1
263	в первом	2	1
264	жизни есть	1	1
265	действительности и	2	1
266	сознания героя	1	1
267	намек на	2	1
268	мы уже	1	1
269	их и	1	1
270	есть не	2	1
271	и высшей	2	1
272	побуждает его	1	1
273	на первом	2	1
274	что никто	1	1
275	не слишком	1	1
276	что иное	1	1
277	не вполне	1	1
278	в полной	1	1
279	я не	3	1
280	событий и	1	1
281	но даже	1	1
282	этот жест	1	1
283	частный случай	1	1
284	случае несколько	1	1
285	и самого	1	1
286	как один	1	1
287	иное как	1	1
288	нам представляется	1	1
289	миф о	1	1
290	в чем	2	1
291	в сюжете	1	1
292	тем как	1	1
293	это имеет	1	1
294	совсем не	1	1
295	сказал он	1	1
296	и всякий	1	1
297	не все	1	1
298	а и	1	1
299	и будет	2	1
300	из уст	1	1
301	в художественном	1	1
302	на краю	2	1
303	на человека	1	1
304	в полном	1	1
305	когда он	2	1
306	и наконец	2	1
307	дается в	1	1
308	его к	1	1
309	искусство и	1	1
310	со своей	1	1
311	в которой	3	1
312	бы и	1	1
313	мне не	1	1
314	всего романа	1	1
315	литературе нового	1	1
316	все эти	1	1
317	жизни так	1	1
318	в сновидениях	1	1
319	него столь	1	1
320	поскольку в	1	1
321	но без	2	1
322	еще один	1	1
323	в известном	1	1
324	сливаются в	1	1
325	и те	1	1
326	как он	1	1
327	но на	1	1
328	так сказать	2	1
329	наш взгляд	1	1
330	сам автор	1	1
331	в нем	3	1
332	в статье	1	1
333	у а	1	1
334	всех этих	1	1
335	в первую	1	1
336	первой части	3	1
337	идеи и	1	1
338	в принципе	2	1
339	к одному	1	1
340	не к	1	1
341	борьбу с	1	1
342	у читателя	1	1
343	на наш	1	1
344	и по	3	1
345	его можно	1	1
346	его до	1	1
347	человека в	6	1
348	в каждом	3	1
349	трансформируется в	1	1
350	самого автора	1	1
351	об этом	2	1
352	внутренней форме	1	1
353	волосы и	1	1
354	в глубине	1	1
355	самим собой	4	1
356	по смыслу	1	1
357	времени и	4	1
358	в несколько	1	1
359	заключается в	1	1
360	первую очередь	1	1
361	воспринимается как	1	1
362	эстетическую ценность	1	1
363	в глазах	1	1
364	это не	4	1
365	тенденцией к	1	1
366	то все	1	1
367	авторской позиции	3	1
368	в жизни	2	1
369	ни в	1	1
370	в них	1	1
371	все равно	1	1
372	далеко не	3	1
373	ниже их	1	1
374	ведет к	2	1
375	событий за	1	1
376	такой же	2	1
377	свободы воли	2	1
378	но если	3	1
379	этой связи	2	1
380	рассказа о	1	1
381	м о	1	1
382	вспять к	1	1
383	жизнь и	1	1
384	от себя	1	1
385	означает в	1	1
386	что я	3	1
387	и уж	1	1
388	вплоть до	1	1
389	особое место	1	1
390	художественный мир	1	1
391	времени не	1	1
392	и более	1	1
393	однако в	2	1
394	том же	1	1
395	что ведет	1	1
396	что этот	1	1
397	эпизодов с	1	1
398	а вот	1	1
399	тому что	1	1
400	и другое	1	1
401	меня не	1	1
402	одна из	2	1
403	которого он	2	1
404	и имеет	1	1
405	кстати что	1	1
406	но только	2	1
407	это еще	1	1
408	для всего	1	1
409	он с	1	1
410	от чужого	1	1
411	жизни не	1	1
412	личности природа	1	1
413	всего на	1	1
414	глядя на	1	1
415	как она	1	1
416	для автора	2	1
417	потому что	5	1
418	связи с	1	1
419	и генерализации	1	1
420	только с	1	1
421	у нас	1	1
422	и далее	2	1
423	личности в	2	1
424	начиная с	1	1
425	если он	1	1
426	выход из	1	1
427	во все	1	1
428	сама жизнь	1	1
429	отличается от	1	1
430	же самое	1	1
431	бахтина о	1	1
432	бы он	1	1
433	указывает на	1	1
434	вырождается в	1	1
435	анализа в	1	1
436	он видит	3	1
437	отказаться от	2	1
438	если же	1	1
439	его художественной	1	1
440	и о	1	1
441	и тогда	1	1
442	вступая в	1	1
443	читателя он	1	1
444	в виду	2	1
445	свою очередь	1	1
446	но при	1	1
447	и самим	1	1
448	лице его	1	1
449	в ее	1	1
450	только то	1	1
451	см главу	1	1
452	отвлеченный характер	1	1
453	по способу	1	1
454	однако эта	1	1
455	если они	1	1
456	что может	1	1
457	с первым	1	1
458	в образе	1	1
459	в отношении	1	1
460	связан с	3	1
461	начала и	1	1
462	участия в	1	1
463	ли и	1	1
464	в последней	1	1
465	нас и	1	1
466	автора к	1	1
467	о нем	1	1
468	и здесь	1	1
469	но мы	1	1
470	и что	1	1
471	что его	2	1
472	все его	1	1
473	может не	2	1
474	но когда	1	1
475	как дым	1	1
476	восходит к	1	1
477	в которую	1	1
478	которая сама	1	1
479	к нему	1	1
480	с его	11	1
481	собой героя	1	1
482	путь к	1	1
483	от них	1	1
484	складывается из	1	1
485	автор как	1	1
486	выступает как	1	1
487	на словах	1	1
488	в литературе	2	1
489	известном смысле	1	1
490	тот же	2	1
491	в основном	4	1
492	нуждается в	1	1
493	лишь на	1	1
494	в какой	1	1
495	хотя бы	5	1
496	мне показалось	1	1
497	к их	1	1
498	который в	3	1
499	и ее	1	1
500	делает его	1	1
501	все они	1	1
502	человека с	2	1
503	же и	2	1
504	выступают как	1	1
505	этот вопрос	1	1
506	уже в	3	1
507	к принципиально	1	1
508	то и	1	1
509	больше не	4	1
510	на этих	1	1
511	мышления и	1	1
512	его и	1	1
513	сам не	1	1
514	что происходило	1	1
515	как справедливо	1	1
516	жизнь для	1	1
517	в прозе	1	1
518	сами по	1	1
519	не совпадают	1	1
520	так как	3	1
521	к ним	1	1
522	его внутренний	1	1
523	в стихах	2	1
524	это первый	2	1
525	имеет тот	1	1
526	читательского восприятия	1	1
527	читатель в	1	1
528	и из	1	1
529	с другим	1	1
530	личности из	1	1
531	как у	1	1
532	особое внимание	1	1
533	я был	1	1
534	в свою	7	1
535	себя и	1	1
536	исходит из	1	1
537	совмещается с	1	1
538	в рассказе	3	1
539	не означает	2	1
540	зависит от	2	1
541	есть лишь	1	1
542	означало бы	1	1
543	а так	1	1
544	читательское впечатление	1	1
545	от свободы	1	1
546	мира в	2	1
547	в связи	1	1
548	было в	2	1
549	материал для	1	1
550	эти слова	2	1
551	до этого	2	1
552	свою собственную	1	1
553	так уж	1	1
554	на втором	1	1
555	установкой на	1	1
556	столкновение с	1	1
557	самого себя	1	1
558	и всей	1	1
559	ко всему	1	1
560	для человека	3	1
561	да и	1	1
562	известной книге	1	1
563	и мотивы	1	1
564	что же	1	1
565	с этой	1	1
566	слова и	1	1
567	еще раз	1	1
568	только для	1	1
569	и ад	1	1
570	между прочим	1	1
571	я от	2	1
572	так ли	2	1
573	эстетический факт	1	1
574	перед нами	2	1
575	с автором	1	1
576	в мировой	1	1
577	восходящая к	1	1
578	на улице	1	1
579	с повышенной	1	1
580	именно здесь	1	1
581	сколько бы	1	1
582	его не	1	1
583	человек и	1	1
584	с установкой	1	1
585	от него	1	1
586	к этой	1	1
587	тем более	1	1
588	и как	4	1
589	мы должны	1	1
590	действительной жизни	3	1
591	но это	5	1
592	только что	2	1
593	не одну	1	1
594	же в	1	1
595	романа мы	1	1
596	мысли о	1	1
597	отношении к	1	1
598	всех на	2	1
599	может и	1	1
600	в романе	10	1
601	героя и	2	1
602	не сами	1	1
603	не что	1	1
604	что ты	2	1
605	и жизнь	1	1
606	воли необходимое	1	1
607	главным героем	1	1
608	просто не	3	1
609	ее в	3	1
610	это в	3	1
611	значение в	1	1
612	точно так	2	1
