N	2gram	Tiupa_Disk_1	Hudozhes
346	его однако	1	1
347	не сводится	3	1
348	хотя бы	3	1
349	среди любых	1	1
350	событий и	1	1
351	ему в	2	1
352	в каждой	3	1
353	культурной традиции	1	1
354	и притче	1	1
355	на них	1	1
356	настаивал на	1	1
357	взгляде на	1	1
358	что его	1	1
359	в чем	1	1
360	в литературоведении	2	1
361	действующее лицо	2	1
362	характера среди	1	1
363	различия между	3	1
364	не требует	1	1
365	в сторону	4	1
366	но достаточно	1	1
367	не все	1	1
368	xix столетия	1	1
369	свойств они	1	1
370	формы героя	1	1
371	душевных свойств	1	1
372	можно рассказать	1	1
373	отношение к	4	1
374	тут же	1	1
375	нет и	1	1
376	средних веков	1	1
377	произнесение текста	1	1
378	к точке	1	1
379	своим характером	1	1
380	в акте	3	1
381	его на	1	1
382	сострадания и	1	1
383	стороны и	2	1
384	анекдота не	1	1
385	о жизни	1	1
386	что касается	2	1
387	исключает возможность	1	1
388	его взгляд	1	1
389	и точность	1	1
390	они предстают	1	1
391	бы я	1	1
392	сознания в	2	1
393	художественных текстов	1	1
394	и как	6	1
395	это тоже	1	1
396	не являются	1	1
397	слово анекдота	1	1
398	к числу	1	1
399	исторические корни	2	1
400	от этого	1	1
401	к чему	1	1
402	в произведении	3	1
403	в которой	1	1
404	из жизни	3	1
405	общение с	1	1
406	решающее значение	1	1
407	он в	1	1
408	из этих	1	1
409	личности по	1	1
410	поскольку в	2	1
411	мировой жизни	1	1
412	эпохи и	2	1
413	наиболее существенные	1	1
414	и анекдот	2	1
415	в притче	4	1
416	их действия	1	1
417	в общении	1	1
418	ощущение личной	1	1
419	из кругозора	1	1
420	в определенном	1	1
421	внешних черт	1	1
422	или анекдота	1	1
423	всех этих	1	1
424	к одному	1	1
425	не как	4	1
426	творческой памяти	1	1
427	в силу	5	1
428	том чтобы	2	1
429	содержит в	1	1
430	на земле	1	1
431	свое время	1	1
432	этих жанровых	1	1
433	что ни	1	1
434	волшебная сказка	1	1
435	нравственный закон	1	1
436	и анекдота	1	1
437	обнаруживает себя	1	1
438	это позиция	1	1
439	эстетическая природа	1	1
440	этом он	1	1
441	том случае	1	1
442	или даже	2	1
443	а как	1	1
444	на бумаге	1	1
445	может стать	1	1
446	этом смысле	1	1
447	роль в	7	1
448	и тем	2	1
449	как объекты	1	1
450	не соответствует	1	1
451	к области	2	1
452	в наделении	1	1
453	для них	1	1
454	литературного произведения	3	1
455	но уже	1	1
456	к своим	1	1
457	соответствии с	2	1
458	следует по-видимому	2	1
459	далеко не	10	1
460	с тем	1	1
461	принципиальные различия	1	1
462	в слове	1	1
463	со своими	1	1
464	которой он	1	1
465	описываемое как	1	1
466	в чистом	1	1
467	и лицо	1	1
468	анекдота жанровая	1	1
469	и тоже	1	1
470	предстают перед	1	1
471	и тому	1	1
472	как таковой	1	1
473	и того	3	1
474	как замечает	1	1
475	исторического лица	1	1
476	в саду	1	1
477	является его	1	1
478	вненаходимости бахтин	1	1
479	различные формы	1	1
480	или менее	2	1
481	своему происхождению	2	1
482	письма и	1	1
483	в г	2	1
484	стратегия притчи	1	1
485	она сама	1	1
486	таким же	1	1
487	причастной вненаходимости	1	1
488	он вдруг	1	1
489	и без	2	1
490	это делает	1	1
491	анекдота ни	1	1
492	человеком и	1	1
493	к предмету	1	1
494	как произведение	1	1
495	и описываемое	1	1
496	себе а	1	1
497	в отличие	5	1
498	в которых	4	1
499	мысли и	2	1
500	не исчерпывается	1	1
501	претендующего на	1	1
502	в заключительных	1	1
503	есть его	1	1
504	в одном	2	1
505	черты характера	1	1
506	названных жанров	1	1
507	возникающих в	1	1
508	в становлении	1	1
509	и более	1	1
510	в прошлом	1	1
511	том и	1	1
512	и предполагает	2	1
513	я героя	2	1
514	не должно	1	1
515	бы быть	3	1
516	мере и	1	1
517	вместе со	1	1
518	к мировому	1	1
519	раз и	1	1
520	своему искусно	1	1
521	чистом виде	1	1
522	вплоть до	1	1
523	но они	2	1
524	тем самым	1	1
525	до известной	1	1
526	как можно	1	1
527	таков был	1	1
528	самого начала	1	1
529	дело в	1	1
530	в науке	2	1
531	в основе	7	1
532	вниманию читателя	1	1
533	к жанру	1	1
534	имеют не	1	1
535	появляется в	1	1
536	не могло	2	1
537	каждый из	1	1
538	жизненной позиции	1	1
539	нельзя не	2	1
540	при отсутствии	1	1
541	текста и	2	1
542	пример из	1	1
543	понятая объективно	1	1
544	этих двух	1	1
545	и речевой	1	1
546	словесного выражения	1	1
547	наблюдения но	1	1
548	добру и	1	1
549	в самоопределении	1	1
550	предстает субъектом	1	1
551	науке о	2	1
552	о чем-то	1	1
553	одной лишь	1	1
554	только внешних	1	1
555	христианскому читателю	1	1
556	этического выбора	1	1
557	акцентированная роль	1	1
558	непосредственное отношение	1	1
559	перед ним	1	1
560	к той	3	1
561	личной совиновности	1	1
562	к сфере	1	1
563	художественного наблюдения	2	1
564	не могут	1	1
565	в речах	1	1
566	когда мы	1	1
567	такова что	1	1
568	могут быть	4	1
569	и вполне	1	1
570	же самое	2	1
571	приобщения к	1	1
572	уже было	1	1
573	жанровый импульс	1	1
574	всего в	1	1
575	и письма	1	1
576	анализ художественного	1	1
577	но также	1	1
578	она же	1	1
579	если же	1	1
580	о них	1	1
581	говорит о	1	1
582	где впервые	1	1
583	своему христианскому	1	1
584	искусно сохраните	1	1
585	к индивидуальной	1	1
586	в жанровом	1	1
587	не делает	1	1
588	чем не	1	1
589	в виду	2	1
590	свою очередь	3	1
591	но при	3	1
592	объекты художественного	1	1
593	данном случае	2	1
594	по сути	4	1
595	реальной действительности	1	1
596	вообще по	1	1
597	с самого	1	1
598	для своей	1	1
599	в xix	1	1
600	различие между	2	1
601	ведется о	1	1
602	субъекты этического	1	1
603	претендующим на	1	1
604	по аналогии	1	1
605	другое в	1	1
606	этого как	1	1
607	мог бы	1	1
608	было и	1	1
609	чем у	1	1
610	на примере	1	1
611	он сам	1	1
612	повествователя в	2	1
613	даже не	1	1
614	жанров и	1	1
615	но здесь	1	1
616	предлагаемая вниманию	1	1
617	сводится к	5	1
618	имеет право	1	1
619	и т.д	4	1
620	притчи притча	1	1
621	и т.п	12	1
622	героя не	1	1
623	одного из	2	1
624	среди всех	1	1
625	самому себе	2	1
626	требует для	2	1
627	как субъекты	1	1
628	с другой	10	1
629	нас в	1	1
630	в эстетической	1	1
631	внутренняя заданность	1	1
632	восходит к	1	1
633	во всех	5	1
634	объективно чужое	1	1
635	притча в	3	1
636	творчества в	1	1
637	во втором	4	1
638	точность словесного	1	1
639	было опубликовано	1	1
640	наконец в	1	1
641	эстетически не	1	1
642	к концу	1	1
643	героический эпос	1	1
644	которое было	1	1
645	и личной	1	1
646	актуальность для	1	1
647	трудно не	1	1
648	речь о	1	1
649	в молчание	1	1
650	композиционная форма	1	1
651	в какой	2	1
652	по свидетельству	1	1
653	непосредственно из	1	1
654	сопричастности к	1	1
655	времени и	3	1
656	всяком случае	1	1
657	сказки в	1	1
658	и ее	2	1
659	смысле замкнутой	1	1
660	времени как	1	1
661	[...] и	1	1
662	с одной	9	1
663	его художественности	1	1
664	есть в	2	1
665	литературы не	1	1
666	литературы в	2	1
667	однако здесь	1	1
668	более или	2	1
669	я в	1	1
670	уже в	2	1
671	а напротив	1	1
672	мировом зле	1	1
673	оно в	1	1
674	в жизни	1	1
675	жанровая форма	4	1
676	то чего	1	1
677	его и	1	1
678	но для	1	1
679	к содержанию	3	1
680	их как	1	1
681	это притча	2	1
682	в прозе	1	1
683	которая может	1	1
684	жанр это	3	1
685	хотел внушить	1	1
686	сами по	2	1
687	содержания а	1	1
688	наблюдаемое и	1	1
689	не исключая	1	1
690	автор и	3	1
691	отличие от	5	1
692	читателя слушателя	1	1
693	следует признать	2	1
694	что они	1	1
695	и побуждает	1	1
696	в особенности	4	1
697	никого не	2	1
698	из двух	2	1
699	текста то	1	1
700	справедливо по	1	1
701	комбинации душевных	1	1
702	сюда же	1	1
703	корни которого	1	1
704	по своим	4	1
705	вслед за	1	1
706	человека [...]	1	1
707	любых событий	1	1
708	еще и	1	1
709	же о	1	1
710	этих текстов	1	1
711	в античной	2	1
712	эффект не	1	1
713	здесь присутствует	1	1
714	равной степени	1	1
715	же речь	1	1
716	выступает в	1	1
717	связано с	1	1
718	которой нет	1	1
719	одной стороны	9	1
720	не одной	1	1
721	из наиболее	2	1
722	не на	1	1
723	замкнутой комбинации	1	1
724	существенно для	1	1
725	читателю самое	1	1
726	читателя что	1	1
727	следовало бы	1	1
728	новое качество	1	1
729	уверенность в	1	1
730	иной жанровой	1	1
731	событие не	1	1
732	как это	1	1
733	некий нравственный	1	1
734	личной сопричастности	1	1
735	в анекдотическом	1	1
736	контексте и	1	1
737	текста в	2	1
738	однако для	1	1
739	писатель средних	1	1
740	личность понятая	1	1
741	совиновности в	1	1
742	но все	1	1
743	неотделимо от	3	1
744	как вещь	1	1
745	о чем	2	1
746	в данном	5	1
747	если оно	1	1
748	непосредственное ощущение	1	1
749	этот жанровый	1	1
750	[...] то	1	1
751	быть только	1	1
752	характером но	1	1
753	сохраните черты	1	1
754	в ряду	2	1
755	присутствует в	1	1
756	согласно которому	1	1
757	и другой	1	1
758	по бахтину	4	1
759	в начальных	1	1
760	только о	1	1
761	в контексте	1	1
762	[...] такой	1	1
763	было сказано	1	1
764	внушить своему	1	1
765	но это	1	1
766	христианский писатель	1	1
767	в формировании	1	1
768	в смысле	1	1
769	укрупненных деталей	1	1
770	не мог	1	1
771	общие черты	1	1
772	под названием	1	1
773	известной степени	2	1
774	он видел	1	1
775	как возможность	1	1
776	зле [...]	1	1
777	в голову	1	1
778	при таком	1	1
779	собственно и	2	1
780	лицо и	1	1
781	где по	1	1
782	литературных жанров	22	1
783	когда он	2	1
784	поэзии в	1	1
785	как уже	3	1
786	со своей	1	1
787	не более	2	1
788	тем более	1	1
789	мы должны	1	1
790	в исходном	1	1
791	мировому добру	1	1
792	обычно как	1	1
793	в мировом	1	1
794	по ходу	1	1
795	как показывает	2	1
796	хотя в	2	1
797	опыта в	2	1
798	нами не	1	1
799	специальном значении	1	1
800	человек некий	2	1
801	сведения о	1	1
802	притчи это	1	1
803	на смену	3	1
804	сказать что	3	1
805	я к	1	1
806	на который	1	1
807	черт но	1	1
808	их с	1	1
809	в свою	3	1
810	к его	2	1
811	культуры в	1	1
812	и описаний	1	1
813	в свое	1	1
814	и состоит	1	1
815	из романа	1	1
816	актуальной для	1	1
817	об исторически	1	1
818	к другим	2	1
819	и другие	1	1
820	случае если	1	1
821	веков хотел	1	1
822	автора как	1	1
823	который не	1	1
824	во всяком	2	1
825	в роли	1	1
