N	2gram	Ircho_Kome_2	DiskursI
290	следующим образом	1	1
291	однако даже	2	1
292	со своей	3	1
293	в которой	5	1
294	бы и	2	1
295	отношения с	1	1
296	что это	4	1
297	образом и	1	1
298	не был	1	1
299	в нашем	2	1
300	из этих	4	1
301	всего к	1	1
302	почти одновременно	1	1
303	представлял собой	1	1
304	в опознании	1	1
305	что она	2	1
306	время и	1	1
307	он не	2	1
308	в разработке	1	1
309	в первую	3	1
310	i в	1	1
311	любой из	1	1
312	как от	1	1
313	что ни	2	1
314	пример из	1	1
315	имевшие место	2	1
316	значение еще	1	1
317	основе его	1	1
318	но все	3	1
319	совпадают с	1	1
320	в мире	2	1
321	в жены	2	1
322	самим собой	1	1
323	на все	1	1
324	с целью	1	1
325	первую очередь	3	1
326	действительности в	1	1
327	этом смысле	2	1
328	в древнегреческой	1	1
329	приходит в	1	1
330	в жизни	1	1
331	в бытовом	1	1
332	от отца	1	1
333	же образом	1	1
334	о которых	1	1
335	выступает не	1	1
336	их взаимоотношения	1	1
337	с этой	3	1
338	с тем	5	1
339	со своими	1	1
340	которой он	1	1
341	мы видели	1	1
342	мы не	2	1
343	автора и	1	1
344	как таковой	1	1
345	не мог	1	1
346	только тем	1	1
347	в на	2	1
348	в этих	4	1
349	во время	6	1
350	и при	1	1
351	таким же	1	1
352	значительную роль	1	1
353	свою речь	1	1
354	начинает меняться	1	1
355	с точки	1	1
356	чем по	2	1
357	представляла собой	1	1
358	не столько	1	1
359	а представляет	1	1
360	способом существования	1	1
361	от его	1	1
362	должны были	1	1
363	в памяти	1	1
364	для многих	1	1
365	которые в	2	1
366	в философии	2	1
367	тем не	1	1
368	и более	1	1
369	не могли	1	1
370	есть некий	1	1
371	вместе со	1	1
372	от трагедии	1	1
373	до конца	1	1
374	тем самым	1	1
375	как можно	1	1
376	даже не	3	1
377	она могла	1	1
378	самого начала	1	1
379	для каждого	1	1
380	характер чувства	1	1
381	не имеет	3	1
382	же достаточно	1	1
383	не по	4	1
384	xv в	1	1
385	к жанру	1	1
386	в отношениях	1	1
387	не вполне	2	1
388	для всех	3	1
389	этих двух	1	1
390	не все	1	1
391	к концу	3	1
392	и является	1	1
393	углом зрения	1	1
394	это слово	4	1
395	с достаточной	2	1
396	и теперь	1	1
397	здесь же	1	1
398	вв до	1	1
399	как будто	4	1
400	что на	3	1
401	в каком	1	1
402	ни о	1	1
403	в речах	2	1
404	встречается в	1	1
405	и вполне	1	1
406	всего в	2	1
407	его с	1	1
408	постановки вопроса	1	1
409	все еще	1	1
410	отказаться от	1	1
411	которые лежат	1	1
412	и это	2	1
413	в театре	2	1
414	не делает	1	1
415	его поступки	1	1
416	и от	4	1
417	мысль о	1	1
418	с самого	2	1
419	художественного мышления	2	1
420	обращаясь к	1	1
421	и сам	3	1
422	и драматургии	1	1
423	он говорит	1	1
424	мог бы	1	1
425	во второй	1	1
426	если бы	9	1
427	его времени	1	1
428	быту и	2	1
429	воплощением в	1	1
430	полной мере	1	1
431	возможна только	1	1
432	правило в	2	1
433	на что	2	1
434	что его	3	1
435	нас в	1	1
436	к нему	3	1
437	общему мнению	1	1
438	вслед за	2	1
439	наконец в	2	1
440	в середине	4	1
441	для определенного	1	1
442	и мы	1	1
443	по содержанию	2	1
444	события происходящие	1	1
445	таким способом	1	1
446	речь о	2	1
447	с ними	2	1
448	и весьма	1	1
449	поэтов в	1	1
450	трагедии и	1	1
451	до нас	4	1
452	по мнению	1	1
453	в уста	2	1
454	стороны он	1	1
455	только при	1	1
456	не имеют	1	1
457	в большинстве	1	1
458	только на	1	1
459	этого понятия	1	1
460	со временем	3	1
461	то и	1	1
462	следовало бы	1	1
463	если в	2	1
464	связан в	1	1
465	большинстве случаев	1	1
466	за ним	1	1
467	к своим	1	1
468	он имеет	1	1
469	иногда не	1	1
470	и их	3	1
471	всяком случае	2	1
472	а нередко	1	1
473	в известной	1	1
474	в конце	2	1
475	греческий глагол	1	1
476	не о	1	1
477	может служить	1	1
478	друг друга	3	1
479	мы можем	3	1
480	при отсутствии	1	1
481	как раз	1	1
482	одежду и	1	1
483	сложилось в	1	1
484	и фигура	1	1
485	с участием	2	1
486	представление о	2	1
487	в области	1	1
488	на примере	1	1
489	до сих	2	1
490	и создает	1	1
491	с той	2	1
492	было бы	8	1
493	графиня в	1	1
494	нового времени	2	1
495	о ее	1	1
496	этому времени	2	1
497	говорит о	1	1
498	к более	1	1
499	выступает в	1	1
500	онегина по	1	1
501	от этого	2	1
502	в любой	1	1
503	не на	1	1
504	в одно	1	1
505	с высказываниями	1	1
506	несмотря на	1	1
507	в связи	3	1
508	действия в	1	1
509	с помощью	1	1
510	является его	1	1
511	в творчестве	1	1
512	персонажей не	1	1
513	ближе всего	1	1
514	по праву	1	1
515	вместе с	9	1
516	усомниться в	2	1
517	как это	4	1
518	во множестве	1	1
519	из трех	1	1
520	только его	1	1
521	восходит к	4	1
522	персонажи не	1	1
523	приводит в	1	1
524	до настоящего	1	1
525	в область	1	1
526	целом ряде	1	1
527	наряду с	6	1
528	в той	2	1
529	однако эти	1	1
530	да и	3	1
531	кто из	2	1
532	хх в	1	1
533	и другой	1	1
534	в современной	1	1
535	в контексте	1	1
536	на дорогу	1	1
537	впрочем не	1	1
538	сих пор	2	1
539	оба они	1	1
540	о его	4	1
541	в чем	1	1
542	о мире	1	1
543	при всем	3	1
544	ближе к	1	1
545	под названием	2	1
546	это уже	1	1
547	случаях когда	1	1
548	при таком	1	1
549	разговор двух	1	1
550	в результате	1	1
551	вопрос о	3	1
552	это как	1	1
553	то при	1	1
554	от того	2	1
555	тем более	1	1
556	в греко-римской	1	1
557	том случае	1	1
558	наглядный пример	1	1
559	не являются	1	1
560	в системе	1	1
561	в период	3	1
562	сведения о	1	1
563	не знает	1	1
564	для каждой	1	1
565	речи и	1	1
566	всех других	1	1
567	или иного	1	1
568	в голову	2	1
569	которому в	1	1
570	и другие	2	1
571	случае если	1	1
572	по свидетельству	1	1
573	событий в	1	1
574	цель его	1	1
575	следует сказать	1	1
576	многие из	3	1
