N	2gram	Tiupa_Teor_1	Narrotol
228	с точки	3	2
229	и что	3	2
230	от его	1	2
231	всякий раз	2	2
232	но он	3	2
233	и более	1	2
234	однако в	7	2
235	в культуре	2	2
236	говорить о	3	2
237	и внутренней	1	2
238	картины мира	1	2
239	не могло	2	2
240	только не	2	2
241	имеем дело	2	2
242	своей природе	2	2
243	потому что	3	2
244	не вполне	2	2
245	в области	4	2
246	у нас	2	2
247	личности в	3	2
248	и здесь	2	2
249	все то	1	2
250	имеет место	2	2
251	оно не	1	2
252	подобно тому	1	2
253	этой своей	1	2
254	здесь не	1	2
255	и служит	1	2
256	себе самом	1	2
257	классического реализма	1	2
258	всей своей	1	2
259	и иные	1	2
260	личного бытия	1	2
261	можно было	1	2
262	те же	1	2
263	начала и	1	2
264	во второй	7	2
265	быть может	1	2
266	восходит к	1	2
267	существования в	2	2
268	его смысла	1	2
269	или иначе	5	2
270	эти два	1	2
271	что и	2	2
272	личной тайной	1	2
273	дело с	1	2
274	может оказаться	2	2
275	к адресату	1	2
276	себя в	6	2
277	с нею	1	2
278	не все	3	2
279	в равной	3	2
280	в душе	8	2
281	вовсе не	3	2
282	может служить	2	2
283	не случайно	5	2
284	присутствия в	6	2
285	только на	1	2
286	не оказывается	1	2
287	не обязательно	1	2
288	именно в	3	2
289	очевидным образом	1	2
290	а с	3	2
291	нового времени	3	2
292	героя и	5	2
293	говорит о	1	2
294	равной степени	3	2
295	превращается в	2	2
296	из наиболее	1	2
297	принадлежит не	1	2
298	толстого или	1	2
299	своего я	1	2
300	когда же	1	2
301	собой некий	1	2
302	в бытии	1	2
303	если не	1	2
304	более чем	1	2
305	на фоне	2	2
306	так же	2	2
307	личности как	2	2
308	к своему	1	2
309	по своему	2	2
310	о чем	1	2
311	тому как	1	2
312	глядела на	1	2
313	главного героя	1	2
314	той мере	1	2
315	к которому	3	2
316	для автора	1	2
317	и состоит	1	2
318	самобытного я	1	2
319	в результате	1	2
320	собственно говоря	1	2
321	бы в	1	2
322	тем более	1	2
323	от всего	1	2
324	присутствия я	6	2
325	о своем	2	2
326	в свою	3	2
327	точно так	1	2
328	в своих	1	2
329	по поводу	1	2
330	можно назвать	1	2
331	они не	1	2
332	а между	1	1
333	своей значимости	1	1
334	говоря о	3	1
335	отношения к	2	1
336	одним из	2	1
337	также и	1	1
338	например в	1	1
339	самой себе	1	1
340	начинается с	1	1
341	отделен от	1	1
342	области литературы	1	1
343	другому человеку	1	1
344	даже сказать	1	1
345	перед лицом	2	1
346	тем же	1	1
347	между двумя	3	1
348	реализма однако	1	1
349	гегелевское определение	1	1
350	из его	1	1
351	проходит бесследно	1	1
352	противном случае	1	1
353	жизни героя	1	1
354	едины судьба	1	1
355	текста в	3	1
356	и весело	1	1
357	несут в	1	1
358	я как	2	1
359	смысле можно	1	1
360	случае это	1	1
361	вопрос о	1	1
362	героя но	1	1
363	именно к	1	1
364	не была	1	1
365	высказывания в	3	1
366	своей судьбы	1	1
367	всех без	3	1
368	но она	2	1
369	развернуть в	1	1
370	ему представилось	1	1
371	собственно художественной	1	1
372	на себя	2	1
373	смыслу или	1	1
374	следует смешивать	3	1
375	но напротив	2	1
376	не субъективно	1	1
377	собой в	1	1
378	как говорится	1	1
379	выявляется благодаря	1	1
380	иное как	1	1
381	я на	3	1
382	во всех	1	1
383	не смерти	1	1
384	судьба выражает	1	1
385	а тем	1	1
386	могло быть	2	1
387	в сторону	1	1
388	не входит	1	1
389	шире кругозора	1	1
390	свою жизнь	2	1
391	человеческих отношений	1	1
392	отношение к	5	1
393	или смерть	1	1
394	центрального героя	1	1
395	за пределы	2	1
396	хронотоп не	1	1
397	общий знаменатель	1	1
398	рассказ о	2	1
399	как говорит	3	1
400	первый взгляд	1	1
401	смысловой значимости	1	1
402	в одной	1	1
403	субъекта и	2	1
404	в акте	2	1
405	если она	1	1
406	своей жизни	2	1
407	данный момент	2	1
408	человеческого бытия	2	1
409	внутри себя	1	1
410	в противном	1	1
411	либо его	1	1
412	кто я?	1	1
413	и как	2	1
414	по пути	3	1
415	адресата в	1	1
416	неизмеримо более	1	1
417	более или	2	1
418	здесь и	1	1
419	личности а	1	1
420	то в	2	1
421	для которого	1	1
422	шире и	1	1
423	даже если	1	1
424	в которой	2	1
425	в литературном	1	1
426	ориентирована на	1	1
427	участок текста	2	1
428	так или	4	1
429	это придает	1	1
430	по преимуществу	4	1
431	с их	2	1
432	образует некий	1	1
433	субъективным как	1	1
434	говорит не	1	1
435	принципиальное отличие	2	1
436	не могла	1	1
437	произведений чехова	1	1
438	однако при	3	1
439	поведение в	1	1
440	силу своей	1	1
441	из виду	1	1
442	в формах	2	1
443	на этом	1	1
444	когда на	1	1
445	его можно	1	1
446	рефлексии и	1	1
447	оно обладает	1	1
448	без исключения	4	1
449	с собой	1	1
450	здесь мы	1	1
451	конкретном целом	1	1
452	с позиций	1	1
453	состояние как	1	1
454	которая при	1	1
455	и внутренняя	1	1
456	оно становится	1	1
457	высказывание в	1	1
458	входит в	1	1
459	есть не	1	1
460	свое я	1	1
461	этом смысле	2	1
462	объективным как	1	1
463	в молчание	1	1
464	делает его	2	1
465	включая в	1	1
466	в это	1	1
467	ни в	2	1
468	литературного произведения	7	1
469	тарасе бульбе	2	1
470	как об	1	1
471	в реальной	1	1
472	пространственных и	1	1
473	и особенно	2	1
474	всю жизнь	1	1
475	с внутренним	1	1
476	полноударных слов	1	1
477	жизни но	2	1
478	специфически человеческий	1	1
479	должно быть	1	1
480	собой как	1	1
481	при виде	1	1
482	автора и	1	1
483	обратимся к	1	1
484	между ними	4	1
485	одного и	3	1
486	несет в	2	1
487	и конец	1	1
488	вненаходимости бахтин	1	1
489	на первый	1	1
490	или менее	2	1
491	о ком	1	1
492	есть в	2	1
493	в ходе	4	1
494	причастной вненаходимости	1	1
495	человека как	1	1
496	в такой	1	1
497	и без	1	1
498	это делает	1	1
499	еще нет	1	1
500	все и	1	1
501	нормы в	1	1
502	высказывания смена	1	1
503	от себя	3	1
504	говоря и	2	1
505	об отсутствии	1	1
506	и напротив	1	1
507	противоречием между	1	1
508	через посредство	1	1
509	временных примет	1	1
510	ли я	1	1
511	их в	3	1
512	не могли	1	1
513	значимость в	1	1
514	я героя	1	1
515	личность в	1	1
516	мира выступает	1	1
517	связи с	1	1
518	сторону индивида	1	1
519	из нас	1	1
520	в отношении	3	1
521	между людьми	1	1
522	случае в	1	1
523	его полноте	1	1
524	к такой	2	1
525	с которой	1	1
526	она не	1	1
527	дело не	2	1
528	на котором	1	1
529	между жизнью	1	1
530	и притом	2	1
531	не отделен	1	1
532	личности к	2	1
533	в основе	3	1
534	был но	1	1
535	иметь в	1	1
536	что иное	1	1
537	всегда имеется	1	1
538	это еще	1	1
539	вытекает из	1	1
540	не приносит	1	1
541	очевидный пример	1	1
542	того и	1	1
543	соотносимых с	1	1
544	субъектом коммуникативного	1	1
545	народной жизни	1	1
546	жизни не	1	1
547	слияние пространственных	1	1
548	такова что	1	1
549	идиллический хронотоп	1	1
550	как внутренняя	1	1
551	глядя на	1	1
552	персонажа в	1	1
553	смешивать с	3	1
554	с читателем	1	1
555	и теперь	1	1
556	ничто не	1	1
557	не по	1	1
558	как будто	2	1
559	художественном смысле	1	1
560	индивида и	1	1
561	в каком	1	1
562	от ее	1	1
563	не мыслится	1	1
564	настоящего времени	1	1
565	такой картины	1	1
566	теоретическую категорию	1	1
567	обращенной к	1	1
568	не бывает	1	1
569	способ существования	2	1
570	что можно	3	1
571	принадлежит к	3	1
572	не могут	2	1
573	же самое	1	1
574	этот статус	1	1
575	не предполагает	1	1
576	состоит во	1	1
577	такова стратегия	1	1
578	личность героя	1	1
579	в полной	1	1
580	внеличную сторону	1	1
581	прошлом и	1	1
582	с собственной	1	1
583	как мы	1	1
584	поскольку всякая	1	1
585	тем и	1	1
586	этих сторон	1	1
587	и о	4	1
588	но по	1	1
589	с ее	3	1
590	что все	1	1
591	в виду	5	1
592	начало нового	1	1
593	меня в	1	1
594	своем составе	3	1
595	позицию по	1	1
596	для читателя	2	1
597	его поступки	1	1
598	по сути	2	1
599	текста а	1	1
600	в организации	2	1
601	реальной действительности	1	1
602	того личность	1	1
603	и иных	1	1
604	то время	1	1
605	стыда за	1	1
606	начало и	1	1
607	приводит к	5	1
608	героя не	1	1
609	в финале	3	1
610	сознания в	1	1
611	как содержание	1	1
612	реализуется в	1	1
613	на нее	1	1
614	пришвин это	1	1
615	не с	3	1
616	особенно в	1	1
617	каждого из	1	1
618	своему происхождению	1	1
619	с толпой	1	1
620	жизнь и	1	1
621	собой и	1	1
622	не случайна	1	1
623	не на	2	1
624	полной мере	1	1
625	л.с выготским	1	1
626	и соответственно	2	1
627	знаков а	1	1
628	роль принадлежит	2	1
629	тех кто	1	1
630	в самой	2	1
631	следует иметь	1	1
632	единственный в	1	1
633	выражает внеличную	1	1
634	означает что	1	1
635	таким же	1	1
636	мира а	1	1
637	основе своей	1	1
638	первого эпизода	2	1
639	вследствие того	1	1
640	времени в	2	1
641	и многих	1	1
642	в евгении	1	1
643	это была	1	1
644	это было	2	1
645	внутренняя заданность	1	1
646	субъекта речи	1	1
647	место слияние	1	1
648	художественных текстах	1	1
649	к нему	1	1
650	адресата к	1	1
651	том или	1	1
652	с одним	1	1
653	у всякого	1	1
654	человеческий способ	1	1
655	полноту и	1	1
656	во всей	1	1
657	утрачивает свою	1	1
658	чем и	1	1
659	в другой	1	1
660	наконец в	1	1
661	иначе в	1	1
662	также в	1	1
663	ее как	1	1
664	личностное я	1	1
665	индивидуальный характер	1	1
666	обнаруживаются два	1	1
667	говорит в	2	1
668	не несет	1	1
669	происходит в	1	1
670	текста на	1	1
671	быть и	2	1
672	с той	1	1
673	но с	1	1
674	оно и	1	1
675	между эпизодами	1	1
676	в двух	1	1
677	структуре текста	3	1
678	субъективно оно	1	1
679	одной из	2	1
680	о художественном	1	1
681	фраза текста	1	1
682	действительной жизни	1	1
683	являет собой	2	1
684	знания о	1	1
685	к смыслу	2	1
686	ткань текста	2	1
687	даже вовсе	1	1
688	так что	1	1
689	того же	3	1
690	ни объективным	1	1
691	раскрывают содержание	1	1
692	в большинстве	2	1
693	ничего нельзя	1	1
694	субъекта однако	1	1
695	эстетической завершенности	1	1
696	является не	1	1
697	от своей	1	1
698	большинстве случаев	1	1
699	содержание судьбы	1	1
700	этом в	1	1
701	и их	1	1
702	в прозе	2	1
703	непременно должен	1	1
704	в одном	2	1
705	в прошлом	1	1
706	никто не	2	1
707	граница между	1	1
708	личности ее	1	1
709	в системе	1	1
710	не сводятся	1	1
711	не проходит	1	1
712	не говорит	1	1
713	тем что	1	1
714	в структуре	2	1
715	или ином	1	1
716	это по	1	1
717	и конкретном	1	1
718	образом что	1	1
719	жизни я	1	1
720	художественный текст	4	1
721	в текстах	4	1
722	в осмысленном	1	1
723	внутреннего мира	2	1
724	для того	1	1
725	лишь для	1	1
726	бывает в	1	1
727	могут встречаться	1	1
728	для художника	1	1
729	в данный	2	1
730	в кадры	2	1
731	однако что	1	1
732	если говорить	1	1
733	а именно	2	1
734	не наделен	1	1
735	и последующих	1	1
736	героя о	1	1
737	героиня не	1	1
738	что не	1	1
739	человеческое я	2	1
740	является искусством	2	1
741	сути дела	1	1
742	полагал что	1	1
743	и составляет	3	1
744	воспринимающего сознания	3	1
745	этой системе	2	1
746	более того	1	1
747	не означает	1	1
748	однако и	1	1
749	человеческой жизни	1	1
750	с которым	1	1
751	ролевая граница	2	1
752	понимаемой как	1	1
753	имеется некоторая	1	1
754	мастера и	1	1
755	в тарасе	2	1
756	художественного целого	4	1
757	здесь именно	1	1
758	с помощью	1	1
759	нет никаких	1	1
760	свести к	1	1
761	сколь угодно	1	1
762	поименованное в	1	1
763	вместе с	2	1
764	и потому	2	1
765	всей его	1	1
766	не оставляющей	1	1
767	они едины	1	1
768	и временных	1	1
769	но иного	1	1
770	в плоскости	1	1
771	к жизни	2	1
772	в художественных	1	1
773	другая жизнь	1	1
774	самоактуализации я	1	1
775	пределами этой	1	1
776	с подлинным	1	1
777	в точке	2	1
778	оказывается всего	1	1
779	и маргариты	1	1
780	в мир	1	1
781	в первой	5	1
782	евгении онегине	1	1
783	многих других	1	1
784	для личности	1	1
785	дело здесь	1	1
786	текста так	1	1
787	художественного шедевра	1	1
788	слова и	1	1
789	только раскрывают	1	1
790	сказать не	1	1
791	о своих	1	1
792	и от	1	1
793	поступки только	1	1
794	персонаж не	1	1
795	о его	1	1
796	все это	2	1
797	осмысленном и	1	1
798	и конца	1	1
799	каждой из	1	1
800	примет в	1	1
801	еще одна	1	1
802	времени его	1	1
803	дискурсии в	1	1
804	в связи	1	1
805	не существует	1	1
806	воображенного мира	2	1
807	не подлежит	1	1
808	речи как	1	1
809	котором он	1	1
810	или в	3	1
811	мира представляет	1	1
812	этом тексте	1	1
813	чем является	1	1
814	в этих	3	1
815	нам не	1	1
816	судьбы они	1	1
817	и внешней	3	1
818	бытия не	1	1
819	в романе	3	1
820	две стороны	1	1
821	не знает	3	1
822	ни субъективным	1	1
823	себя самого	1	1
824	я к	1	1
825	жизни а	1	1
826	одновременно и	1	1
827	не что	1	1
828	из этого	1	1
829	перед нею	1	1
830	имеет в	2	1
831	в действительности	1	1
832	рассказе чехова	1	1
833	о себе	2	1
834	ее в	2	1
835	см в	1	1
836	тайны и	1	1
837	рамках которого	3	1
