N	2gram	Losev_Prob_3	DiskursI
381	оно не	1	1
382	утверждать что	1	1
383	более не	1	1
384	от друга	2	1
385	и образ	2	1
386	языка и	4	1
387	в собственном	1	1
388	сознания с	1	1
389	в условиях	3	1
390	слова а	2	1
391	и сам	5	1
392	в образе	1	1
393	не всякий	1	1
394	можно только	1	1
395	мы в	4	1
396	строго говоря	1	1
397	поэтому в	1	1
398	в эпоху	1	1
399	для этого	6	1
400	и даже	14	1
401	с ним	7	1
402	и смерть	1	1
403	соотнесения с	1	1
404	о ней	2	1
405	все дело	2	1
406	часто и	1	1
407	и здесь	5	1
408	не был	2	1
409	внимание на	1	1
410	никак не	9	1
411	и что	7	1
412	не стоит	2	1
413	все необходимые	1	1
414	себя самого	1	1
415	нас в	4	1
416	и во	2	1
417	которыми интересуется	1	1
418	крайней мере	5	1
419	иной мере	2	1
420	исторического развития	1	1
421	из нескольких	1	1
422	происходит только	1	1
423	и следовательно	2	1
424	как она	2	1
425	но тут	2	1
426	вообще однако	1	1
427	менее в	1	1
428	именно о	1	1
429	стихотворения в	1	1
430	и весьма	1	1
431	не идет	1	1
432	даже если	2	1
433	бесконечного ряда	1	1
434	имеет своим	2	1
435	от них	1	1
436	же будет	1	1
437	с которыми	2	1
438	так что	12	1
439	же и	4	1
440	для всех	1	1
441	например три	1	1
442	или о	1	1
443	только на	5	1
444	и они	1	1
445	себя и	1	1
446	во втором	1	1
447	у греков	2	1
448	чего бы	2	1
449	всяком случае	6	1
450	его коммуникативной	1	1
451	могло бы	3	1
452	художественного образа	12	1
453	целом и	1	1
454	вовсе не	37	1
455	друг друга	2	1
456	и художественный	1	1
457	случае не	3	1
458	как такового	1	1
459	не говорит	1	1
460	общая идея	1	1
461	тем что	4	1
462	к той	1	1
463	не обладает	1	1
464	становление и	1	1
465	были бы	2	1
466	из того	3	1
467	того что	8	1
468	и между	1	1
469	еще и	7	1
470	не нужна	1	1
471	является ни	2	1
472	имеют никакого	2	1
473	которой нет	1	1
474	на этот	4	1
475	до конца	1	1
476	языка об	1	1
477	его как	3	1
478	на смерть	1	1
479	подобного рода	3	1
480	поскольку речь	1	1
481	там где	1	1
482	перестал бы	1	1
483	в одно	1	1
484	равно как	1	1
485	картины природы	2	1
486	как это	2	1
487	места где	1	1
488	однако для	2	1
489	сути дела	1	1
490	требует от	1	1
491	из которых	2	1
492	не одно	1	1
493	по своему	2	1
494	для обозначения	1	1
495	пророк пушкина	1	1
496	перехода от	1	1
497	для первого	1	1
498	конца xix	2	1
499	но который	1	1
500	типа как	1	1
501	и там	2	1
502	самого себя	3	1
503	до его	1	1
504	да и	5	1
505	об ее	2	1
506	один я	1	1
507	в художественную	1	1
508	ценность и	1	1
509	даже в	1	1
510	слова и	3	1
511	бытия с	1	1
512	на дорогу	1	1
513	и от	9	1
514	было сказано	1	1
515	видно что	1	1
516	на существование	1	1
517	этой самой	2	1
518	и развития	1	1
519	но для	1	1
520	рассматривать как	2	1
521	и собственно	1	1
522	но с	2	1
523	тут все	1	1
524	слова но	1	1
525	ли в	1	1
526	от той	1	1
527	в стихотворении	2	1
528	формы и	3	1
529	его не	2	1
530	своей собственной	2	1
531	когда он	2	1
532	данного стихотворения	2	1
533	обращается к	1	1
534	особого рода	1	1
535	это требует	1	1
536	в литературной	1	1
537	и ни	3	1
538	стороны в	1	1
539	от всего	1	1
540	будто бы	3	1
541	ни было	3	1
542	же в	3	1
543	хотя в	1	1
544	в искусстве	4	1
545	быть и	3	1
546	даже при	1	1
547	к самому	2	1
548	сказать что	16	1
549	она сама	1	1
550	их с	1	1
551	например и	2	1
552	одновременно и	1	1
553	бы его	1	1
554	никакого отношения	4	1
555	из этого	3	1
556	только о	3	1
557	вполне в	1	1
558	времени но	1	1
559	но тоже	2	1
560	к другим	1	1
561	ее в	1	1
562	нас не	5	1
563	во всяком	9	1
