N	2gram	Vygotskiy__1	Russkaja
454	что эта	2	1
455	самого начала	8	1
456	и всегда	1	1
457	дело в	2	1
458	к новым	1	1
459	на него	2	1
460	в основе	8	1
461	сколько и	1	1
462	не вызывает	1	1
463	чтобы стать	1	1
464	проблема и	1	1
465	он с	1	1
466	только не	1	1
467	в какую-то	1	1
468	результаты этого	2	1
469	нашего рассуждения	1	1
470	ними не	1	1
471	именно с	1	1
472	природы в	1	1
473	этих последних	1	1
474	бы все	1	1
475	более что	1	1
476	связь и	1	1
477	удельного веса	1	1
478	и сама	1	1
479	этом отношении	4	1
480	две совершенно	1	1
481	однако это	1	1
482	вот в	1	1
483	с определенным	1	1
484	только от	1	1
485	по нашему	1	1
486	стороны и	1	1
487	выход из	1	1
488	могут быть	3	1
489	чтобы сделать	1	1
490	в удовлетворении	1	1
491	ее отношения	3	1
492	для этих	1	1
493	как только	1	1
494	те кто	2	1
495	разницей что	1	1
496	слова но	1	1
497	единства которое	1	1
498	же самое	3	1
499	должны быть	1	1
500	всего в	2	1
501	по возможности	1	1
502	себя только	1	1
503	а ее	1	1
504	что при	1	1
505	может интересовать	1	1
506	и это	3	1
507	то естественно	1	1
508	из всего	1	1
509	как мы	5	1
510	совершенно бессильна	1	1
511	с ее	1	1
512	как не	1	1
513	свою очередь	3	1
514	к общему	1	1
515	и говорить	1	1
516	и многие	1	1
517	сравнению со	1	1
518	в ее	2	1
519	не могло	3	1
520	языка и	1	1
521	в собственном	5	1
522	и логически	1	1
523	только то	1	1
524	с самого	8	1
525	до самого	1	1
526	котором мы	1	1
527	что у	2	1
528	на службу	1	1
529	понимание и	2	1
530	так и	5	1
531	собой в	1	1
532	том виде	1	1
533	реальными политиками	1	1
534	сказано выше	1	1
535	и результаты	2	1
536	наука и	1	1
537	две части	2	1
538	самых различных	1	1
539	по сравнению	6	1
540	которое будет	1	1
541	что отдельные	2	1
542	может в	1	1
543	стороны их	1	1
544	другом месте	6	1
545	никак не	1	1
546	одного из	3	1
547	делает возможным	1	1
548	и просто	1	1
549	можно сказать	5	1
550	в различных	1	1
551	с другой	10	1
552	на точку	1	1
553	под именем	2	1
554	на отдельные	3	1
555	если с	1	1
556	от них	2	1
557	когда оно	1	1
558	бы обозначить	1	1
559	одна не	1	1
560	крайней мере	1	1
561	с реальной	1	1
562	и писать	1	1
563	представления о	1	1
564	мы хотим	2	1
565	может иметь	1	1
566	мышление и	3	1
567	живой отклик	1	1
568	на будущее	1	1
569	по своей	5	1
570	один из	2	1
571	образом как	1	1
572	обе эти	3	1
573	работы по	1	1
574	положение в	1	1
575	может привести	2	1
576	в обществе	1	1
577	физически и	1	1
578	человека с	2	1
579	к какому	1	1
580	в сторону	1	1
581	сомнений в	1	1
582	и у	1	1
583	если мы	2	1
584	вопроса о	2	1
585	связаны друг	1	1
586	только такое	1	1
587	а это	1	1
588	а то	1	1
589	и других	3	1
590	лишь постольку	1	1
591	мы знаем	1	1
592	к мысли	2	1
593	отдельные ее	1	1
594	в известной	2	1
595	могло бы	1	1
596	относится не	1	1
597	мыслящего человека	1	1
598	к ним	1	1
599	связано с	2	1
600	которое является	1	1
601	другом в	2	1
602	что та	1	1
603	и будет	1	1
604	превращается в	3	1
605	само собой	1	1
606	связан с	5	1
607	себе представить	1	1
608	главное и	1	1
609	на ее	2	1
610	связаны с	1	1
611	собой разумеется	1	1
612	что не	1	1
613	противоречие между	1	1
614	для решения	1	1
615	на этот	3	1
616	которых мы	2	1
617	на которых	2	1
618	до конца	1	1
619	ничем не	1	1
620	не на	1	1
621	однако и	1	1
622	в свете	4	1
623	это она	1	1
624	решения вопроса	1	1
625	из области	1	1
626	ближе к	2	1
627	в одно	1	1
628	связь с	1	1
629	о себе	1	1
630	в самой	1	1
631	назвать эгоцентрической	1	1
632	как это	2	1
633	играют в	1	1
634	человека к	2	1
635	согласии с	1	1
636	речь не	3	1
637	по своему	1	1
638	смысле этого	3	1
639	не удалось	1	1
640	содержат в	1	1
641	человек с	1	1
642	в состоянии	2	1
643	с этой	6	1
644	есть много	1	1
645	сейчас же	1	1
646	же принципиально	1	1
647	является для	2	1
648	этом вопросе	4	1
649	и таким	2	1
650	поэтому что	1	1
651	между прочим	1	1
652	ничего кроме	2	1
653	числе и	1	1
654	сознании и	1	1
655	важно то	1	1
656	не является	9	1
657	на все	3	1
658	будет пользоваться	1	1
659	к внешней	1	1
660	и постоянно	2	1
661	ход и	3	1
662	что кроме	2	1
663	это как	1	1
664	которая в	2	1
665	своей собственной	1	1
666	человек и	1	1
667	в отдельных	1	1
668	соответствующих понятий	1	1
669	деятельность в	1	1
670	очередь является	1	1
671	бы в	5	1
672	тем более	5	1
673	не будучи	1	1
674	и все	5	1
675	хотя в	1	1
676	сферы влияния	1	1
677	к ее	1	1
678	в свою	4	1
679	стать на	1	1
680	с ней	2	1
681	к его	2	1
682	говорили выше	2	1
683	отношению к	7	1
684	этот последний	1	1
685	эти элементы	1	1
686	можно назвать	2	1
687	том числе	1	1
