N	2gram	Tiupa_Disk_1	Marksizm
113	и тем	2	4
114	в слове	1	4
115	мы видели	1	4
116	одного и	2	4
117	русском языке	1	4
118	и т.д	4	4
119	той или	3	4
120	для себя	4	4
121	из одного	1	4
122	по мере	2	4
123	того что	3	4
124	в формах	1	4
125	с ними	1	4
126	что он	4	4
127	и их	1	4
128	речевой акт	2	4
129	как раз	1	4
130	в основном	1	4
131	то что	5	4
132	сказать что	3	4
133	таком случае	1	3
134	и то	1	3
135	в котором	5	3
136	и до	1	3
137	не имеют	1	3
138	в становлении	1	3
139	общения в	2	3
140	еще не	14	3
141	столь же	3	3
142	в ее	3	3
143	иногда и	1	3
144	отличие от	5	3
145	за пределы	2	3
146	в истории	4	3
147	с этим	3	3
148	перед нами	3	3
149	учение о	1	3
150	в этой	2	3
151	он не	1	3
152	не к	1	3
153	не как	4	3
154	одно и	1	3
155	не будет	1	3
156	в другом	2	3
157	той же	1	3
158	целое высказывание	1	3
159	с другими	1	3
160	от одного	1	3
161	по себе	3	3
162	в этих	1	3
163	в своей	5	3
164	в отличие	5	3
165	мысли и	2	3
166	а иногда	1	3
167	не имеет	1	3
168	для всего	1	3
169	в каком	1	3
170	интонации и	1	3
171	могут быть	4	3
172	не есть	2	3
173	и это	1	3
174	значения и	1	3
175	громадное значение	1	3
176	о том	8	3
177	что и	3	3
178	одной из	4	3
179	в какой	2	3
180	с одной	9	3
181	в качестве	34	3
182	его и	1	3
183	его из	1	3
184	до сих	1	3
185	с другой	10	3
186	связано с	1	3
187	не было	7	3
188	одной стороны	9	3
189	в языковом	1	3
190	да и	1	3
191	для понимания	2	3
192	и от	1	3
193	сих пор	1	3
194	не существует	1	3
195	в различных	2	3
196	а в	5	3
197	во всяком	2	3
198	нем нет	1	2
199	отношения к	2	2
200	одним из	2	2
201	науки о	1	2
202	и реального	1	2
203	правильного понимания	1	2
204	вопрос о	1	2
205	самого говорящего	1	2
206	и он	2	2
207	высказывания который	1	2
208	высказывание и	1	2
209	но как	2	2
210	из важнейших	1	2
211	теории высказывания	1	2
212	что они	1	2
213	определяется не	2	2
214	в одной	3	2
215	контексте и	1	2
216	независимо от	1	2
217	опирается на	2	2
218	стороны и	2	2
219	в своем	6	2
220	в противном	1	2
221	его к	1	2
222	более или	2	2
223	речевого потока	1	2
224	от этого	1	2
225	что это	1	2
226	в нашем	1	2
227	в тех	2	2
228	следующей главе	1	2
229	значение так	1	2
230	тому же	5	2
231	высказывания не	2	2
232	не следует	2	2
233	понимания и	1	2
234	значительной степени	2	2
235	этом последнем	1	2
236	подход к	1	2
237	различие между	2	2
238	на все	1	2
239	то есть	20	2
240	этих форм	1	2
241	мере двух	1	2
242	это было	2	2
243	речью и	1	2
244	на протяжении	2	2
245	может стать	1	2
246	в жизни	1	2
247	далеко не	10	2
248	и потому	3	2
249	фигурирует в	1	2
250	мы не	1	2
251	или менее	2	2
252	как такое	1	2
253	как процесс	1	2
254	по крайней	2	2
255	но они	2	2
256	на языке	1	2
257	как от	1	2
258	и является	1	2
259	настоящего времени	1	2
260	взаимодействия с	1	2
261	разрыв между	1	2
262	высказываний как	1	2
263	лежит в	1	2
264	об одном	1	2
265	должны быть	3	2
266	одним и	1	2
267	если же	1	2
268	и о	4	2
269	но по	1	2
270	приводит к	2	2
271	не с	3	2
272	здесь как	1	2
273	поэтому в	1	2
274	и даже	3	2
275	говорения и	1	2
276	сводится к	5	2
277	в определенном	1	2
278	в значительной	2	2
279	высказывания которые	1	2
280	крайней мере	2	2
281	всяком случае	1	2
282	но не	11	2
283	его живой	1	2
284	или же	1	2
285	себя в	2	2
286	уже в	2	2
287	в виде	1	2
288	свидетельствует о	2	2
289	но для	1	2
290	высказывания к	1	2
291	друг друга	1	2
292	форм высказывания	1	2
293	общения и	2	2
294	тем что	3	2
295	на границе	1	2
296	бы это	2	2
297	высказывания может	1	2
298	в особенности	4	2
299	этом как	1	2
300	именно в	3	2
301	здесь в	2	2
302	и прежде	1	2
303	а с	5	2
304	что не	4	2
305	противном случае	1	2
306	они не	2	2
307	стремится к	1	2
308	до конца	1	2
309	не на	1	2
310	однако и	2	2
311	о чем	2	2
312	речи которые	1	2
313	вместе с	1	2
314	к его	2	2
315	до настоящего	1	2
316	того или	2	2
317	в начале	2	2
318	на слово	1	2
319	в следующей	1	2
320	говорящего и	2	2
321	или в	2	2
322	себя самого	1	2
323	в системе	1	2
324	не знает	1	2
325	или иного	1	2
326	что в	4	2
327	именно здесь	1	2
328	как известно	1	1
329	человеческой речи	1	1
330	слова является	1	1
331	можно говорить	1	1
332	речь идет	1	1
333	также и	3	1
334	например в	2	1
335	для построения	1	1
336	исторического существования	1	1
337	и действительно	1	1
338	сам по	1	1
339	бытия а	1	1
340	в разные	2	1
341	предмета речи	2	1
342	данном конкретном	1	1
343	между двумя	1	1
344	звено в	1	1
345	и за	1	1
346	обойтись без	1	1
347	в обычном	1	1
348	этом направлении	1	1
349	не приходится	2	1
350	не делает	1	1
351	не сделав	1	1
352	этого является	1	1
353	имеет свою	3	1
354	понимание своего	1	1
355	совпадает с	2	1
356	говорить о	1	1
357	из того	1	1
358	которое не	1	1
359	мы и	1	1
360	работе над	1	1
361	в письменных	1	1
362	быть осуществлено	1	1
363	слово не	2	1
364	но при	3	1
365	между собой	2	1
366	значении и	1	1
367	что его	1	1
368	из этих	1	1
369	а только	1	1
370	точка зрения	2	1
371	только при	1	1
372	не все	1	1
373	и чем	1	1
374	форме и	1	1
375	были не	1	1
376	уверенность в	1	1
377	его на	1	1
378	как в	10	1
379	высказывание не	1	1
380	в различные	1	1
381	и нет	1	1
382	и различные	1	1
383	такое слово	1	1
384	когда он	2	1
385	таких высказываний	1	1
386	не являются	1	1
387	данной сфере	2	1
388	мир и	1	1
389	себе не	3	1
390	следующим образом	1	1
391	к чему	1	1
392	в которой	1	1
393	как это	1	1
394	она уводит	1	1
395	имеет громадное	1	1
396	отчасти и	1	1
397	речи но	1	1
398	смысл целого	1	1
399	с их	1	1
400	социального взаимодействия	2	1
401	его границами	1	1
402	с языком	1	1
403	этот процесс	1	1
404	что она	1	1
405	в нашей	1	1
406	они в	1	1
407	всех этих	1	1
408	в первую	1	1
409	или иному	1	1
410	к одному	1	1
411	в силу	5	1
412	высказываний в	1	1
413	так например	2	1
414	но все	1	1
415	человека в	2	1
416	в каждом	2	1
417	мы его	1	1
418	же касается	2	1
419	не сможет	2	1
420	со всеми	1	1
421	с целью	1	1
422	заключается в	3	1
423	сознания к	1	1
424	первую очередь	1	1
425	формы целого	2	1
426	приходит в	1	1
427	здесь это	1	1
428	к области	2	1
429	но уже	1	1
430	в них	4	1
431	о которых	1	1
432	их взаимоотношения	1	1
433	с тем	1	1
434	которой он	1	1
435	и вне	1	1
436	несмотря на	1	1
437	в начальных	1	1
438	отношения говорящего	3	1
439	мертвы как	1	1
440	понимании в	1	1
441	он помещает	1	1
442	или точнее	1	1
443	что такое	1	1
444	заключать в	1	1
445	лежат в	1	1
446	к предмету	1	1
447	не столько	1	1
448	себе а	1	1
449	нельзя понять	1	1
450	собой не	1	1
451	в дневнике	1	1
452	от его	1	1
453	конечном счете	1	1
454	не менее	2	1
455	целое высказывания	1	1
456	смысле а	1	1
457	принадлежит ему	1	1
458	особого рода	2	1
459	ситуацией высказывания	3	1
460	что было	1	1
461	тем не	1	1
462	говорящего это	1	1
463	войти в	1	1
464	и относительно	2	1
465	не могли	1	1
466	возможно только	2	1
467	их отношении	1	1
468	и вся	1	1
469	цели и	1	1
470	бы на	1	1
471	до известной	1	1
472	что с	2	1
473	в русской	1	1
474	что превращает	1	1
475	и притом	1	1
476	во время	1	1
477	и часто	1	1
478	и устойчивый	1	1
479	языка с	2	1
480	но она	1	1
481	но только	1	1
482	принадлежит к	1	1
483	в структуре	1	1
484	не могло	2	1
485	тому или	1	1
486	его структуры	1	1
487	на себя	2	1
488	и речевой	1	1
489	языка это	1	1
490	это слово	1	1
491	в составе	5	1
492	этом отношении	1	1
493	и делает	1	1
494	в действительности	3	1
495	чужих высказываний	1	1
496	уже о	2	1
497	не могут	1	1
498	когда мы	1	1
499	и другой	1	1
500	ли не	3	1
501	приобщения к	1	1
502	числе и	2	1
503	высказывания можно	1	1
504	уже было	1	1
505	его с	1	1
506	но также	1	1
507	они и	3	1
508	оно не	2	1
509	время они	1	1
510	т.е в	1	1
511	говоря уже	2	1
512	здесь не	1	1
513	в буквальном	1	1
514	чтобы быть	1	1
515	в себя	5	1
516	роль в	7	1
517	не индивидуальный	1	1
518	на том	2	1
519	обращаясь к	1	1
520	и сам	1	1
521	может ощущаться	1	1
522	только через	1	1
523	было в	2	1
524	в плоскости	1	1
525	чему не	1	1
526	является ситуация	1	1
527	еще в	3	1
528	продукт социального	1	1
529	не получают	1	1
530	понятно что	1	1
531	и вообще	2	1
532	как непрерывный	1	1
533	к языку	1	1
534	оно определяется	1	1
535	до нас	1	1
536	мысль о	1	1
537	образом в	1	1
538	в работе	1	1
539	развития как	1	1
540	внимание на	4	1
541	и что	2	1
542	всех подобных	1	1
543	или на	3	1
544	можно сказать	5	1
545	этих двух	1	1
546	должно было	1	1
547	истории а	1	1
548	жизни для	1	1
549	тем или	1	1
550	говорящего на	1	1
551	речевого целого	1	1
552	своего исторического	1	1
553	в конечном	1	1
554	акт его	1	1
555	первобытный человек	1	1
556	читателя и	1	1
557	существенную роль	3	1
558	лишь наиболее	1	1
559	утрачивает свою	1	1
560	не сводится	3	1
561	ни к	6	1
562	в современной	1	1
563	что здесь	1	1
564	в лингвистике	3	1
565	дело с	2	1
566	явления по	1	1
567	других участников	1	1
568	и передачи	1	1
569	в литературу	2	1
570	тот или	2	1
571	мере развития	1	1
572	есть в	2	1
573	и др	2	1
574	оказывается в	1	1
575	уже не	4	1
576	вопроса о	1	1
577	или не	1	1
578	оно в	1	1
579	если в	1	1
580	реальной единицы	1	1
581	здесь же	1	1
582	высказывания однако	1	1
583	или даже	2	1
584	автора в	2	1
585	и других	1	1
586	стиль высказывания	1	1
587	из них	3	1
588	идеологические выражения	1	1
589	и понимание	2	1
590	в одном	2	1
591	а понимание	1	1
592	сами по	2	1
593	выводит из	1	1
594	для правильного	1	1
595	в современном	2	1
596	к ним	3	1
597	не о	1	1
598	к чужой	1	1
599	автор и	3	1
600	от того	1	1
601	формах косвенной	1	1
602	в исторической	1	1
603	предложение а	1	1
604	со стороны	7	1
605	между которыми	1	1
606	связаны с	1	1
607	стороны он	1	1
608	а именно	1	1
609	в каких	1	1
610	к которому	2	1
611	соответствии с	2	1
612	уходит в	1	1
613	с той	1	1
614	еще и	1	1
615	единичное высказывание	1	1
616	в середине	1	1
617	себя и	1	1
618	говорит о	1	1
619	равной степени	1	1
620	к более	1	1
621	не говоря	2	1
622	в соответствии	2	1
623	на которых	1	1
624	из наиболее	2	1
625	назвали бы	1	1
626	другой стороны	3	1
627	такова задача	1	1
628	его как	2	1
629	мы все	1	1
630	дело в	1	1
631	и композиционно	2	1
632	произведение в	2	1
633	отступления от	1	1
634	всю совокупность	1	1
635	к лицу	1	1
636	но оно	1	1
637	исходить из	1	1
638	на который	1	1
639	к себе	2	1
640	только его	1	1
641	форма высказывания	2	1
642	неотделимо от	3	1
643	определенный и	1	1
644	он говорит	1	1
645	оно существует	1	1
646	для обозначения	3	1
647	если оно	1	1
648	высказывания с	2	1
649	это приводит	1	1
650	лицом к	1	1
651	принадлежащий к	1	1
652	общения это	1	1
653	что же	2	1
654	направленного на	1	1
655	исходя из	2	1
656	и было	2	1
657	входит как	1	1
658	этом случае	1	1
659	и другим	1	1
660	быть признано	1	1
661	в целом	4	1
662	но это	1	1
663	речевом общении	1	1
664	форме определенной	1	1
665	к окказиональному	1	1
666	такому в	1	1
667	одно единственное	1	1
668	известной степени	2	1
669	образований в	1	1
670	о котором	2	1
671	но отнюдь	2	1
672	хотя и	2	1
673	к одной	1	1
674	у них	1	1
675	или нет	1	1
676	у достоевского	1	1
677	и существенно	1	1
678	мы должны	1	1
679	на нем	1	1
680	потому что	4	1
681	в новых	1	1
682	различные эпохи	1	1
683	однако на	2	1
684	исключительно в	1	1
685	только по	1	1
686	в равной	2	1
687	речь о	1	1
688	речь или	1	1
689	жизни в	2	1
690	стороны бытия	1	1
691	героя и	2	1
692	их нельзя	1	1
693	говорящего к	3	1
694	священное писание	1	1
695	данном отношении	1	1
696	это и	1	1
697	или иным	1	1
698	на своем	1	1
699	речи как	2	1
700	и другие	1	1
701	также не	1	1
702	том числе	2	1
