N	2gram	Berdyaev_V_1	Dialekti
305	мире и	1	1
306	вот почему	2	1
307	в будущем	1	1
308	не могут	2	1
309	мы все	1	1
310	всего что	1	1
311	оно не	3	1
312	значения и	2	1
313	религии а	1	1
314	верит в	2	1
315	на том	2	1
316	и которую	1	1
317	если они	1	1
318	и сам	2	1
319	в образе	4	1
320	на нее	1	1
321	нам уже	1	1
322	в результате	1	1
323	основана на	1	1
324	нас и	3	1
325	говорят что	1	1
326	конечно это	1	1
327	им не	1	1
328	но мы	2	1
329	любви к	1	1
330	все в	1	1
331	нас а	1	1
332	этого бытия	1	1
333	между тем	2	1
334	а потому	1	1
335	природы и	1	1
336	от этих	2	1
337	слова для	1	1
338	мы хотим	4	1
339	и последнее	2	1
340	существует как	1	1
341	не так	2	1
342	не можешь	1	1
343	сделать это	1	1
344	ее к	1	1
345	своим предметом	1	1
346	закономерности и	1	1
347	это очень	1	1
348	бы ни	1	1
349	но под	1	1
350	имеет своим	1	1
351	двух начал	1	1
352	это ни	1	1
353	вот что	1	1
354	уже в	1	1
355	вполне а	1	1
356	но от	1	1
357	менее всего	1	1
358	земли и	2	1
359	стать в	1	1
360	не для	1	1
361	для них	2	1
362	у него	1	1
363	небе и	1	1
364	да это	1	1
365	и вместе	1	1
366	во главе	2	1
367	бы это	1	1
368	чему же	1	1
369	не были	1	1
370	никогда и	1	1
371	в я	1	1
372	и можно	1	1
373	же часто	1	1
374	я был	1	1
375	бога по	1	1
376	нового времени	1	1
377	и третье	1	1
378	не нужна	3	1
379	не верит	3	1
380	превращается в	3	1
381	может ли	1	1
382	и я	4	1
383	идея эта	1	1
384	и уже	1	1
385	жизнь в	1	1
386	если не	3	1
387	где есть	1	1
388	вместе с	1	1
389	эта идея	1	1
390	в духе	2	1
391	и самые	1	1
392	и полное	1	1
393	с которым	1	1
394	познания добра	2	1
395	и смерти	1	1
396	конечно они	1	1
397	что мы	4	1
398	же теперь	1	1
399	о мире	1	1
400	неба и	1	1
401	всего в	2	1
402	во мне	4	1
403	только мы	1	1
404	указать на	1	1
405	уже на	2	1
406	мира и	1	1
407	это как	1	1
408	человек и	1	1
409	для нас	2	1
410	число но	1	1
411	по отсутствию	1	1
412	них и	1	1
413	есть уже	2	1
414	к ее	1	1
415	жизни в	1	1
416	не быть	1	1
417	и зла	2	1
418	в последнем	2	1
419	и идеи	1	1
420	без смысла	2	1
421	есть то	1	1
422	я вижу	1	1
423	в искусстве	1	1
424	и другие	1	1
425	образ в	1	1
426	они не	1	1
427	нужна только	1	1
428	все что	4	1
