N	2gram	Savitsky_E_1	Problema
247	для них	2	2
248	далеко не	2	2
249	мы хотели	1	2
250	или менее	1	2
251	в котором	2	2
252	она в	3	2
253	или вернее	2	2
254	для всякого	1	2
255	мы находим	1	2
256	при условии	2	2
257	того же	3	2
258	но они	1	2
259	в обоих	1	2
260	дело в	3	2
261	здесь на	1	2
262	нельзя ли	3	2
263	того чтобы	6	2
264	на путях	4	2
265	и по	5	2
266	и притом	4	2
267	к ней	4	2
268	во всем	1	2
269	есть только	1	2
270	во все	3	2
271	другой и	2	2
272	для себя	1	2
273	и это	1	2
274	приходит к	1	2
275	но по	2	2
276	в совершенно	1	2
277	в пределах	25	2
278	и когда	1	2
279	для этого	1	2
280	и что	2	2
281	в значительной	2	2
282	с его	1	2
283	но так	1	2
284	тот же	1	2
285	с ними	1	2
286	дело с	1	2
287	по этому	1	2
288	заключается в	2	2
289	то время	1	2
290	в других	2	2
291	о которых	1	2
292	выходит за	1	2
293	в самом	4	2
294	не обязательно	1	2
295	а именно	2	2
296	и прежде	3	2
297	как же	2	2
298	она является	1	2
299	говорит о	3	2
300	представить себе	1	2
301	или по	2	2
302	находятся в	1	2
303	в человеческом	1	2
304	том смысле	1	2
305	каждой из	1	2
306	это можно	1	2
307	из себя	1	2
308	еще более	2	2
309	ни было	4	2
310	жизни в	3	2
311	хотели бы	1	2
312	с ней	1	2
313	в частности	5	2
314	но этот	1	2
315	можно назвать	1	2
316	и наиболее	2	1
317	как известно	1	1
318	также что	1	1
319	связана с	1	1
320	силы и	1	1
321	перед лицом	1	1
322	от своей	1	1
323	и до	1	1
324	что эти	2	1
325	ведь и	2	1
326	нем и	1	1
327	все ли	1	1
328	будет получать	1	1
329	бороться с	2	1
330	же как	5	1
331	что между	1	1
332	что если	2	1
333	и тут	2	1
334	вопрос о	4	1
335	именно к	2	1
336	не имеющую	1	1
337	на себя	3	1
338	россии то	1	1
339	чем то	1	1
340	на них	2	1
341	отдельные области	1	1
342	время в	3	1
343	тех областей	1	1
344	бы то	4	1
345	и человеческой	2	1
346	истории в	1	1
347	тем как	1	1
348	к нулю	2	1
349	друг к	1	1
350	и всего	1	1
351	тем большей	1	1
352	россии и	3	1
353	а тем	2	1
354	мы будем	1	1
355	значение и	1	1
356	если в	2	1
357	в оценке	1	1
358	значение имеет	1	1
359	только путем	1	1
360	его на	2	1
361	ли к	2	1
362	интенсивного использования	1	1
363	как нам	5	1
364	когда он	3	1
365	могли бы	1	1
366	и всецело	2	1
367	имеет в	2	1
368	он на	1	1
369	в этот	1	1
370	или иную	3	1
371	можно в	2	1
372	как некий	1	1
373	таковы например	1	1
374	чем больше	2	1
375	он в	1	1
376	еще далеко	1	1
377	за их	1	1
378	поскольку в	1	1
379	думать что	8	1
380	в последнее	1	1
381	с их	1	1
382	бы только	1	1
383	и те	1	1
384	на то	6	1
385	но на	3	1
386	в случае	2	1
387	к выводу	1	1
388	из указанных	1	1
389	сейчас и	1	1
390	все другие	2	1
391	и совершенной	2	1
392	смысле она	1	1
393	и еще	2	1
394	не значит	1	1
395	эта последняя	1	1
396	в принципе	1	1
397	прочим и	2	1
398	отношений между	2	1
399	в силу	2	1
400	что может	1	1
401	поскольку она	2	1
402	от нее	1	1
403	может остаться	1	1
404	то ни	4	1
405	тем в	3	1
406	качестве орудия	2	1
407	то чтобы	1	1
408	имеют в	1	1
409	к другу	1	1
410	еще большей	1	1
411	жизни вообще	1	1
412	и лучше	1	1
413	сейчас в	1	1
414	своя собственная	1	1
415	например с	2	1
416	мы формулировали	1	1
417	не служит	4	1
418	отражение в	1	1
419	толковать как	1	1
420	к области	1	1
421	рядом с	1	1
422	к которым	5	1
423	во внимание	1	1
424	всегда и	1	1
425	формулировали в	1	1
426	и некоторого	1	1
427	жизни но	1	1
428	сильнее чем	1	1
429	чем в	4	1
430	определенного рода	1	1
431	должно быть	1	1
432	как таковой	1	1
433	есть такая	1	1
434	и поскольку	1	1
435	в такой	1	1
436	настоящего и	1	1
437	в их	11	1
438	мы говорили	1	1
439	то его	1	1
440	не как	1	1
441	что при	1	1
442	признать что	1	1
443	и каждая	2	1
444	поэтому в	1	1
445	и останется	1	1
446	выше мы	1	1
447	которые в	1	1
448	в россии	5	1
449	в своих	2	1
450	войти в	1	1
451	том же	1	1
452	даже в	4	1
453	что эта	1	1
454	тому что	1	1
455	близко подходят	1	1
456	к такой	2	1
457	почти никогда	1	1
458	с теми	1	1
459	из их	1	1
460	это мы	1	1
461	никогда не	3	1
462	в отношениях	1	1
463	и твердо	1	1
464	они являются	1	1
465	по своей	2	1
466	бы значение	1	1
467	некоторым образом	1	1
468	и направляет	1	1
469	исторического процесса	1	1
470	и искусства	1	1
471	так то	1	1
472	в основе	1	1
473	в будущем	3	1
474	но все-таки	1	1
475	и далее	1	1
476	уже о	1	1
477	не могут	2	1
478	можно поставить	1	1
479	могут быть	2	1
480	числе и	1	1
481	всего в	2	1
482	с полной	1	1
483	что оно	1	1
484	прошлом и	1	1
485	утверждать что	2	1
486	существует только	1	1
487	в европу	1	1
488	всех случаях	3	1
489	что современная	1	1
490	что все	2	1
491	свою очередь	2	1
492	этих отношений	1	1
493	и сами	1	1
494	всего этого	1	1
495	на основе	2	1
496	к какой	1	1
497	представим себе	1	1
498	человеческой истории	1	1
499	последнее время	1	1
500	на свой	1	1
501	котором мы	1	1
502	и сам	1	1
503	то как	1	1
504	которыми мы	1	1
505	xix и	1	1
506	когда в	1	1
507	не нужно	2	1
508	по сравнению	2	1
509	в содержании	2	1
510	все-таки в	1	1
511	именно потому	2	1
512	действительности но	1	1
513	и поэтому	2	1
514	внимание на	1	1
515	одного из	1	1
516	с приведенными	1	1
517	мог бы	2	1
518	может не	1	1
519	нас в	1	1
520	в которую	1	1
521	являются в	1	1
522	высокой и	2	1
523	которые мы	1	1
524	и всякая	1	1
525	живых существ	1	1
526	положения и	1	1
527	по своим	3	1
528	каких бы	2	1
529	существенного в	1	1
530	на широкую	1	1
531	величин в	1	1
532	в каких	1	1
533	того что	7	1
534	происходит в	2	1
535	эти последние	2	1
536	развития но	1	1
537	быть и	1	1
538	известном смысле	3	1
539	же все	1	1
540	мы видим	2	1
541	этого можно	1	1
542	выше именно	1	1
543	что даже	1	1
544	который в	1	1
545	для нее	1	1
546	нужно и	1	1
547	никак нельзя	1	1
548	с одной	8	1
549	даже вовсе	1	1
550	однако с	1	1
551	к какому	1	1
552	силу этого	1	1
553	которая способна	1	1
554	большинстве случаев	3	1
555	но от	1	1
556	ту или	3	1
557	эти два	1	1
558	бы тот	1	1
559	в известной	3	1
560	в существе	2	1
561	в прошлом	3	1
562	не о	1	1
563	или это	1	1
564	само по	4	1
565	заметить что	2	1
566	поскольку эта	1	1
567	образом к	1	1
568	на мировом	5	1
569	нельзя сказать	1	1
570	что тот	1	1
571	не относится	1	1
572	с той	1	1
573	что для	1	1
574	то нельзя	2	1
575	россию в	2	1
576	не исключает	1	1
577	не на	4	1
578	заимствованы из	1	1
579	совершенно одинаково	1	1
580	человеческой культуры	2	1
581	входить в	1	1
582	за тем	2	1
583	поэтому даже	1	1
584	для осуществления	1	1
585	пространства и	1	1
586	другу их	1	1
587	мы занимаемся	1	1
588	одной стороны	8	1
589	и обычаи	1	1
590	к жизни	1	1
591	сравнению с	2	1
592	это были	1	1
593	она есть	1	1
594	что же	2	1
595	будто к	1	1
596	ко всему	2	1
597	уже об	1	1
598	о соотношении	1	1
599	значение как	1	1
600	мы сказали	1	1
601	с этой	6	1
602	для тех	1	1
603	слова и	1	1
604	подобно этому	1	1
605	и новой	1	1
606	в мировой	1	1
607	являются не	1	1
608	мира и	3	1
609	о котором	1	1
610	а к	1	1
611	чем та	1	1
612	в ближайшем	1	1
613	в третьем	1	1
614	так называемых	1	1
615	бы в	2	1
616	всех прочих	2	1
617	нужно думать	2	1
618	может в	1	1
619	было только	1	1
620	по самой	1	1
621	исключительно в	2	1
622	этих областей	5	1
623	же касается	1	1
624	бы на	1	1
625	не дает	3	1
626	отношении к	15	1
627	помощи этого	1	1
628	революции но	1	1
629	всего мира	1	1
630	между ними	2	1
631	в свою	3	1
632	что такие	1	1
633	т е	9	1
634	есть то	1	1
635	к этой	1	1
636	и другие	1	1
637	и будущего	1	1
638	это в	1	1
639	к проповеди	2	1
640	как на	3	1
641	этой точки	5	1
642	том числе	1	1
643	гораздо более	1	1
644	смысле что	1	1
