N	2gram	Ircho_Kome_1	RusskieA
159	связанные с	2	2
160	об этом	1	2
161	и иногда	1	2
162	для них	2	2
163	и еще	3	2
164	так в	4	2
165	нас не	1	2
166	в их	4	2
167	должны были	8	2
168	тем не	2	2
169	с развитием	1	2
170	не менее	3	2
171	в то	10	2
172	того как	3	2
173	сил природы	1	2
174	к ней	2	2
175	во всем	1	2
176	что на	1	2
177	вывод что	2	2
178	то время	5	2
179	можно было	1	2
180	еще в	5	2
181	жизнь и	1	2
182	образом в	2	2
183	а к	2	2
184	в глаза	1	2
185	или их	1	2
186	от земли	1	2
187	после того	3	2
188	с другой	5	2
189	части и	1	2
190	у них	1	2
191	ее от	1	2
192	что и	4	2
193	в форме	2	2
194	также в	2	2
195	в г	11	2
196	в самый	1	2
197	бросается в	1	2
198	один из	5	2
199	сразу же	1	2
200	совсем не	2	2
201	и ее	3	2
202	на эту	1	2
203	каждый из	3	2
204	заметить что	1	2
205	в руки	1	2
206	на две	2	2
207	ее на	1	2
208	здесь в	3	2
209	а с	1	2
210	прежде всего	5	2
211	одной стороны	3	2
212	из наиболее	2	2
213	совершенно очевидно	1	2
214	совершенно не	1	2
215	нет никаких	1	2
216	из которых	2	2
217	в течение	3	2
218	могут быть	3	2
219	с этой	1	2
220	видно что	1	2
221	и для	1	2
222	не что	1	2
223	в своих	2	2
224	это в	1	2
225	а между	1	1
226	выражено в	1	1
227	ту же	2	1
228	отношение к	3	1
229	к этой	1	1
230	здесь и	2	1
231	из самых	1	1
232	женщины и	1	1
233	можно говорить	1	1
234	в нашу	1	1
235	что эти	1	1
236	народ на	1	1
237	применении к	1	1
238	объясняется и	1	1
239	мы уже	1	1
240	мужьям в	1	1
241	г в	4	1
242	отсюда видно	1	1
243	этому же	1	1
244	выходят на	1	1
245	они выходят	1	1
246	не была	1	1
247	совпадает с	1	1
248	говорить о	1	1
249	из того	1	1
250	мы и	1	1
251	то это	1	1
252	часто эти	1	1
253	в ней	1	1
254	на нем	2	1
255	тем как	2	1
256	только два	1	1
257	не входит	1	1
258	если в	1	1
259	ответ на	1	1
260	при первом	1	1
261	что они	4	1
262	к сожалению	2	1
263	относится к	2	1
264	в поисках	1	1
265	отнюдь не	1	1
266	течение всего	1	1
267	несколько раз	2	1
268	и палки	1	1
269	независимо от	2	1
270	что именно	1	1
271	так называемая	1	1
272	своей среды	1	1
273	в своем	1	1
274	все остальные	3	1
275	перед нами	1	1
276	тех случаях	1	1
277	в сопровождении	1	1
278	хотя и	3	1
279	когда он	1	1
280	себе на	1	1
281	не являются	1	1
282	том где	1	1
283	нового и	1	1
284	всего как	1	1
285	более или	1	1
286	хотя она	1	1
287	в самом	2	1
288	его также	1	1
289	уже в	5	1
290	с места	1	1
291	он в	1	1
292	все по	1	1
293	что к	2	1
294	тем он	1	1
295	производительных сил	1	1
296	только один	2	1
297	тому же	6	1
298	ее как	1	1
299	как он	1	1
300	на то	3	1
301	е из	1	1
302	не могла	1	1
303	к выводу	1	1
304	не следует	2	1
305	в нем	4	1
306	празднества и	1	1
307	в первую	2	1
308	до самого	2	1
309	празднеств в	1	1
310	мира мир	1	1
311	только в	3	1
312	по аналогии	1	1
313	но все	1	1
314	это конечно	1	1
315	по его	1	1
316	к г	2	1
317	что все	1	1
318	почти каждый	1	1
319	в другом	4	1
320	в каком-нибудь	1	1
321	в число	2	1
322	на все	2	1
323	а как	1	1
324	дома и	1	1
325	эту же	1	1
326	и отдельные	1	1
327	уже знаем	1	1
328	известно что	4	1
329	за ней	1	1
330	чаще всего	3	1
331	и была	1	1
332	остановиться на	1	1
333	в новое	2	1
334	и находит	1	1
335	нет в	1	1
336	о которой	1	1
337	землю как	1	1
338	на основании	3	1
339	и целые	1	1
340	отнести и	1	1
341	общую картину	1	1
342	такой же	2	1
343	можно найти	1	1
344	или менее	2	1
345	себя внимание	1	1
346	и одно	1	1
347	фарса и	1	1
348	это только	1	1
349	в город	1	1
350	место в	3	1
351	заключение что	1	1
352	возвращение к	1	1
353	подтверждается и	1	1
354	сл в	2	1
355	свет на	1	1
356	но они	1	1
357	однако в	3	1
358	на всю	3	1
359	таких случаев	1	1
360	и таким	2	1
361	из числа	3	1
362	iii и	1	1
363	в древней	2	1
364	и очень	1	1
365	при всех	1	1
366	в русской	1	1
367	в науке	1	1
368	и притом	2	1
369	на него	4	1
370	с и	1	1
371	не вызывает	1	1
372	без ответа	1	1
373	изображать и	1	1
374	же цель	1	1
375	г с	2	1
376	это еще	2	1
377	следовательно и	1	1
378	примерно в	4	1
379	до самой	1	1
380	в коем	1	1
381	ничего не	3	1
382	о принадлежности	1	1
383	именно с	1	1
384	борьба между	1	1
385	в дни	1	1
386	по своей	2	1
387	и его	8	1
388	так например	1	1
389	можно рассматривать	1	1
390	до того	1	1
391	женщины в	1	1
392	как будто	2	1
393	этом отношении	3	1
394	от их	1	1
395	и здесь	2	1
396	в духе	1	1
397	с полной	1	1
398	и другим	1	1
399	наоборот в	1	1
400	и за	1	1
401	например на	1	1
402	в применении	1	1
403	обычно в	1	1
404	и это	1	1
405	из всего	2	1
406	себе в	1	1
407	vii в	1	1
408	в в	4	1
409	более поздней	1	1
410	в особенности	1	1
411	только молодежь	1	1
412	и этим	1	1
413	приводит к	1	1
414	идет речь	1	1
415	и когда	1	1
416	что у	2	1
417	iii в	1	1
418	поэтому мы	2	1
419	с собой	1	1
420	так и	5	1
421	мог бы	2	1
422	оно все	1	1
423	своему происхождению	1	1
424	можно только	1	1
425	возможно что	1	1
426	он был	2	1
427	вся его	1	1
428	имеется довольно	1	1
429	собой и	2	1
430	отрицать что	1	1
431	в комическом	1	1
432	с ним	1	1
433	означает что	1	1
434	из других	2	1
435	находится в	2	1
436	к заключению	1	1
437	на этой	1	1
438	утверждает что	1	1
439	комический эффект	1	1
440	аналогии с	2	1
441	этой комедии	5	1
442	затем в	2	1
443	и во	2	1
444	нас в	2	1
445	места и	1	1
446	состоит не	1	1
447	в его	5	1
448	в середине	1	1
449	как правило	3	1
450	если это	1	1
451	дома в	1	1
452	и мир	2	1
453	в литературе	1	1
454	оставляют в	1	1
455	показывают что	1	1
456	год и	1	1
457	iv в	5	1
458	несколько человек	1	1
459	идет по	1	1
460	тот же	3	1
461	в основном	1	1
462	на сцену	2	1
463	что он	6	1
464	ли он	1	1
465	но ни	1	1
466	к их	1	1
467	представления в	1	1
468	полной уверенностью	1	1
469	песнях и	1	1
470	который в	2	1
471	от них	2	1
472	указывает что	2	1
473	в эти	2	1
474	в большинстве	1	1
475	только на	1	1
476	вернуться к	2	1
477	он поставил	1	1
478	в данной	1	1
479	стариков и	1	1
480	который без	1	1
481	мир в	1	1
482	это обстоятельство	1	1
483	не так	1	1
484	всяком случае	2	1
485	в одном	8	1
486	это предположение	1	1
487	в конце	6	1
488	в состоянии	2	1
489	ее не	1	1
490	как раз	3	1
491	само собой	1	1
492	не противоречит	1	1
493	пользуясь его	1	1
494	из своих	1	1
495	время как	4	1
496	в это	1	1
497	из среды	1	1
498	и даже	5	1
499	даже не	2	1
500	в н	1	1
501	как у	1	1
502	по своим	1	1
503	в ряде	1	1
504	имело место	1	1
505	и др	1	1
506	превращается в	1	1
507	этому времени	1	1
508	на которых	1	1
509	дают своим	1	1
510	две партии	1	1
511	на весь	1	1
512	понимать как	1	1
513	и своим	1	1
514	комедии с	4	1
515	г где	1	1
516	с презрением	1	1
517	него не	1	1
518	и следовательно	1	1
519	на которые	2	1
520	в исторической	1	1
521	сделать некоторые	1	1
522	по случаю	1	1
523	эти слова	1	1
524	о сходстве	1	1
525	и потому	1	1
526	к себе	1	1
527	или по	2	1
528	по своему	3	1
529	ненависть к	1	1
530	нашу задачу	1	1
531	смысле этого	1	1
532	он может	1	1
533	заключению что	1	1
534	когда же	5	1
535	а потом	1	1
536	ко всему	1	1
537	те и	1	1
538	в тех	3	1
539	можно выразить	1	1
540	наступало время	1	1
541	и более	1	1
542	этого слова	1	1
543	и не	8	1
544	но это	2	1
545	поставил вопрос	1	1
546	в теорию	1	1
547	что касается	2	1
548	по времени	1	1
549	при всем	2	1
550	происхождении и	1	1
551	случаях когда	1	1
552	которая происходила	1	1
553	первую очередь	3	1
554	в двух	1	1
555	от него	1	1
556	а может	1	1
557	только что	2	1
558	которые в	1	1
559	этих элементов	1	1
560	к ее	1	1
561	его к	1	1
562	несмотря на	4	1
563	этой же	2	1
564	в период	2	1
565	в свою	2	1
566	рядом исследователей	1	1
567	месте в	1	1
568	сказать что	1	1
569	другой стороны	5	1
570	когда в	1	1
571	из своей	2	1
572	время не	1	1
573	этим объясняется	1	1
574	во всяком	2	1
575	и эта	1	1
576	по свидетельству	2	1
577	религиозных культов	1	1
578	как на	1	1
579	и особенно	4	1
580	все что	2	1
581	аграрные обряды	1	1
