N	2gram	Kanaev_Sov_1	Istorich
288	представляет никакого	1	1
289	и эту	1	1
290	функций в	1	1
291	ним и	1	1
292	же процесс	1	1
293	все стадии	1	1
294	и следовательно	1	1
295	быть и	2	1
296	один из	1	1
297	человека в	1	1
298	тот же	2	1
299	одной из	1	1
300	которому они	1	1
301	может оказаться	1	1
302	собой но	1	1
303	по мнению	2	1
304	мышлении нет	1	1
305	одни и	1	1
306	не можем	7	1
307	в большинстве	1	1
308	только на	1	1
309	мы получим	3	1
310	в начале	1	1
311	же они	1	1
312	пока не	1	1
313	как их	1	1
314	другую сторону	1	1
315	различным предметам	1	1
316	много и	1	1
317	не из	1	1
318	в очень	1	1
319	имеет только	1	1
320	представление о	1	1
321	как у	1	1
322	на ее	1	1
323	нельзя сказать	1	1
324	именно в	1	1
325	по своим	1	1
326	к которому	1	1
327	цель и	1	1
328	если мы	4	1
329	прежде всего	5	1
330	не было	1	1
331	на которых	1	1
332	для чего	1	1
333	действия в	1	1
334	на эту	1	1
335	это за	2	1
336	что же	5	1
337	а потом	1	1
338	быть только	1	1
339	они подчиняются	1	1
340	на некотором	1	1
341	скажем в	2	1
342	образом на	1	1
343	силу и	1	1
344	здесь в	1	1
345	случае он	1	1
346	поэтому совершенно	1	1
347	которых он	1	1
348	она может	2	1
349	в результате	6	1
350	жизни и	4	1
351	она уже	1	1
352	может играть	1	1
353	не представляет	1	1
354	или нет	1	1
355	уже знаем	1	1
356	еще более	2	1
357	и ни	1	1
358	силы в	1	1
359	но если	1	1
360	роль которую	1	1
361	не знает	1	1
362	самое что	1	1
363	в своих	1	1
364	они не	1	1
