N	2gram	Tiupa_Lite_2	SlovoVZh
255	в эти	1	1
256	себя в	6	1
257	еще один	1	1
258	есть в	1	1
259	не можем	1	1
260	во многих	1	1
261	общего для	1	1
262	двух других	1	1
263	исходит из	1	1
264	слова не	1	1
265	обращение к	1	1
266	обнимает все	1	1
267	в переводе	1	1
268	сказано в	1	1
269	одно из	2	1
270	себе в	1	1
271	ведь это	2	1
272	в одном	2	1
273	и вот	1	1
274	в пространстве	1	1
275	вовсе не	2	1
276	ничего общего	1	1
277	друг друга	2	1
278	дело и	1	1
279	бытия и	1	1
280	у него	2	1
281	подобно тому	2	1
282	на этом	2	1
283	она имеет	1	1
284	или иных	1	1
285	не бывает	2	1
286	даже и	2	1
287	здесь мы	1	1
288	и только	2	1
289	в другом	3	1
290	и признания	1	1
291	мы это	1	1
292	и т.п	10	1
293	входя в	1	1
294	на протяжении	1	1
295	и иных	2	1
296	а эти	1	1
297	и мы	1	1
298	было бы	2	1
299	к которому	1	1
300	и прежде	1	1
301	говорит о	1	1
302	но уже	2	1
303	люди не	1	1
304	не было	2	1
305	рядом с	1	1
306	а с	1	1
307	это прежде	2	1
308	не знает	2	1
309	все равно	2	1
310	далеко не	1	1
311	в ее	2	1
312	в слове	1	1
313	читателя и	1	1
314	не всегда	1	1
315	которой он	1	1
316	в руках	2	1
317	так называемый	1	1
318	оно оказывается	1	1
319	и было	1	1
320	него не	2	1
321	и некоторые	1	1
322	в истории	2	1
323	со всей	1	1
324	выступает здесь	1	1
325	для этой	1	1
326	поэта в	1	1
327	как ближайшего	1	1
328	мы видели	1	1
329	все более	1	1
330	читательской массой	1	1
331	в частности	4	1
332	третьем лице	1	1
333	то он	1	1
334	автора с	1	1
335	и без	2	1
336	поэзию не	1	1
337	то есть	5	1
338	свою художественную	1	1
339	свое высказывание	1	1
340	руках у	1	1
341	не могут	1	1
342	что я	2	1
343	ненависть к	1	1
344	его носителя	1	1
345	наряду с	1	1
346	но эта	1	1
347	здесь слово	1	1
348	по крайней	2	1
349	того кто	1	1
350	в словах	1	1
351	и менее	1	1
352	что до	1	1
353	случае мы	1	1
354	ни единого	1	1
355	и вся	1	1
356	от всего	1	1
357	в смысле	1	1
358	в русской	4	1
359	для эстетики	1	1
360	искусством и	1	1
361	тех или	1	1
362	не является	2	1
363	в основе	2	1
364	и искусство	1	1
365	при таком	1	1
366	того чтобы	1	1
367	в результате	2	1
368	только и	1	1
369	в качестве	5	1
370	имеем дело	1	1
371	же время	9	1
372	особого рода	1	1
373	от него	1	1
374	и внешней	1	1
375	еще более	1	1
376	как явление	1	1
377	с этих	1	1
378	по своей	1	1
379	внутренней и	1	1
380	бы за	1	1
381	всей жизни	1	1
382	же он	1	1
383	связи с	1	1
384	не нужен	1	1
385	обстоит дело	1	1
386	в искусстве	4	1
387	в свою	1	1
388	этом отношении	3	1
389	жизни в	4	1
390	приходится признать	1	1
391	нам не	1	1
392	в области	4	1
393	образом не	1	1
394	приближается к	1	1
395	сам поэт	1	1
396	у нас	5	1
397	языка в	1	1
398	только как	1	1
399	именно такой	1	1
400	все то	1	1
401	о литературе	1	1
402	классический случай	1	1
403	культуры в	1	1
404	время не	1	1
405	героя в	2	1
406	я и	4	1
407	живет и	1	1
408	частности в	1	1
409	любовной лирики	1	1
410	и эта	1	1
411	каждое слово	1	1
412	в таком	1	1
413	они не	1	1
414	к тому	1	1
