N	2gram	Vinokur_Vv_1	Vladivir
240	есть не	3	2
241	мы не	2	2
242	греков и	3	2
243	имеет свою	2	2
244	в сущности	3	2
245	не вполне	4	2
246	не нужно	2	2
247	он был	1	2
248	он сам	3	2
249	быть в	4	2
250	нам представляется	1	2
251	что его	1	2
252	истории в	2	2
253	но тогда	1	2
254	данном случае	5	2
255	могло быть	1	2
256	но как	2	2
257	в сторону	1	2
258	а и	1	2
259	себе и	2	2
260	и речи	1	2
261	в настоящем	1	2
262	которые не	1	2
263	всю эту	1	2
264	общего с	1	2
265	с этим	2	2
266	сам же	2	2
267	это тоже	1	2
268	и к	1	2
269	от этого	5	2
270	только то	1	2
271	в которой	1	2
272	в целом	5	2
273	так или	4	2
274	остановиться на	1	2
275	на позициях	1	2
276	что она	3	2
277	же это	2	2
278	не к	2	2
279	не как	3	2
280	в силу	3	2
281	одно и	1	2
282	в другом	3	2
283	отчет в	3	2
284	нечего и	1	2
285	в существенном	2	2
286	должен был	4	2
287	стоит на	1	2
288	в жизни	1	2
289	но уже	2	2
290	о которых	2	2
291	были в	1	2
292	в этих	3	2
293	и сейчас	2	2
294	что такая	1	2
295	взгляд на	1	2
296	в их	11	2
297	свое существование	2	2
298	и более	1	2
299	но что	3	2
300	которые были	2	2
301	и всегда	1	2
302	в разных	5	2
303	по вопросу	1	2
304	же время	5	2
305	был и	1	2
306	связи с	3	2
307	что на	1	2
308	он называет	1	2
309	не могут	5	2
310	сравнении с	1	2
311	той или	1	2
312	и материальная	1	2
313	не существует	2	2
314	в в	3	2
315	здесь нет	4	2
316	можно только	2	2
317	которая в	1	2
318	не содержит	1	2
319	его в	6	2
320	на отдельные	1	2
321	нечто иное	1	2
322	когда оно	1	2
323	бы в	1	2
324	знания и	3	2
325	познания в	1	2
326	в каких	1	2
327	быть и	2	2
328	но с	4	2
329	одной из	3	2
330	что даже	2	2
331	в какой	4	2
332	существенном смысле	2	2
333	и так	1	2
334	в начале	3	2
335	из них	3	2
336	содержания и	1	2
337	мы находим	1	2
338	что свою	1	2
339	только с	3	2
340	заметить что	1	2
341	для того	21	2
342	со стороны	12	2
343	или иначе	4	2
344	эта работа	1	2
345	который был	1	2
346	в предисловии	1	2
347	самом же	1	2
348	которых мы	1	2
349	не на	1	2
350	что несмотря	2	2
351	это у	1	2
352	что мы	2	2
353	как не	1	2
354	а есть	1	2
355	в европе	1	2
356	понимает как	1	2
357	в изображении	1	2
358	а если	2	2
359	на почве	5	2
360	наряду с	2	2
361	стороны и	3	2
362	с этой	4	2
363	еще раз	1	2
364	как например	5	2
365	на одной	1	2
366	в одно	1	2
367	которых он	1	2
368	в с	1	2
369	об отношении	2	2
370	вопросы философии	1	2
371	ни к	2	2
372	этом отношении	3	2
373	только что	4	2
374	бы на	1	2
375	другой стороны	5	2
376	совершенно не	1	2
377	того же	3	2
378	жизни а	1	2
379	в сравнении	1	2
380	но еще	1	2
381	к этому	3	2
382	за ее	1	1
383	я и	1	1
384	а между	1	1
385	можно говорить	1	1
386	также что	1	1
387	речь идет	2	1
388	например в	2	1
389	до него	1	1
390	чтобы не	1	1
391	по адресу	1	1
392	науки или	2	1
393	значении этого	1	1
394	только потому	1	1
395	тех же	1	1
396	науки о	9	1
397	это и	1	1
398	и есть	3	1
399	органическое целое	1	1
400	в чисто	4	1
401	от той	1	1
402	из самых	1	1
403	из его	2	1
404	но важно	1	1
405	вся она	1	1
406	характера на	2	1
407	которыми он	1	1
408	стиль его	1	1
409	и была	1	1
410	развития человечества	1	1
411	предметом его	1	1
412	та же	1	1
413	быть у	1	1
414	на такие	1	1
415	науки и	2	1
416	человеческого знания	1	1
417	есть нечто	1	1
418	в возможности	1	1
419	представлением о	1	1
420	себя также	1	1
421	которого мы	2	1
422	что иное	4	1
423	представление о	1	1
424	в составе	1	1
425	для нашей	1	1
426	себе что	3	1
427	мы ее	1	1
428	в каждой	2	1
429	и говорить	1	1
430	и совсем	1	1
431	иное как	5	1
432	во всех	2	1
433	то мы	1	1
434	то третье	1	1
435	в подробное	1	1
436	это бывает	1	1
437	совпадает в	1	1
438	своем понимании	1	1
439	что способно	1	1
440	в общем	12	1
441	очевидно что	1	1
442	в новом	1	1
443	существование в	1	1
444	и будет	1	1
445	нет и	1	1
446	и чем	1	1
447	сама по	3	1
448	в поисках	1	1
449	трудно сказать	1	1
450	как в	1	1
451	с чисто	2	1
452	из цикла	1	1
453	что действительно	1	1
454	отгородиться от	1	1
455	воплощенная идея	1	1
456	просто как	1	1
457	понять и	1	1
458	от изучения	1	1
459	что по	1	1
460	какой смысл	1	1
461	себе не	1	1
462	автора и	1	1
463	ясно и	1	1
464	и последний	1	1
465	множества других	1	1
466	еще на	1	1
467	точку зрения	1	1
468	бы с	1	1
469	все кто	1	1
470	в известном	3	1
471	как он	6	1
472	первой по	1	1
473	так сказать	1	1
474	духе этого	1	1
475	письма от	1	1
476	больше всего	1	1
477	в свет	1	1
478	в статье	1	1
479	о которой	2	1
480	перестает быть	1	1
481	одно целое	2	1
482	данном отношении	2	1
483	и вот	3	1
484	что каждая	2	1
485	что тут	1	1
486	его от	1	1
487	что ни	1	1
488	различие между	1	1
489	смысле как	3	1
490	даже прямо	1	1
491	от других	2	1
492	и заключается	4	1
493	такого же	2	1
494	с позиций	1	1
495	не формальной	1	1
496	и никакого	1	1
497	не трудно	7	1
498	на этой	3	1
499	лишь в	1	1
500	второй половины	3	1
501	заключается в	4	1
502	этой стороне	1	1
503	говорит что	1	1
504	отличается тем	1	1
505	уже знаем	1	1
506	истории и	4	1
507	после этого	2	1
508	против этой	1	1
509	ведь в	1	1
510	от философских	1	1
511	в них	4	1
512	что отличало	1	1
513	рядом с	2	1
514	все равно	1	1
515	как об	9	1
516	брокгауза и	1	1
517	эту тему	1	1
518	не всегда	1	1
519	во внимание	2	1
520	большой сложностью	1	1
521	оно имеет	1	1
522	и такая	1	1
523	и прямо	1	1
524	со всей	3	1
525	что собственно	3	1
526	тут нет	1	1
527	во время	1	1
528	от своего	1	1
529	и при	2	1
530	работы в	3	1
531	в такой	1	1
532	и без	2	1
533	представить себе	5	1
534	то для	1	1
535	каким был	1	1
536	прийти к	1	1
537	в которых	6	1
538	не исчерпывается	2	1
539	должны были	1	1
540	мы теперь	1	1
541	истории однако	1	1
542	чтобы можно	2	1
543	не раз	1	1
544	но он	1	1
545	оба они	1	1
546	его время	1	1
547	надо сказать	1	1
548	знания но	1	1
549	ни было	1	1
550	возможно только	1	1
551	том же	2	1
552	вникнуть в	1	1
553	этой работы	3	1
554	же мы	1	1
555	этой области	3	1
556	любви и	1	1
557	в атмосфере	1	1
558	и науки	2	1
559	кто имеет	1	1
560	какие бы	1	1
561	что с	3	1
562	вполне естественно	1	1
563	с теми	2	1
564	самого начала	1	1
565	одна из	2	1
566	чтобы в	1	1
567	к этим	1	1
568	материи в	1	1
569	но вместе	2	1
570	то менее	1	1
571	было у	1	1
572	себе полный	1	1
573	и имеет	1	1
574	какой бы	2	1
575	это еще	2	1
576	до своего	1	1
577	следовательно и	1	1
578	того как	3	1
579	проблемы и	2	1
580	под этим	1	1
581	это то	1	1
582	же между	1	1
583	и является	1	1
584	и чувства	1	1
585	такой точки	1	1
586	всякий кто	1	1
587	до того	2	1
588	платона и	1	1
589	это прекрасная	1	1
590	как будто	3	1
591	которая по	1	1
592	ли это	1	1
593	ему не	1	1
594	конечно здесь	1	1
595	половины xix	3	1
596	то более	3	1
597	именно оно	2	1
598	к отдельным	2	1
599	в специальном	1	1
600	сложностью и	1	1
601	данности и	1	1
602	когда мы	2	1
603	разобраться в	1	1
604	выступает по	1	1
605	так а	1	1
606	однако для	1	1
607	всего в	1	1
608	и надо	1	1
609	полный отчет	1	1
610	большей и	1	1
611	но также	14	1
612	подход к	1	1
613	что при	1	1
614	что об	1	1
615	история есть	1	1
616	даже л	1	1
617	на нечто	1	1
618	нужно однако	1	1
619	говоря уже	2	1
620	без всякого	1	1
621	в ее	11	1
622	в себя	1	1
623	с самого	1	1
624	говорится что	1	1
625	вопрос что	2	1
626	слова а	1	1
627	и сам	2	1
628	это можно	1	1
629	вещи и	1	1
630	проблем и	1	1
631	ясно что	9	1
632	и которые	1	1
633	так называемую	2	1
634	что идея	1	1
635	историю своей	1	1
636	бытие не	1	1
637	том как	1	1
638	и многое	1	1
639	высокой ступени	1	1
640	он служит	1	1
641	другой не	1	1
642	собственно в	1	1
643	о ней	1	1
644	и нужно	1	1
645	труда но	1	1
646	в известных	2	1
647	и должно	1	1
648	в самой	1	1
649	источников этой	1	1
650	каждой из	3	1
651	на вопрос	6	1
652	внимание на	4	1
653	другими словами	1	1
654	язык и	3	1
655	исследования и	2	1
656	разумеется в	1	1
657	для целей	1	1
658	не соглашаться	1	1
659	двояко как	1	1
660	одного из	1	1
661	вот если	1	1
662	можно сказать	3	1
663	как эта	1	1
664	вопросу о	2	1
665	помощи которых	1	1
666	все в	1	1
667	не могло	1	1
668	если например	1	1
669	смысле не	1	1
670	вся эта	1	1
671	а потому	3	1
672	нуждается в	2	1
673	во всей	1	1
674	религий и	2	1
675	вполне ясно	1	1
676	котором он	2	1
677	непосредственно в	1	1
678	вообще и	3	1
679	которую в	1	1
680	действительности в	2	1
681	в свете	1	1
682	если это	2	1
683	в литературе	1	1
684	тех пор	1	1
685	с той	1	1
686	один из	6	1
687	в новой	1	1
688	мы видим	1	1
689	смысле и	2	1
690	к делу	3	1
691	будто бы	2	1
692	по времени	2	1
693	самые разнообразные	1	1
694	для нее	1	1
695	этот факт	1	1
696	на одно	1	1
697	соглашаться с	1	1
698	не то	1	1
699	самом деле	6	1
700	человеческой личности	1	1
701	этому поводу	2	1
702	литературы в	3	1
703	своей целью	1	1
704	вопроса о	1	1
705	поэтому его	1	1
706	университета в	1	1
707	ii но	1	1
708	а это	1	1
709	и скорее	1	1
710	то только	1	1
711	не дает	1	1
712	и других	3	1
713	у того	1	1
714	за ним	1	1
715	человека на	1	1
716	признать его	1	1
717	иначе как	1	1
718	самом процессе	1	1
719	но которая	2	1
720	при всей	1	1
721	русский язык	3	1
722	этот по	1	1
723	написание не	1	1
724	и никогда	1	1
725	а отдельные	1	1
726	в руки	6	1
727	это единство	1	1
728	мало для	1	1
729	указание на	1	1
730	представляют собой	6	1
731	имеем право	1	1
732	нужно было	1	1
733	и др	2	1
734	или иной	1	1
735	говорим о	1	1
736	и из	1	1
737	до сих	5	1
738	однако что	1	1
739	к которому	1	1
740	потом в	1	1
741	и прежде	1	1
742	во второй	3	1
743	писать историю	1	1
744	этом учении	1	1
745	виде и	1	1
746	же отличие	1	1
747	с античной	1	1
748	к человеку	1	1
749	нужно сказать	1	1
750	в подлинном	2	1
751	могут привести	1	1
752	был в	2	1
753	на этот	4	1
754	иначе но	2	1
755	именно так	1	1
756	а так	2	1
757	о чем	4	1
758	что из	1	1
759	и об	1	1
760	этого цикла	1	1
761	входить в	1	1
762	стоять на	1	1
763	логическую ошибку	1	1
764	в частности	3	1
765	для них	1	1
766	сделать его	1	1
767	одна другой	1	1
768	мы говорим	2	1
769	в строгом	3	1
770	процесс то	1	1
771	из которых	2	1
772	по своему	5	1
773	строгом смысле	3	1
774	она есть	5	1
775	более то	1	1
776	на эту	1	1
777	проблем в	1	1
778	в тех	2	1
779	которой как	1	1
780	в первой	1	1
781	кто из	1	1
782	здесь идет	1	1
783	не создает	1	1
784	этого слова	2	1
785	слова и	1	1
786	этом случае	6	1
787	в гораздо	1	1
788	известном смысле	3	1
789	сих пор	5	1
790	сколько о	1	1
791	как предмет	1	1
792	заставляет нас	1	1
793	каждое из	1	1
794	все это	6	1
795	трактоваться как	1	1
796	имел в	1	1
797	ближе к	2	1
798	должны быть	1	1
799	вообще все	1	1
800	в более	2	1
801	не ограничиваясь	1	1
802	и часто	1	1
803	и ефрона	1	1
804	между ними	2	1
805	чтобы понять	2	1
806	того с	1	1
807	а к	1	1
808	у них	1	1
809	находит свое	1	1
810	интерес к	1	1
811	еще более	1	1
812	своей специальной	1	1
813	разной степени	1	1
814	но зато	2	1
815	существует ли	1	1
816	хотя сам	1	1
817	отношении к	2	1
818	есть то	1	1
819	нами не	2	1
820	отличало бы	1	1
821	нам не	1	1
822	может и	1	1
823	мог не	1	1
824	в свою	1	1
825	утверждать что	1	1
826	с ней	2	1
827	не говоря	2	1
828	только как	6	1
829	смысле они	1	1
830	в системе	1	1
831	состоит из	1	1
832	он представляет	1	1
833	о духе	1	1
834	природе и	2	1
835	для нашего	1	1
836	даже просто	1	1
837	не что	4	1
838	ко всему	1	1
839	чтобы он	2	1
840	в действительности	1	1
841	с научной	2	1
842	жизни и	2	1
843	человека к	1	1
844	и другие	1	1
845	того времени	1	1
846	по поводу	1	1
847	нашего изложения	1	1
848	все что	1	1
849	этой точки	1	1
850	они не	1	1
851	гораздо более	3	1
