N	2gram	Propp_Isto_1	Formalny
600	эти две	2	1
601	а с	2	1
602	котором эти	1	1
603	один и	2	1
604	этой роли	1	1
605	что не	2	1
606	две формы	2	1
607	что для	1	1
608	связано с	2	1
609	самом же	1	1
610	а сам	2	1
611	зависит от	2	1
612	к своему	2	1
613	так называемой	1	1
614	общим вопросам	1	1
615	явление к	2	1
616	могут изучаться	1	1
617	там где	4	1
618	в изучении	1	1
619	или с	1	1
620	здесь имеет	1	1
621	взглядов на	1	1
622	несмотря на	1	1
623	стоять на	1	1
624	очень важное	1	1
625	представления о	3	1
626	который дал	1	1
627	непосредственно от	1	1
628	жизни а	1	1
629	из которых	3	1
630	раз особенно	1	1
631	не дают	1	1
632	в постановке	1	1
633	наряду с	3	1
634	что же	3	1
635	на какой-то	1	1
636	как средство	1	1
637	что как	1	1
638	значит что	1	1
639	получает свое	1	1
640	они сами	1	1
641	тех пор	1	1
642	здесь идет	1	1
643	дело здесь	1	1
644	в это	1	1
645	и всех	1	1
646	весь этот	1	1
647	своего труда	1	1
648	но даже	1	1
649	весь ход	1	1
650	в противном	1	1
651	между собой	4	1
652	кроме того	1	1
653	литературе в	1	1
654	при всем	1	1
655	тех или	1	1
656	в более	1	1
657	только одна	1	1
658	и для	4	1
659	современной европейской	1	1
660	гуманитарные науки	2	1
661	или в	5	1
662	что оно	1	1
663	том что	7	1
664	чтобы понять	1	1
665	для нас	13	1
666	и смысл	1	1
667	не должен	5	1
668	частности например	1	1
669	ни к	2	1
670	пришлось бы	1	1
671	обстоит дело	4	1
672	к делу	2	1
673	сложную систему	1	1
674	до тех	1	1
675	нам в	1	1
676	и историческим	1	1
677	с ней	2	1
678	не говоря	1	1
679	сказать что	5	1
680	другой стороны	5	1
681	далее он	1	1
682	совершенно не	1	1
683	нельзя изучать	1	1
684	перескакивает через	1	1
685	при изучении	1	1
686	из этого	2	1
687	формы его	1	1
688	были и	1	1
689	себе не	1	1
690	себе но	1	1
691	если она	1	1
692	также не	1	1
693	этой действительности	1	1
694	ее в	5	1
695	это понятие	1	1
696	в действиях	1	1
697	к этому	2	1
698	этой цели	1	1
699	событий в	1	1
