N	2gram	Trubetskoy_1	Narrotol
286	если они	1	1
287	вопрос о	3	1
288	в связи	3	1
289	входит в	1	1
290	если же	3	1
291	многих других	2	1
292	два человека	2	1
293	мы и	2	1
294	рассказ о	1	1
295	непрерывно и	1	1
296	в которой	5	1
297	приобщением к	1	1
298	который и	1	1
299	бы это	1	1
300	и сейчас	4	1
301	а потому	5	1
302	которые могут	2	1
303	на первый	2	1
304	или не	1	1
305	каждый из	3	1
306	людей и	1	1
307	из нас	1	1
308	тех кто	5	1
309	мыслей и	1	1
310	не понимают	2	1
311	никто не	2	1
312	по пути	1	1
313	время как	1	1
314	из многочисленных	1	1
315	этом последнем	1	1
316	его собственной	4	1
317	связи с	4	1
318	и их	5	1
319	от другой	1	1
320	распространяется на	1	1
321	просто не	1	1
322	ее проявления	1	1
323	из таких	2	1
324	есть в	2	1
325	всех их	1	1
326	при виде	2	1
327	к нему	2	1
328	если их	1	1
329	на эту	1	1
330	не по	1	1
331	приобщения к	2	1
332	каждого отдельного	1	1
333	который можно	1	1
334	сих пор	8	1
335	и конец	4	1
336	иначе как	1	1
337	каждого из	1	1
338	и возникает	1	1
339	и так	2	1
340	как нечто	1	1
341	но мы	1	1
342	выше в	1	1
343	иное как	1	1
344	и самого	1	1
345	другом сознании	1	1
346	этой точки	1	1
347	бы не	1	1
348	до сих	8	1
349	так что	5	1
350	и без	5	1
351	на котором	1	1
352	с нами	1	1
353	во всех	10	1
354	о возможности	1	1
355	если она	1	1
356	которые по	2	1
357	в другой	1	1
358	нем не	1	1
359	это была	1	1
360	его можно	1	1
361	все остальное	1	1
362	удалось бы	1	1
363	ли это	1	1
364	то в	2	1
365	ли в	1	1
366	во взаимной	1	1
367	приходится искать	1	1
368	вместо того	1	1
369	иметь в	1	1
370	его к	1	1
371	должен не	1	1
372	времени все	1	1
373	является ли	3	1
374	только с	1	1
375	существует в	1	1
376	от тех	3	1
377	что же	2	1
378	и наконец	3	1
379	этом я	1	1
380	время в	1	1
381	есть не	1	1
382	том виде	2	1
383	вместе с	6	1
384	первый взгляд	1	1
385	к жизни	1	1
386	действительно так	1	1
387	не имели	1	1
388	здесь мы	1	1
389	а для	2	1
390	отношение к	4	1
391	например в	1	1
392	что касается	6	1
393	из него	2	1
394	между ними	2	1
395	а лишь	2	1
396	о своей	1	1
397	конечно в	2	1
398	которого в	2	1
399	как сам	1	1
400	и притом	1	1
401	или о	1	1
402	к детской	1	1
403	что ни	1	1
404	в нашей	1	1
405	в сторону	2	1
406	психический процесс	1	1
407	его мнению	1	1
408	другом только	1	1
409	виде в	1	1
410	еще более	1	1
411	жизнь и	3	1
412	человека но	1	1
413	этом и	1	1
414	из его	1	1
415	в данный	1	1
416	ничем не	4	1
417	мысли и	1	1
418	так или	5	1
419	в историю	1	1
420	две стороны	1	1
421	зависимости от	1	1
422	к такой	1	1
423	и люди	1	1
424	после этого	1	1
425	их в	2	1
426	от времени	2	1
427	очень много	3	1
428	между двумя	5	1
429	отказывается от	1	1
430	этой культуры	3	1
431	это сделать	1	1
432	как все	1	1
433	с ее	2	1
434	как мы	2	1
435	люди с	1	1
436	некоторые из	1	1
437	из этого	6	1
438	другими словами	2	1
439	это и	1	1
440	же самое	1	1
441	ее в	1	1
442	что при	6	1
443	однако чтобы	1	1
444	мире а	1	1
445	исходит от	1	1
446	в человеке	1	1
447	искать в	1	1
448	и говорить	3	1
449	в прошлом	1	1
450	каждого человека	2	1
451	это по	1	1
452	делает его	1	1
453	говоря о	1	1
454	без которого	1	1
455	мы должны	4	1
456	именно как	1	1
457	в отношении	1	1
458	принадлежат к	1	1
459	него только	1	1
460	и от	5	1
461	образом для	1	1
462	еще одной	1	1
463	для того	8	1
464	когда она	1	1
465	более высокой	1	1
466	как будто	5	1
467	того же	9	1
468	а между	8	1
469	это единственный	1	1
470	и потому	3	1
471	всю свою	1	1
472	должно быть	4	1
473	можно ли	2	1
474	всяком случае	2	1
475	ясно что	8	1
476	данный момент	4	1
477	в противоречие	2	1
478	это делает	1	1
479	от самого	1	1
480	большею частью	5	1
481	заметить что	1	1
482	однако при	2	1
483	или менее	7	1
484	это было	1	1
485	от этих	1	1
486	в основе	2	1
487	что все	5	1
488	по мнению	1	1
489	очевидно что	3	1
490	не будут	2	1
491	собой и	1	1
492	более или	7	1
493	и оно	1	1
494	если я	1	1
495	в виду	2	1
496	можно представить	1	1
497	и кажется	1	1
498	всего предшествующего	1	1
499	всегда может	1	1
500	в зависимости	1	1
501	предполагает что	1	1
502	на этом	2	1
503	даже если	2	1
504	без исключения	1	1
505	за нею	1	1
506	в этих	3	1
507	будто бы	1	1
508	только благодаря	1	1
509	только еще	1	1
510	что именно	1	1
511	есть продукт	1	1
512	сходство с	2	1
513	противоречие с	1	1
514	как сказано	4	1
515	во всей	1	1
516	не от	1	1
517	наряду с	1	1
518	а его	1	1
519	мы были	1	1
520	как для	3	1
521	или нескольких	2	1
522	от себя	2	1
523	не подлежит	3	1
524	роковым образом	1	1
525	психологии но	1	1
526	в раннем	1	1
527	все свое	1	1
528	совпадающей с	1	1
529	это действительно	1	1
530	также и	2	1
531	более что	1	1
532	говоря для	1	1
533	раз когда	1	1
534	мы будем	3	1
535	похожи на	1	1
536	на практике	1	1
537	не могут	4	1
538	то они	3	1
539	освободиться от	2	1
540	них в	2	1
541	характер не	1	1
542	истории и	1	1
543	данного общества	1	1
544	быть и	5	1
545	к первому	1	1
546	ведь и	1	1
547	с каждым	1	1
548	у людей	1	1
549	лишь с	1	1
550	отличаться от	1	1
551	начало и	6	1
552	от своей	2	1
553	в общем	6	1
554	признать что	3	1
555	мы всегда	1	1
556	к социальной	1	1
557	во всяком	2	1
558	и среди	1	1
559	в такой	4	1
560	с которой	1	1
561	то время	2	1
562	детства в	1	1
563	в психологии	3	1
564	но по	3	1
565	о ее	1	1
566	все это	11	1
567	может показаться	1	1
568	таким же	3	1
569	с такой	1	1
570	одного и	3	1
571	что только	2	1
572	в которых	2	1
573	к этому	5	1
574	ряде случаев	1	1
575	в точке	2	1
576	тем же	2	1
577	на себя	1	1
578	быть в	1	1
579	и как	1	1
580	и особенно	2	1
581	в самой	2	1
582	есть только	1	1
583	тем что	1	1
584	благодаря этому	1	1
585	сверху вниз	1	1
586	а все	1	1
587	как же	1	1
588	на нее	2	1
589	а именно	1	1
590	еще нет	1	1
591	догадаться что	1	1
592	возможен только	1	1
593	или ином	1	1
594	вытекает из	1	1
595	этот вопрос	2	1
596	том или	1	1
597	что мы	4	1
598	среди других	1	1
599	это все	1	1
600	совершенно иной	2	1
601	и оставаться	1	1
602	в развитии	1	1
603	не совпадающей	1	1
604	него с	2	1
605	и должен	1	1
606	теперь я	1	1
607	обстоит дело	1	1
