N	2gram	Bakhtin_sl_2	FransuaR
460	для всего	1	1
461	только и	2	1
462	близкий к	1	1
463	и существенное	1	1
464	или как	4	1
465	с одним	2	1
466	таким путем	1	1
467	по своей	1	1
468	это слово	1	1
469	со своим	9	1
470	связи с	3	1
471	ибо все	1	1
472	в сознании	1	1
473	ограничивается чисто	1	1
474	от их	1	1
475	действует в	3	1
476	и изображается	1	1
477	его для	1	1
478	не могут	5	1
479	слове но	3	1
480	и всех	1	1
481	в других	1	1
482	вокруг него	2	1
483	что его	1	1
484	сущности как	1	1
485	здесь они	1	1
486	как с	2	1
487	этот путь	1	1
488	некоторой степени	1	1
489	и самое	1	1
490	и о	1	1
491	на нем	2	1
492	здесь не	4	1
493	создает специфическую	1	1
494	очень важную	2	1
495	необходимо еще	2	1
496	характер и	1	1
497	и получает	1	1
498	зрения не	1	1
499	так в	2	1
500	в дальнейшем	2	1
501	слова всегда	1	1
502	дано в	1	1
503	внешне не	1	1
504	необходимо учесть	1	1
505	с собой	1	1
506	не с	3	1
507	на которую	1	1
508	и глубины	1	1
509	стиль этого	1	1
510	поэтому в	1	1
511	слова ни	1	1
512	об этом	1	1
513	образом в	1	1
514	но здесь	4	1
515	к духу	1	1
516	в таком	4	1
517	их но	1	1
518	все событие	1	1
519	на все	1	1
520	в применении	1	1
521	в другом	2	1
522	нем для	1	1
523	язык и	7	1
524	и что	1	1
525	миф в	1	1
526	притом в	2	1
527	оно лишь	1	1
528	в различных	2	1
529	авторов в	1	1
530	исторического становления	1	1
531	при изображении	1	1
532	которыми полны	1	1
533	ее содержание	1	1
534	наконец в	4	1
535	на развитие	1	1
536	века и	1	1
537	также в	1	1
538	представления о	1	1
539	действительности в	1	1
540	в ту	1	1
541	но она	2	1
542	и об	1	1
543	в лучшем	1	1
544	и она	1	1
545	и могли	1	1
546	в него	7	1
547	высоким и	1	1
548	различных моментов	1	1
549	в двух	1	1
550	мы увидим	2	1
551	во всем	4	1
552	которой мы	1	1
553	в дальнейшей	1	1
554	словом и	8	1
555	между тем	3	1
556	в контексте	3	1
557	на которые	1	1
558	здесь с	1	1
559	и оформить	1	1
560	себя в	8	1
561	в чисто	3	1
562	все многообразие	1	1
563	оно в	1	1
564	в виде	2	1
565	кризиса и	1	1
566	него и	1	1
567	но самое	1	1
568	или даже	3	1
569	его и	2	1
570	евангельские тексты	1	1
571	одно из	1	1
572	в известной	1	1
573	слова в	13	1
574	к ним	1	1
575	ту сторону	1	1
576	до некоторой	1	1
577	и рождается	1	1
578	свое выражение	1	1
579	своих существенных	1	1
580	даже и	4	1
581	эти явления	1	1
582	дошедшие до	1	1
583	вне ее	1	1
584	этот последний	1	1
585	слово также	1	1
586	и даже	7	1
587	как только	1	1
588	как у	1	1
589	здесь в	3	1
590	и создает	3	1
591	мы еще	1	1
592	и крайняя	2	1
593	вещь и	1	1
594	себе то	1	1
595	очень сложен	1	1
596	героя и	5	1
597	говорит о	1	1
598	в формальном	1	1
599	предметом свободного	1	1
600	притом не	1	1
601	превращается в	1	1
602	в подлинном	1	1
603	романа этот	2	1
604	и самый	1	1
605	более того	2	1
606	самое слово	1	1
607	однако и	1	1
608	для романа	2	1
609	и непосредственно	2	1
610	один из	5	1
611	влияние и	1	1
612	на поиски	1	1
613	по ту	1	1
614	ссылка на	1	1
615	срослось с	1	1
616	и xv	1	1
617	этим и	1	1
618	и слово	2	1
619	ближе к	1	1
620	за каждым	1	1
621	почву для	1	1
622	мы находим	1	1
623	на фоне	4	1
624	но оно	2	1
625	в частности	1	1
626	ближе всего	1	1
627	не были	1	1
628	и особенно	2	1
629	эта идея	2	1
630	как это	3	1
631	мы говорим	1	1
632	к себе	1	1
633	только его	1	1
634	приходится однако	1	1
635	xix века	4	1
636	и верности	1	1
637	в речах	2	1
638	ибо оно	1	1
639	он говорит	1	1
640	этого типа	1	1
641	с некоторыми	1	1
642	применении к	1	1
643	мира с	1	1
644	и там	3	1
645	и всей	1	1
646	и внешне	1	1
647	образом на	1	1
648	значение как	2	1
649	и оценка	1	1
650	мы сказали	2	1
651	и способов	1	1
652	xiv и	1	1
653	слова и	8	1
654	еще раз	3	1
655	не касается	1	1
656	несколько слов	2	1
657	для изображения	1	1
658	голоса и	3	1
659	в основном	4	1
660	только для	1	1
661	и таким	1	1
662	романа с	1	1
663	и собственно	1	1
664	в одно	2	1
665	в мировой	2	1
666	культуры и	1	1
667	на улице	1	1
668	она может	2	1
669	человека это	1	1
670	и слова	5	1
671	романе и	2	1
672	обращается к	1	1
673	от него	5	1
674	направлены на	1	1
675	новое ощущение	1	1
676	на языке	1	1
677	наличны и	1	1
678	этим он	1	1
679	в системе	1	1
680	чем же	1	1
681	может и	2	1
682	но эта	2	1
683	неотделим от	1	1
684	сказать что	3	1
685	дело с	4	1
686	к его	2	1
687	было показано	1	1
688	героя в	3	1
689	всех других	1	1
690	в последнем	1	1
691	мы коснемся	1	1
692	как вещи	1	1
693	ко всему	1	1
694	что под	1	1
695	к различным	2	1
696	речи как	2	1
697	также не	1	1
698	в своих	1	1
699	они не	2	1
700	которая не	1	1
