N	2gram	Losev_Prob_2	Literetu
114	а в	4	3
115	же и	2	3
116	во всяком	13	3
117	чтобы не	2	2
118	и весьма	2	2
119	и то	10	2
120	самом деле	4	2
121	от самого	2	2
122	отношения между	1	2
123	должна быть	1	2
124	от всякой	2	2
125	для своего	1	2
126	и само	2	2
127	а для	1	2
128	на себя	1	2
129	то это	3	2
130	к общему	1	2
131	и самого	4	2
132	сознания а	1	2
133	то он	1	2
134	а только	6	2
135	относится к	6	2
136	отнюдь не	5	2
137	общего с	2	2
138	и нет	1	2
139	мысль в	1	2
140	говорится в	1	2
141	или иную	1	2
142	только то	3	2
143	его сознания	1	2
144	все эти	7	2
145	из этих	3	2
146	во многих	2	2
147	с чем	1	2
148	в нем	1	2
149	в нашей	3	2
150	же это	5	2
151	общения людей	3	2
152	подобно тому	2	2
153	на этом	1	2
154	здесь как	2	2
155	было бы	8	2
156	на почве	1	2
157	для них	3	2
158	в слове	3	2
159	в москве	1	2
160	от языка	1	2
161	и того	3	2
162	бы на	1	2
163	что такое	18	2
164	всяком случае	10	2
165	мы в	3	2
166	для многих	1	2
167	тем не	12	2
168	даже в	2	2
169	раз и	5	2
170	при всех	3	2
171	мышления и	2	2
172	жизни не	1	2
173	и является	3	2
174	как будто	6	2
175	этом отношении	1	2
176	и вполне	4	2
177	к тому	3	2
178	более не	2	2
179	но при	2	2
180	говоря уже	4	2
181	самим собою	1	2
182	роль в	2	2
183	на том	3	2
184	ту же	1	2
185	имеется в	3	2
186	или иной	5	2
187	в другом	1	2
188	о том	18	2
189	с одной	5	2
190	между тем	1	2
191	и только	4	2
192	хотя бы	12	2
193	по этому	3	2
194	только на	9	2
195	то и	4	2
196	что не	5	2
197	ту или	1	2
198	что для	3	2
199	себе в	2	2
200	от тех	1	2
201	тем что	4	2
202	одной стороны	5	2
203	нового времени	1	2
204	превращается в	1	2
205	не на	1	2
206	все более	1	2
207	и м	1	2
208	нет ничего	2	2
209	оказывается не	1	2
210	если оно	3	2
211	тому как	3	2
212	для понимания	1	2
213	можно было	5	2
214	не является	7	2
215	которая в	1	2
216	особого рода	1	2
217	тем более	10	2
218	все они	1	2
219	не есть	33	2
220	не обладает	1	2
221	о своем	2	2
222	не говоря	4	2
223	на это	2	2
224	по поводу	2	2
225	которых не	1	1
226	человеческой речи	4	1
227	же как	1	1
228	на самом	4	1
229	только потому	1	1
230	к другому	1	1
231	свое место	2	1
232	когда это	1	1
233	и этот	3	1
234	оторванности от	1	1
235	уже самого	1	1
236	есть не	6	1
237	мы не	7	1
238	вопрос о	3	1
239	нам в	2	1
240	есть нечто	7	1
241	но даже	3	1
242	ему в	1	1
243	зависимости от	2	1
244	столько же	2	1
245	как говорится	1	1
246	он был	1	1
247	он сам	3	1
248	и нигде	1	1
249	бы то	2	1
250	только после	1	1
251	тем как	1	1
252	но как	6	1
253	к которой	1	1
254	этой проблеме	1	1
255	отношение к	1	1
256	и будет	1	1
257	тут же	8	1
258	не просто	11	1
259	что они	3	1
260	в настоящем	1	1
261	из таких	1	1
262	один и	2	1
263	полное отсутствие	1	1
264	первый взгляд	1	1
265	его на	1	1
266	для всех	2	1
267	внутри себя	2	1
268	а иной	1	1
269	более и	1	1
270	сам же	1	1
271	предметы и	2	1
272	как нам	2	1
273	перед нами	2	1
274	мы можем	6	1
275	бы весьма	1	1
276	могли бы	3	1
277	как уже	1	1
278	и как	4	1
279	как таковое	1	1
280	есть ли	1	1
281	то в	1	1
282	языка есть	1	1
283	в нашем	3	1
284	если мы	9	1
285	в последнее	1	1
286	на то	6	1
287	за рамки	1	1
288	так сказать	1	1
289	все тот	1	1
290	а скорее	2	1
291	он не	2	1
292	же именно	4	1
293	от которого	1	1
294	эту тему	2	1
295	в понимании	2	1
296	едва ли	9	1
297	и более	5	1
298	в зависимости	2	1
299	в плане	2	1
300	какой бы	1	1
301	и по	3	1
302	так например	1	1
303	не должно	1	1
304	но все	2	1
305	в каждом	1	1
306	подход к	1	1
307	оно и	1	1
308	то ни	3	1
309	а то	1	1
310	пусть и	1	1
311	об этой	1	1
312	и с	10	1
313	бы быть	1	1
314	знает что	2	1
315	это было	2	1
316	в глазах	1	1
317	с р	1	1
318	которая как	1	1
319	и мы	2	1
320	периоды его	1	1
321	в них	2	1
322	и вы	2	1
323	мы имеем	1	1
324	с тем	3	1
325	и уже	1	1
326	с такой	1	1
327	как угодно	3	1
328	должно быть	2	1
329	потому и	1	1
330	такой же	1	1
331	который как	1	1
332	перед собой	1	1
333	на первый	4	1
334	в этих	4	1
335	здесь впервые	1	1
336	истину как	1	1
337	представить себе	4	1
338	в следующем	1	1
339	в отношении	4	1
340	в советской	2	1
341	самого человека	1	1
342	к предмету	3	1
343	в условиях	2	1
344	в которых	1	1
345	сама собой	4	1
346	собою а	1	1
347	до последнего	1	1
348	нас однако	1	1
349	по крайней	6	1
350	если бы	4	1
351	всякий акт	2	1
352	ни было	1	1
353	не могли	1	1
354	как от	1	1
355	тому чтобы	1	1
356	вовсе не	37	1
357	что есть	1	1
358	если и	1	1
359	случае в	1	1
360	чистом виде	3	1
361	значение слова	4	1
362	она не	3	1
363	иной раз	3	1
364	как о	3	1
365	не имеет	7	1
366	самого начала	2	1
367	тогда когда	3	1
368	только из	1	1
369	во время	1	1
370	на него	2	1
371	под знаком	1	1
372	говорить о	10	1
373	когда они	1	1
374	о них	2	1
375	иметь в	1	1
376	но только	4	1
377	и всегда	1	1
378	рассматриваться в	1	1
379	а во	1	1
380	не ставит	1	1
381	другой стороны	5	1
382	тех или	3	1
383	для нас	9	1
384	о нем	2	1
385	самой этой	1	1
386	только с	2	1
387	уже и	3	1
388	в каком	4	1
389	в момент	1	1
390	уже о	4	1
391	и времени	2	1
392	указание на	3	1
393	отличается от	2	1
394	что при	4	1
395	отказаться от	1	1
396	одним и	2	1
397	ничего общего	3	1
398	существует только	2	1
399	как мы	5	1
400	но по	1	1
401	как один	1	1
402	и от	3	1
403	последнее время	1	1
404	мысль о	2	1
405	с самого	3	1
406	вопрос что	1	1
407	в дальнейшем	1	1
408	предметом нашего	1	1
409	что может	2	1
410	на нее	1	1
411	принципиальная значимость	1	1
412	или в	2	1
413	он говорит	1	1
414	бы столько	1	1
415	с самим	3	1
416	каждого из	1	1
417	по тому	2	1
418	и мыслится	1	1
419	собой и	4	1
420	на всю	2	1
421	два десятилетия	1	1
422	и здесь	4	1
423	не был	4	1
424	в состав	1	1
425	никак не	11	1
426	и что	13	1
427	можно сказать	6	1
428	и который	1	1
429	это должно	1	1
430	как форма	1	1
431	в значительной	3	1
432	обратном порядке	1	1
433	является здесь	2	1
434	к нему	2	1
435	во всех	2	1
436	том или	3	1
437	этому поводу	2	1
438	и во	1	1
439	и всякая	1	1
440	во всей	1	1
441	что же	9	1
442	крайней мере	6	1
443	все предметы	1	1
444	из моментов	2	1
445	от логических	1	1
446	который бы	1	1
447	не мешает	1	1
448	это всегда	1	1
449	не несет	1	1
450	как объект	1	1
451	в литературе	1	1
452	слов или	1	1
453	тот же	4	1
454	например есть	1	1
455	одной из	1	1
456	что даже	1	1
457	в какой	1	1
458	гораздо более	4	1
459	и творчество	1	1
460	было и	1	1
461	самом и	1	1
462	между этими	2	1
463	с самой	1	1
464	в литературоведении	1	1
465	только при	2	1
466	тот или	5	1
467	однако с	1	1
468	своего собственного	5	1
469	со своим	1	1
470	теперь уже	1	1
471	не можем	4	1
472	значения слов	2	1
473	в значении	1	1
474	оно в	1	1
475	языка как	2	1
476	в виде	6	1
477	свидетельствует о	2	1
478	сознания так	1	1
479	кажется что	1	1
480	от других	1	1
481	то чему	1	1
482	не так	2	1
483	пока не	3	1
484	слова в	1	1
485	в одном	1	1
486	никто не	3	1
487	не для	1	1
488	слово как	1	1
489	само собою	1	1
490	так как	7	1
491	не о	6	1
492	как такового	2	1
493	до тех	4	1
494	или ином	2	1
495	значение только	2	1
496	и всякое	2	1
497	о каком	1	1
498	о невозможности	1	1
499	нужно было	1	1
500	общей теории	1	1
501	со всем	1	1
502	что и	2	1
503	до сих	4	1
504	в общественном	1	1
505	нельзя сказать	1	1
506	именно в	1	1
507	на чем	2	1
508	может показаться	1	1
509	а с	1	1
510	собой а	1	1
511	себя и	1	1
512	а на	1	1
513	и окончательно	1	1
514	в употреблении	1	1
515	до конца	1	1
516	однако и	1	1
517	имеет своей	1	1
518	только от	1	1
519	если не	4	1
520	для этой	1	1
521	среди прочих	1	1
522	они все	2	1
523	между собою	4	1
524	и если	3	1
525	нами как	2	1
526	ни на	1	1
527	язык а	1	1
528	речь не	2	1
529	к своему	1	1
530	я такое	1	1
531	в той	2	1
532	и на	5	1
533	и пусть	3	1
534	в чистом	3	1
535	на эту	2	1
536	в обратном	1	1
537	на свете	4	1
538	в состоянии	2	1
539	тех пор	4	1
540	с ее	1	1
541	себе уже	1	1
542	и о	4	1
543	сих пор	4	1
544	при условии	6	1
545	о его	1	1
546	между прочим	1	1
547	уже тем	4	1
548	но для	1	1
549	можно назвать	1	1
550	пока еще	9	1
551	просто как	3	1
552	из которых	2	1
553	и искусства	1	1
554	уже на	1	1
555	для автора	1	1
556	при таком	2	1
557	сознания и	2	1
558	в отдельных	1	1
559	говоря о	1	1
560	последнего времени	1	1
561	и все	5	1
562	собственно говоря	2	1
563	это может	1	1
564	у них	1	1
565	его тем	1	1
566	угодно но	1	1
567	необходимое для	1	1
568	но зато	2	1
569	от всего	3	1
570	или не	2	1
571	как человек	1	1
572	в общем	4	1
573	нами не	4	1
574	нашей стране	1	1
575	не знает	3	1
576	сказать что	24	1
577	только как	3	1
578	состоит из	2	1
579	была бы	1	1
580	совершенно не	2	1
581	элементов а	2	1
582	из этого	2	1
583	время не	2	1
584	в работах	1	1
585	в действительности	2	1
586	к этой	1	1
587	вместе с	2	1
588	к этому	1	1
589	значение в	4	1
590	и особенно	2	1
591	все что	3	1
592	от ее	2	1
593	том числе	2	1
594	они не	1	1
