N	2gram	Nazirov_Tv_2	EvropaiE
155	в мире	5	2
156	и с	8	2
157	заключается в	1	2
158	с другими	2	2
159	сказывается в	1	2
160	и рядом	1	2
161	для них	1	2
162	новый мир	1	2
163	нас к	1	2
164	в своих	3	2
165	видим как	1	2
166	в развитии	1	2
167	духовной жизни	1	2
168	такой же	2	2
169	в эту	1	2
170	в этих	1	2
171	в котором	3	2
172	представление о	7	2
173	не к	1	2
174	или вернее	1	2
175	одном из	2	2
176	и более	1	2
177	тем меньше	1	2
178	всего человечества	1	2
179	в идеологическом	1	2
180	она не	1	2
181	и имеет	1	2
182	вопрос не	1	2
183	как будто	1	2
184	именно потому	1	2
185	что на	2	2
186	не могут	1	2
187	могут быть	2	2
188	одну и	1	2
189	свою очередь	1	2
190	на основе	1	2
191	культуры и	1	2
192	и ту	1	2
193	мог бы	1	2
194	во многом	2	2
195	если бы	4	2
196	и поэтому	2	2
197	в будущее	1	2
198	и что	2	2
199	в его	10	2
200	подходит к	1	2
201	ли здесь	1	2
202	в сферу	1	2
203	его собственная	1	2
204	этот вопрос	3	2
205	не можем	1	2
206	в большинстве	1	2
207	если в	1	2
208	при помощи	2	2
209	и других	2	2
210	участие в	1	2
211	в одном	2	2
212	во власти	1	2
213	влияние на	1	2
214	на этот	2	2
215	нашему мнению	4	2
216	а не	6	2
217	не означает	2	2
218	человеческой культуры	2	2
219	и тут	1	2
220	с а	1	2
221	что все	1	2
222	начиная с	2	2
223	вместе с	3	2
224	не дают	1	2
225	наряду с	7	2
226	что же	1	2
227	поскольку он	1	2
228	может относиться	1	2
229	с большой	1	2
230	еще более	1	2
231	и наконец	2	2
232	мы видим	4	2
233	а в	4	2
234	не есть	1	2
235	имеет в	2	2
236	между ними	1	2
237	другой стороны	2	2
238	частности в	1	2
239	как известно	2	1
240	ту же	1	1
241	и т	13	1
242	например в	5	1
243	связана с	1	1
244	отметим что	1	1
245	не делает	1	1
246	и это	3	1
247	перед лицом	1	1
248	и до	1	1
249	речь идет	1	1
250	на западе	3	1
251	всех и	1	1
252	той же	1	1
253	смотреть на	1	1
254	из всего	1	1
255	по самой	3	1
256	большую роль	1	1
257	говорить о	2	1
258	мы получаем	1	1
259	нет ли	1	1
260	то это	1	1
261	быть в	1	1
262	нам представляется	1	1
263	что его	2	1
264	истории в	1	1
265	с его	1	1
266	то мы	1	1
267	к которой	1	1
268	мы же	1	1
269	по отношению	3	1
270	тогда как	3	1
271	отличие от	2	1
272	теперь не	1	1
273	грехе и	1	1
274	как по	2	1
275	в одной	3	1
276	в рамках	1	1
277	дает нам	1	1
278	ней в	1	1
279	все же	5	1
280	однако не	1	1
281	не являются	1	1
282	его к	1	1
283	к человечеству	2	1
284	в этот	2	1
285	и детей	1	1
286	психологии и	1	1
287	в идеологической	1	1
288	как некий	1	1
289	бы с	1	1
290	чуть ли	1	1
291	за их	1	1
292	связанного с	1	1
293	что автор	1	1
294	с их	1	1
295	элементов в	1	1
296	нами в	1	1
297	о соотношении	1	1
298	но его	1	1
299	тому же	2	1
300	на его	4	1
301	к выводу	1	1
302	отцов и	1	1
303	при этом	8	1
304	параллели между	1	1
305	т д	11	1
306	не значит	1	1
307	эта последняя	1	1
308	в принципе	4	1
309	ли не	2	1
310	на земле	1	1
311	любой из	1	1
312	несколько ниже	1	1
313	в характере	1	1
314	а затем	3	1
315	в нем	3	1
316	значение в	1	1
317	что создание	1	1
318	в глубине	1	1
319	ценности и	1	1
320	лишь в	1	1
321	входит в	1	1
322	в свой	2	1
323	в жизни	1	1
324	… но	1	1
325	в ином	1	1
326	который по	1	1
327	человечества на	1	1
328	ошибках и	1	1
329	о характере	1	1
330	рядом с	2	1
331	соответствии с	4	1
332	всегда и	1	1
333	жизни но	1	1
334	сильнее чем	1	1
335	потому и	1	1
336	их на	1	1
337	перед собой	1	1
338	стороне от	1	1
339	в такой	2	1
340	сам и	1	1
341	в глубь	1	1
342	если можно	1	1
343	роль но	1	1
344	в отличие	2	1
345	признать что	1	1
346	сведена к	1	1
347	выше мы	1	1
348	в современном	3	1
349	том же	2	1
350	с так	1	1
351	возвращается к	1	1
352	тому что	1	1
353	входящие в	1	1
354	о будущем	1	1
355	все эти	4	1
356	не менее	2	1
357	вплоть до	1	1
358	что с	1	1
359	в обоих	1	1
360	одна из	3	1
361	казалось бы	3	1
362	действительности но	1	1
363	в русском	1	1
364	на себе	1	1
365	мире и	1	1
366	и его	9	1
367	связи с	1	1
368	не находим	1	1
369	в сознании	1	1
370	человечество с	1	1
371	считать что	1	1
372	в основе	2	1
373	и несколько	1	1
374	у нас	2	1
375	он называет	1	1
376	будущее в	1	1
377	мир в	1	1
378	числе и	1	1
379	оставим в	1	1
380	отказаться от	2	1
381	для себя	1	1
382	приходит к	1	1
383	своего развития	1	1
384	и о	1	1
385	и художественное	1	1
386	указывать на	1	1
387	человеческой истории	1	1
388	то или	1	1
389	мысль о	1	1
390	то чтобы	1	1
391	что само	1	1
392	то время	1	1
393	литературы и	1	1
394	и сам	5	1
395	этот период	1	1
396	с собой	1	1
397	был бы	1	1
398	одного из	1	1
399	каждого из	1	1
400	об этом	4	1
401	еще в	1	1
402	когда в	1	1
403	человечества ибо	1	1
404	является в	1	1
405	поэтому в	1	1
406	был не	1	1
407	быть может	3	1
408	и вообще	2	1
409	с ним	3	1
410	означает что	1	1
411	в построении	1	1
412	сводится к	2	1
413	на берегах	1	1
414	на вопрос	1	1
415	может не	1	1
416	любви к	3	1
417	начале xx	1	1
418	то исключительно	1	1
419	в которую	2	1
420	а у	1	1
421	и всякая	1	1
422	к античной	1	1
423	нем и	1	1
424	в ту	2	1
425	если взять	1	1
426	ней по	1	1
427	xix век	1	1
428	значит что	1	1
429	один из	3	1
430	тот же	1	1
431	с ними	2	1
432	ли он	1	1
433	как нечто	1	1
434	невозможно не	1	1
435	который в	1	1
436	эта идея	1	1
437	или же	1	1
438	и ее	2	1
439	ведь в	1	1
440	со своим	1	1
441	переходит в	1	1
442	уже не	3	1
443	уже в	2	1
444	в начале	3	1
445	что не	3	1
446	для него	3	1
447	и их	1	1
448	к сознанию	1	1
449	не о	1	1
450	как его	1	1
451	бытия и	1	1
452	или иное	1	1
453	в идеи	1	1
454	эти наблюдения	2	1
455	значение имеет	1	1
456	даже не	1	1
457	русской жизни	1	1
458	сказал бы	1	1
459	не сводится	1	1
460	к которому	2	1
461	ряде случаев	1	1
462	что для	1	1
463	в соответствии	4	1
464	может жить	1	1
465	не было	2	1
466	в любой	1	1
467	с большей	1	1
468	выше и	1	1
469	зависит от	2	1
470	и далее	2	1
471	к осознанию	1	1
472	свое собственное	1	1
473	свой счет	1	1
474	идеи его	1	1
475	делать что	1	1
476	этот принцип	1	1
477	оснований для	1	1
478	русской действительности	1	1
479	мы знаем	1	1
480	если не	4	1
481	в связи	1	1
482	xx века	3	1
483	связь с	2	1
484	нет ничего	3	1
485	сказанное относится	1	1
486	к жизни	2	1
487	что за	1	1
488	в среде	1	1
489	мыслится как	1	1
490	том смысле	1	1
491	должно быть	1	1
492	этого слова	1	1
493	в формах	1	1
494	для развития	1	1
495	более того	2	1
496	грубость и	1	1
497	что оно	1	1
498	в силах	2	1
499	а к	1	1
500	ее и	1	1
501	но когда	1	1
502	своих произведений	1	1
503	более всего	2	1
504	но это	5	1
505	и другие	1	1
506	в обстановке	1	1
507	с ней	1	1
508	не быть	1	1
509	но этот	1	1
510	в последнем	1	1
511	с такой	1	1
512	сам в	2	1
513	имеют дело	1	1
514	означает ли	1	1
515	включает в	2	1
516	затем как	1	1
517	время с	1	1
518	ii с	2	1
519	с г	1	1
520	том числе	1	1
521	смысле что	1	1
