N	2gram	Bakhtin_Fr_2	Poddanst
236	не были	2	1
237	из всех	1	1
238	развития в	1	1
239	на этой	2	1
240	большинстве случаев	1	1
241	ясно что	1	1
242	его в	1	1
243	связаны с	2	1
244	к народу	1	1
245	есть несколько	1	1
246	были в	2	1
247	области политической	1	1
248	что не	1	1
249	них и	1	1
250	последующие века	3	1
251	далеко не	3	1
252	в этой	10	1
253	и техники	1	1
254	как и	11	1
255	как ни	1	1
256	в свете	1	1
257	как наследие	1	1
258	в развитии	1	1
259	прямо на	1	1
260	и еще	2	1
261	эту эпоху	4	1
262	формах и	2	1
263	в творчестве	6	1
264	это ощущение	3	1
265	так же	2	1
266	и особенно	3	1
267	всяком случае	2	1
268	место в	3	1
269	знаем что	1	1
270	сравнению с	2	1
271	культуры можно	1	1
272	эта не	1	1
273	исключительно на	1	1
274	науки и	1	1
275	теми же	1	1
276	жива и	1	1
277	и эти	2	1
278	как к	2	1
279	и более	4	1
280	в прошлом	1	1
281	там где	4	1
282	друг с	1	1
283	к историческому	1	1
284	и менее	1	1
285	области отношения	1	1
286	в историческом	1	1
287	и вся	1	1
288	и другим	1	1
289	в формах	2	1
290	в основном	5	1
291	xviii века	6	1
292	стремление к	1	1
293	что эта	1	1
294	лиц и	3	1
295	она не	1	1
296	иной раз	1	1
297	входят в	1	1
298	мире в	2	1
299	тогда когда	1	1
300	своего существования	1	1
301	в сферу	1	1
302	с и	1	1
303	случаях когда	1	1
304	можно судить	1	1
305	и образы	2	1
306	того чтобы	2	1
307	может помешать	1	1
308	никогда не	5	1
309	иерархии и	1	1
310	в настоящее	1	1
311	бы неправильно	1	1
312	они являются	2	1
313	к xv	1	1
314	не более	1	1
315	по стилю	1	1
316	как она	1	1
317	что по	1	1
318	в г	3	1
319	другой стороны	3	1
320	и часть	1	1
321	и теперь	1	1
322	в этих	4	1
323	не одну	1	1
324	помимо воли	1	1
325	на фоне	2	1
326	над ним	1	1
327	конечно и	1	1
328	только как	1	1
329	является и	1	1
330	будущее в	1	1
331	не та	1	1
332	и именно	1	1
333	традиции в	2	1
334	одновременно и	1	1
335	что все	1	1
336	есть и	1	1
337	начала в	1	1
338	мира они	1	1
339	сильны и	1	1
340	всего что	2	1
341	ни на	1	1
342	и другие	2	1
343	не есть	1	1
344	вместе с	2	1
345	это в	2	1
346	на библейские	1	1
347	в последующие	4	1
348	во всяком	2	1
