N	2gram	Losev_Vlad_1	VLabPisa
270	вовсе не	5	2
271	в особенности	4	2
272	одной стороны	1	2
273	июля года	1	2
274	даже не	2	2
275	как у	1	2
276	писателя и	1	2
277	еще и	7	2
278	марта года	3	2
279	что для	4	2
280	легко и	1	2
281	о чем	1	2
282	из многочисленных	2	2
283	что мы	2	2
284	с а	9	2
285	было в	1	2
286	нет никаких	1	2
287	начиная с	2	2
288	и потому	6	2
289	из которых	1	2
290	в течение	9	2
291	самого себя	1	2
292	н н	9	2
293	между прочим	11	2
294	этом и	2	2
295	многие из	1	2
296	по одному	1	2
297	ни одного	1	2
298	то о	1	2
299	а в	9	2
300	о своем	1	2
301	между ними	1	2
302	к его	3	2
303	от июля	1	2
304	в своих	5	2
305	можно говорить	1	1
306	и без	1	1
307	самом деле	1	1
308	и бытие	1	1
309	почти не	2	1
310	мысли а	1	1
311	и так	3	1
312	этой эпохе	1	1
313	он всегда	1	1
314	нам приходится	1	1
315	поэзии и	1	1
316	без труда	1	1
317	за его	1	1
318	как мы	9	1
319	что если	1	1
320	вопрос о	1	1
321	нам в	1	1
322	реальной жизнью	1	1
323	почти все	1	1
324	университета а	2	1
325	но она	3	1
326	на себя	3	1
327	мы и	4	1
328	не способен	1	1
329	это время	3	1
330	свою очередь	1	1
331	и то	10	1
332	самый замечательный	1	1
333	он был	14	1
334	не был	5	1
335	здесь не	3	1
336	во имя	1	1
337	по своему	3	1
338	у вл	13	1
339	у н	1	1
340	значение и	1	1
341	ответ на	2	1
342	а и	1	1
343	себе и	1	1
344	в свои	2	1
345	толстой очень	1	1
346	его развития	1	1
347	которые не	1	1
348	или у	1	1
349	лицом к	1	1
350	в истории	4	1
351	что во	1	1
352	только об	1	1
353	кроме того	7	1
354	и воображение	1	1
355	говорит что	4	1
356	что по	1	1
357	ноябре года	1	1
358	к большим	1	1
359	не очень	5	1
360	а г	1	1
361	то в	1	1
362	писал я	2	1
363	многих из	1	1
364	таковы например	1	1
365	уже в	7	1
366	было свойственно	1	1
367	за это	2	1
368	творчество и	1	1
369	тому же	2	1
370	на то	5	1
371	если он	1	1
372	но на	3	1
373	н в	6	1
374	так сказать	1	1
375	и если	5	1
376	на его	3	1
377	время и	2	1
378	да и	4	1
379	творца и	1	1
380	физической природы	1	1
381	всем своем	1	1
382	московского университета	8	1
383	и еще	2	1
384	года по	3	1
385	не как	1	1
386	то как	2	1
387	наконец наиболее	1	1
388	гегель в	1	1
389	уже не	3	1
390	его от	1	1
391	что может	1	1
392	на этом	2	1
393	из главнейших	1	1
394	и речи	3	1
395	именно это	1	1
396	одно и	1	1
397	этим самым	1	1
398	для характеристики	2	1
399	чего он	1	1
400	то есть	3	1
401	не нашел	1	1
402	на протяжении	1	1
403	августа года	1	1
404	воображения и	1	1
405	на почве	1	1
406	этом смысле	4	1
407	всю его	1	1
408	например с	1	1
409	кажется что	2	1
410	и вл	2	1
411	для них	1	1
412	ни одной	1	1
413	писал ему	1	1
414	и характера	1	1
415	эти годы	3	1
416	писал о	2	1
417	довольно подробно	3	1
418	таинственности и	1	1
419	с этой	1	1
420	этим и	1	1
421	которой он	5	1
422	несмотря на	4	1
423	к а	2	1
424	на этот	6	1
425	духовной жизни	1	1
426	в этих	1	1
427	философии а	1	1
428	полностью в	2	1
429	взгляд на	3	1
430	д н	3	1
431	наиболее глубокий	1	1
432	свидетельствует например	1	1
433	на свою	3	1
434	по год	1	1
435	в частном	1	1
436	письмо к	1	1
437	приведем только	1	1
438	значение для	2	1
439	однако от	1	1
440	вот эта	1	1
441	и той	1	1
442	есть его	1	1
443	но он	5	1
444	которое обычно	1	1
445	что этот	3	1
446	все для	1	1
447	вплоть до	1	1
448	в таких	1	1
449	о значении	1	1
450	без того	1	1
451	с которой	1	1
452	ему принадлежит	1	1
453	с теми	1	1
454	дело не	2	1
455	что их	1	1
456	на себе	1	1
457	этими двумя	1	1
458	к изучению	2	1
459	время как	1	1
460	и искусство	1	1
461	но только	3	1
462	не могло	1	1
463	основное содержание	1	1
464	может только	1	1
465	судя по	1	1
466	не имели	2	1
467	у этого	1	1
468	учения о	1	1
469	к ней	4	1
470	от него	2	1
471	этом пишет	1	1
472	друг друга	1	1
473	года в	3	1
474	целом и	1	1
475	только с	1	1
476	от июня	1	1
477	в каком	2	1
478	больше того	1	1
479	уже о	1	1
480	все то	1	1
481	мало чем	1	1
482	его подлинным	1	1
483	раз навсегда	1	1
484	однако все	1	1
485	приступил к	2	1
486	и это	2	1
487	и поэтому	1	1
488	и которая	1	1
489	даже самые	1	1
490	и толстой	2	1
491	с ее	1	1
492	связи со	2	1
493	говоря уже	1	1
494	в в	3	1
495	нет нужды	1	1
496	только со	1	1
497	всегда были	1	1
498	то время	2	1
499	в дальнейшем	8	1
500	однако эта	2	1
501	лет как	1	1
502	и сам	6	1
503	что у	4	1
504	только через	1	1
505	почти каждый	1	1
506	пишет что	1	1
507	работы то	2	1
508	но у	1	1
509	жизнь и	3	1
510	строго говоря	1	1
511	поэтому в	1	1
512	о котором	2	1
513	с ним	5	1
514	что об	1	1
515	связанная с	1	1
516	а по	2	1
517	о нем	7	1
518	до последних	1	1
519	на него	3	1
520	искусства и	1	1
521	году и	2	1
522	и что	6	1
523	с того	2	1
524	для нас	4	1
525	а также	5	1
526	с целью	1	1
527	толстой и	2	1
528	как было	2	1
529	знает что	1	1
530	или как	1	1
531	июня года	4	1
532	говорят о	1	1
533	которой мы	2	1
534	затем в	1	1
535	или иначе	1	1
536	хотя у	1	1
537	и во	1	1
538	толстой в	1	1
539	без нарушения	1	1
540	которая должна	1	1
541	даже для	1	1
542	сомнения в	1	1
543	этот первый	1	1
544	всего этого	1	1
545	не прав	1	1
546	года на	2	1
547	если это	1	1
548	о своих	1	1
549	для самого	1	1
550	порядка и	1	1
551	можно отметить	1	1
552	боролся с	1	1
553	речи о	1	1
554	согласиться с	1	1
555	с каждым	1	1
556	как нечто	1	1
557	что свои	1	1
558	который в	1	1
559	самые разнообразные	1	1
560	между этими	1	1
561	четыре года	1	1
562	декабря года	1	1
563	конечно не	2	1
564	и насколько	1	1
565	только на	3	1
566	и романтика	1	1
567	в виде	3	1
568	в начале	3	1
569	свидетельствует о	3	1
570	этому вопросу	1	1
571	и других	2	1
572	психологии в	1	1
573	конце года	1	1
574	вл соловьева	160	1
575	н страхову	2	1
576	это обстоятельство	1	1
577	который как	1	1
578	и из	3	1
579	ни в	2	1
580	в известной	1	1
581	в очерке	1	1
582	представлений о	1	1
583	не для	1	1
584	в состоянии	1	1
585	отношение к	3	1
586	но что	3	1
587	и никакой	1	1
588	и никогда	2	1
589	заметить что	1	1
590	тем что	2	1
591	сказать еще	1	1
592	всеми этими	1	1
593	и вместе	1	1
594	автора как	1	1
595	в более	1	1
596	плане не	1	1
597	только у	1	1
598	связаны с	1	1
599	а именно	2	1
600	что тот	1	1
601	человека а	1	1
602	в свою	1	1
603	от общей	1	1
604	же о	2	1
605	себя и	1	1
606	поскольку она	1	1
607	а наоборот	1	1
608	пишет с	2	1
609	однако и	1	1
610	жизнь в	2	1
611	личности в	1	1
612	и психологии	5	1
613	подобного рода	1	1
614	с м	41	1
615	маха и	1	1
616	на эту	1	1
617	своему личному	1	1
618	со своими	3	1
619	если не	3	1
620	очень часто	1	1
621	говорить только	1	1
622	долго и	1	1
623	к лицу	1	1
624	который у	1	1
625	и особенно	4	1
626	ответить на	1	1
627	в ноябре	2	1
628	как в	3	1
629	приводит в	1	1
630	где же	2	1
631	в данном	1	1
632	так или	1	1
633	октября года	2	1
634	это его	1	1
635	имеем дело	1	1
636	я с	1	1
637	ней не	1	1
638	никем не	1	1
639	у которого	1	1
640	сейчас же	1	1
641	в п	1	1
642	но это	3	1
643	основании всех	1	1
644	слова с	1	1
645	историю развития	1	1
646	наивная и	1	1
647	было еще	1	1
648	для такого	1	1
649	с по	1	1
650	поводу с	1	1
651	я всегда	1	1
652	а к	22	1
653	внимание на	1	1
654	и все	4	1
655	собственно говоря	3	1
656	уже есть	1	1
657	и ни	2	1
658	вообще в	1	1
659	ни к	1	1
660	потому что	11	1
661	года п	1	1
662	увидим ниже	3	1
663	которых он	2	1
664	или не	1	1
665	хотя в	1	1
666	но вот	1	1
667	личности и	1	1
668	еще в	4	1
669	а н	2	1
670	е в	7	1
671	его точки	2	1
672	науке и	1	1
673	не говоря	1	1
674	дело с	1	1
675	из тех	1	1
676	совершенно не	2	1
677	от декабря	1	1
678	эти же	1	1
679	не один	1	1
680	по которой	1	1
681	этот последний	1	1
682	гегеля шопенгауэра	1	1
683	работы в	1	1
684	огромное значение	1	1
685	в заключение	1	1
686	к этой	2	1
687	это было	6	1
688	и другие	1	1
689	цитата из	1	1
690	в таком	1	1
